ParlaMint-GB_2019-07-16-lords.u1	To ask Her Majesty’s Government what steps they are taking to improve rural bus services.
ParlaMint-GB_2019-07-16-lords.u153	My Lords, this is the first committee report that I have been involved in since I joined this House. I add my tribute to the noble Baroness, Lady Falkner, for her excellent chairmanship of the sub-committee during this inquiry and more generally. I do not think that our new chairman has officially been appointed yet, but they have big boots to fill. I also thank our excellent clerk and policy analyst, Matthew Manning and Erik Tate, for the extremely hard work they have done on this report. Perhaps I may also take the opportunity to wish the Minister a happy birthday; it is very good of the noble Lord, Lord Young, to choose to celebrate it with us tonight The European Investment Bank is not a subject that creates many headlines, and before we started this inquiry, probably like many noble Lords, I had not fully appreciated just how important it has been to the UK in financing critical infrastructure and, through its subsidiary the European Investment Fund, investing in SMEs. Since it began, more than €118 billion has been lent in the UK, with the amount peaking in 2015 when €7.8 billion went to 47 projects. This financing has covered a range of areas, including notably renewable energy, transport, higher education, social housing and water Just as important as directly providing finance, as we have heard, a key benefit of the EIB is its ability to de-risk projects and thereby encourage and enable private sector investment—crowding in. A good example of this is offshore wind, where witnesses told us that private sector investment would not have been there without the EIB taking on some of the project risk and technology risk. Many witnesses cited, as a particular advantage, the EIB’s independent expertise and due diligence, and its team of 3,000 full-time staff, which underpin its ability to “crowd in” other private sector investments. If the EIB lends to a project, that gives a strong stamp of approval to other lenders who can then piggy-back on the EIB’s work and expertise. Despite not being required to make a profit, the EIB has been consistently profitable, making a surplus in every year of its existence. This has enabled it to grow its capital base substantially, without further recourse to its owners This leads to the most headline-grabbing element of our report, which a number of noble Lords have already mentioned. On withdrawal, we will receive only the €3.5 billion that we have paid in, with no share of the increase in capital that has accumulated during our membership. It is worth noting that this repayment is being paid out over 12 years, so it is effectively an interest-free loan for that 12-year period. When describing this outcome, the Government conveniently ignore the concept of the time value of money—the well-recognised idea that £1 today is worth more than £1 in a year’s time. Doing a back-of-the-envelope calculation, it looks as though the present value of the repayment is actually only about €2.8 billion, so we are not even getting the value of our money back, let alone any share of the additional value that has been created during our membership What is the reason for such a poor deal? The explanations we were given during the inquiry were, frankly, weak and simply seemed to be that there were no statutes governing withdrawal, so this was the best we could do. While it is debatable that our share of the accumulated profits, approximately €7.6 billion, is the correct figure, it is extraordinary that we do not even seem to have tried to obtain some share of the increase in the capital that has accumulated during our membership, nor any compensation for the 12-year payback period. I note that the Government’s response to our report completely ignores this point. It will be interesting to hear what the Minister has to say about this. Does he really believe this was a good deal Much more important than this one-off piece of apparently poor negotiation is the future for the financing of infrastructure investment. Since 2016, the level of financing by the EIB into the UK has fallen off a cliff, dropping by almost 90%, and this is while we are still a full member. One of the more depressing aspects of our inquiry was the apparent lack of ambition of the Government to seek any future relationship with the EIB. The EIB itself has stated that it would like such a relationship but, because of the separation of the withdrawal agreement from the future relationship, there seems to have been no meaningful discussion about how we might work with the EIB going forward. This is despite the EIB continuing to benefit from our paid-in capital for the next 12 years, and our leaving our share of increased value on the table. One might think that this could have given us some leverage to find a way to continue to benefit from EIB financing after Brexit. However, when pressed on the ambitions for a future relationship, David Lunn, the director for EU exit at the Treasury, said: “We would go into it with an open mind and try to deliver a mutually beneficial relationship on the scale that made sense for it to be on” This lack of ambition is depressing. If you go into a negotiation with no clear goal for what you want to achieve, you are guaranteed to fail It seems likely that we will lose any meaningful access to the EIB, losing both the financing it provides and the crowding-in benefits from its expertise and credibility which has been referred to. Although the Government have taken action to replace the SME financing provided by the EIF by putting extra money into the British Business Bank, the position on wider infrastructure financing is much less clear, and the one-and-a-half page response to the report was, to be diplomatic, disappointing. It read a bit like the thank-you letters I used to write when I was 12, repeating the final paragraph and so on The Government have been running a consultation on the infrastructure finance review, which ended on 5 June. It would be interesting to hear if the Minister is able to give any initial feedback on this. However, it is not good enough for the Government simply to hide behind this consultation and twiddle their thumbs in the meantime. We effectively lost access to EIB infrastructure financing three years ago. Ensuring that the financing gap is filled is critical, as is replacing the expertise and credibility that the EIB brings. I hope that the Minister can tell the House what the Government’s current thinking is, and what their views are on our recommendation that they should consider the establishment of a UK infrastructure bank to support the future financing of key infrastructure after Brexit.
ParlaMint-GB_2019-07-16-lords.u154	My Lords, I join all the other members of the committee in thanking my noble friend Lady Falkner for introducing this debate and for her chairmanship of the committee over the last four years. She has done it with considerable application, skill and expertise, and will be sadly missed. The staff who supported the committee were a class act, supporting the committee expertly, promptly and without complaint, in spite of the extreme pressures put on them from time to time It is shocking, but not surprising, that this debate is taking place in an empty Chamber. This is a monumental scandal of mismanagement by the Government and a failure of communication to the wider public of one of the serious consequences of leaving the European Union. Members of the committee, and all noble Lords who have spoken, have highlighted the benefits that this institution has provided to the UK—the billions that have been invested across a range of sectors. These benefits are not just financial but nuanced in other ways. The reputation and the AAA credit rating of the bank have unlocked substantial private and public finance, some of which would simply not have happened without the existence of the bank, which is about to not exist for the United Kingdom in the very near future, unless things change very sharply. Of course, we continue to contribute while the investment has almost disappeared. I find it extraordinary that we have allowed a situation in which the UK is not financed, when we are a full member, despite our still providing the resources for that investment The Government’s determination to deliver Brexit and, as a number of speakers have said, their ideological indifference—if not hostility—to the public-private partnership that the bank represents, mean that the impact of losing it has been very undervalued. This has been brought out in our report. All we asked for, and all we are getting, is our capital over a long period and without interest—indeed, as the noble Lord, Lord Vaux, said, not even the value of the capital. The retained earnings that our capital has helped generate will stay just that: retained. I draw the House’s attention to the fact that during the coalition, the Liberal Democrats introduced innovative measures in this area. It was the Liberal Democrats who called for the establishment of the Green Investment Bank. It was Vince Cable who, out of the wreckage of the financial crash, secured the establishment of the British Business Bank. If the Government had thought ahead about the implications of Brexit, I suspect that they might not have privatised the Green Investment Bank. My instincts are that they would have privatised the business bank, had Brexit not happened, but they realised that this was a vehicle they needed to strengthen, rather than let wither away or sell off We need to look at how we can replace the EIB. The noble Viscount, Lord Waverley, made some interesting suggestions, which I am not sure would be welcomed by the EU, about how we might find a way of effectively locking ourselves back in through a shareholding of the EIF. It is an interesting idea. Again, if we were in the right kind of negotiating framework and relationship, it might just be possible.
ParlaMint-GB_2019-07-16-lords.u155	Does the noble Lord agree that the UK does in fact have a lot of experience, through the Asian Infrastructure Investment Bank, which is funding the one belt, one road initiative from China all the way through central Asia and beyond? Maybe there is a lot we could learn from that process.
ParlaMint-GB_2019-07-16-lords.u156	That is indeed true, and of course, Danny Alexander is one of the directors of that bank The point, which has been drawn out by all the speakers, is that infrastructure banks—promotional banks, as my noble friend Lady Bowles described them—are well established in many countries. You could argue that the EIB was, in effect, Britain’s answer to that, but as we leave the EU, we do not have an answer to that. I think it fair to say that all the speakers have suggested that now is the time for the Government to think about a promotional bank of this kind, because it is very difficult to see how we are going to fund massive infrastructure projects and the kind of innovative financing for small and medium-sized enterprises that has been provided, and which we do not have any mechanisms in place to deliver The evidence we had from KfW, established in 1948 partly to deal with the Marshall plan, demonstrated how a bank of this kind can become a major national asset. Yet, somehow or other, the UK has tended to sniff at these ideas, and we do not have anything to compare to it. When I was chair of the International Development Committee, I argued the case for a British development bank—something that France, Japan and a number of other countries have an equivalent of. We have in the CDC perhaps the nucleus of an organisation that could become a development bank, but on reflection, on the evidence that this committee received, I am of the view that we should not set up a series of banks; we should consider having one national bank which has sectoral commitments. Infrastructure is absolutely necessary—small and medium-sized enterprise finance—but so are development and external activities. I ask the Minister to take away from this debate the fact that we would like the Government to give serious and considered thought to setting up a bank of this kind—and if not, why not? In other words, I ask them to explain their thinking and what the alternative might be, because it is not at all clear from anything the committee has heard It is worth noting that, even within the United Kingdom, Scotland is setting up its own bank. I suggest that it will find that difficult in the consequences of a Brexit, and certainly a no-deal Brexit, but at least it is a recognition of something. It would be a bit ironic if Scotland could do something that the United Kingdom feels incapable of doing. What is abundantly clear is that, once we are left to our own resources outside the EIB, the UK’s credit rating is unlikely to soar. It is already downgraded. It is likely to be further degraded. One of the consequences is that we will have difficulty borrowing money and it will be expensive to do so It is difficult to see how the UK can possibly replicate the advantages currently available through the EIB. As we have learned, the EIB has the advantage, first, of borrowing at the lowest possible rate and being able to pass that on, and secondly, because of its established expertise, of effectively crowdfunding other sources of investment. There is no institution in the UK that has the capacity to do that, and the UK’s credit rating will be such that, in the short to medium term, we will be unable to do it. The consequence of that—especially if we have no deal, the economy and revenues are shrinking, yet the infrastructure needs and the other investment needs are growing—is that the Government are going to face a huge black hole of astronomical proportions We heard the noble Lord, Lord Butler. My mother’s expression was, “You’ll be sorry when I’m gone”. It is the same thing. We are going to be very sorry when the EIB is gone because, as we have established, we can see no future relationship with the EIB; certainly not if we do not negotiate in a constructive way. Without that, we will be left with no viable alternative. We will effectively be in a situation where we do not have a fallback and we have a gap. The noble Viscount, Lord Trenchard, made the point that it was a terrible deal. I am a passionate remainer, but I cannot understand why, if we are going to leave the EU, we do not negotiate the best future relationship that recognises the contribution we have made. Whatever side of the argument you are on, simply to throw up our hands and hand it over was quite extraordinary. We were led to believe that when this was discussed with the board of the bank, the British representative did not even contribute to the discussion, which I find utterly appalling—an abdication of responsibility, if you like To conclude, I suggest that the Government have some very hard thinking to do and some very serious questions to answer. I hope the Minister will be able to answer some of these, but I respect him enough to know that those he cannot, he will take away and bring back: I ask him to do that if that is the case. If I may say so, in a very partisan way, this debate and this report tell me exactly why we should stop Brexit.
ParlaMint-GB_2019-07-16-lords.u157	My Lords, I too congratulate the noble Baroness, Lady Falkner, both on her conduct of an excellent committee and a splendid report and on the speech in which she presented the issues. All other contributions really just reinforced the main points she made, which covered an excellent report that presents to the Government a series of very acute challenges. The Minister is of course adept at dealing with such things, but we expect some fairly clear answers to several of the issues that have been established on all sides this evening It is not often that I agree with the noble Viscount, Lord Trenchard, on economic issues, but I certainly agreed with him this evening when he indicated that we have to be careful about allowing the accountancy to dictate our whole strategy to meet the economic challenges we face. There have been many calls from all sides of the House that the Government really must not fall behind the old blocks of their defensive position on the problems of government debt, when significant levels of investment are obviously necessary. Of course, it is clear from the report that we have lost a very substantial part of our investment. For investment to drop by nearly 90% is a significant tragedy. This, after all, is one of the most significant investors in our infrastructure and it covers a wide range of areas. Noble Lords identified the environment, higher education and a range of other issues which will lose the investment that this bank provided. We all want to know what steps the Government are taking to repair the damage and provide the investment At the same time, the Minister has to address the fact that none of us in this House can understand how we reached an agreement in which we get the repayment of the capital that has not been utilised thus far but make no gains at all from our years of investing in the bank. Some government negotiation arrived at that judicious position. We all worry about the broader issues of negotiation with Europe, but this stands out as a pretty clear indication of how weak the Government’s position was at times We also recognise that infrastructure is a crucial aspect of the development of any economy, particularly an advanced economy such as ours. We have not had a good record in the past; the Government have to face up to the fact that their record is pretty dismal. The two areas on which they are making some progress were inherited from the previous Labour Government—HS2 and Crossrail, the latter of which is of course subject to fairly significant delays at present. Most of the other rail initiatives—the cross-Pennine route and the opening up of the London to Sheffield route—have been put into cold storage for the time being. It is not as if we have a surfeit of funds for infrastructure, yet we are discussing this evening how we have cut ourselves off from a crucial supplier We must also recognise how noticeable it is that regional issues are coming more to the fore. We all know why London has been pre-eminent for so long. We all know the significance of the City of London, but that does not mean that you do not have proper respect for regional development. There is absolutely nothing in the Government’s current position which gives us any encouragement on that, yet resources that we were getting from the investment fund from Europe offered some possibilities on that front. This is another crucial area which we lose. My noble friend Lord Giddens asked us to consider a rather wider agenda: a future which related to the space industries, on which we have a past record of investment and in which we are well placed to play a leadership role. However, he identified that here, again, was a necessity for government action. Can any noble Lord recall, apart from my noble friend’s contribution today, the last time we had a debate on the space programme and the role that Britain might play in it? Of course, the anniversary of the moon landing was a pretty predictable date—there is bound to be colossal public interest at this time—yet I cannot recall the Government making any significant contribution on it Of course, the Government are not in a position to think about spending too much, because after a decade of running the economy they are still stuck with their hugely significant debt and the real problem of how they distribute it. It is true that a future Prime Minister can easily produce a massive tax cut for the very wealthy in our society, or certainly those earning over £80,000—but is that not the same individual whose bus suggested that enormous millions would accrue to the British economy from Brexit? Well, we are defining the reality of Brexit this evening, and we are not talking about hundreds of millions of pounds accruing to the British economy It is quite clear that the Minister must give some response to the gap which has opened up. After all, he knows that it is a product of the withdrawal agreement that we reached and the negotiation which took place at that time, and noble Lords have identified just what the cost is for us. Because the investment bank covers a wide range of British economic activities, the cost will be and is being borne across the board We on our side of the House enjoy a certain degree of criticism of the Government but we also have enormous respect for a disaffected electorate who want to see success from political leadership. That is why we are quite clear that, if we came to power, we would launch a national investment bank, address regional disparities, and set out to ensure that resources were directed towards improving our productivity as well as our wage levels, which have been so depressed over this last decade. We would also seek to ensure, through a rather more imaginative immigration policy than the Government pursue, that we have the necessary high-level skills to ensure that we get the levels that the financial services sector will demand. We should be wary of restrictive blocks on skilled people who are essential to our economy These are possible developments. They of course require a degree of commitment by the Government to a clear policy. But what the Government committed themselves to and are still largely saddled with is in fact clearing debt—not investment in the creative part of the economy at all, but seeking to ensure that their credit rating holds to a certain level. No one will decry that in its entirety, but one can overload that dimension of financial and economic life to the extent that the economy suffers constant low levels of growth and constant problems with our productivity There are solutions. I was grateful to the noble Viscount, Lord Trenchard, for mentioning the German bank and the role which it plays in the German economy. It is not as if we do not have a model of the way in which we can create productive resources which can be independent of government yet act as a reaction to any downturn in the economy. He made that point clearly. As I said, it is not often that the House is in total agreement, but if he and I can agree on a strategy this evening, we hope the Government can too.
ParlaMint-GB_2019-07-16-lords.u158	My Lords, I begin by thanking the noble Baroness, Lady Falkner, for selecting this important topic for debate, for her speech in introducing it, and all noble Lords who have participated in our discussion this evening. I am grateful to the noble Lord, Lord Vaux, for his good wishes on my birthday. I am not sure I wanted to spend it taking a supply and appropriation Bill through the House of Lords, then answering an Urgent Question on rendition, then listening to 90 minutes of trenchant criticism from a Select Committee—but at my age, it is nice that anyone wants to employ me I join other noble Lords in thanking the noble Baroness for her work as chair of the EU Financial Affairs Sub-Committee, which is a particularly important role in recent years, providing detailed, expert scrutiny of key issues. She mentioned her five reports and an excellent example of her work is the report before us this evening. I enjoyed reading it, raising, as it does, a number of important issues regarding the EIB, SME finance and infrastructure. I have also read the Government’s response to the consultation paper on infrastructure finance One theme running through our debate has been the uncertainty about the future, mentioned by the noble Baroness at the beginning. What is to replace the EIB? Others have been the disappointment at the outcome of negotiations on capital and concern about the drop-off of investment by the EIB, although we remain members of the European Union. There is concern about a shortfall in infrastructure investment. Finally, there are the Government’s proposals for replacement, or the suggestion that the Government should replace the EIB with a national infrastructure bank. I shall try to cover as many of those issues as I can I begin by saying that we recognise the role that the EIB has played in providing access to finance in the UK. That is outlined in the committee’s report. We joined the EIB in 1973. We have contributed to its capital and have maintained a callable guarantee of €36 billion. The EIB and its sister organisation—again mentioned by the noble Baroness—the EIF, have operated in two critical areas, with the EIB lending for infrastructure projects and the EIF providing finance for high-growth firms. As the noble Baroness said, the EIB has cumulatively lent approximately €118 billion to UK infrastructure projects. Noble Lords mentioned a range of those investments. Higher education was mentioned by the noble Lord, Lord Giddens, while High Speed 1 and Crossrail were mentioned by others, as was investment in hospitals and schools In recent years, preceding the triggering of Article 50, the EIB lent an average of €6 billion per annum to UK projects alongside private investors. Compared to those private investors, the EIB typically offers competitive rates, as the noble Baroness mentioned, as well as support to projects through technical assistance. Another theme running through the debate has been the stamp of approval—the term used, I think, by the noble Baroness —or crowding in, mentioned by the noble Baroness, Lady Liddell, as the influence of the EIB in attracting other investments. I was impressed, as were other noble Lords, by the fact that it employs 3,000 full-time staff, many of them experts, providing the reassurance that other investors might need that these are worthwhile projects to support. Looking at SME finance, the EIB has been particularly important in funding regional SME funds, such as the Midlands engine and the northern powerhouse investment funds As we leave the EU, our relationship with the EIB will change. The EIB was established under the treaties, which state that only member states can be members of the EIB, so when we cease to be a member of the EU, we have to leave the EIB. Without being party political, I understand that the Labour Party’s policy is to leave the EU. Therefore, it follows inevitably that we would have to leave the EIB Under the terms of the withdrawal agreement financial settlement, the UK has secured the return of its €3.5 billion paid-in capital in the EIB, with payments being made annually for 12 years following exit. That agreement has run into a heavy volley of criticism, led by my noble friend Lord Trenchard, but I say to all those who criticise it that the final agreement was an improvement on the original EU position, which was to return the capital at the end of the loan portfolio’s amortisation. In the final deal, the UK’s capital will now be fully returned by 2030—some 30 years earlier than originally proposed The Government’s view is that this represents a good deal for the UK taxpayer, particularly by ensuring that there is no disruption to existing projects as a result of the UK’s departure from the EIB. We will of course continue to be able to draw down funds agreed prior to our departure There has been much comment about the future relationship with the EIB once we have left. The Chancellor has made it clear that we are open to the prospect of a future relationship and that discussions on a mutually beneficial relationship with the EIB group will take place during the next phase of the negotiations. The noble Viscount, Lord Waverley, talked about some of the options. We will look at the existing precedents and more bespoke options will be considered and explored as part of the next phase of the negotiations, as the Government have made clear The €3.5 billion represents the return of our full paid-in capital. As was mentioned in the debate, the EIB is not a typical commercial bank in that it does not pay dividends from its reserves to EIB members, and nor does the statute provide a precedent or a clear path for anyone to leave. It is important to recognise that the statute does not give members an automatic right to recover either capital or reserves—and, as I have just explained, the negotiated position was a significant improvement on the EU’s opening position. One cannot draw parallels with shareholders in conventional companies. Shareholders in a conventional company cannot expect the company to give their money back when they exit their shareholdings. Rather, they sell their shareholding in the market. However, given the nature of the EIB, that option is not available The noble Viscount, Lord Waverley, mentioned the Commission’s original investment, which was financed by member states through the EU budget contribution. The total value of the Commission investment based on the latest EU accounts is €581 million. The UK will receive a share of that proportionate to its budget contribution which, using an estimate of 12.4%, gives an estimated UK figure of €72 million—I think that that was the figure mentioned by the noble Baroness—or €14.4 million each year for five years. The repatriated amount will form part of the overall Article 141 process, so it is likely to be netted off UK contributions for that period The noble Viscount also asked whether we have a contingent liability of €36 billion. The answer is that we will maintain a declining financial commitment to the bank in order continually to financially back loans, including those given to projects in the UK granted by the bank during our period of membership—that seems to be fair. However, the commitment will decrease as the existing loans run down. This means that we could be called on to contribute further amounts to the bank, but this financial support will be called on only in very exceptional circumstances, and it is a matter of public record that the bank has never made a call on its callable capital Considerable concern was expressed that the EIB has reduced its funding for UK projects although we are still a member. We are aware that the EIB and the EIF are undertaking extra due diligence on UK projects in relation to the UK’s exit from the EU. We have been clear that while we remain a member of the EU, we enjoy the same rights as other member states to access EIB funding. More recently, good progress has been made with several UK projects receiving broad approval over the past year. There has been a loan of €350 million for the UK windfarm project. Triton Knoll was approved in April, while a loan of €1.65 million was approved for the Trafford Park tramline extension in June. In addition, in December last year two loans of €126 million each were approved for the UK companies South West Water and Stonewater social housing. Most recently, the Luton mass transport project had €120 million approved in February As the Chancellor has stated, we need to be prepared for all scenarios. We have taken action already by providing additional funding to support SMEs and we have launched a comprehensive consultation process on infrastructure finance to ensure that good infrastructure projects can raise the finance they need. We are determined to make the UK one of the best places in the world to start and grow a business. This means keeping taxes low and ensuring that businesses can access the finance and support they need. We have a comprehensive programme of activity to support businesses. The British Business Bank, which was announced in 2012 and became fully operational in 2014, aims to make finance markets work better for smaller businesses in the UK. British Business Bank programmes are supporting more than £5.9 billion of finance to over 82,000 smaller businesses, as of September last year. In recent years, as I have just mentioned, the activity of the EIF has declined. We have taken action to address the gaps left by it. At Budget 2018 the Chancellor announced that, as the UK leaves the EU, “the government will provide the British Business Bank with the resources to enable it to make up to £200 million of additional investment in UK venture capital and growth finance in 2019-20” That initiative was welcomed by many noble Lords who spoke in the debate, including the noble Baroness, Lady Falkner, and my noble friend Lord Trenchard. The Government made this funding available on 17 April to ensure that smaller businesses can access the funding they need Since the Autumn Budget that year, the bank has been a key partner in implementing the 10-year patient capital action plan announced by the Chancellor, which will unlock over £20 billion to finance growth in innovative firms. In addition, at the 2018 Autumn Budget the Chancellor announced new measures towards ensuring that defined contribution pension schemes can invest in patient capital The increased support through the Patient Capital Review means that UK government support for venture capital is now at a record high. Even before the announcement of the additional £200 million of funding for this year, the British Business Bank had the capacity this year to make commitments exceeding the combined average annual commitments from the EIF and the British Business Bank in the three years preceding the referendum Creating high-quality infrastructure—mentioned by many noble Lords—is critical. That is why we are increasing infrastructure investment, with the national roads fund reaching £28.8 billion and the biggest investment in the railway since Victorian times. Overall public investment is set to reach levels not sustained in 40 years The noble Lord, Lord Giddens, was concerned that the taxpayer would have to fund this investment in infrastructure, but it is not just the public sector that has this role. The private sector has a critical role to play, with around 50% of the £600 billion infrastructure pipeline due to be met by the private sector.
ParlaMint-GB_2019-07-16-lords.u159	Will the Minister comment on the committee’s recommendation that the Government consider setting up a national infrastructure bank? That is exactly the mixture of private and public funds.
ParlaMint-GB_2019-07-16-lords.u160	Yes, I will come to that. That is one of the most important themes that has run through this debate Many noble Lords mentioned investment in decarbonisation and in green projects. We have a suite of tools to support private investment in infrastructure. The contracts for difference scheme has made the UK a world leader in offshore wind. The world’s largest offshore wind farm, the Walney extension, opened off the coast of Cumbria in September last year. Elsewhere, the offshore transmission owner regime has brought down the cost of connecting offshore wind farms to the grid, and we have reached 96% superfast broadband coverage. Also relevant to the debate on infrastructure is the UK Guarantees Scheme, delivered by commercial experts in the Infrastructure and Projects Authority, which has £40 billion of capacity to ensure that good projects can raise the finance they need. We have given the UKGS additional flexibility to offer construction guarantees So while the EIB has been active in the UK market, it has worked within a successful and road-tested framework that supports investment. There is a strong appetite from the market to lend to UK infrastructure projects. Untypically injecting a note of party-political asperity, I mention that threats of renationalisation might constitute a threat to inward investment in UK infrastructure projects. We need to be absolutely clear that we do not frighten off the private sector from investing in infrastructure We recognise that there are still some challenges in financing infrastructure; for example, in how we respond to new technologies that carry higher risk and how we raise finance for very large projects. That is why at the Spring Statement earlier this year the Chancellor launched the Infrastructure Finance Review. This is looking at the strengths and weaknesses of the market, the role of the EIB, the Government’s existing tools and the institutional structures needed to deliver them. The review also explores a recommendation from the National Infrastructure Commission that if the Government do not maintain a relationship with the EIB, we should consult on establishing a new, operationally independent UK infrastructure finance institution. As the noble Lord, Lord Bruce, has just said, this links to the committee’s recommendation on consulting on a new UK infrastructure bank through the Government’s national infrastructure strategy This was one of the themes that I heard running through the debate: that this is something that the Government should consider very seriously. It was mentioned by the noble Baroness, Lady Bowles, the noble Lords, Lord Butler and Lord Bruce, the noble Viscount, Lord Waverley, and many others. The Government should reflect seriously on the points made not just by the committee in the report but during our debate about the need to try to replicate the characteristics of the EIB in generating crowding in of other investment, creating loans at a lower rate of interest and creating the stamp of approval, which was referred to earlier The formal consultation period closed in June, and while it is too early for me to share with noble Lords the formal results of the consultation, I can say that we have engaged widely and heard a range of views on the EIB, which we will consider when negotiating any future relationship. The Government have set out our intention to publish a national infrastructure strategy in the autumn. The results of the Infrastructure Finance Review will form part of that strategy, and there will also be a formal response to the consultation The noble Lord, Lord Giddens, asked whether UK business would be able to participate in Galileo post Brexit. In a no-deal scenario, future EU programme participation, including in Galileo, will need to be determined as part of any future relationship. I am conscious that I may not have covered all the points raised in our debate and I will write to noble Lords on those that I have not dealt with. I cannot pre-empt the Government’s spending review at this stage. Obviously, that will be important when it comes to investing in infrastructure, but the Infrastructure Finance Review consultation shows that the Government are taking this issue very seriously The noble Baroness, Lady Bowles, and the noble Lord, Lord Butler, asked about debt management, the ONS and definitions. That is venturing into almost theological territory as the noble Lord, Lord Butler, will remember the Ryrie rules and the unending debate about whether or not something scored as public expenditure. It says in my brief that we will leave questions on the interpretation of the guidance to the experts at the ONS, which is an independent body. It is highly likely that a UK bank would fall within the PSND measure. However, the Government will take the views that we have heard on board as we develop our policy following the Infrastructure Finance Review.
ParlaMint-GB_2019-07-16-lords.u161	The point that I was trying to make with regard to ESA 2010 is that it should be in our laws because it was from the EU and we have actually now transposed it into our Brexit preparation legislation. It is not a question of us running on our own version of what we think national accounts are: we should be running on the version that we are supposed to have in our law. That is why there was ultimately the change with regard to student loans. I feel the urge coming upon me now to suggest that this must be looked at formally, because it appears that we have been doing it wrong. The response that the Minister just gave appears to be wrong. I have the advantage of having been chair of the Economic and Monetary Affairs Committee at the time of ESA 2010 and, even more, I had to be the rapporteur because it was so complex that nobody else would do it. I have a reasonably good vision of this point because it was very important.
ParlaMint-GB_2019-07-16-lords.u162	I have in front of me the relevant paragraph in the Select Committee report, which states that: “The EIB’s liabilities do not feature on the national balance sheets of EU Member States”— which was the point that the noble Baroness was just making— “but we were told that a similar UK institution would almost certainly feature within the Government’s measure of public sector net debt. While such an institution would also have assets and would probably be able to fund the interest on its paid-in capital, this could have significant implications for the Government’s commitment to reduce public debt as a proportion of GDP” The report went on to say: “The measure of Government debt does not fall within the scope of this inquiry”, and that it, “is for the Government to choose the best way to calculate public sector debt” The report then continued with the point made by the noble Lord, Lord Butler, that, “such accounting decisions should not determine economic decisions about the optimal form of support for long-term infrastructure investment in the UK” That is a proposition with which I broadly agree. At the end of the day, we have an independent ONS that resolves these theological decisions as to what does and does not score as public expenditure.
ParlaMint-GB_2019-07-16-lords.u163	I must come back very briefly. I was not saying where the EIB should or should not be; the point is that national investment banks should also not be within the public sector accounts. It is clearly made in The Role of National Promotional Banks (NPBs) in Supporting the Investment Plan for Europe, which was issued by the Commission on 22 July 2015.
ParlaMint-GB_2019-07-16-lords.u164	I hope the eloquence of the noble Baroness will be heard by the ONS, which is at the moment the arbiter of what does and does not score. I have almost overrun my time. I thank once again all those who have participated in this debate. No doubt the committee will want to pursue this subject later this year when we have announced our conclusions on the consultation and have published our national infrastructure strategy and we have the result of the spending review. I hope that on that occasion the exchange may be more cordial.
ParlaMint-GB_2019-07-16-lords.u165	My Lords, it remains for me to thank all Members who have spoken tonight. There were some excellent speeches that will merit rereading in Hansard tomorrow The Minister shone a little light on the negotiations with regard to our retained earnings—a very little light—but perhaps he shone slightly more light on the success of having got our money back a little earlier than originally envisaged when the negotiations started. However, given the late hour, and given that he has had an extremely long working day on his birthday, I think the whole House will wish for him now to be rewarded with a little light refreshment. I thank all noble Lords.
