ParlaMint-GB_2018-03-27-commons.u1	1. What steps his Department is taking to tackle the illegal wildlife trade.
ParlaMint-GB_2018-03-27-commons.u297	I hope the hon. Gentleman will reflect that this is the first time a set of concerns outside a Secretary of State’s statutory powers has been laid before a bidding company, with the ability to discharge them through legally binding undertakings. I was very clear that section 172 of the Companies Act embodies a range of commitments that go beyond those just to shareholders. I hope the hon. Gentleman would agree that, by taking the action I have, I have reflected the wider concerns that exist.
ParlaMint-GB_2018-03-27-commons.u298	Many of my constituents in north Bristol rely on work with GKN and its largest supplier Airbus, including for the A400 military aircraft carrier. Both the Secretary of State and Airbus have said that a short-term approach to ownership is not compatible with the long-term interests of the defence sector, so if the Secretary of State will not intervene in this hostile takeover, will he seek to extend the five-year period, which we have heard is not long enough? In doing so, will he speak with Airbus about what the appropriate length of time should be?
ParlaMint-GB_2018-03-27-commons.u299	The decision in terms of the implications for national security has to be taken under advice. I think I have been clear to all Members that that is not a subjective decision. It has to be based on the formal advice that I take from the expert agencies involved. I set out in my letter to Melrose that I thought it was necessary for it to set out its intentions with regard to the period of ownership, specifically in relation to aerospace. Without that we would have been in the dark as to its intentions. It is helpful to know what that period is and for it to be legally enforceable. The suggestion is that only with the consent of the Government could it make any change before then.
ParlaMint-GB_2018-03-27-commons.u300	May I press the Secretary of State? The F-35, F-18, Chinook and Black Hawk helicopters are all defence contracts with which GKN is involved. What assurances did he seek from Melrose in relation to those contracts? I think all of us in this House are worried about the implications for defence, were the bid to be successful.
ParlaMint-GB_2018-03-27-commons.u301	The hon. Gentleman, who served as a distinguished Defence Minister, knows that these are squarely in the field of national security, for which there are statutory powers on which I will be advised by the Ministry of Defence and the agencies. What I have been discussing today are areas that are outside that statutory regime. There is still a very profound public interest that Melrose should set out its intentions. That is what it has done and that is now in the public domain.
ParlaMint-GB_2018-03-27-commons.u302	You, Mr Speaker, have a well-known prowess on the tennis court. If I had a fraction of those skills, I would have made it for the beginning of the statement, but I did at least beat the delivery of the statement, so I am immensely grateful to you for calling me The Secretary of State talks about the role of the Pensions Regulator. He does not know, I do not know and no pension trustees know on this deal which is the best longer-term buy to go for. Will he put forward and defend the strategic interests of pensioners by waiting for the Pensions Regulator to report to him on where the long-term interest lies, and block the deal if the strategic interests of pensioners are not met?
ParlaMint-GB_2018-03-27-commons.u303	I am grateful that the right hon. Gentleman made it for the statement. The role of pensioners is of course very important and it is why I set it out there. The Pensions Regulator, as I understand it, has been in discussion with the trustees, and it is for the Pensions Regulator to form its view. The right hon. Gentleman knows very well that media plurality, financial stability and national security are very specific grounds. They do not include, in terms of that statutory regime, the consideration of pensions, but I set out in my letter that I expect that the trustees and the Pensions Regulator should be satisfied that either proposal will operate in the interests of the pensioners.
ParlaMint-GB_2018-03-27-commons.u304	On a point of order, Mr Speaker. I seek your advice on how to get Foreign Office Ministers to respond adequately to Members’ questions, especially when life is at risk. Liam Colgan, from Inverness, has been missing in Hamburg since 10 February and his disappearance is causing his family enormous distress. Despite writing to Ministers a month ago and raising the matter with the Leader of the House in this Chamber, the response still fails to answer the specific questions his family have asked with regard to the support they require to find him and bring him home. How can I get answers from the Ministers on behalf of his family?
ParlaMint-GB_2018-03-27-commons.u305	I am most grateful to the hon. Gentleman for his point of order. I must advise him, with reference to the precise wording of his point of order, that the Chair has no responsibility for guaranteeing what he referred to, namely adequacy. The question of the adequacy or otherwise of a ministerial response cannot be a matter for the Chair, save in so far as the question involves timeliness. Ministerial replies to questions should be timely. Moreover, it is a convention, I think one now generally accepted, that Ministers should provide substantive replies. A continual stream of holding replies—“I will reply to the hon. Member as soon as possible”—really does not cut the mustard. I think the Leader of the House tends to chase ministerial replies to Members and it is right that that should be so More widely, my advice to the hon. Gentleman, seeing as he clearly invests in me great power, potential influence or even wisdom, is to say to him one word beginning with p and ending in t: persist, man! Persist! Persist! Persist in putting down questions and framing them in terms that are so clear that there can be no means, entirely inadvertently of course, of a Minister failing to see the purport and responding thereto.
ParlaMint-GB_2018-03-27-commons.u306	On a point of order, Mr Speaker. Over many decades through the child migration programmes, the UK Government, churches and charities sent British children in their care overseas. Many of those children were physically, sexually and emotionally abused. They were separated from their families, and they were wrongly told that they were dead. Earlier this month, the independent inquiry into child sexual abuse published a report that recommended surviving child migrants be paid compensation urgently; many have died and others are seriously ill. Originally the Department of Health and Social Care had lead responsibility for this matter, but when the report was published the Home Secretary published a written statement to this House. When I asked further questions of the Home Office, however, they were answered by the Department of Health and Social Care. I have spoken to the Table Office and we cannot get to the bottom of who is actually responsible. This has made it almost impossible to hold anyone to account. I am concerned that this reflects a lack of urgency and priority to this matter within Government. Can you advise me, Mr Speaker, on how, given the confusion within Government about who is actually responsible, Members can progress this important matter?
ParlaMint-GB_2018-03-27-commons.u307	I am grateful to the hon. Lady for her point of order. She too, like the hon. Member for Inverness, Nairn, Badenoch and Strathspey (Drew Hendry), should persist. She can of course table further written questions. However, given the evident urgency of this matter, not least because of the age and state of health of some of the people involved, my strong advice to her would be to persist in the Chamber. How she does so is a matter for her, but ultimately government is one and indivisible. It is in the interests of the House and of all Members that they should know which Department is handling a matter. It is really quite an elementary principle, but if there is ambiguity about that it must be resolved. The best course of action for the hon. Lady is to seek to raise these matters, perhaps even at the very highest level, in the Chamber I hope that the hon. Lady and other Members will take it in the right spirit when I say that my advice is that she should make a thorough nuisance of herself in the Chamber, in an entirely orderly way, by raising the matter as often as is necessary to secure clarification. That might mean raising it tomorrow, at business questions and every day for an appreciable period. That should not be necessary, but if that is what is necessary, that is what she should do. There will always be a friend in the Chair when Members from either side of the House and from whatever party try to pursue matters in that way.
ParlaMint-GB_2018-03-27-commons.u308	I beg to move, That leave be given to bring in a Bill to make it an offence to discard needles in public places in specified circumstances; and for connected purposes It is important for the House to understand why I am bringing this Bill forward, and why the existing law fails to make adequate provision for the act to which I refer. I believe that the Government should legislate for a new offence of discarding used drug needles in a way that recklessly or intentionally puts other people in danger In October last year, my four-year-old constituent, Riley Ashton, was playing after school in the public play area behind Tees Street in East Loftus in my constituency. One place in which Riley and his friends like to play is a sort of natural den created by bushes at the side of the park. It was here that Riley discovered an open handbag dangling from one of the branches. Inside it were 40 to 50 dirty hypodermic needles, discarded by local heroin addicts. Notwithstanding the danger, Riley seized a handful of the needles and ran to his mother shouting, “Look Mummy, stabby needles!” We can all imagine the sheer horror and panic that Paige experienced as she saw not just the contents of her son’s hand, but that it was bleeding. Needless to say, Riley was rushed to the James Cook University Hospital, where he spent the night undergoing an exhausting series of tests for HIV and hepatitis. Paige was then told she would face an agonising three-month wait before the results of those blood tests would be returned I pay tribute to Paige for her courage in bringing this story to my attention and for challenging the drug users and dealers in Loftus who make a misery of other people’s lives and rely on people being too scared to speak out. Her dignity is hugely impressive and she deserves better protection from the state than we have been able to give her so far Following Paige informing me of this incident, I took a number of steps to try to prevent such a thing from happening again. I contacted the excellent chief executive of Redcar and Cleveland Council, Amanda Skelton, who committed that authority staff would conduct regular sweeps of the play area to keep it safe, as well as cutting back the shrubbery in which the incident occurred. The council already has a well-established and important commitment to responding to any reports of discarded drug paraphernalia within two hours. That is really important and I hope that it will continue I also contacted the then chief constable of Cleveland police to request a greater police presence in the area in an attempt to keep drug users away. The park was duly added to the patrol pattern of local police community support officers. Today is not the day for this, but I believe that Cleveland police need to allocate greater resources to rural East Cleveland, which too often feels like the forgotten area of their patch. I will raise that issue separately with our new chief constable Riley’s incident has subsequently, I am pleased to say, led to the establishment of a drug-related litter working group that is exploring ways in which this nuisance can be stamped out. Although that is welcome, it is local in scope. I therefore also asked the House of Commons Library to look into what criminal sanctions exist for people who put the public at risk in this way. I was shocked to discover that the only offence with which an individual who discards used needles can be charged is that of general littering under part IV of the Environmental Protection Act 1990. Just consider that for a moment: an individual can inject themselves with heroin, itself a criminal offence, go on to discard their needles in a way that endangers the lives of children and others, and be given nothing more than a fine for littering. I find that pretty staggering. The moral difference, both in intention and consequence, between discarding used drug needles and, say, a sweet wrapper, is patently obvious, and yet the law as it stands fails to recognise this difference Let us be clear: we are never going to eradicate the scourge of hard drugs in our society. There are users in every constituency in our country and we need to help and support those people to get clean if they want to. However, most users manage to dispose of their needles in a sensible way. What happened to Riley in Loftus is different. I can see no way in which the needles were placed in a children’s play area, in their den, in a way that positively invited them to investigate without a sick intention to cause harm to a child. For that reason, I believe the Government should look seriously at creating a new criminal offence of recklessly or intentionally discarding used drug needles. This happens too often in Redcar and Cleveland, and I am certain elsewhere, for us to tolerate it any longer Since I became the local MP last summer, I have had reports of discarded needles from other towns in East Cleveland including Saltburn and Guisborough, as well as Middlesbrough and Redcar. Many other colleagues must be similarly affected. In 2005, a Government consultation opted against changing the law on the basis that it was unlikely that users would inject themselves or discard their needles in view of those in authority who might hold them to account. I make two points on that. First, the rise of CCTV and the growing sophistication of DNA testing means that fewer and fewer cases would be genuinely off record to authorities, if the will existed to deliver prosecutions. Secondly, in a close-knit community such as Loftus, local people and the police have a very shrewd idea of who the main offenders are. I simply do not accept that there are insuperable barriers to prosecution. In Loftus, these people form a small minority in a town where there is a fierce desire to change things for the better. Loftus has faced really difficult times in recent years, driven both by the loss of traditional jobs and the fact that many troubled families have been placed there from elsewhere in the authority area. However, there are some amazing people in the town and great organisations, such as the Rosecroft Action Group, Loftus Accord, the Loftus co-op and the Friends of Loftus Library, who are bringing people together who want to smarten things up, attract new jobs and restore a sense of pride and purpose. I am very proud to work with them all and they would all want me to emphasise that there is much more to Loftus than a problem with drugs For those who love cycling, Loftus will feature in this year’s East Cleveland Klondike grand prix race, showcasing the beautiful local countryside and proving that North Yorkshire does not have a local monopoly on stunning scenery. It has a fantastic market square and a great number of small new businesses are opening up, including two that I have had the pleasure of opening recently—Mad Alice’s Micro Bar and Miss Fisher’s Emporium. I pay particular tribute to two of the local councillors, Wayne Davies and Mary Lanigan, who work tirelessly for the betterment of their community. All this hard work, investment from the Big Local and the transformative potential of the new Woodsmith mine mean that there is hope in Loftus when for too long, there has been none. To build on this, we must ensure that we have the legislative tools in place to ensure that we can crack down on the discarding of used needles I conclude by telling the House that I have recently been informed that Riley’s blood-test results have come back clean, and that he is safe and well. However, I am also very conscious that we might not be so lucky next time. I believe that we have it in our hands to give the police the powers to ensure that this is a tragedy averted, rather than one waiting to happen. It is therefore in hope that I recommend my Bill to the House Question put and agreed to. Ordered, That Mr Simon Clarke, Anna Turley, Luke Graham, Julia Lopez, Vicky Ford and Eddie Hughes present the Bill Mr Simon Clarke accordingly presented the Bill Bill read the First time; to be read a Second time on Friday 23 November, and to be printed (Bill 191).
ParlaMint-GB_2018-03-27-commons.u309	We now come to the emergency debate on the EU referendum and alleged breaches of electoral law. This debate, as colleagues will know as I informed the House yesterday, can run for up to two hours.
ParlaMint-GB_2018-03-27-commons.u310	I beg to move, That this House has considered the EU referendum and alleged breaches of electoral law Thank you, Mr Speaker, for helping to facilitate this debate, which as you said yesterday, was in order for an emergency debate under Standing Order No. 24. I start by reminding colleagues of what the Prime Minister said yesterday about Brexit: “They want us to get on with it, and that is what we are going to do.”—[Official Report, 26 March 2018; Vol. 638, c. 525.] She also dismissed concerns about Vote Leave’s activities, in answer to a question from the hon. Member for Airdrie and Shotts (Neil Gray), who is not in his place but was here yesterday. She is hiding behind an increasingly tatty and threadbare comfort blanket—the will of the people: her sole justification for the disastrous act of self-harm she is imposing on the country. She has not in this place been able to deploy any sound economic, diplomatic, cultural or security reasons why Brexit is good for the country, but she has frequently referred to the will of the people.
ParlaMint-GB_2018-03-27-commons.u311	Will the right hon. Gentleman give way?
ParlaMint-GB_2018-03-27-commons.u312	I am happy to take a friendly intervention.
ParlaMint-GB_2018-03-27-commons.u313	I am grateful. Although the debate is about electoral law, might I put it on the record, as somebody who wanted to leave, that the law is the law and nobody is above it, and if the law has been broken, or if there are grounds to suspect that it has been broken, the full weight of that law should be thrown at those organisations?
ParlaMint-GB_2018-03-27-commons.u314	I was not entirely anticipating a friendly intervention, but indeed it was a very friendly intervention The Prime Minister does not appear willing to entertain any prospect that the allegations are true and that therefore the will of the people might have been usurped and the people cheated. It was my concern that the law might have been broken that led me to refer the matter to the Electoral Commission and the police.
ParlaMint-GB_2018-03-27-commons.u315	Does the right hon. Gentleman agree—I do not think he is suggesting this for one minute—that this will have had no effect on the outcome of the referendum?
ParlaMint-GB_2018-03-27-commons.u316	The hon. Gentleman encourages me to speculate on a matter to which it is difficult to respond. If these allegations, which are unproven, are true and £625,000 was spent illegally in a very focused campaign and, by definition, was targeted on a very small number of people, it is very hard to say what the effect might have been. That is partly what I hope any inquiries might clarify.
ParlaMint-GB_2018-03-27-commons.u317	Would the right hon. Gentleman not acknowledge that the remain campaign spent about one third more on the EU referendum and indeed that the Government spent more than £9 million of taxpayers’ money sending a leaflet to every house in the UK promoting our remaining? Could that not be seen as biased in favour of that campaign?
ParlaMint-GB_2018-03-27-commons.u318	Many Members on the Opposition Benches, and possibly some on the Government Benches, will have seen a comprehensive dossier of ways in which Vote Leave and BeLeave allegedly broke the law. If the hon. Gentleman wants to bring to the House, or present to the Electoral Commission and the police, a similar dossier of allegations against Britain Stronger in Europe, of course he should do that, and Members on both sides of the House would welcome it, but the fact is that all we have is the dossier that the Electoral Commission and the police are now considering in relation to Vote Leave’s and BeLeave’s activities. He should not, then, try to muddy the waters in the way I am afraid he is seeking to do.
ParlaMint-GB_2018-03-27-commons.u319	Many of us in the House were around during the Iraq war debates, when we were given a dossier. Many of us were not convinced, having read that dossier in detail, but others were, and the House voted to go to war, even though the facts on which that decision was based proved not to be true. This dossier is far more convincing than the previous dossier. [Laughter.] Does he not therefore agree that it should be investigated and taken seriously by everybody in this House?
ParlaMint-GB_2018-03-27-commons.u320	Yes, and I am sorry that there was laughter from the Government Benches. Members of Parliament, whether they supported remain or leave, should be interested in finding out whether the law has been broken. It should not be a subject of hilarity in the way that it seems to be for some Members on the Government Benches.
ParlaMint-GB_2018-03-27-commons.u321	Will the right hon. Gentleman give way?
ParlaMint-GB_2018-03-27-commons.u322	I hope it will not be an hilarious intervention.
ParlaMint-GB_2018-03-27-commons.u323	No, it is deadly serious. Can the right hon. Gentleman tell me the size of the fine the Liberal Democrats received from the Electoral Commission for breach of election law during the referendum campaign?
ParlaMint-GB_2018-03-27-commons.u324	I am happy to say that it was, I understand, £18,000. The slight difference, though, is that as a party we would love to be able to spend close to the spending limit in relation to election law, but as a party we are never able to. The allegation here is that the combination of Vote Leave and BeLeave spending broke the law, so the hon. Gentleman should wipe the smile off his face, focus on whether the law has been broken and treat the matter more seriously than he appears to be doing.
ParlaMint-GB_2018-03-27-commons.u325	Would the right hon. Gentleman agree that the tone of the debate so far is incredibly disappointing? We are discussing something that goes to the very heart of our democratic processes. If the allegations in the report are correct, it shows that there is something rotten at the heart of our democracy, and it would behove the other side to take that rather more seriously, because it affects all of us and the credibility of our democracy.
ParlaMint-GB_2018-03-27-commons.u326	I could not agree more. I am sure that others will contribute to this debate—they may principally or exclusively be from the Opposition Benches—express their concerns about these allegation and ask that the matter be fully investigated in the way it deserves.
ParlaMint-GB_2018-03-27-commons.u327	I am sure that were he not at the Liaison Committee, the Chair of the Digital, Culture, Media and Sport Committee, who has done such a fantastic job on this and has just spent four hours listening to the testimony of Christopher Wylie, would be here making exactly the same points as the right hon. Gentleman.
ParlaMint-GB_2018-03-27-commons.u328	I thank the right hon. Gentleman for that equally helpful intervention. I hope that during this debate Members who heard that evidence will be able to contribute and update the House on what was said there, although I suspect that a lot of that information will have been contained in the papers this weekend, which I am sure many Members have spent hours assessing over the weekend and since I want to focus briefly on the Electoral Commission. This is how its website describes its role in relation to referendums: “Our focus is on voters and on putting their interests first. Our objectives for referendums are that:…they should be well-run and produce results that are accepted…there should be integrity and transparency of campaign funding and expenditure” It is safe to say that neither of those objectives was met with respect to the EU referendum campaign—I am not blaming the Electoral Commission but others involved in the campaign What action has the Electoral Commission taken to date? The allegations we read about this weekend were new allegations, but there were existing allegations working their way through the system. I thank WhatDoTheyKnow, openDemocracy and FairVote for their work on this issue. They obtained internal emails from the Electoral Commission that described Darren Grimes’ spending as “unusual”. I think we can all agree it was remarkable that someone whose organisation in the first 10 weeks of its existence apparently managed to raise £107 was given £625,000 to spend in a completely uncontrolled manner. It is remarkable that such confidence was placed in that organisation and the one or two people behind it.
ParlaMint-GB_2018-03-27-commons.u329	I spoke to some people in the industry about this, and they told me that unless there was collusion it would have been impossible to mine such big data in the timeframe the money was given to BeLeave. Does my right hon. Friend agree that this is suspicious indeed?
ParlaMint-GB_2018-03-27-commons.u330	I do not want to comment directly on that, but clearly it is a very serious allegation that I am sure will be a subject of the Electoral Commission and police inquiries. The commission has confirmed that there is a live investigation under way and that therefore it cannot confirm what progress has been made, but it is under way, and I welcome that In the internal emails, the Electoral Commission described Grimes’ spending as “unusual” and found that he broke some of its rules, but it decided to take the matter no further as there were “no reasonable grounds” to believe that Vote Leave and Grimes had been working together I must say that the Electoral Commission will have to have very clear reasons if it does not believe this to be the case now, following those new allegations from three whistleblowers at the heart of the Vote Leave-BeLeave machine. It is worth underlining that they are new allegations. What we have heard from the supporters of Vote Leave is “All this has been investigated. There is nothing new here”, but these allegations from three whistleblowers at the centre of the organisation are completely new. These are matters that have not been investigated. Anyone who supported Vote Leave and is now saying, “Don’t bother, it has been done” is wrong.
ParlaMint-GB_2018-03-27-commons.u331	Does the right hon. Gentleman agree that when the former chief executive officer of Cambridge Analytica, whose subsidiary, or associated, company AIQ is linked with many Leave campaigns, is openly bragging that it can alter election outcomes for a fee, that is a shaming indictment of the nature of British politics today, and shows that money tends to be seen as more important than our democracy and the force of argument?
ParlaMint-GB_2018-03-27-commons.u332	I will come on to some reforms that might be needed in terms of the law. Some of what has gone on, if it is indeed within the law, should concern us very much, and we may need to look very carefully at the law itself The new nature of the allegations is critical, because the Brexit cheerleaders, such as the Foreign Secretary and the Secretary of State for Environment, Food and Rural Affairs, have been quick to say “Nothing to see here. Move on. The result must be respected. Vote Leave won fair and square.” They will pretend that all this has been investigated before. It has not, and only when it has will we know whether the trail of deceit which so publicly started with the incredible slogan slapped on the side of that infamous red bus—the Foreign Secretary’s comprehensively demolished claim that there would be £350 million a week for the NHS, which he keeps repeating to this day—leads directly to today’s Cabinet table.
ParlaMint-GB_2018-03-27-commons.u333	The right hon. Gentleman talks about journeys of deceit. He will have noted that no members of the Scottish Conservative and Unionist party have joined us today. Their former vice-chair, Richard Cook, leads a group called the Constitutional Research Council, which gave £425,000 to the Democratic Unionist party during the last general election. Will the right hon. Gentleman join me in asking Mr Cook to assure us, first, that none of that money came from Russia, and secondly, that none of it was used to co-ordinate other election campaigns such as those on the European Union referendum?
ParlaMint-GB_2018-03-27-commons.u334	The hon. Gentleman has made a valid point. Those too are serious allegations that need to be investigated, and I will touch on them briefly in a moment. One thing that concerns me about the donation to the DUP is that it was apparently spent on an advertising campaign that was wholly based in England. That seems a rather strange use of money allocated to the DUP which one might have expected to be spent in Northern Ireland.
ParlaMint-GB_2018-03-27-commons.u335	Does the right hon. Gentleman agree that the Secretary of State for Culture, Media and Sport should table urgent amendments to the Data Protection Bill on Report to give the Information Commissioner the initial powers that she needs, but also to enhance co-operation between the Information Commissioner’s Office, the Electoral Commission and the Financial Conduct Authority so that they can follow the money as well as the data?
ParlaMint-GB_2018-03-27-commons.u336	Absolutely—and I would add that they should be able to follow the money abroad, because I think that there is substantial concern about the possible involvement of foreign actors in our elections here, about the possible sources of funds, and, indeed, about the possible sources of advertising on Facebook and other media.
ParlaMint-GB_2018-03-27-commons.u337	The right hon. Gentleman has mentioned a number of investigations involving the Electoral Commission that are currently under way. Does he believe that the commission should undertake the task, or should there be a public inquiry, as suggested by the journalist who broke the story?
ParlaMint-GB_2018-03-27-commons.u338	I am open-minded about whether that might be a way forward. My only concern about it is that the commission has not proceeded as swiftly as we would have liked in the investigations that are already under way. A public inquiry is, by definition, likely to take a considerable period of time, and if there is much more water under this particular bridge I think it will lose its focus. I think it is important for us to focus on this now in a way that will deliver an outcome swiftly, so that people can have certainty about the fairness of our elections Open Democracy states: “The referendum saw a number of different groups register as campaigns on each side. These campaigns were given spending caps, designed to limit how much the rich can sway our democracy. But if one campaign can simply get round its limit by donating to another on the same side, then the cap verges on meaningless. And so Electoral Commission rules are meant to restrict campaigns from getting round spend limits in this way.” The question, therefore, is whether the commission interpreted the law correctly originally, and how it will interpret it now, given what I believe is substantial new evidence.
ParlaMint-GB_2018-03-27-commons.u339	Is the right hon. Gentleman aware—in terms of new allegations—that a month before the referendum itself, the remain campaign set up no fewer than five new campaigns, at DDB UK Ltd, Best for our Future Ltd, The In Crowd, Virgin Management Ltd and Wake Up. Vote? Is he aware that remain channelled £1 million to those five organisations? Does he think that they should be investigated as well, and, if so, why has he not mentioned them so far?
ParlaMint-GB_2018-03-27-commons.u340	I thank the hon. Gentleman for making that point. I hope he will produce the evidence that he says he has to hand, and allow the matter to be investigated thoroughly. Otherwise he will be at risk of simply trying to muddy the water, and I am sure that he is not trying to do that If the Electoral Commission did indeed interpret the law correctly, we should note that Open Democracy also states: “As a registered Leave campaigner, Grimes was allowed to spend” £625,000 “during the referendum. Earlier this year a Vote Leave source told a parliamentary committee that it had enlisted Mr Grimes’s BeLeave campaign because it was close to breaching its £7 million spending limit and wanted to ensure all the money it had been given would be used. Under UK electoral law, this is fine. The Electoral Commission has ruled that such donations are allowed—so long as there was no ‘plan or other arrangement’ between Darren Grimes and Vote Leave about how the money was spent.” In other words, one organisation, Vote Leave, can pass a huge amount of money to another, just before it would break the legal limit if it carried on spending. Although that second organisation is very familiar with the activities of the Vote Leave organisation—indeed, co-located with it, using the same supplier for the delivery of targeted messages and, presumably, the same or a remarkably similar specification for the work that Vote Leave pays for—the law says that the two are not acting in concert. If that is a correct interpretation, or indeed if that is how the Electoral Commission will interpret the law once it has considered the new evidence, I must say that I think the law is an ass and will need to be changed, because what it means, in effect, is that there is no limit to the amount that third parties can spend on supporting the main designated campaign organisation in any future referendums.
ParlaMint-GB_2018-03-27-commons.u341	I would love to hear what the “new evidence” is. It is coming from some very junior people who are currently making contradictory claims on different television programmes. Let us hear what it is, and let us leave it to the Electoral Commission. It has already cleared this twice.
ParlaMint-GB_2018-03-27-commons.u342	Perhaps the hon. Gentleman was not concentrating on what I said earlier, and I forgive him if that is the case. I said very clearly that the new evidence had been provided by three people who were at the heart of BeLeave and Vote Leave, and who were probably the only people who were working for BeLeave. Let us face it: this was not a large organisation. It was an organisation that had a handful of people working for it. I suspect that they know more about BeLeave’s activities than anyone in this place, which is why I have referred the matter to the Electoral Commission and the police so that they can carry out appropriate investigations.
ParlaMint-GB_2018-03-27-commons.u343	We are hearing about a potential abuse of electoral law, which is threatening to pull perhaps the most important decision of a generation down into complete farce. The Court of Session in Edinburgh has said that it will allow a petition about article 50 to go ahead. There seem to be weekly concerns about Brexit, the vote and the potential economic impact. Does my right hon. Friend agree that the wheels are coming off the great big red Brexit bus that he mentioned earlier? Perhaps it is time for the Government to stop before it crashes completely.
ParlaMint-GB_2018-03-27-commons.u344	My hon. Friend has carefully enumerated all the different ways in which some of the promises made during the EU referendum campaign have been broken, and why people might now be thinking that a vote on the deal and an exit from Brexit is the only way out for them. Certainly, I must say that sometimes I wonder if the Prime Minister feels the same way, because when she seeks to answer questions about the economic benefits for the UK of us doing this, she is sorely short of any sensible answers I want to focus briefly on the issue of the Electoral Commission’s resources. It has confirmed in answer to my letter that it does have the resources it needs. I welcome that and take its word for it; however, when I was a Minister and had some responsibility for this area I was aware from contact with charities, political groups and others that the Electoral Commission often struggled to respond to queries in a timely manner, and there was always an appetite for more guidance and more detailed guidance. Perhaps the resourcing has changed, as it seems to be confident that it has what it needs to investigate this, but, as I said earlier, my hon. Friends and I have concerns about the progress made on some of the existing inquiries As long ago as 10 March last year Lord Tyler drew the attention of the Minister in the Lords to the fact that the leave campaign stood accused not only of lying in the substance of its campaign, but of cheating in the process of delivering it. He instanced the claim, which others have just referred to, by Arron Banks that Cambridge Analytica had played a crucial role in the campaign and “won it for Leave”. He also described the use of a very substantial anonymous donation to the Democratic Unionist party, as has also been mentioned, to fund a campaign wholly targeted at the British mainland. I am a little perplexed as to why those on the Conservative Benches do not get aggravated about the fact that in the UK it is fine for a very large anonymous donation to be made to a political party such as the DUP and for it then to be spent not in Northern Ireland. That smells rather bad to me, and I am surprised that Conservative Members do not share my concern.
ParlaMint-GB_2018-03-27-commons.u345	I am sure that, like me, the right hon. Gentleman is at least cheered by the fact that some Conservative MPs seem very keen to participate in today’s debate despite the fact that 24 hours ago none of them thought there was anything worth debating. Does the right hon. Gentleman agree that on matters as important as the long-term constitution and international status of these islands, it is not enough for somebody to assert, full of bluster, that there is nothing wrong? All of us individually and collectively must be seen to be above suspicion, and when suspicions are raised with the volume and intensity of the last few days, there must be a full investigation, hopefully to prove nothing is amiss, but if there is anything amiss, those responsible must be held to account or the public will completely lose any faith in our democracy?
ParlaMint-GB_2018-03-27-commons.u346	I thank the hon. Gentleman for his intervention, and his point is well made. I am sure he will agree with me and the other Members who have already expressed strong views on the fact that when anyone has broken electoral law—if indeed it has been broken—that requires investigation and appropriate action needs to be taken.
ParlaMint-GB_2018-03-27-commons.u347	Does my right hon. Friend agree that Conservative Members are so desperate to get Brexit that they are happy to get Brexit at any price, even at the price of democracy?
ParlaMint-GB_2018-03-27-commons.u348	I do not know if that is the case for all Conservative Members; we will see whether their enthusiasm for the debate leads any of them to make a contribution setting out concerns about whether democracy might have been jeopardised if these allegations are true. But they seem to be treating the debate more as a matter of hilarity, so I am not entirely confident that their contributions will reinforce the points made from the Opposition Benches I am now going to ask the Minister some questions which I hope she will be able to answer. In some respects I feel sorry for her in this, as I know her to be a very fair Minister. I would much rather have had the Foreign Secretary here to answer questions, because he has a lot of questions to answer in this respect, including on the role he played in the Vote Leave campaign I hope the Minister will be able to explain why the investigations of the existing allegations have taken so long. Is that a question of the Electoral Commission or the police lacking appropriate powers or resources? We have heard that the Electoral Commission has said it is not a resource problem. Is there a discrepancy between the different statutory regimes for elections on the one hand and for referendums on the other, which cause difficulty in the examination of infringements? Do these differences cause particular problems when seeking to establish illegal collusion or ineligible donors Can the Minister also set out what action the UK Government intend to take to address any failings in electoral law they or the Electoral Commission have already identified, and set out what mechanisms are in place to right past electoral wrongs? Given the narrow margin of the result—for every 17 people who voted to leave, 16 voted to remain—does the Minister recognise that continuing doubts about the referendum’s integrity fuel challenges to the legitimacy of the entire Brexit process? Is the Minister confident that no one who works for the Conservative party, or indeed Ministers or the Prime Minister, is going to be charged as part of this investigation I will conclude by saying that whether people voted leave or remain, they are entitled to know that the EU referendum campaign was fairly and squarely delivered, or that people were in fact cheated and the law was broken. As Members from all opposition parties, at least, have said, this will require a thorough investigation. It requires Ministers to refrain from the Trumpian tweeting preferred by the Foreign Secretary, who has already said that there is no case to answer before the case has actually been heard.
