ParlaMint-GB_2018-09-07-lords.u1	That the House do now resolve itself into Committee.
ParlaMint-GB_2018-09-07-lords.u169	That is what Parliament is for, though the noble Lord might not agree with it. He might not have conducted himself in the same way when he ran that local council—but that is the way this place works and he should get used to the fact.
ParlaMint-GB_2018-09-07-lords.u170	The noble Lord imputes to me things that I do not agree with. I have given way to him twice and enjoy his interventions. It is only that if he makes an intervention, it requires a courteous answer from me. That is the point that I was trying to make—not that he was not right to intervene I shall come back to my fundamental point, but I have to address the point that the noble Lord made. The historical position in 1945 was entirely different. There were no life Peers; there was a historic House, with, yes, a huge preponderance of Conservatives, partly as a result of the Irish home rule debate and partly as a result of the rise of the Labour Party, which gave great service, and still gives great service, to this country. There was an imbalance. That was addressed within that House by convention and by mutual respect—the kind of thing that the noble Lord, Lord Jones of Birmingham, spoke about earlier that enables the House to work: fairness. The great reforming Labour Government of 1945 changed Britain with the acquiescence of the House of Lords, notwithstanding the numbers. That is the historical reality I do not think that it is really relevant to the present position, which, to return the argument that I was trying to make, is that 20% of the Conservative Party’s strength in this House is made up of hereditary Peers. We have heard distinguished contributions from the Cross Benches today. Sixteen per cent of their strength in this House, because of the way the colleges were agreed in the negotiations with the noble and learned Lord, Lord Irvine, is made up of hereditary Peers. In the case of the Liberal Democrats, it is 4% or perhaps 5%, and in the case of the Labour Party it is 2%. The raw numbers are different. We would lose over time on our side 49; the Labour Party would lose four—a difference of 45 net votes. That would obviously have an effect on the composition of the House. Meanwhile, the majority of the House is saying perfectly reasonably—I do not happen to agree with the argument—that the numbers of the House should be limited. I agree with the Prime Minister’s restraint in creating new peerages; David Cameron created far too many—perhaps including this one.
ParlaMint-GB_2018-09-07-lords.u171	Hear, hear.
ParlaMint-GB_2018-09-07-lords.u172	Tony Blair went much further. He went up to 354.
ParlaMint-GB_2018-09-07-lords.u173	He did no such thing.
ParlaMint-GB_2018-09-07-lords.u174	He created 354 Peers, my Lords. Again, we do not want to get sidetracked, but I will send the noble Lord the figures If this Bill goes through, there would a disproportionate attrition in the numbers of Conservative Peers and Cross-Bench Peers at a time when the call from everybody in the House is not to create new Peers and to limit the number to 600. The effect of the Bill would be noticeably to reduce over time the proportion of Conservative and Cross-Bench Peers in the House. That is a perfectly reasonable aspiration of the parties opposite, but it is not a proper effect of a Private Member’s Bill. I have therefore suggested an amendment which, in this transitional period when we are told that great new incremental reform is coming after the Burns report, provides that, so long as the reforms proceed and if this Bill goes through, there should be an understanding—just as there was an understanding in 1999 that if a Labour Peer died, the Conservatives would vote for a Labour Peer under the Carter convention To avoid that disproportionate effect, whereby the Conservatives would lose nearly 50 out of 250 Peers whereas Labour would lose four out of nearly 200, there should be provision for a life peerage to be created, rather than election to take place, so that there would be a steady state in political strength in this House. That would ameliorate the political impact of the Bill of the noble Lord, Lord Grocott, the effect of which I and many others believe—I am not entering into the question of the hereditary peerage, although, as noble Lords will know, I have my views on it—would be to create a disproportionate political strike over time at two parts of the House: the Conservatives and the Cross Benches.
ParlaMint-GB_2018-09-07-lords.u175	I think that the Conservatives currently have 60 more Peers than the Labour Party. Does the noble Lord regard that as fair? Surely, we should get to parity—which I believe was the convention established when the House of Lords Act was passed in 1999—before his amendment takes effect.
ParlaMint-GB_2018-09-07-lords.u176	There is an argument there. As I understand it, the convention is that the governing party should not have a majority over the opposition parties—and we certainly do not have that on this side. I do not know whether the noble Lord, Lord Adonis, was present during the debates on leaving the European Union, but he may well have noticed, in the course of those debates, that the Conservative Party did not command an overwhelming majority in your Lordships’ Chamber.
ParlaMint-GB_2018-09-07-lords.u177	My noble friend Lord Grocott knows these things because he was Chief Whip, but I do not believe that the Labour Party was the largest party in this House until a few years before it left office. Even after the passage of the 1999 Act, for some years the Conservative Party was still larger. Is the noble Lord seriously suggesting that the Conservative Party needs a buffer of 50 or 60 seats in order to deal with the disunity in its own ranks?
ParlaMint-GB_2018-09-07-lords.u178	The noble Lord is suggesting that, and of course it is utter nonsense. I will not follow on with what I am tempted to say, because it is very rare that the noble Lord speaks nonsense. The reality is, of course, that in time there will be attrition. I believe that anybody who has the honour of being Prime Minister should have regard to balance. I had the honour of working in the Administration in No. 10 under Sir John Major, and it was put to Sir John frequently at that time that it would be good to have more Labour creations. I think that the failure to have more Labour creations at that time led, probably indirectly, to the anger that caused the 1999 Act. Of course, there should be fairness as well as restraint in creation, and I think that the Prime Minister is trying to have that My point is that I do not think that there is a principle of friendship and comity across the House for a majority in the House which is not the Conservative Party—although many might agree with it. I am sorry if they do; I try to persuade them. But I do not think that we should pass legislation—and I could not support legislation—the back door of which would be to strike heavily at the political strength of the Conservative Party, the governing party. It would cut the number from 250 to 200—which the noble Lord, Lord Adonis, said he would welcome. Yes, it would be over time, but I remind the House that, I think, 20 Conservative hereditary Peers are already over 75 and a number are over 85, and the effect will take place I have prolonged my remarks because of interventions. I think that the principle is clear: I believe that, if the House wants to proceed with legislation, an element of fairness towards the Conservative Benches and the Cross Benches could be achieved by including an amendment of this type. I beg to move.
ParlaMint-GB_2018-09-07-lords.u179	Perhaps I could clear this up with a couple of facts. On the question of the party strengths in the House of Lords, I do not think that the noble Lord, Lord True, need worry too much about a Conservative leader ensuring that their party strength in the House of Lords remains strong. By way of illustration, the Labour Party was elected with a huge majority of 157 in 1997, at which time there was a colossal majority of some 200 or 300 Conservative Peers in the House of Lords. Many of them—90% of them—went in the 1999 Act and we have only the cream left: the 10% who were elected, the noble Lord, Lord Trefgarne, and the noble Earl, Lord Caithness, among them. However, it was in 2006, nine years after the Labour Government were elected, that Labour became the biggest party, although obviously not the majority party. So the Tories were the biggest party for the first nine years of a Labour Government with a majority of 157 in the House of Commons. The noble Lord need not worry: the Tories are much better at making sure that they have friends in this House. Does he know how long it was after the 2010 election before normal service was resumed and the Tories were the biggest party again? It was just two years: by 2012 the Tories were the biggest party. So if the noble Lord, Lord True, is having sleepless nights about Tory leaders not appointing enough Tory Peers, I think that he can sleep well On the other crucial fact, with respect, talk about making a mountain out of a molehill over the disproportionate effect of my Bill on the future composition of parties in the House of Lords! I have been doing calculations on a sheet of paper while the noble Lord has been talking and just for the record, since the 1999 Act there have been, I make it, 34 hereditary Peer by-elections, roughly one third of the total. Of those, nine were Conservatives. So over a period of 19 years, although he used the phrase “striking heavily” about the effect on party representation in the House of Lords, the Conservative membership would be down nine if my Bill had been in operation. Just for the record, the Labour Party would have been down two, so the net benefit to the Labour Party in opposition over the Government would have been seven Peers over 19 years. Once again, I suggest to the noble Lord that he can sleep well still, even with that anxiety hanging over him about the future.
ParlaMint-GB_2018-09-07-lords.u180	My Lords, the reason for the figures that the noble Lord, Lord Grocott, mentioned is that when the elections took place in 1999, it was by and large the younger and most active hereditaries who were elected. It is not surprising that the gathering-in rate of Conservative hereditary Peers has not been as great as it is about to become. We are all getting older and my noble friend Lord True has raised an important point The noble Lord, Lord Grocott, said nothing about protecting the Cross Benches. He waxed lyrical about how a Conservative Prime Minister would be keen to protect these Benches but with the possible implementation of the Burns report ahead of us, we are talking about a size limit on the House along with the importance of keeping the Cross Benches. Perhaps he could tell us how the Cross Benches are going to keep their numbers up to those required.
ParlaMint-GB_2018-09-07-lords.u181	Before the noble Lord, Lord Grocott, answers that question, while I am not speaking on behalf of the Cross Benches—because nobody speaks on behalf of us—can the Cross-Benchers be left to look after themselves, please?
ParlaMint-GB_2018-09-07-lords.u182	Perhaps I may make one small point. I apologise to my noble friend, having said that I would stay quiet all day. I want to say one thing about why the Labour Party so supports this amendment. It was never about the political balance in this House. In fact, it has been a Labour Party claim for a long time that the idea that because people whose fathers, grandfathers, great-grandfathers and sometimes great-great-grandfathers did service for this country and were therefore put in this House, their subsequent children, grandchildren and great-grandchildren should be here is one that we no longer find democratic. That is the reason why we support this Bill. We put the issue of any political balance on the very wide and strong shoulders of the noble Lord, Lord Burns, and when we are able to move to a smaller House, we will deal with it then. This is not the way to do it. The importance of the Bill is that it is incredible that in the 21st century, we are talking about having by-elections for people because of what their ancestors did.
ParlaMint-GB_2018-09-07-lords.u183	My Lords, the incredible thing about the proposal before us is that we would entrench a wholly nominated Chamber of Parliament in perpetuity. My noble friend, whom I hugely respect, says that we support this amendment because it is in line with Labour Party policy. My noble friend Lord Grocott gave me a lecture earlier about how my position was inconsistent with that of the party. The Labour Party’s policy at the last election was: “Our fundamental belief is that the Second Chamber should be democratically elected” I keep inviting my noble friend Lord Grocott to say whether he supports the Labour Party’s policy. Does he support a democratically elected House of Lords?
ParlaMint-GB_2018-09-07-lords.u184	I am opposed to it being directly elected. In answer to my noble friend’s question: yes, believe it or not, after 60 years once in a while it may be the case that I do not say that I agree 100% with my party’s policies. Can he remind us how long he has been in the Labour Party and how often he has disagreed with the party manifesto?
ParlaMint-GB_2018-09-07-lords.u185	My Lords, I have been in the Labour Party for 24 years and I have voted against the Whip less often than my noble friend has in recent Divisions on European Union legislation. I do not take any lectures from my noble friend about party loyalty. He said to me earlier that he thought I was sitting in the wrong place in the House because I supported Labour Party policy. My noble friend appears to support an extreme version of the Conservative Party’s policy, which is for a nominated House in perpetuity. Maybe he would wish to cross the Floor. Let us keep this debate in proportion. We are talking about very specific amendments—I am drawing my remarks to a conclusion—to very minor legislation, but which would have a very major impact: it would entrench in perpetuity a nominated House, whereas the right reform is not to tinker with second-order issues of this kind but to engage in a proper democratic reform of the House of Lords, which happens to be the policy of the party which my noble friend Lord Grocott and I support.
ParlaMint-GB_2018-09-07-lords.u186	If my noble friend will allow me, what it would entrench in perpetuity is the sovereignty and superiority of the elected House of Commons, because that will get undermined the minute this place starts getting elected. It is as simple as that.
ParlaMint-GB_2018-09-07-lords.u187	I completely respect my noble friend’s point of view but it is not the policy of the Labour Party.
ParlaMint-GB_2018-09-07-lords.u188	I do not care about that.
ParlaMint-GB_2018-09-07-lords.u189	My Lords, my noble friend Lord Rooker may not care and my noble friend Lord Grocott may say that he has complete licence to disagree with the party’s policy. I respect that but it is not the policy of the party, which is for a democratically elected House. Anything else is a departure from that policy. I respect it but it cannot claim any moral or political virtue at all.
ParlaMint-GB_2018-09-07-lords.u190	My Lords, I wonder whether it aids the Bill in going forward that we have so much discussion of the policy of the Labour Party, or any other party for that matter. We want to get the Bill forward and the less irrelevance that comes into speeches, the more rapid will be the progress.
ParlaMint-GB_2018-09-07-lords.u191	My Lords, I will say only one sentence. Due to my noble friend Lord Adonis’s passionate support for the Labour Party manifesto, I look forward very much to him telling us that he strongly supports the commitment in its last manifesto to respect the result of the referendum. I really cannot resist that.
ParlaMint-GB_2018-09-07-lords.u192	My Lords, having heard my noble and learned friend Lord Mackay of Clashfern, I shall not follow the noble Lord, Lord Grocott, down that road, but the noble Lord, Lord Adonis, is not alone in not adhering to the Labour manifesto policy on that matter. I am disappointed by the reaction. I do not believe this Bill is the right construction, and I oppose it in principle because it has the effect, as the noble Lord, Lord Adonis, rightly said, of entrenching a nominated House. It is true that in the interests of fairness my amendment would, for a temporary period until reform, lead to a life Peer replacing a hereditary Peer, and he or she would be a nominated Peer. However, that is not the purpose of my amendment in the long term. I have every sympathy It is interesting that whenever a noble Lord stands up in your Lordships’ House and even entertains the idea of an elected House of Lords—the noble Lord, Lord Tyler, is familiar with this, as am I—a sort of posse, often led by the noble Lord, Lord Rooker, rises with a mugging party and says, “It shall not be”. The reality is that almost everyone here who is a life Peer wants to stay and believes the House is absolutely perfect as it is and that we should not have any reform. Yes, we can talk about little bits of increment but never reform. That is the reality of the position. I am sorry to say to the noble Baroness, Lady Hayter, that I do not accept her comments. She is right to a point to say that it is an atavistic and understandable wish of the Labour Party and socialist movement more generally to eliminate the hereditary Peerage in Parliament. It is a perfectly respectable wish that can, and I am sure will, be accomplished one day by a Labour Government because that is the way our democracy works. My basic submission, however, is that it should not be accomplished by stealth in a Private Member’s Bill that entrenches an all-appointed House. The noble Baroness, Lady Hayter, did not address that point. She returned to the evasion which the noble Lord, Lord Grocott, has continually used, saying that this is just about ending by-elections. It is not just about ending by-elections; it is about, over time, creating an all-nominated House. For those who wish to achieve something, there is a piece of Virgil—I shall not quote him because it is not right—that states that often those who wish to achieve something weave a different pretext for it My noble friend is rising to tell me that it is all about incremental reform and I will hear it again.
ParlaMint-GB_2018-09-07-lords.u193	His noble friend is rising to say that if everyone is trying to come clean on things, will he please come clean and say that his policy is for the abolition of this House and its replacement by something totally different? That is a valid and respectable point of view, but that is his point of view. Mine is the opposite.
ParlaMint-GB_2018-09-07-lords.u194	I definitely respect that, but since I do not share his opinion that all will necessarily be hunky-dory once hereditary Peers go, it is perfectly legitimate for me to point out my point of view, and I will do it as often as I am invited to by my noble friend, who frequently reminds us of his own position. I do not necessarily think this Chamber would be made more effective by the removal of the hereditary Peerage, but that is not what I am arguing I am disappointed by the reaction to the amendment. The fact is that the effect of the Bill over time, whatever the noble Lord says, will be disproportionate. The noble and learned Lord, Lord Judd, said the Cross Benches could look after themselves, and of course they can. I am sure the hereditary Peers on the Cross Benches may well disagree with me when I say it is a pity that they are going. I will speak only from my point of view as a Conservative: I believe a Bill that would result in 20% of the Conservative strength in this House being removed over time is a political Bill and an unfair one I believe the Bill could be improved by the amendment; I think equity would be restored. The amendment would not stop the noble Lord’s Bill to abolish hereditary by-elections. It would permit him and the Labour Party to achieve their objective; it just asks for temporary political equity. I think it is mean-minded to reject it out of hand, and on these political grounds I wish to test the opinion of the House.
ParlaMint-GB_2018-09-07-lords.u195	My Lords, Amendment 35A had an unusual genesis. I sought to table amendments to the Bill to provide for an elected House. As I have now said several times in my fundamental commentary on the Bill, that is the big issue before Parliament and should be addressed sooner rather than later. The clerks said that it was not possible, within the scope of the Bill, to move for elections which involved members of the public being elected. However—wait for it—it was within the scope of the Bill to make it possible for the public to elect hereditary Peers from the register when a vacancy arose. That is why the Committee has before it an amendment providing that, in future, the entire national electorate would vote when hereditary Peer vacancies arose I am not proposing this as a serious proposition for the future composition of your Lordships’ House, but I unapologetically move the amendment because it puts into the debate the central issue of moving from a nominated/hereditary House to a democratic one. I have always believed that we should do so. I believed it when I was writing the constitutional reform policies for the Liberal Democrats and when I was advising Tony Blair on constitutional reform. My noble friend Lord Grocott and I disagreed all the time about this fundamental issue My noble friend has, as I see it, a very conservative view of the constitution, which is basically that the constitution circa 1950 was jolly good and we should not make any changes. My view is that we should carry on modernising; part of that is more democracy, which means really substantial devolution, a fair voting system and a democratic second Chamber. Those, to my mind, are fairly sensible propositions that, sooner or later, we will have to address as a country. The reason I believe that they have much greater urgency than before is that the whole context in which constitutional reform is now being debated is that of the single biggest constitutional reform this country has undergone in the last half-century, and that is Brexit In my travels across the country, which I have been engaged in intensively in recent months, I can tell the House that—as many noble Lords will know from their own communities—there is intense discontent at the state of governance in this country at the moment. It is particularly intense in the Midlands and the north of the country, where there is a great sense of alienation from the centres of power and a significant feeling that parliamentary institutions are not working effectively. There are many things that I believe need to be done to address that. My own view is that we should have significantly more devolution—part of the problem in the Midlands and the north is that we have inadequate devolution. We had good devolution settlements for Scotland, Wales, London and, when it was operating, Northern Ireland, but we have only scratched the surface of devolution in the Midlands and the north and we need to address that seriously. Reform of Parliament has a part to play in that too. The conclusion that I have reached—though I put this forward tentatively and believe that we should have a constitutional convention to discuss it—is that we should now have a democratic second Chamber, either directly elected or representing the devolved elected institutions of the country. I think an argument can be made either way for a directly elected second Chamber, as in Australia, for example, or an indirectly elected second Chamber, representing what would become a federal structure of the United Kingdom, like the Bundesrat in Germany. There are arguments for and against, but what there is no argument for, in my view, is a perpetuation of a wholly nominated second Chamber, which, by the way, we got by accident We got to a wholly nominated second Chamber through a series of incremental reforms to what was a hereditary House. No one at any stage set out to create a wholly nominated Chamber. When Harold Macmillan introduced the then Life Peerages Bill in 1958, it was to complement what was still predominantly a hereditary House. Indeed, ironically, a large part of the reason he introduced the Bill was that members of my party, the Labour Party, were quite rightly not prepared to accept hereditary peerages. Lord Attlee, much sainted in the memory of my party, was one of the very last members of the Labour Party to accept a hereditary peerage; others simply would not do so. As part of a classically Tory attempt to keep the House of Lords going at all, the Life Peerages Act was passed We have had a substantial debate on what happened in 1999 and 2000; I know about it intimately because I was advising Tony Blair at that time. We gave firm commitments that the nominated and part-hereditary House that would replace the substantially hereditary House that applied before 1999 would be interim. It was deemed interim in the report of the royal commission chaired by the noble Lord, Lord Wakeham, which of course recommended a predominantly elected House. For various reasons, not least the strong advice of my noble friend Lord Grocott, who was always passionately against any public elections to this House, those proposals were not taken forward, which I believe was a mistake.
ParlaMint-GB_2018-09-07-lords.u196	I can live with a certain amount of total misrepresentation, but there comes a point where it is impossible for me to remain seated. At no stage have I said to the noble Lord in private or in public anything other than the fact that I am opposed to a directly elected House. He is a clever chap who no doubt would be happy in a university; he knows that that does not rule out an indirectly elected House, nor a House that is more representative of important interests across the nation. There are a whole range of other options. My fixed position—this is the only part of his long speech that has been accurate about me—is that I am opposed to a directly elected House for precisely the same reason that my long-standing noble friend Lord Rooker explained to him: it would be a threat to the House of Commons. He has never been elected to the House of Commons, never been an MP or anything of that sort, so he does not understand how fundamentally a directly elected senate would be a threat to the powers of the House of Commons.
ParlaMint-GB_2018-09-07-lords.u197	My Lords, I defer to my noble friend’s greater understanding of these issues. However, it is not the case that an indirectly elected House that represented the nations and regions of this country would not be a powerful House. If my noble friend wishes himself to go and spend time in a university, he needs to go and study the operation of the Bundesrat in Germany, which is a substantially powerful institution, because it represents the elected state Governments of the Federal Republic of Germany. If my noble friend’s concern is about having a stronger second Chamber, any of these options would lead to a substantially stronger second Chamber than we have at the moment, and that would of necessity take power away from the House of Commons, which would be a very good thing These are issues which we should be debating as a country, and which the public wish to see debated, because they want to see more substantial power brought to them. It is a particular issue in the Midlands and the north of this country, where the sense of alienation is greatest and, I might add, if you look at the statistics, those regions are least well represented even within this nominated House. Eight per cent of the Members of your Lordships’ House come from the north of England; 15% of the population comes from the north. London and the south-east are almost twice overrepresented in this House if you compare the number of Members of this House with the population of those regions There are fundamental problems with the operation of this House, which will not be dealt with—I say with great respect to the noble Lord, Lord Cormack—by minute, incremental reforms. They require fundamental reform. The Brexit crisis that we are now going through puts fundamental constitutional reform on the agenda. The time is right to address it now and not to engage in tinkering reforms of this kind, which will simply entrench a nominated House.
ParlaMint-GB_2018-09-07-lords.u198	Instead of addressing us at some length for the rationale for his amendment, could the noble Lord possibly answer an important question about the process or the mechanism by which it would operate? As I read the amendment, it says that whenever a vacancy occurs by reason of the death—or, I suppose, the resignation—of a hereditary Peer, the whole panoply of a general election has to be mobilised to fill this one vacancy. Is that really what the noble Lord’s amendment suggests?
ParlaMint-GB_2018-09-07-lords.u199	My Lords, this is such a well-crafted amendment that it would make a fundamental reform of this House unavoidable, which was the original purpose of the undertakings given by my noble and learned friend Lord Irvine of Lairg during the passage of the 1999 Act. He saw at the time, and we agreed, that this would be a poisoned pill in the composition of the current House of Lords that would make the creation of a democratic House unavoidable. That, alas, has not happened in the last 20 years. I greatly regret it and I accept some measure of responsibility for the fact that the Government of which I was apart did not succeed in carrying through its proposals for a fully elected House. But I am afraid that the party opposite did not succeed in it, and that the noble Lords on the Liberal Democrat Benches, who claim to be most powerfully in favour of these reforms, also failed when they were in government. So in different ways, all the parties in this House have failed That failure, and the failure of wider constitutional reform of which it is a part, is a substantial part of the reason why we are going through the current Brexit crisis. We need to address it, and I would much rather do so by fundamental changes and improvements to the constitution of the United Kingdom than by wrenching this country out of the European Union These issues cannot be ducked, and we certainly cannot sweep them under the carpet with tiny, incremental changes of the kind which my noble friend Lord Grocott is proposing, so I beg to move.
ParlaMint-GB_2018-09-07-lords.u200	My Lords, I rise to support this amendment because it introduces the concept of democracy. As I have said, I would like to see democratic reform of the House of Lords. As for the practicality of it—as has just been raised by my noble friend Lord Low—with online voting coming, I am sure, and with modern electronic methods, we do not need a sort of general election set-up with lots of voting polls. Things will be handled electronically online, and this is an interesting way of introducing some democracy and accountability. I support the amendment.
ParlaMint-GB_2018-09-07-lords.u201	Such Members as would be elected under this amendment would not be bound by the conventions of the House. That is the fundamental issue. I cannot take seriously people talking about reform in terms of the composition of the House. They completely ignore the functions and powers of the House. We cannot have the existing powers and functions of the House unchanged and then impose an election on it—under that structure there would be no dispute resolution between the two Houses. At the present time, the Commons always has the last word. That is my telling point when I take part in Peers in Schools. We are not equal Houses. The Commons always has the last word. Very occasionally it might have to wait a year, but the fact is it always has the last word because it is elected. It is as simple as that If, like Nick Clegg, one refuses to accept the discussion about the functions and powers of the House and only wants to change the composition process, that will lead to absolute chaos in the governance of the country. I cannot take seriously those who say we want an elected second Chamber, because they completely ignore the two fundamental things that have to change. Before we get elected to this House, we have to know what we are going to do when we get here. It is no good saying: “Oh, we’ll change it afterwards”. If we get an elected second Chamber, the first thing the elected Peer will say is, “I’ve got a mandate. Open the cupboard. What are my powers? I can chuck out this Bill from the Commons. I don’t agree with it—I don’t have to scrutinise anything because I’ve got a mandate”. There would be no dispute resolution. I cannot take such ideas seriously.
ParlaMint-GB_2018-09-07-lords.u202	Whatever one’s view of the amendment, and of the view of the noble Lord, Lord Adonis, of an elected Chamber, I think he indicated in his opening remark that this is a frivolous amendment. Can we not just knock it on the head?
ParlaMint-GB_2018-09-07-lords.u203	My Lords, I think I have a responsibility to respond, as this is an amendment to a Bill I introduced. I suppose I should be grateful to the noble Lord, Lord Adonis, for changing his mind so dramatically in the space of an hour; we are all entitled to change our minds. However, he gave us a little lecture an hour ago about the inadequacy of my Bill, saying it should be opposed because it was pointless and incremental, and he now puts down an amendment providing for the preservation of hereditary peerages, just elected by a different mechanism. I have to agree that it is not merely a frivolous amendment, as the noble Lord, Lord Adonis, himself has acknowledged; it is a silly amendment, and I hope the House will throw it out.
ParlaMint-GB_2018-09-07-lords.u204	My Lords, I do not propose to press the amendment at this hour, given how thin the House is, having thinned out progressively over the last two hours. However, I believe the issue of a democratic second Chamber is the fundamental issue which we need to address in this House, not tinkering reforms of the kind we have been debating over the last few hours. I beg leave to withdraw the amendment.
ParlaMint-GB_2018-09-07-lords.u205	That the Bill be now read a second time Relevant document: 31st Report from the Delegated Powers Committee
ParlaMint-GB_2018-09-07-lords.u206	My Lords, it is an honour to speak on this short but important Bill, and I am glad to see that the speakers here today all have experience of and commitment to mental health, young people, police systems and making systems better I shall illustrate why this short Bill is so important. In 2010, a young man, Olaseni Lewis, known as Seni, was a patient at the Bethlem Royal Hospital in Croydon. There was an incident in which Seni attempted to leave the hospital’s mental health unit and he was restrained face down by police officers. He suffered a heart attack and died four days later. He was a constituent of Steve Reed MP, who originally took this Bill through another place I thank Steve Reed and congratulate him on introducing the Bill with such passion and clarity. As he said at Third Reading, which was completed in July this year, “the Bill in its current state will, if passed, give the United Kingdom some of the best legislation in the world to protect mental health patients from abusive or excessive restraint”.—[Official Report, Commons, 15/6/18; col. 1266.] That is what we all want. It is not a party-political issue—all parties supported the Bill in another place. It is a matter of human rights and human dignity, and of how vulnerable people are treated in a system that should be there to protect them I thank Steve Reed for holding meetings with me, and I also thank Jackie Doyle-Price, the Minister for Public Health, and the noble Lord, Lord O’Shaughnessy, our Minister here today, for attending a very helpful meeting earlier this week. Both Ministers recognise the vital role that this Bill would play in getting more order into a system that is subject to so much criticism. In another place, Ms Doyle-Price stated that, “the existing guidance is not having the impact that the Government expected, and … we must do more”.—[Official Report, Commons, 15/6/18; col. 1267.] She has shown her determination and passion to make things better, and our deliberations today will, I know, contribute to that I also thank the numerous NGOs that have focused on this Bill with briefings and discussions—NGOs from mental health and disability organisations, the Restraint Reduction Network, the Crisis Prevention Institute and children’s organisations. Their work is, as ever, much appreciated. As we know, the voluntary sector is a highly respected force in our society for its critical judgments and for advocating change when needed I shall not go through the Bill in detail; I shall bring forward specific concerns and questions for the Minister later. I shall simply say that, as we know, Clause 1 deals with definitions such as “patient”; Clauses 2, 3, 4 and 5 discuss the duties of the responsible person in a mental health unit, including training; Clauses 6 to 9 relate to reporting incidents of the use of force and the investigation of deaths and record-keeping; and Clauses 7 and 8 require the Secretary of State to publish an annual report and to conduct a review of reports. Clause 9 refers to the investigations of death and serious injury in mental health units; Clauses 10 and 11 speak of the duties of the responsible person and of delegation; Clause 12 makes provisions related to wearing and operating body cameras when police attend a mental health unit; and Clauses 13 to 16 make provisions on the interpretation of the Bill and its financial implications. Finally, Clause 17 applies the extent of the Bill to England and Wales How big is the problem of the use of force in mental health units? The Crisis Prevention Institute found, from a series of information requests sent to mental health trusts in England in 2016-17, that 3,652 patients were injured while being restrained during NHS treatment, that 13% of trusts did not have a policy in place to reduce the use of restraint, that 97,000 restraints took place, with more than 2,600 staff assaulted by patients during interventions, and that 46 people have died. This is simply not good enough I want to probe five issues in relation to the Bill: guidance to the Bill, the issue of training of personnel working with people in mental health units, patient involvement, the treatment of children in mental health units and the disproportionate use of restraint First, guidance will be crucial to the success of the measures suggested. There is already statutory guidance but it is not working well enough. Guidance is essential because every nitty-gritty definition cannot be included in the Bill. Guidance must be clear and firm and must be monitored to check that it is actually working. Will the Minister tell us when new guidance will be issued? Will contributions from NGOs, parliamentarians, and staff and clients from mental health institutions be taken into account? How will that consultation work? I do not intend to move amendments to the Bill, but I hope we can be assured that the guidance will be detailed and strong The second issue is training, which is vital to deliver the outcomes that we all want. What kind of training are we talking about? Those of us who have delivered training know that it is not just about giving lectures and telling people what to do. It is about exploring feelings about issues; sharing experiences; getting below the surface of deep and fundamental problems that might exist; and using client groups to suggest recommendations about behaviour. In relation to the Bill, will a training manual be produced that includes case studies of good practice or will all this go into the guidance Thirdly, how will the views of patients be sought? Patients need to understand their rights and be able to contribute to decision-making about their treatment. If people feel respected, they are more likely to understand the issues and contribute to solving problems I come now to the fourth issue: disproportionate restraint. Among patients admitted to mental health units, there may be people of different races and faiths, and different ages and abilities, both physical and mental. Today, I received a letter from someone who works with people with Alzheimer’s who have suffered in these institutions. At the Second Reading of the Bill in another place, Steve Reed said: “If we look at the faces of the people who have died after severe restraint in a mental health hospital, we see many more young black faces than in the population as a whole”.—[Official Report, Commons, 3/11/17; col. 1090.] The same is of course true of the youth justice system. There is a huge need for training to understand and deal with the issue of bias and lack of recognition of race, culture and special needs. Units seem to act independently, and therefore standardisation on recording data is needed. How will guidance address this issue Finally, I have a particular concern about the treatment of children and young people in both the youth justice system and mental health units. Children are children first, and anyone under 18 is a child according to the United Nations Convention on the Rights of the Child, which we have signed. Children on the cusp of 18 are at particular risk: in institutions they are frequently treated as adults and are placed with adults. This is inappropriate and can place them in danger. How will guidance deal with the issue of children This is an excellent and much-needed Bill. I look forward to contributions from all colleagues and I hope to hear a satisfactory and positive response from the Minister. I beg to move.
