ParlaMint-GB_2018-09-11-commons.u1	1. What fiscal steps he is taking to support the pubs sector.
ParlaMint-GB_2018-09-11-commons.u291	The Yemen Data Project has counted more than 16,000 air raids—one every 90 minutes—over the past three years. More than 5,000 have involved non-military targets. What does the Minister believe has changed in the case of the most recent attacks? There has been a consistent pattern of hitting civilian targets indiscriminately.
ParlaMint-GB_2018-09-11-commons.u292	As has been made clear during the debate, there is a war going on, in which the Government of Yemen have been usurped and those who are seeking to push back an insurgency are having to do it by military means because of the forces that they are facing Let me say a little more about the alleged breaches of international humanitarian law, because the issue is understandably vital to what the UK believes. We are, of course, aware of reports of alleged violation of that law, and we take them very seriously. It is important for all sides to conduct thorough and conclusive investigations of incidents in which it is alleged that international humanitarian law has been breached. As I have just indicated, we regularly raise the importance of compliance with the Saudi Arabia Government and other members of the military Saudi Arabia has publicly stated that it is investigating reports of alleged violations and that lessons will be acted upon. The key test for our continued arms exports in relation to international humanitarian law is whether there is a clear risk that those items subject to a licence might be used in serious violations of international humanitarian law. That situation is kept under careful and continued review. If the efforts of the coalition were not made, that would certainly be breached, but it is not, and that is why we believe as we do. However, equally we are appalled by the many ballistic missile attacks the Houthis have launched in Saudi Arabia in recent months. There have been seven long-range ballistic missile attacks on Riyadh, indiscriminately, from March to August. The coalition claims that the Houthis have fired 190 ballistic missiles at the Kingdom of Saudi Arabia since the start of hostilities, and the Saudis have also recorded a number of smaller strikes on the KSA—mortars, artillery and so forth—with the total number currently standing at 67,000 strikes. That is not always given the prominence it needs to have.
ParlaMint-GB_2018-09-11-commons.u293	The Minister rightly reminds us of alleged atrocities on both sides. Does that not reaffirm the importance of an independent investigation? In particular, will he address my question about the UN panel of experts and the stance the UK will take at the HRC in Geneva on that issue?
ParlaMint-GB_2018-09-11-commons.u294	Conveniently, I hope I can do so.
ParlaMint-GB_2018-09-11-commons.u295	Will the Minister give way?
ParlaMint-GB_2018-09-11-commons.u296	Let me at least answer the previous intervention first Her Majesty’s Government are not opposing calls for an international independent investigation, but first and foremost we want the Saudis to investigate allegations of breaches of international humanitarian law that are attributed to them and for those investigations to be thorough and conclusive In relation to the HRC, the UN report further underlines the deeply concerning human rights situation in Yemen and the importance of reaching a political solution. We believe it is important to give the group of eminent experts more time to examine the conflict fully and to ensure that their conclusions in future reporting accurately reflect the conduct of all parties, because we are not completely convinced of that so far. The UK joined the consensus on the resolution that established the group of eminent experts last year and we hope the UN HRC will renew its mandate this year.
ParlaMint-GB_2018-09-11-commons.u297	The Minister is giving a powerful speech and a good explanation of the situation on the ground and the political judgment the Government are making. Does he share my grave concern that what we saw with ISIS is now happening in Yemen, with the use of human shields, politicised as part of the conflict? We are seeing rockets not just fired at the KSA, but fired from urban areas where there are Yemeni citizens who will then suffer from a retaliatory or a defensive strike by the KSA. This is a dreadful situation.
ParlaMint-GB_2018-09-11-commons.u298	Nothing in this situation is good; everything is about trying to make the best of the most difficult situation, and the circumstances the hon. Gentleman describes through his knowledge are perfectly clear. We must continue to do all we can to de-escalate the conflict, and that is what I would like to come to next.
ParlaMint-GB_2018-09-11-commons.u299	Before the Minister moves on, I have a question. It is estimated that 400 civilians were killed in the past month, largely as a result of coalition action. Is the Minister in a position to tell us whether any of those deaths were a result of the use of British bombs or planes?
ParlaMint-GB_2018-09-11-commons.u300	No, I am not able to answer that, because there is no tracking of the use of arms supplied by the UK. The risk assessment is done prior to the issue of licences; there is no feasible way of examining every piece of ordnance that may be used. So the short answer to the right hon. Lady is no, we are not aware of that May I talk about the political process? One question the right hon. Lady asked was about what the UK was doing, and she believed a further resolution, again, was the answer. I spoke to our UN permanent representative, Karen Pierce, just before the start of the debate. We are determined to continue to play a central role in efforts to end the conflict. On Saturday 8 September, the special envoy called an end to the UN-sponsored consultations due to the inability of the Houthi delegation to resolve transportation issues in a timely manner. The UK appreciates and strongly supports the special envoy’s extensive efforts to bring together the representatives of the Yemeni Government for consultations in Geneva. We are disappointed that the Houthi delegation did not attend, despite the great efforts by the UN and other states to address their concerns. I spoke to the Omani Foreign Minister about these challenges on 5 September, and my officials did everything they could to help the UN to secure Houthi attendance. We welcome the Government of Yemen’s engagement with the consultations and their positive discussions The peace process through the UN has not ended. That is why the United Kingdom will not be setting up its own peace process. There is a peace process, which we all have to get behind. We have to give every support to Martin Griffiths to do his job. That is our role. The permanent representative and the British Government take the view that a resolution is not the answer at the moment. The answer is what Martin Griffiths is already attending to, and the existing resolution does the job that it was designed to do. A special resolution would not further that process, but Martin Griffiths’s work will. Passing a resolution without clear progress on the political track risks undermining the authority of the Council. As penholder, we have proposed and co-ordinated a UN Security Council presidential statement, which was agreed on 15 March 2018 and which builds on the text of 15 June. We are doing all we can as penholder in relation to that, but the most important thing is to back the work of the special envoy Let me now say something about the humanitarian side. The UK remains at the forefront of the international humanitarian response to the conflict in Yemen. None of us wants to do this, because we do not want there to be any need for it, but there is, so we are engaged. The UK is more concerned than ever by the catastrophic effect that the conflict is having on millions of Yemeni civilians, many of whom are children. The humanitarian crisis is the largest in the world, and the United Kingdom has helped to secure vital access for food, fuel and medicines to enter the country. As my hon. Friend the Member for Henley reminded us, we have provided £170 million in UK aid in this financial year, bringing our total aid to Yemen to £570 million since the conflict began Our support this year will meet the immediate food needs of 2.5 million Yemenis, treat children with severe acute malnutrition and provide safe water, shelter and emergency livelihoods to vulnerable communities across the country. Other donors have played a substantial part, including Saudi Arabia and the United Arab Emirates, which together have provided almost $1 billion to the UN’s humanitarian appeal this year. We remain concerned about access to Houthi-controlled areas. Humanitarian agencies have highlighted long delays in the signing of agreements with de facto authorities. In practice, this means that aid organisations are unable to reach some of the people most in need in the Houthi areas. Speeding up that process would go a long way towards improving aid access across the region I shall conclude my speech, because I want to give the hon. Member for Liverpool, West Derby time to respond. As has been made clear in the debate, no one here wishes to see this conflict go on. I wish with all my heart that there was a simple answer to this, but there is not. We will remain engaged, including with those who are parties and participants in the conflict, to do all we can to help them to appreciate that the longer the conflict goes on, the more of a quagmire it becomes. We give that advice to our friends as well as to those who have influence with the Houthi. I can assure the House that the plight of the Yemeni people is a top priority for this Government. This is why the UK continues to play a leading role in helping to find a political solution to this devastating conflict and in alleviating the suffering of the Yemeni people. I acknowledge that what I have said might not carry the House, but the tone and seriousness of this debate require deep consideration in all the capitals that have influence. I will endeavour to carry out the clear wish of the House to ensure that the UK does all it can to ensure that peace comes to Yemen.
ParlaMint-GB_2018-09-11-commons.u301	I thank the Minister for his characteristically full response to what has been an excellent debate. In particular, I thank him for his opening point about the long-term commitment to build on the excellent record of humanitarian support from the United Kingdom throughout this conflict and for his specific commitment that, at the Human Rights Council, the UK will support the renewal of the panel of experts’ role. It is of critical importance that we have that independent assessment of all alleged violations of international humanitarian law by all sides during this conflict As my right hon. Friend the Member for Leicester East (Keith Vaz) reminded us, people often speak of Yemen as a forgotten war, and it sometimes feels like that, but this Chamber has considered Yemen on a regular basis with the seriousness that the topic deserves. However, action must clearly follow on from that. There have obviously been disagreements, as one would expect in such a debate, but we can all agree that what Yemen ultimately needs is a political settlement upon which the Yemeni people can shape their own future. The special envoy Martin Griffiths has a crucial role to play, and let us hope that he is able to bring the different parties to the table so that we can start to see movement towards the settlement that the Yemeni people so desperately require. We should not forget Yemen when this conflict comes to an end, because that is when the people will need our support the most Liverpool has a substantial Yemeni diaspora, and it is partly through getting to know those people that I have become involved in this issue. Whenever we debate this matter in this House, I get in touch to ask, “What do you want me to say?” and it is always a simple message of peace and about the Yemeni voice being heard. When we debate foreign an international policy in this place, we need to engage more with diaspora communities, so let us show through this debate today that we have heard that message and that all of us will strive together to ensure that Yemen gets the peaceful future that its people deserve Question put and agreed to. Resolved, That this House has considered the recent escalation of violence in Yemen Counter-Terrorism and Border Security Bill (Programme) (No. 2) Ordered, That the Order of 11 June 2018 be varied as follows: (1) Paragraphs (4) and (5) of the Order shall be omitted (2) Proceedings on Consideration and up to and including Third Reading shall be taken in one day in accordance with the following provisions of this Order (3) Proceedings on Consideration- (a) shall be taken in the order shown in the first column of the following Table, and (b) shall (so far as not previously concluded) be brought to a conclusion at the times specified in the second column of the Table Table Proceedings Time for conclusion of proceedings New Clauses and new Schedules creating offences relating to terrorism; amendments to Clauses 1 to 10; new Clauses and new Schedules relating to Prevent and amendments to Clause 18 6.00 pm New Clauses, new Schedules and amendments relating to European Arrest Warrants; remaining proceedings on Consideration 8.00 pm (4) Any proceedings in legislative grand committee shall (so far as not previously concluded) be brought to a conclusion at 8.00pm (5) Proceedings on Third Reading shall (so far as not previously concluded) be brought to a conclusion at 9.00pm.—(Mr Wallace.)
ParlaMint-GB_2018-09-11-commons.u302	I beg to move, That the clause be read a Second time.
ParlaMint-GB_2018-09-11-commons.u303	With this it will be convenient to discuss the following: Government amendments 1 to 5 and 15 to 18 Amendment 13, in clause 18, page 19, line 14, at end insert— “(8) After section 39 (Power to amend Chapter 2), insert— ‘39AA Review of support for people vulnerable to being drawn into terrorism (1) The Secretary of State must within 6 months of the passing of the Counter-Terrorism and Border Security Act 2018 make arrangements for an independent review and report on the Government strategy for supporting people vulnerable to being drawn into terrorism (2) The report and any recommendations of the review under subsection (1) must be laid before the House of Commons within 18 months of the passing of the Counter-Terrorism and Border Security Act 2018 (3) The laying of the report and recommendations under subsection (2) must be accompanied by a statement by the Secretary of State responding to each recommendation made as part of the independent review.’”
ParlaMint-GB_2018-09-11-commons.u304	Today is obviously the anniversary of 9/11, a devastating terrorist attack that happened on the soil of our ally the United States and ended in the deaths of 77 United Kingdom citizens who were working in New York at the time. Today is also one of the first days of the inquest into the Westminster Bridge attack, when we lost PC Keith Palmer and four other people. Let me deal as succinctly as I can with the Government amendment in this group, beginning with new clause 2. Since the phenomenon of UK-linked individuals travelling to join terrorist organisations in Syria and Iraq began in earnest in 2014, the Government have kept under review various options for banning or requiring notification of travel to conflict zones overseas, underpinned by criminal sanctions. The essential feature of new clause 2 is to make it an offence for a UK national or resident to enter or remain in an area overseas that has been designated by the Home Secretary. The designation of an area will be given effect by regulations, and any such regulation would necessarily need to come into force quickly, but we recognise the need for full parliamentary scrutiny of any designation. Accordingly, such regulations will be subject to the affirmative procedure Once an area has been designated, there will be a grace period of one month, enabling persons already in the designated area to leave before the offence takes effect. Of course, there will be individuals who have a valid reason to enter and remain in a designated area, such as to provide humanitarian aid, to work as a journalist, or to attend a funeral of a close relative. To cover such cases, we have provided for a reasonable excuse defence. Once such a defence has been raised, the burden of proof, to the criminal standard, will rest with the prosecution to disprove the defence. The new offence carries a maximum penalty of 10 years’ imprisonment, and it will be open to the court to impose an extended sentence The new offence is necessary for two primary reasons. First, to strengthen the Government’s consistent travel advice to British nationals, which has advised against all travel to areas of conflict where there is a risk of terrorism. And secondly, breaching a travel ban and triggering the offence will provide the police and the Crown Prosecution Service with a further tool to investigate and prosecute those who return to the United Kingdom from designated areas, thereby protecting the public from wider harm.
ParlaMint-GB_2018-09-11-commons.u305	The Minister said a few moments ago that it will be for the prosecution to show that a person does not have a reasonable defence, but that is not what new clause 2 says: “It is a defence for a person charged with an offence under this section to prove that the person had a reasonable excuse for entering, or remaining in, the designated area.”
ParlaMint-GB_2018-09-11-commons.u306	I disagree with the right hon. Gentleman. If a person produces a reasonable defence, as it would play in court, we would have to say, “That is not a valid defence,” and therefore we would have to prove why it is not. In addition, the public interest consideration will be involved when the CPS seeks to bring charges It is also important to inform the House that, obviously, reasonable excuses will include those in line with the European convention on human rights, such as access to family, the right to visit and all those things that give people their rights, but we are trying to introduce an important tool to make sure we deal with the scourge of the foreign fighter threat we now face here.
ParlaMint-GB_2018-09-11-commons.u307	I do not want to digress too much, but in those circumstances, at which point could a person lose their British citizenship? Will that come into play at all?
ParlaMint-GB_2018-09-11-commons.u308	The decision to deprive a person of their British citizenship would not be affected by this at all, one way or the other. The factors involved in making that decision range from intelligence to criminal behaviour and whether that person poses a threat to the United Kingdom. The decision would not be linked. Obviously, some people who have been deprived of their citizenship have been foreign fighters overseas engaged in fighting for ISIS or al-Qaeda, and this measure is aimed at stopping exactly that type of offence Everyone recognises the challenge we have in Europe. I was at the G7, and every member state has a cadre of foreign fighters who are a challenge when they come back. It is important to get a statute book that can deal with that. We often have evidence that foreign fighters have travelled to, say, Raqqa, and we may have evidence to some extent that they have supported or been engaged in areas of terrorism, but it has been very hard to prosecute. That is what this Bill is trying to do. The Danish Government have similar legislation, as do the Australian Government.
ParlaMint-GB_2018-09-11-commons.u309	The Minister is obviously right. We have to deal with foreign fighters, and the best way to do that is to prevent them from going in the first place. Will he confirm that no aspect of new clause 2 or the Bill will specifically address the issue of citizenship, and that even if a British citizen travels to a designated area, they will not have their British citizenship taken from them?
ParlaMint-GB_2018-09-11-commons.u310	What I can say is that if a British citizen goes to a designated area and commits an offence, it will depend on what they were doing. If a British citizen who is a dual national goes to one of these areas to fight for ISIS or al-Qaeda, and if we cannot prosecute them, deprivation becomes more of an option. I would prefer to see these people put on trial in a British court, convicted and sent to prison. That is my preference, and all these other measures have been introduced to try to deal with these very difficult issues The Bill also extends the jurisdictional reach of some offences, such as under the Explosive Substances Act 1883, to try to ensure that people committing offences over there can be tried.
ParlaMint-GB_2018-09-11-commons.u311	As the Minister says, we already have quite a lot of offences with extraterritorial jurisdiction, and clause 5 would add to them. What can he do to convince us that the new clause is necessary and proportionate, given the plethora of extraterritorial offences that already exist?
ParlaMint-GB_2018-09-11-commons.u312	We have 400 people in this country who have returned from activity in hotspots, many of whom we believe, from intelligence, have been active, but whom we have been unable to prosecute. That is a serious number of people. A number of them continue to pose a threat, and we have not been able, despite quite a lot of effort and looking, to find evidence to bring to court to prosecute them for the terrorist activity they may have been involved in If I was talking about one or two people, it might be a different issue. The French and the Germans have the same problem. It is a growing phenomenon that people are travelling in this world to commit offences. They are tech-savvy; they are capable of sometimes masking some of their behaviour. The grooming that has gone on to seduce people into these locations is a big challenge, and I fear that if we do not legislate, we will not be able to prosecute those people coming back. Do I think the legislation will prosecute hundreds of people? No, I do not, but I think there will be a few people that we can prosecute if they did this. As I said to the shadow Home Secretary yesterday, I recognise that we have introduced this measure into the Bill late, and I apologise for that. However, we are in the Commons, and the Bill will no doubt go to the other place, and I am happy to discuss further how we can clarify it and safeguard it and make sure that it is not abused as a system, and that the reasonable excuse issue is further explored. I think that is appropriate.
ParlaMint-GB_2018-09-11-commons.u313	Can the Minister say where else in British law it is an offence to be located somewhere, rather than to act in a certain way in that place?
ParlaMint-GB_2018-09-11-commons.u314	I would have to speculate; I am not a barrister or lawyer, so I dare not venture down that road. A court may grant an injunction on an area. A stalker often faces injunctions—they are not allowed within 100 metres of a house, and if they go within 100 metres of it, they have committed an offence.
ParlaMint-GB_2018-09-11-commons.u315	Because they have done something wrong.
ParlaMint-GB_2018-09-11-commons.u316	The question was, is there anywhere else in law where going somewhere becomes the offence? There clearly is if someone breaks an injunction. I think there are injunctions not just against someone who has done something wrong, but I shall not pilot off down that course As I said earlier, obviously there is the further safeguard that breaching a travel ban and triggering the offence will provide the CPS with a further tool to investigate and prosecute those who return, thereby providing protection. Government amendments 15 to 25 are consequential on new clause 2.
ParlaMint-GB_2018-09-11-commons.u317	I congratulate the Minister and the Government for—although belatedly—bringing in this power, for which I and many others have long been calling. It was patently obvious that many of the Brits who we knew were travelling to Iraq and Syria had no other reason to be there than to support terror, but there was not sufficient evidence to prosecute, hence 400 of them, by the Government’s own estimate, are coming back largely without prosecution. Do the Government have an estimate of how many of those 800 Brits who we know went over to Raqqa during the recent conflict could have been prosecuted under this legislation, had it been on the statute book at the time?
ParlaMint-GB_2018-09-11-commons.u318	I am happy to write to the hon. Gentleman with a specific number, if we trawl through the whole lot. I certainly see cases where we have footage of people in certain locations. They may not necessarily be carrying a black flag, but they are dressed in combats and they are standing in front of an iconic building somewhere. I cannot express how frustrating it is to see what I see, with some very dangerous people coming back to our communities, and I long to be able to prosecute them. Very often the “You done nothing” critics do not provide an alternative suggestion. This is an alternative suggestion. I have not heard other suggestions I have taken my time on this. When I was in Singapore last year, I met my Australian counterpart, who talked about such legislation. I spoke to the people who use it on the ground—the Australian police force and security services—and we have explored other ideas. It is incredibly frustrating to know that in our communities are people who pose a real risk and who we have struggled to be able to prosecute. That is not because of resource, but because of statute, and that is what we are trying to fix I place on record that the hon. Member for Barrow and Furness (John Woodcock) has done a lot on this issue. Unlike many people who speak on these things, he has met detainees in Turkey and other places. He will know the challenges that the Turkish Government and our Government face. He has been supportive and made suggestions on this type of measure, which will make a difference. While Syria is tragically coming to a place where there are endless horrors on the horizon in terms of Idlib that we must all unite to try to stop, the groomers are encouraging people to go to new places and new safe spaces. We have seen aspirant travellers into parts of Africa. We have seen aspirant travellers to the conflict in parts of the Philippines. They are out there now encouraging our young people to go into a safe space, so they can indoctrinate them to become terrorists. That is why I passionately feel and the Government feel that we need to put this measure on our statue book.
ParlaMint-GB_2018-09-11-commons.u319	My right hon. Friend and I have had quite a lot of discussions on this issue. I have also had discussions with the former Home Secretary, now Prime Minister, on the subject as long ago as 2015. The Minister knows what I am going to say, because I gave a speech during the proceedings of the Counter-Terrorism and Security Act 2015 on 6 January 2015—more than three years ago—on whether we could stop these terrorists coming back to kill people. Since the events I referred to in that speech, many have been killed. The issue is about making people stateless. I know my right hon. Friend will have considered that; will he please comment on it?
ParlaMint-GB_2018-09-11-commons.u320	My hon. Friend knows that making people stateless is a hefty measure. From our legal advice, we cannot make someone stateless. If they are a dual citizen, we can deprive them of citizenship. I understand the point that my hon. Friend makes, but in an international community, we cannot entirely pass our problems around. Part of the offence with designated areas is that other countries do not like us unilaterally saying, “It is not our problem anymore. We do not have any offences to charge them with, so we are going to deprive them of citizenship and off they go to you. It is your problem now.” Our preference is to bring them back, charge them and put them in prison. We think very hard about the international consequence of deprivation.
ParlaMint-GB_2018-09-11-commons.u321	Will the Minister allow me one further point? I had referred to the international convention, article 8 of which clearly states that if a person who is effectively in a designated area under the new clause has sworn allegiance to, or acted in a manner such that he is giving his allegiance to, another state and is also saying by implication that he no longer regards himself as a British citizen, it is possible to make them stateless. For that reason, I wish I could get a more emphatic answer to my question.
ParlaMint-GB_2018-09-11-commons.u322	As ever, my hon. Friend makes an articulate and knowledgeable point. My disagreement is that, no matter how it may take allegiance, I do not recognise ISIS to be a state. It is a non-state. It is a fabrication of pretty awful people. We should not give it credibility: just because some poor, weak, often exploited people, but also some pretty nasty people, have sworn allegiance to it, it does not make them part of a state. It is one thing for someone to renounce citizenship and say, “I am now going to be a citizen of country X,” but Islamic State is a fiction of many people’s imagination, as we have seen. It is in rapid decline I would like to push on to amendment 1, the flag seizure power, which would confer on the police a power to seize flags or other articles associated with a proscribed organisation. Under section 13 of the Terrorism Act 2000, it is an offence for a person to wear, carry or display an item of clothing or other article in such a way as to arouse reasonable suspicion that they are a member or supporter of a proscribed organisation. By conferring on the police the power to seize such articles, we will ensure that they and the Crown Prosecution Service have the best evidence to pursue a prosecution under section 13 Of course, the police already have the powers to seize evidence following an arrest, but in the context of policing a march or demonstration, arresting an individual may not always be an option if the tests for making an arrests are not satisfied. Even if arrest is an option, it may not be an appropriate policing response at that time. Obviously, the decision would be at the discretion of the police. In such cases, if the police wish to take action against a person displaying such a flag, then instead of arresting the individual, the officer may choose to report the person for summons on suspicion of committing an offence under section 13 of the Terrorism Act. This new power would enable the officer in these circumstances to seize items such as flags that are reasonably in evidence under the section 13 offence without there having been an arrest, provided that the officer is satisfied that it is necessary to seize such items to prevent the evidence being concealed, lost, altered or destroyed. By preventing the loss and destruction of such items and articles, this approach will better support investigations and prosecutions by providing more evidence to help take forward prosecutions.
ParlaMint-GB_2018-09-11-commons.u323	The Minister will know that there are particular issues around flags and their association with proscribed organisations in Northern Ireland. Will he outline for our benefit what engagement he has had with the Police Service of Northern Ireland, or indeed with the Public Prosecution Service in Northern Ireland, around this clause, the associated difficulties in pursuing such prosecutions and the ancillary arguments that are made that a modern-day flag associated with a proscribed organisation actually has roots in the legitimate historical associate group?
ParlaMint-GB_2018-09-11-commons.u324	I know that throughout the passage of the Bill we spent days with the PSNI. On the point about the DPP, I will make sure that the hon. Gentleman gets an exact answer on that from officials. As he will know, I have first-hand experience of what can go wrong and of the consequences of trying to take a flag or something from a proscribed organisation. Certainly, taking away a flag in certain parts of Northern Ireland has, in the past, acted as an instant lightning rod for a riot or a breakdown in civil order, and there were definitely better methods that could be used to police a parade. There is also an obligation on the police to make sure that policing is done in a way that allows a legitimate march to go ahead, but that does not provoke a public order disaster. That is why police discretion is important I understand the point that the hon. Gentleman is trying to get at, which is that, in Northern Ireland, the matter is not straightforward. A flag does not have pure terrorist content. Different parts of the community will interpret other people’s flags. There is also a historical basis in organisations having a flag which links to the first world war. Things are not as straightforward as people think. I have been very cautious in introducing this amendment to make sure that my experience—and, obviously, the hon. Gentleman has greater experience—of Northern Ireland is not forgotten. I do not want to see flag protests becoming more and more polarised than they were in the past. I will happily get back to the hon. Gentleman in relation to the DPP in Northern Ireland I turn now to Government amendments 2 to 4 to clause 3, which close a widely recognised gap in the law with regard to the viewing of terrorist material online. Following the helpful debate in Committee and considerable discussions with the Labour party and its Front-Bench Members, I took the decision that it was best to drop the concept of the three clicks. Throughout the passage of this Bill, I have been open to suggestions from all parts of the House. I agreed completely that, first, the three clicks would not survive the test of time and that, secondly, we would not end up with good law or achieve our aim. I undertook to see how we could improve on this, and I listened to the hon. Member for Torfaen (Nick Thomas-Symonds). I am 48—just about a kid of the ’80s—so I remember the Spectrum and the ZX81, but I think it is best that legislation in the digital age looks like us, sounds like us and is not written by people who probably switch on a computer once a year Instead of splitting hairs about clicks and everything else, we came to the view that it was right in principle for the Government to update legislation for the digital age with provisions on the collection or recording of information that is likely to be useful to terrorists. The provision applies consistently to information that is accessed online, rather than as under the current measure, which only covers information that is downloaded. When the previous legislation was written regarding downloading content or taking copies, broadband was very slow—if it existed at all—so the only way people could watch content was by downloading it first. Now with superfast or fast broadband, people are streaming everything. This creates a loophole that can be exploited and that we have to close.
ParlaMint-GB_2018-09-11-commons.u325	I am a little puzzled. The Government have conceded that clause 3, as originally drafted, was imperfect and lacked sufficient clarity, but do they not make the problem worse by removing the requirement for three clicks, so that only one click will suffice, and broadening the offence to include not just viewing but accessing material in any way? I do not understand how these amendments address the imperfection and lack of clarity.
ParlaMint-GB_2018-09-11-commons.u326	The intention behind the three clicks provision was an ambition to ensure proportionality and provide a safeguard for those who might inadvertently access such material, but we recognise the underlying difficulties of this approach and the uncertainty regarding how it will be implemented. That is why we tabled amendment 2 Amendment 4 complements amendment 2. It is intended to provide a similar safeguard, but in a clearer and more certain way, without relying on a blunt instrument. These amendments will make it clear on the face of the legislation that the reasonable excuse defence would apply if the person does not know, and has no reason to believe, that the information they are accessing is likely to be useful to terrorism. This means that a person would be able to defend themselves on that basis in court. As a result of section 118 of the Terrorism Act 2000, if such a defence is raised, the court and jury must assume it to be satisfactory, unless the prosecution is able to disprove it beyond reasonable doubt.
ParlaMint-GB_2018-09-11-commons.u327	I am not satisfied with that explanation, because the reasonable excuse defence is only there for somebody who does not know what they are doing. What if somebody legitimately accesses the material, knowing its content, but without any intent to commit harm—for example, an academic or a researcher? They would not be protected by that defence, would they? [Interruption.]
ParlaMint-GB_2018-09-11-commons.u328	The hon. Member for Torfaen is absolutely right; it is set out quite clearly in the 2000 Act. The reasonable excuse defence is a good defence. It will cover journalists and academics, which is important. It would also mean that the prosecution is unlikely to commence in those circumstances, because it would not pass the Crown Prosecution Service threshold test of being in the public interest and of there being a realistic prospect of conviction. The police and the CPS are rightly focused on those who pose a genuine threat, and they have no interest in wasting their valuable time investigating and prosecuting people who pose no threat, where there is no public interest and no prospect of conviction Amendment 3 expands the offence of viewing information likely to be useful to a terrorist, so that it also includes otherwise accessing such material through the internet. This is simply intended to ensure that the offence captures non-visual means of accessing information such as audio recordings, in addition to video, written information or other material that can be viewed The Government recognise the sensitivities of the issues and the need to ensure proportionality and to provide appropriate safeguards, and we have been open to exploring how clause 3 can be improved to do so in a clearer and more certain way. But we make no apologies for sending a clear message that it is unacceptable to view or stream such serious and harmful terrorist material without a reasonable excuse, nor for having in place robust penalties for those who abuse modern online technology to do so. We consider that clause 3, as amended, is both proportionate and necessary to allow the police to take action to protect the public from potentially very serious threats. Government amendment 5 responds to the oral evidence heard by the Public Bill Committee about the maximum penalty for the offence of failure to disclose information about acts of terrorism. Section 38B of the Terrorism Act 2000 makes it an offence to fail to disclose to the police information that might be of material assistance in preventing an act of terrorism or in securing the apprehension, prosecution or conviction of a terrorists. This offence might apply in a case where a person, not themselves a terrorist, knows that a family member or a friend is planning or has committed an act of terrorism and fails to inform the police. In his evidence to the Committee, the independent reviewer of terrorism legislation, Max Hill QC, argued that the maximum penalty for this offence is too low and should be increased. Having considered the issue further in the light of recent cases, we agree. Those who know that others are engaging in, or planning, terrorist activity have a clear duty to inform the police about such actions. Where people do have information about attack planning or other terrorist activity and they fail to inform the police, it is right that we have appropriately stringent sentencing options in place. An increase in the maximum penalty from five to 10 years’ imprisonment will send a clear signal about the seriousness of this offence This group of amendments also includes amendment 13, in the name of the hon. Member for Torfaen, which seeks to provide for an independent review of the Prevent programme. I shall wait to hear what he has to say about that amendment.
