ParlaMint-GB_2018-10-22-lords.u1	To ask Her Majesty’s Government what steps they are taking to reduce youth crime in London.
ParlaMint-GB_2018-10-22-lords.u210	My Lords, I support the amendment of my noble friend Lady Meacher, but I will sound a few words of caution. As I understand it, cases in domestic settings are not included under the current DoLS arrangements. However, there have been several cases where Cheshire West has been quoted in instances where domestic settings have been challenged—with, in my view, some ludicrous outcomes. These have put people who were doing their best by their relatives, as they saw it, in the invidious position that they could no longer continue to care I have a case that is similar to that of my noble friend Lady Meacher, where a man was looking after his elderly mother at home. She wandered on most nights, and he put some gates at the top of the stairs to stop her falling down the stairs. That allowed him to get a good night’s sleep and she did not go downstairs. It is a very difficult issue: there was the question of whether she could have gone over the gates and come to more harm. He was also told by the professional carer who was helping him—from a private care provider—that he could not do this because it was illegal. Under the legislation, it was now not possible for him to do that, nor could he put a lock that she could not undo on the outside door. He would have to accompany her if she wanted to go out and come back. The implication is quite clear: he actually gave up caring for her because, as he said, if he could not look after his mother in his own home, he was not going to be able to have a life that was possible for him to live. I have no doubt in my mind that that elderly woman would have given her last sixpence to stay at home being cared for under her son’s restrictions, rather than go into a care home with strangers. She would probably have had her liberty restricted anyway under some new procedures We have to come back to this numbers game, because we want a situation where it is only in cases involving people being treated inappropriately, with cruelty and thoughtlessness, where we want to expose something that is just unacceptable. When we are challenging arrangements that would, if they were for a person of a different age, for example a parent protecting a child—when we are putting in the same things because somebody is mentally incapacitated, it is quite wrong.
ParlaMint-GB_2018-10-22-lords.u211	My Lords, I support the amendment in the name of my noble friend Lady Meacher and the comments that my noble friend Lady Murphy just made. She said that she can speak only for the 900,000 people in this country with dementia—but that is a high proportion. I want to share with noble Lords that everything she said I agree with, as part of a multidisciplinary team but also because over 20 years ago she was my external examiner for my PhD—and I passed. The subject was about supporting people with dementia in the community, so this is close to both our hearts I will add a little to this debate. I support the amendment for two reasons. First, at the very least we need to think again about the Bill’s application to individuals in domestic settings; and, secondly, we need to think carefully about how domestic care arrangements can be authorised under a liberty protection safeguard and oversight properly maintained over the period of care—which may be for many years, because I agree that things change over that period. One of the things that can happen is that carers who are very good when you first see them are at the end of their tether three years later and can no longer manage. That is why the Law Commission suggests that the LPS should be integrated into care planning arrangements—but that does require regular review It may be feasible to amend the Bill so that the LPS could apply with the safeguarding professions of the Care Act, as my noble friend Lady Meacher has already said. Certainly there is a need to ensure that those who lack capacity are safeguarded when they are being looked after in domestic settings, as, sadly, we know that in a very small minority of cases deprivation of liberty occurs through carers’ lack of knowledge of alternative methods to maintain safety, and in even rarer cases in fact becomes a form of abuse. However, the current Bill, if enacted with a zealous approach by professionals, could become a serious intrusion into families’ rights to provide individualised, possibly slightly idiosyncratic care for their relative, which may be fully consistent with how both parties wish to behave within the confines of their family unit and own home. I therefore hope that we will be able to work with the Minister, and the Bill team as appropriate, to improve the Bill to better balance the rights of people being cared for by relatives in their own home, without unwarranted intrusion into the way in which families support and care for relatives with limited mental capacity, while ensuring that deprivation of liberty is appropriate to safeguard the individual.
ParlaMint-GB_2018-10-22-lords.u212	My Lords, I thank the noble Baroness, Lady Meacher, for tabling this amendment, which I support. I will keep my remarks very brief and make just two points The first point is about the spirit of the amendment. Clearly it aims to avoid broadening the scope of the legislation to apply to people who lack capacity and are living at home but who may need their liberty to be restrained. My comments relate to the 450,000 people mentioned by the noble Baroness, Lady Murphy: those for whom there may be no formal care plan in place. I want to consider how issues relating to safeguarding and deprivation of liberty would be identified; namely, how do we uphold the rights of vulnerable people in those situations If we think in practical terms, there are potentially two routes to safeguard those cared-for people: one is the Mental Capacity Act and the other is the Care Act. I strongly agree that the Care Act 2014 is the route that we should go down. In almost every family, there will be multiple health professionals involved, either by going into the home or through appointments. They are equipped to identify both the safeguarding and the deprivation of liberty issues. It is through the Care Act that we can have the most human and proportionate response for those families Secondly, I want to deal with the point behind what the noble Baroness, Lady Murphy, alluded to: cases where somebody is being cared for at home but then perhaps their carer has a fall and has to go into hospital, and the cared-for person then briefly goes into a care home and is therefore subject to liberty protection safeguards. What is the status of those safeguards when that person returns home? It would be very helpful if the Minister could clarify that As the noble Baroness, Lady Watkins, said, these arrangements might be idiosyncratic, but almost all of us have had experience of them and we value them greatly.
ParlaMint-GB_2018-10-22-lords.u213	My Lords, I want to make a couple of quick points. The noble Baroness, Lady Murphy, is of course right that the whole issue of DoLS and the community is known to be a problem. However, the examples she gave seem to me to be examples of people not understanding the DoLS legislation and applying it wrongly, rather than the legislation necessarily being wrong. It is always important to make the case for the rights of families to reject undue intrusion, but I want to share with her the case of a young man with whom a learning disability organisation was working. The organisation achieved great results and he did really well. Prior to his involvement with the organisation, he would sit all day in a part of the living room that had been bricked off by his parents, with his own chair, his own television and being fed through a hatch. That was in a domestic setting. I need not tell the noble Baroness that we need to be quite careful when drawing up legislation It is a great shame that we have been presented yet again with a piece of legislation that came out of nowhere when we could have had a proper consultation. The people who are out working in the field at the moment having to administer DoLS understand many of the problems. They know that issues that arose partially from the application of the Cheshire West ruling and the High Court judgment have caused a problem. But amending a really bad Bill is not the way to deal with this problem.
ParlaMint-GB_2018-10-22-lords.u214	I want to make a couple of points, but I first draw the attention of noble Lords to my interests in the register relating to learning disability. It is interesting how to read this amendment. I looked at it and thought about individuals in domestic settings, and the charity that I chair does just that. We put four or five individuals into a domestic setting. A proportion of them will have a DoLS. If noble Lords go into the house, it looks just like an ordinary home. Each resident pays rent and would consider it very much their home. Carers offer 24-hour support and locks are well and truly in evidence. Over the weekend, I asked our director of operations what proportion of the people we support were subject to DoLS, and she said thousands. It is just the norm I understand that the noble Baroness’s intention was to take this into a family setting where there is mum, dad and a child who may well be an adult—certainly, we see parents in their 80s caring for their children with a learning disability who may be in their late 50s or late 60s, and the parents are at their wits’ end. All that fits with this amendment so, whatever its merits, the wording needs to change but it is certainly worth pursuing.
ParlaMint-GB_2018-10-22-lords.u215	I am grateful to the noble Baronesses for leading this debate. Obviously, the bulk of the debate focused on Amendment 87C, which would exclude people residing in domestic settings, and we have discussed the merits of that approach. The noble Baroness, Lady Meacher, gave a thorough exploration of alternatives to the LPS system in a domestic setting. The noble Baroness, Lady Murphy, gave a passionate defence of the role of families in caring, which was perhaps accentuated by the noble Baroness, Lady Wilkins, talking about the need to avoid overzealous application of any new provision of deprivation of liberty safeguards. My noble friend Lady Barran talked particularly about the group of people who lack a care plan and their interaction with the care system if they go temporarily into a care home. For me, all that brought home that we have further work to do on the appropriate system that applies in a domestic setting, to put it shortly It was helpful that the noble Baroness, Lady Barker, told us the story about the vulnerable person. We all agree that something needs to happen in that case to check the actions of the family or help the family to do better. They may just not know what to do or be at their wits’ end—who knows? We can imagine how easy it is to fall into those situations not out of intention but out of pressure and circumstance. That debate highlighted how important it is to get that right. I absolutely want to avoid intrusion where it is not necessary, but equally we need to ensure that those people deprived of their liberty receive the proper protections due to them under Article 5 of the ECHR. This is an issue that clearly needs more work. The amendment was not designed to perfect the solution but rather to start the conversation, and it is absolutely one that we will take through with noble Lords I turn briefly to Amendment 83B, moved by the noble Baroness, Lady Thornton, which seeks to introduce a legal presumption that a person should give evidence in all Court of Protection proceedings. Obviously I agree with her about the importance of this issue. She called it a reasonable point and I think it more than reasonable. It is essential that in any court proceedings a person’s rights are protected and that the cared-for person has the opportunity to give evidence to the court in any case concerning the deprivation of liberty. I am happy to be able to confirm that this is already reflected in the Court of Protection rules. The court’s overriding objective under the rules is to deal with cases justly and at proportionate cost. They expressly include ensuring that the person’s interests and position are properly considered and that the parties are on an equal footing. A new set of rules was introduced less than a year ago. They include changes to ensure that a person is able to participate in proceedings. Specifically, rule 1.2 requires the court to consider in every case how best to secure the cared-for person’s participation. It sets out a range of options including the cared-for person addressing the court directly, indirectly or with support from a representative, a litigation friend or an accredited legal representative. I hope that that provides the noble Baroness with the clarification that she was looking for and that she will feel able to withdraw her amendment.
ParlaMint-GB_2018-10-22-lords.u216	I thank the Minister very genuinely for an encouraging and positive response. I recognise that this matter of deprivation of liberty in domestic settings needs to be addressed and that we need to have a conversation about exactly how it should be done. I also thank my noble friends Lady Murphy and Lady Watkins and the noble Baroness, Lady Barran, for putting their names to my amendment, albeit that it still needs a lot of work. I am grateful for their helpful comments, along with those of the noble Baronesses, Lady Jolly and Lady Barker. I look forward to discussions with the Minister and others.
ParlaMint-GB_2018-10-22-lords.u217	I thank the Minister for that helpful answer. The grouping is slightly odd, but I am pleased that the noble Baroness, Lady Barran, has joined in; I notice that she has been sitting in her place for the whole of our proceedings. We have had a useful discussion and I beg leave to withdraw the amendment.
ParlaMint-GB_2018-10-22-lords.u218	My Lords, I shall speak also to Amendments 87, 93 and 94 and address the amendments tabled in the name of my noble friend Lady Tyler and the noble Lord, Lord Touhig. Amendments 93 and 94 are simply enabling provisions Amendments 86 and 87 would require that, before the implementation date of this legislation, the Secretary of State should lay before both Houses of Parliament a copy of the updated code of practice giving guidance as well as a response to the review of the Mental Health Act that Sir Simon Wessely is carrying out. We have been half guessing in our discussions what might or might not be in it The Bill is not particularly easy to read and it is certainly not a guide for practice, and the ensuing Act will not be easy to read either—unlike the Care Act. The code of practice is absolutely critical to take professionals through what the legislation will entail and what they will have to implement in their practice. To that end, I have a little list. I wonder whether the Minister can indicate or confirm whether these issues will be covered in the code: the basis for detention and when the “necessary and proportionate” test applies; the role of IMCAs and appropriate persons; the professional qualifications and training of those undertaking pre-authorisation reviews; when an AMCP referral should be made; and obligations to provide information to the person and their family about the authorisation. The Minister may not have the answers on his person or from the Dispatch Box right now, but perhaps he could write to me and make that clear To make this happen, we would need subsection (2)(a) of the new clause proposed by Amendment 86 and a year’s wait. Many noble Lords have spoken both on and off and in Committee about the Mental Health Act. In our previous debate, the noble Baroness, Lady Meacher, referred to the work of Sir Simon in reviewing that Act along with the Act we are trying to amend now. Between them, the two Acts define, among other things, the care and rights of the most vulnerable—those with mental health conditions and those lacking capacity—who are unable to make decisions about their care. Sometimes, but not always, there may be an overlap. It would not be prudent for the Bill to end its passage through Parliament without us learning the findings of the Wessely review and determining whether it is necessary to amend the Bill further—hence the need for subsection (2)(b) of the new clause proposed by Amendment 86. Earlier today, the Minister spoke about pushing ahead. I understand the need for urgency, but I fear that if we pass the Bill in haste, we may end up repenting or regretting at leisure. That is just me being slightly cautious. Amendment 87 calls for the Secretary of State to, “lay a copy of the report before both Houses” He or she—who knows who it will be by then—is being asked to look at how the Act is working and whether they are confident that there is an improvement in the process surrounding the deprivation of liberty. We have all discussed this issue; the Minister will have detected the Committee’s concern about this area of the Bill. Basically, I am calling for the Secretary of State to report back on the impact of the Act and ensure that the code is well and truly in place before we start to use the Act in earnest I added my name in support of my noble friend Lady Tyler’s amendment, which seeks to ensure that regulations are scrutinised and debated in both Houses. It would also ensure that consultation takes place outside Parliament, which is critical. It is fine for us to debate these issues here—clearly, some people have more experience and understanding than others—but I get many letters from not just individuals who are, or would be, affected by the Bill but the sector, saying, “Keep the Government’s feet to the fire. Make sure we get the very best Bill we can”. I do not doubt at all the Minister’s intention to achieve that end, but the devil is in the detail and there is a lot of it. We must make sure that we get this right through primary legislation. As I said, there is much expertise but we all welcome the opportunity to look at the detail of regulations, both accompanying primary legislation and in any future proposed changes Under DoLS, a number of important things were set out in regulations, particularly: who best interests assessors were and how they were to discharge their duties; the timeframe for carrying out assessments; the type of information that would need to be collected; and details of how disputes might be resolved. As my noble friend Lady Tyler will highlight, this is not just about ensuring that regulations are debated; it is about how those in the sector—families and vulnerable people themselves, I would suggest—are consulted and involved in getting the detail right in both initial regulations and any subsequent changes down the line To bring this matter into sharper focus, I wonder if the Minister might be able to confirm what he thinks might go into regulation? I hope he would also confirm that regulations laid accompanying this Bill, and any amendments down the line, are subject to the fullest scrutiny both in this House and in the sector. This will mean a decent time gap will have to be found between the laying of the regulations and the debates in both Houses I welcome Amendment 92, in the name of the noble Lord, Lord Touhig, which would see another two independent reports commissioned by the Government. They would be laid within two and four years of implementation, to provide a valuable update as to how implementation was proceeding and highlight areas for improvement. We will need to monitor the implementation of the Act, however it may end up, really closely. We are dealing with the most vulnerable in our society These amendments are based on the PIP independent reviews, which have proven successful in highlighting problems. While I am sure many in this House would agree that there are still things to improve in terms of personal independence payments, the oversight provided by the independent reviews has been invaluable in terms of recommending important changes aiding implementation. There are many important issues to review: best interests decisions—ensuring that they are just that, and not based on commercial or other considerations; a monitor of advocacy offered and its uptake; the involvement of P—the cared-for person—and not just professionals, but also those who care for P, and the families of P. I am happy to support those particular amendments, and beg to move.
ParlaMint-GB_2018-10-22-lords.u219	My Lords, I have three amendments, starting with Amendment 87A. It sets out a number of requirements before the Act can come into force, embracing a set of independent reports that I would like to see commissioned by the Secretary of State. They address work on the rewording of the expression “unsound mind”; the availability of independent advocacy; appeals on behalf of cared-for persons; the availability of legal aid and support for cared-for persons participating in court proceedings; and short and long-term costs for implementing provision bills for local authorities, the courts and the health service. I recognise some of these points have already been discussed, on the second day of Committee in particular, and the Government are bringing forward amendments so the Bill reflects the need to consult the cared-for person. The Minister also agreed to look further at the expression “unsound mind”, which many believe is stigmatising and outdated language I hope the Government might just go further. This amendment is based on the report of the Joint Committee on Human Rights and reflects some of the issues it would like to see covered in legislation. I will not comment in detail, but I want to come back to the role of the Court of Protection. We discussed this on the second day of our proceedings, and I think the Committee was informed by the view that recourse to the Court of Protection should be avoided wherever possible, because of the stresses and strains involved and the cost. I am certainly conscious that we do not want to create a situation where mental capacity professionals defer their responsibility to the court, and individuals have to undergo court procedures unnecessarily According to Dr Lucy Series of the School of Law and Politics at Cardiff University, while the cost and stress of applications to the Court of Protection is undeniable, research by Cardiff has shown that the Government have taken the decision not to reform the Court of Protection, which would make it less costly, less stressful and more like the tribunal approach that many noble Lords would like to see. It is instead being managed by, essentially, restricting access to justice. A week ago, the noble Baroness, Lady Stedman-Scott, said that, “if a person wants to challenge their authorisation in the Court of Protection they have the right to do so”.—[Official Report, 15/10/18; col. 371.] However, the practicalities are that people may experience extreme difficulty initiating a court action without assistance, as will their families. The evidence on this matter was very clear to the House of Lords Select Committee on the Mental Capacity Act and the Law Commission. I hope that the Government will consider it.
ParlaMint-GB_2018-10-22-lords.u220	My Lords, I have two amendments in this group and my name is attached to four others. It is a little unfortunate that we are coming to this important group of amendments, which affect the Bill as a whole—there are some very important implementation issues—quite so late in the day when the appetite for debate is understandably somewhat limited My Amendment 88 seeks to do two things. It seeks, first, to enhance scrutiny of regulations in Parliament and, secondly, to ensure proper consultation if the Government seek to amend regulations later on down the line. According to the Explanatory Notes, as drafted the regulations are subject to the negative procedure, except where the Secretary of State wishes to change primary legislation, in which case the affirmative procedure applies. My amendment proposes a different approach, whereby the positive procedure applies in both cases. That would mean that, should the Government wish to amend regulations, such a change would automatically trigger scrutiny in both Houses. Why do I think this is important? Fundamentally, depriving someone of their liberty is a very major and fundamental action which warrants strong safeguards and scrutiny. I think it is absolutely vital that we closely monitor the implementation of this legislation and debate any proposed changes that the Government may wish to introduce The second part of my amendment—which I think is equally important—means that, before laying a regulation, the Government must consult with stakeholders on its potential impact. Again, given that this legislation concerns extremely vulnerable people, it is absolutely vital that we get it right—that is both primary legislation and the detail of any regulations. One of the threads throughout our debate in Committee, both today and in our two previous sessions, has been that, while the Law Commission consulted widely on its draft Bill, the Government’s Bill, which we are now discussing—and which is very different in a number of important aspects—was introduced with very little consultation with those who work in the sector. It is absolutely vital that we hear from mental health practitioners, legal professionals, charities and those representing vulnerable people Amendment 87F is a probing amendment and it is to highlight the current unsatisfactory situation, which I gather is causing real concern to clinicians in relation to when they are obliged to complete court reports requested by the Court of Protection. This issue was drawn to my attention by the Royal College of Psychiatrists and I draw the House’s attention to my interests in the register. Currently, Section 49 of the Mental Capacity Act 2005 authorises courts to, “require a local authority, or an NHS body”, to prepare a report on such matters, “as the court may direct”— generally, the relevant person’s mental health or mental capacity I understand that drafting such a report requires a senior clinician to review previous reports, examine the patient, talk to family members or carers and carry out necessary tests. Notably, it often relates to a patient who has never been under the care of that clinician or even the hospital trust employing them. I have been told that the average time required to complete such a report—although it varies—would be around 10 hours, which does not include the extra time required if the clinician is required to attend court in person to give evidence The nub with the concern here, which has been raised by many clinicians, is that an unknown quantity of clinician time is being taken away from front-line patient care. As there is no national data, as I understand, on this, it is unclear how much. Again, as I understand it, CCGs and NHS trusts are not being paid for or equipped for their staff to be required to spend their time in such a way, and the very short timeframe often set by the court can lead to very considerable disruption of clinical priorities and patient appointments being changed at the very last minute. I emphasise that I have no problems with the Court of Protection needing reports and expert advice—it is just that the system for getting it does not seem right to me, with the NHS being required to provide these reports in such a way. Frankly, there is cost shunting on to the NHS, but it is also having no regard for the impact on wider patient care. The Minister has said that he will be talking to the MoJ about a number of things. It would be very helpful to hear how the MoJ thinks this system could be better managed so it does not have such a deleterious effect on wider patient care. The purpose of this amendment is to get the Minister to explain and outline the Government’s thinking in this area Finally, Amendments 86 and 93 require two very crucial documents to be laid before Parliament before the provisions of the Act can come into force: the code of practice and the Government response to the Independent Review of the Mental Health Act. It is really where we started off this evening—certainly where I started off was looking at the interaction of those two pieces of legislation The one point I will make is that whatever recommendations the Mental Health Act review ends up making, it is clear that as long as we have separate legislation to govern mental illness and mental capacity, we absolutely must consider the interaction between those two frameworks. In terms of implementation, the early introduction of the Bill prevents the review from making suggestions that touch on the scope of the LPSs we are discussing. Therefore, it is crucial that the Government respond to the review’s recommendations before the LPSs that we are talking about at the moment can come into force.
ParlaMint-GB_2018-10-22-lords.u221	I am sorry to take noble Lords back a step to Amendment 87D, which is in my name and is really a probing amendment. I thank the noble Baroness, Lady Finlay, for her very warm support—she has unfortunately had to run for a train, but I am grateful to her It seemed to me, in thinking about this amendment, that there are a couple of points in the process of authorising liberty protection safeguards where there needs to be real rigour to check that the best interests of the cared-for person lacking capacity are upheld and that the least restrictive option is found in terms of depriving them of their liberty. We spent a lot of valuable time looking at the role of the care home manager in relation to this. The noble Baroness, Lady Hollins, was also alluding in part, in her Amendment 66, to the second actor in this, namely the responsible body. My amendment explores the role of the responsible body The first part of the amendment seeks to address the role of the responsible body, which, as I understand it, is effectively a safety net in the process. The aim is to encourage the responsible body to identify cases where it is more likely that those two key considerations have not been upheld. The second part of the amendment sets out a course to follow if that is the case. What I have been trying to imagine is what it is like to be sitting in the responsible body, the local authority or the hospital, with a pile of LPS forms to authorise. How can we keep the person doing that alert and using their discretion appropriately In the first part of the amendment, what I am getting at is a way to set clear criteria for the responsible body to follow, such that if the criteria were met it would trigger a review of the applications in more detail. I do not have a definitive list of what those criteria might be but, for example, one might imagine that if the care home in which the cared-for person was going to reside had been rated as inadequate by the CQC, it might be a prompt for a further review, if that care home manager had arranged the assessment Other possible criteria might involve what the noble Baroness, Lady Barker, referred to as “unbefriended” people. I am much sure whether this is technically unbefriended, so forgive me, but if someone has no friends or family and a carer has some kind of indirect financial interest in the outcome of the decision, that might be another case of where these criteria might trigger further review. The assumption would be that this amendment would apply whatever the source of funding for the cared-for person. There may be other criteria that would be more helpful, and I am sure that noble Lords who are more experienced in this area than I am will think of what these might be In the second part of the amendment, I have simply suggested that, if there is cause to examine an application more closely, it should follow the pathway set out in paragraph 18 of new Schedule AAl. Obviously, if this route is taken, consideration needs to be given to resources, since we do not want to create a conflict of interest for the responsible body—the mirror image of some of the conflicts we have talked about for the care home manager. We certainly want to avoid a situation where there is a financial disincentive to review those cases which genuinely warrant a review.
ParlaMint-GB_2018-10-22-lords.u222	My Lords, this group of amendments covers a range of things that need to be done before the commencement of the Act, and steps that should be followed later, as proposed by my Amendment 92. Noble Lords have made powerful arguments in favour of their amendments. In view of the lateness of the hour, I will confine my remarks to Amendment 92, tabled in my name, with the support of the noble Baronesses, Lady Tyler and Lady Jolly Amendment 92 would see two independent reports commissioned by the Government to be laid before Parliament within two and four years of the Act becoming law. The reports would provide a valuable update on how implementation was proceeding and would highlight areas for improvement. It has often been said that the Mental Capacity Act is a good piece of legislation that has been poorly implemented. If we want to see this Bill strengthened in all the areas we wish it to be, we will also need to monitor its implementation extremely closely, not least because the legislation affects some of the most vulnerable in our society and concerns their freedoms. Hundreds of thousands of people across England and Wales will be affected. The amendment is modelled on the independent reviews that have accompanied the introduction of personal independence payments. The proposed report could look at a number of things: first, that decisions on whether someone’s liberty is restricted are truly being made in the best interests of the individual and not in the interests of providers or commissioners; secondly, that training is effective and ongoing and reinforces the rights of the individual; thirdly, that families and carers are involved and consulted as appropriate; and, fourthly, that advocacy is available to all who need it and is delivered effectively and impartially. Some very powerful arguments have been made in this short debate. I hope that the Minister will listen and that the Government will respond positively.
ParlaMint-GB_2018-10-22-lords.u223	My Lords, I am grateful to all noble Lords who have tabled amendments in this group. We have had a wide-ranging debate on areas where they would like to see various enactments, changes, reports and so on, before commencement and following implementation. I will attempt to deal with them thematically Amendment 86 requires that before commencement the Government must publish the code of practice and our response to the Mental Health Act review. Amendments 93 and 94 update Clause 5 to reflect this. I am happy to confirm that the Government will have published both of these before the new system commences Amendment 87 requires that the effectiveness of the Act is reviewed and a report laid in Parliament within a year of the Bill coming into force. As the noble Lord, Lord Touhig, just pointed out, Amendment 92 requires the Secretary of State to commission two independent reports on the operation of the new liberty protection safeguards scheme two and four years after the new system comes into force. Again, I am happy to assure noble Lords that the Government routinely conduct post-legislative scrutiny for all new Acts. The relevant guide says that within three to five years of Royal Assent the Government will be required to submit a memorandum to the relevant departmental select committee with a preliminary assessment of how the Act has worked in practice. I am happy to confirm that the Bill will receive such scrutiny and the Health Select Committee will be informed Amendment 87A, in the name of the noble Lord, Lord Hunt of Kings Heath, details requirements regarding a number of topics. As he pointed out, a number of these have already been addressed in our debates, including unsound mind, issues around advance consent, the availability of non-means-tested legal aid, and others. We have had a debate on the rules and guidance around IMCAs, which we are clearly going to take forward. He focused on tribunals. The Government are reviewing the courts and tribunals system but that review has not concluded. We are not proposing to change the position on the Court of Protection hearing challenges to liberty protection safeguards in the Bill precisely because there is not yet an opinion or a policy change from the Government with regard to a proposed new system. He also asked about the cost implications, which are outlined in our impact assessment, as he will know. The noble Lord’s second amendment, Amendment 87B, seeks to make the CQC the regulator for the liberty protection safeguards. The Bill allows for bodies to be prescribed to report and monitor the scheme and it is absolutely our intention that the CQC takes on this role in England. It clearly has an important role in oversight of the new system, although we are concerned that his amendment would introduce additional layers of regulation. It should also be pointed out that the CQC is an England-only organisation; in Wales, the overseeing regulators are expected to be Healthcare Inspectorate Wales and Care Inspectorate Wales, which will both take on this role Amendment 87D was tabled by my noble friend Lady Barran and the noble Baroness, Lady Finlay. It would require responsible bodies to consider criteria to be published by the Secretary of State around best interests and the least restrictive option before authorisations are approved under the liberty protection safeguards. These are of course absolutely key principles of the Mental Capacity Act, and responsible bodies will have to consider them as part of any authorisation. As I have set out in previous debates, these factors already form part of the necessary and proportionate assessments, as well as other factors such as considering the wishes and feelings of the person. We will explain in the code how this assessment should be carried out and the factors that assessors should have regard to. I am grateful to my noble friend for some suggestions in that regard and I have just confirmed that the code would be published before commencement of the new scheme Amendment 87F, in the name of the noble Baroness, Lady Tyler, would remove the power of the Court of Protection to call for reports from local authorities and NHS bodies in cases relating to a cared-for person under the schedule. We think it is important, as I am sure she does, that the Court of Protection has access to such information but I heard the story that she told about an undue burden. I am certainly happy to commit to her that I will speak to colleagues in the Ministry of Justice to see whether there is any way that this process can be improved without removing the ability of the court to access the information it needs to make proper determinations Amendment 92A, in the name of the noble Lord, Lord Hunt, seeks to ensure that the liberty protection safeguards do not apply to any existing or pending DoLS authorisations. I can confirm that existing DoLS authorisations can continue until they are due for renewal or review. Clearly, depending on the final outcome of the Bill, the frequency with which those are renewed or reviewed will mean that there will be a steady stream of DoLS authorisations coming under the liberty protection safeguards in future, for those that are rolled over. Careful work will clearly need to be done with the sector to ensure that a tsunami of new authorisations does not happen but allowing for authorisations to continue under the previous system, until they can reach review or renewal, should go some way toward mitigating that risk Finally, Amendment 88, tabled by the noble Baroness, Lady Tyler, states that regulations should be subject to the affirmative parliamentary procedure and a consultation requirement. We have of course asked the Delegated Powers and Regulatory Reform Committee for its opinion on the regulation-making powers within the Bill and it has accepted that the negative procedure provides appropriate parliamentary oversight. As the Committee knows, we go against the DPRRC’s recommendations at our peril I apologise for detaining the Committee for six or seven minutes but I wanted to be thorough. I hope that I have been able to give the reassurances that noble Lords were looking for about the safeguards that we will put in place before commencement and the reviews of effectiveness to ensure that the system is working as intended. I hope that noble Lords will feel able to withdraw or not move their amendments.
ParlaMint-GB_2018-10-22-lords.u224	I thank the Minister and others who have spoken on this group. We all want to ensure that the new mental capacity Act—presumably of 2019—works and that the Department of Health and Social Care monitors its implementation. I know that we on these Benches look forward to working with the Minister and others between now and Report to ensure that the Bill is actually fit for purpose. I gently suggest that a longer time gap than is usual between Committee and Report might be needed. I guess that those conversations might need to be held with the usual channels but, in the meantime, I beg leave to withdraw my amendment.
ParlaMint-GB_2018-10-22-lords.u225	This is the last amendment, and I will be very brief. It is quite appropriate that the last amendment we consider is about Article 5 of the ECHR, which is about the core of the Bill: people’s liberty and the deprivation of it. I have four things to say. The reason this amendment is so important is because it addresses the things that we have found lacking in the Bill which we feel need to be addressed. They are: the availability of information; advocacy and the fact that people need to have access to champions; representation; and the conflict of interest that arises when a detainer is required to assess a detainee. Particularly where a financial interest is in play, it is obvious that it has to be addressed if the proposals in the Bill are to be Article 5 compliant, which they need to be. That is the test that we need to apply to the Bill all the way through. I beg to move.
ParlaMint-GB_2018-10-22-lords.u226	My Lords, I am glad that the noble Baroness has given us this opportunity to discuss a really important matter, albeit that it is late at night. I noted what the Minister said at various times throughout the debate about reliance on the code of practice. He will know that, as we have been trying to make clear all the way through the debate on the Bill, if some rights are not statutory rights in the Bill, then compliance is question. I rather suspect that the Bill that was presented to us was not compliant. I do not see how a Bill which, on the face of it, would enable somebody to be detained without being met and assessed by a professional person could be compliant There are a number of key matters which the Government are, at the moment, talking about putting into the code of practice—perhaps, possibly on a good day, into regulations—but which need to go back into the Bill. If they do not, the responsible body will not have the statutory responsibility to see that they are carried out. They are: the basis for the detention and the necessary and proportionate test and when that test applies; the role of IMCAs and access to appropriate persons; professional qualifications and training for people undertaking those pre-authorisation reviews; where an AMCP referral should be made; and the obligation to provide information to the person and their family about authorisation. All those things are important I say from these Benches that if we do not have considerable movement towards putting those things into the Bill, however briefly, the Bill will still be in trouble when we come to Report.
ParlaMint-GB_2018-10-22-lords.u227	My Lords, I have spoken several times in Committee about my concern that the Bill as it stands is an assault on human rights. I have also mentioned in past debates that I am proud of the reputation of the all-party British delegation to the Parliamentary Assembly of the Council of Europe, so ably led by Sir Roger Gale, which has a proud record of defending human rights in that body. Article 5 of the ECHR protects our right to liberty and security. It focuses on protecting individuals’ freedom from unreasonable detention as opposed to protecting personal safety. As a result of Article 5, your Lordships and I have a right to personal freedom. That means we must not be imprisoned or detained without good reason. The Bill before us is about the quality of life, the care and the respect of some of our most vulnerable fellow citizens. This amendment is about giving our fellow citizens, who may not have the capacity to defend themselves in the way that we take for granted, the same rights that we enjoy.
