ParlaMint-GB_2018-01-09-commons.u1	1. What steps his Department is taking to tackle the illegal wildlife trade.
ParlaMint-GB_2018-01-09-commons.u411	Just for clarity, is the hon. Gentleman telling us that it is now the policy of the official Opposition to enter into a customs union?
ParlaMint-GB_2018-01-09-commons.u412	No, I am not telling the House that at all. I am happy to try to answer not only the letter of the Secretary of State’s question, but the spirit. Those on the Labour Front Bench have always tried to make it clear that we recognise the benefits of the single market to this country, and the benefits that traditionally the customs union has brought and that a customs union could bring. However, we are focused in the negotiations on achieving the benefits, rather than putting red lines around the structures, which is what the Government have done, and ruling those off the table.
ParlaMint-GB_2018-01-09-commons.u413	I will make a little progress, because that was a very interesting diversion, but one that we will leave there.
ParlaMint-GB_2018-01-09-commons.u414	Will my hon. Friend give way?
ParlaMint-GB_2018-01-09-commons.u415	I will press on The Bill fails utterly to establish the legislative framework for the UK’s future trade policy, which it leaves entirely in the hands of Ministers. It also risks undermining the rights of the devolved Administrations through its undue centralisation of powers in Westminster. The impact assessment accompanying the Taxation (Cross-border Trade) Bill, which the House debated only yesterday, confirms that this Trade Bill was to provide the key measures necessary “to build a future trade policy for the UK once we leave the EU.” We were looking forward to a full debate today on the future of the powers that we will have repatriated from Brussels, and how we might like to use them to make Britain what the Secretary of State calls “a great trading nation once again” Some of us believe that we still are a great trading nation, but clearly he does not Yet somewhere along the way the Secretary of State seems to have lost his nerve. Instead of the legislative framework for a future trade policy that we were promised, he has left us with this hollowed out little embarrassment of a Bill, which extends to just six pages and four schedules. We have no more than a vague suggestion that at some point in future we might return to the business of discussing whether Parliament may or may not play a role in overseeing our relations with trading partners around the world.
ParlaMint-GB_2018-01-09-commons.u416	Will my hon. Friend give way?
ParlaMint-GB_2018-01-09-commons.u417	I will now happily give way to my hon. Friend.
ParlaMint-GB_2018-01-09-commons.u418	I thank my hon. Friend. His earlier comments about the UK being unable to remain a member of the customs union after leaving the European Union are surely incorrect. Surely it would be possible for the UK to negotiate fresh membership of the customs union, in the same way that Turkey has done. Equally, surely it would be possible to negotiate membership of the single market on departure, in the same way that Norway and Iceland have done. It is entirely possible for the UK to renegotiate membership of both.
ParlaMint-GB_2018-01-09-commons.u419	I am very happy to respond to my hon. Friend, and I understand the distinctions she is making, but she will also understand what I have already set out about the force of the treaties, which is simply a matter of law. We will not be bound by the treaties and therefore we would not be able to continue as a member of the EU, and therefore as a member of the EU customs union, although, as I have pointed out, we could then come back and form a customs union with the European Union My hon. Friend asked specifically about Turkey’s relationship with the European Union. Turkey has a customs union agreement with the EU customs union, but it is not a member of the EU customs union—she should be aware of that—and there is therefore an asymmetry in the way in which its trade relations are conducted. The EU conducts the deals and agreements with third-party countries on behalf of Turkey that set its tariffs and quotas. Indeed, that has caused Turkey great concern, because while the Mexico-EU agreement means that Mexico can import cars into Turkey tariff-free, there is no reciprocal liberalisation of Mexico’s markets for Turkey’s textiles, and Turkey is extremely aggrieved about that Were we to have the same arrangement, we could be in a position in which the European Union concluded an agreement with the United States—for example, perhaps along the lines of the Transatlantic Trade and Investment Partnership, which many Members would have concerns about—to the detriment of this country but the advantage of the European Union, which we would have no control over, and without liberalising US markets to British exports. That would be an extremely bad deal indeed. I trust that fully answers my hon. Friend’s question.
ParlaMint-GB_2018-01-09-commons.u420	rose—
ParlaMint-GB_2018-01-09-commons.u421	Will the hon. Gentleman give way on that point?
ParlaMint-GB_2018-01-09-commons.u422	I will not give way again on that point International trade agreements have the status of treaties under international law. They cannot be repealed in the same way that domestic legislation can be repealed, and they create real and binding obligations on future generations to uphold their provisions. In a word, they are serious undertakings that demand the most rigorous procedural safeguards if they are not to cause lasting harm. As we take back responsibility for trade policy from Brussels, do hon. Members really think we should end up with less scrutiny and accountability than we currently have as a member of the EU My party made a manifesto commitment to ensure proper transparency and parliamentary scrutiny of all future trade and investment deals. That means parliamentary approval of negotiating mandates for future trade arrangements; proper consultation with trade union, industry and civil society stakeholders; comprehensive impact assessments of the likely social, economic and environmental risks; a new scrutiny committee to fill the vacuum created by the loss of the existing powers over trade agreements; unrestricted access to the consolidated texts of trade and investment treaties as they are being formulated; the most rigorous ratification process, with a debate and vote on the Floor of the House—[Interruption.] The Secretary of State is chuntering away from a sedentary position, saying, “That’s not what this Bill is about.” My point is that that is what it should be about, and it is what the Government promised it would be about. That is why, when it comes to the new agreements that the Bill is creating, we need the powers that I am talking about.
ParlaMint-GB_2018-01-09-commons.u423	rose—
ParlaMint-GB_2018-01-09-commons.u424	rose—
ParlaMint-GB_2018-01-09-commons.u425	I will give way a little later to both the right hon. Lady and the hon. and learned Lady, but in the meantime I propose to make a little progress There is nothing particularly remarkable about any of the strictures that we laid down in our manifesto. Many other countries around the world have such procedures to exercise oversight over their Executives. New Zealand requires its Government to present national interest analyses before its Parliament. Australia has a separate joint scrutiny committee on treaties. Even in the EU, Germany requires all trade treaties to undergo a process of scrutiny by parliamentary committee before ratification can take place Currently, the Council of Ministers sets a negotiating mandate and the Commission is charged with implementing it. Our representatives in the European Parliament debate it and scrutinise it in the trade committee. The resulting treaty is then put under the powerful microscope of the hon. Member for Stone (Sir William Cash), who chairs the European Scrutiny Committee in this House. Once we leave the EU, all those institutional levels of accountability are stripped away and we will fall back on the 1924 Ponsonby rule. It was interesting to hear the Secretary of State say, “No, no, it’s all about the Constitutional Reform and Governance Act 2010.” Does he not realise that CRAGA actually gives legislative effect to the Ponsonby rule, an arcane procedure from the last century that allows our Government to ratify a trade agreement—an international trade treaty—by simply laying the text before the House for 21 sitting days, with no need for a debate or vote? That is simply not good enough in a modern democracy. Hon. Members hold this House’s dignity very cheap indeed if they vote tonight to govern ourselves after the fashion of a tinpot dictatorship The Government have a woeful record on transparency and democratic oversight when it comes to international trade agreements, so it pains me to remind the House of the exchange of letters, which were revealed just before Christmas, between the Department and the Office of the United States Trade Representative, in which the Secretary of State gave assurances to President Trump’s Administration that he will deny Members of this House access to information on the substance of talks held in the UK-US trade working group. The letter says that the following approach will be taken: “Proposals, accompanying explanatory material, emails related to the substance of the working group, and other information, exchanged in the context of the working group, are provided and will be held in confidence unless otherwise jointly decided.” Yet when the Secretary of State responded to my hon. Friend the Member for Vauxhall (Kate Hoey), who asked a trenchant question about the need for transparency, he said that of course he believed there should be full transparency. In fact, this obsession with secrecy should not be taken for a prudent desire to conceal our negotiating hand from the Americans. The provisions agreed by the Secretary of State are expressly designed to deny British MPs and the wider public any knowledge of what has already been discussed with the United States’ representatives. He will not tell us what he has already told them.
ParlaMint-GB_2018-01-09-commons.u426	Talking of telling the House about policy, will the hon. Gentleman now tell us Labour’s Front-Bench policy on our future relationship with the European Union when it comes to the customs union? How does that differ from the Government’s policy, because I suggest that the Labour Front-Bench team is in agreement with the Government’s Front-Bench team?
ParlaMint-GB_2018-01-09-commons.u427	The right hon. Lady is free to suggest whatever she likes. I have dealt with the customs union at great length this afternoon and made our position quite clear All information exchanged between the UK and US officials will be kept secret until four years after the working group has been concluded. That is why hon. Members should not take on trust any verbal reassurances that the Government or the Secretary of State might give this afternoon. One has to establish good faith to earn trust.
ParlaMint-GB_2018-01-09-commons.u428	Will the hon. Gentleman give way on the subject of transparency?
ParlaMint-GB_2018-01-09-commons.u429	On transparency, yes. The hon. Lady has been very persistent, so I will give way.
ParlaMint-GB_2018-01-09-commons.u430	If I may, I want to take the hon. Gentleman back to his suggestion that the European Parliament is somehow a far more transparent organisation when it comes to discussions on trade deals, especially trade deals with the US. My memory is that the discussions with trade negotiators and MEPs were held behind closed doors, with only trade committee members and committee chairs present. The papers held by the European Parliament were all kept behind closed doors and were not transparent. I have heard the Minister say that he wants us to have a transparent process in which the House will be consulted and able to scrutinise future trade deals in a better manner.
ParlaMint-GB_2018-01-09-commons.u431	Look, the hon. Lady is of course right that the European Union held a lot of those discussions in private, particularly over TTIP. However, she may be unaware though that although European Members of Parliament were able to access the text of the TTIP agreement, this Secretary of State refused for nine months to set up a reading room so that Members of this House could access the very same information that was available to her colleagues in the European Union.
ParlaMint-GB_2018-01-09-commons.u432	The hon. Gentleman has made a very powerful case for more scrutiny of future trade agreements by this Parliament, but it is not the only Parliament in the United Kingdom—there is a Scottish Parliament and a Welsh Parliament, and, I hope that, eventually, the Northern Ireland Assembly will be up and running again. With the CETA process, we saw the powerful influence of not only national and regional Parliaments in the European Union, but provincial Parliaments in Canada. Will the Labour party support such influence for the Scottish Parliament, the Welsh Parliament and the Northern Ireland Assembly?
ParlaMint-GB_2018-01-09-commons.u433	I will deal with issues around devolution later in my speech. Indeed, that is something that my hon. Friend the Member for Sefton Central (Bill Esterson) will be addressing in his winding-up speech Having set the context, let us look at the detail. The Bill’s opening clause sets the tone for the power grab that is to come. It gives Ministers the power to implement regulatory changes as a consequence of any country acceding to or seceding from the WTO’s government procurement agreement. This is not a temporary power. It is not simply to facilitate our transition from a member under the wing of the EU to a member in our own right, as the explanatory notes to the Bill claim, but a power in perpetuity without the requirement for any scrutiny by Parliament The Government will use the sweeping powers of the Constitutional Reform and Governance Act 2010 to push through the UK’s independent membership of the GPA without a vote in Parliament. The Bill confirms that any future changes to the terms of the GPA will go the same way. We can talk about the merits of the GPA—I am sure that we will find much common cause across the Dispatch Boxes—but the Secretary of State said that we would be acceding on the “existing terms of participation”, if I wrote that down correctly. That is something that Members should be free to scrutinise and debate. The United States, Canada, South Korea and Japan have all put annexes to their schedules for the GPA that allow them to set aside and disapply regulations on behalf of small businesses and other organisations. That is something that we might wish to consider. It would be quite proper for us to do so, to boost trade for our small businesses, but the Bill, as currently formulated, would not allow that I have to confess that when I first looked at the GPA, I wondered what material difference this might make to British business. I was quite impressed to find that the Government’s explanatory notes showed that the GPA opened up £1.3 trillion of contracts to UK business—we should all rejoice in that—but when I checked the Bill’s impact assessment, I learned that the total cross-border earnings of our businesses from GPA contracts outside the UK is just £1.2 billion, which is less than 1% of that amount. I also learned that the total earnings by foreign companies from the £68 billion of GPA contracts inside the UK was £16.7 billion, which is about 24.5%. Will the Minister explain what the saving to the public purse was from this procurement agreement that merited £16.7 billion going to foreign companies while just £1.2 billion came back to the UK? There might well be a very good answer, but is this not precisely the sort of issue on which Parliament should have a proper role of scrutiny and holding the Executive to account? Of course, the Bill denies us the capacity to do so. Clause 2 gives the Secretary of State the most far-reaching powers to implement new international trade agreements without the need for even a debate in Parliament. As his Department has confirmed, the clause includes the Henry VIII power to modify primary legislation without a vote. On that point, we were treated to the extraordinary spectacle of the Secretary of State resorting to the letters page of a national newspaper to deny what is printed in black and white—actually in black and green—in his own legislation. He must have been piqued by a number of articles in response to the Bill’s publication in November that accused him of appropriating powers that should, by rights, lie with Parliament. He responded on The Guardian website on the evening of 20 November, saying: “In an editorial (13 November) you claim that the trade bill is ‘effectively granting ministers the power to write law behind parliament’s back’ with ‘Henry VIII powers’. This claim is repeated in a column by George Monbiot (18 November). This is untrue. The powers in the bill will only allow for amendment of secondary legislation covering existing trade agreements, and secondary legislation is still subject to parliamentary oversight.” Yet it was not The Guardian that was wrong; the Secretary of State was wrong. He knew that he was wrong, although he did not correct his remarks, because clause 2 of the Trade Bill, which he had published just two weeks earlier, states quite clearly that the powers in the Bill make provision not only for the amendment of secondary legislation, but for “modifying primary legislation”. Lest there should be any doubt about this, the delegated powers memorandum published by the Secretary of State’s Department to accompany the Bill, which was quoted by the right hon. and learned Member for Beaconsfield (Mr Grieve) with such devastating effect earlier, states on its very first page: “The Bill contains 6 individual provisions containing delegated powers. Two of these, clauses 2(1) and 7(3), include a Henry VIII power.” This was not the case of a Cabinet Minister misspeaking or being ambushed in a broadcast interview; this was a written communication that the Secretary of State placed in a national newspaper in the cold light of day that contradicted plain fact and the considered explanation of his own officials. I will happily give way to the Secretary of State if he would care to come to the Dispatch Box and explain himself by putting on the public record why he chose to suggest that there are no Henry VIII powers in this Bill when his own Department had already confirmed the opposite to be the case. I cannot claim to have served with Henry VIII. I cannot claim that Henry VIII was a friend of mine. But, to misquote Senator Lloyd Bentsen’s remark to Dan Quayle, I can say, “Secretary of State, you are no Henry VIII. This Bill is an affront to the dignity of your office and to the authority of this House.” Clause 2 provides the Secretary of State with unprecedented powers to implement international trade agreements without a vote in Parliament. It is perhaps the most egregiously anti-democratic provision of the Bill, in that it allows the Secretary of State to engage in secret negotiations with a trading partner of the EU, to lay the results of those negotiations before Parliament without the need for a debate or a vote, and to proceed to incorporate the resulting treaty into UK law without the need for a vote either The Government have tried to justify this power grab with the sham argument that these are simply roll-over agreements—existing agreements that are just being grandfathered. They claim that the corresponding agreements between 60-plus countries and the EU have already been through the process of scrutiny, meaning that the UK’s new agreements can go through on the nod. Yet the Government have been forced to admit that the UK’s new trade agreements are legally distinct from those previously negotiated by the EU. They are new agreements in international law. If we allow the Bill to go through as it stands, the Secretary of State, as the Government have acknowledged, will be given carte blanche to agree substantively new obligations with third countries and to implement them without a vote in Parliament The Government are aware of the magnitude of what they are attempting. The delegated powers memorandum could scarcely disguise its shame with regard to this part of the Bill. It says: “It is recognised that Parliament will want considerable assurances from the Government that this power will not be used beyond what is necessary to ensure a seamless transition of the agreements in scope.” The Government have given that assurance, but they cannot deny that the power is there. In the next breath, the memorandum claims, apparently without irony: “The Department considers that this power is appropriate for the negative procedure.” The negative procedure is the least rigorous procedure available to this House, as it allows the Government to bypass the need for a debate or a vote, or the possibility of amendment—there is nothing I ask the Minister to come clean and confirm to the House that the delegated powers memorandum is correct. Will he assure us that the Government will bring forward their own amendment in Committee to ensure that these new internationally binding agreements must go through a due process of proper scrutiny by Parliament, rather than being signed off by Ministers without a vote?
ParlaMint-GB_2018-01-09-commons.u434	I applaud my hon. Friend’s speech. The Government are making out that this is all about roll-overs and business as usual. Does he accept that what will actually happen is that countries will want to negotiate new terms of trade because we will be a small minnow compared with the EU giant? What is more, when an EU quota is involved, countries within Europe such as Spain may want to take some of our quota. We will keep our quota only if we give better terms of trade, with lower standards, lower prices and a worse deal for us. That is why we must have scrutiny in this place.
ParlaMint-GB_2018-01-09-commons.u435	The honest answer to my hon. Friend is that I do not know, although I share his suspicion that that might well be the case. The point is that the Bill shows that the Government’s expectation is that these are not simply roll-over agreements and that, precisely as he suggests, third countries may demand additional features in new agreements. On that point, he is absolutely right and the Secretary of State is absolutely wrong.
ParlaMint-GB_2018-01-09-commons.u436	My hon. Friend will know that trade agreements require negotiation—it takes two to tango. This Parliament will be asked to delegate powers to the Secretary of State and the Executive to make changes to bilateral agreements with countries that already have EU bilateral agreements, so decisions that might involve sectors such as the Scotch whisky industry being thrown under a bus to protect other sectors will not come to this House.
ParlaMint-GB_2018-01-09-commons.u437	My hon. Friend is absolutely correct to say that that is a possibility, but while I have disagreements with the Secretary of State, do I think he is so foolish as to throw the Scotch whisky sector under a bus? No, I do not, because it is a very important player in our economy, as my hon. Friend knows. However, the point he makes is entirely right: it is possible that new interpolations in old agreements may do damage to other sectors. The point remains that this House—I repeat, this House—is the appropriate place for that to be scrutinised Clauses 5 and 6 deal with the establishment of the Trade Remedies Authority. We of course welcome the establishment of a new authority as an essential pillar of our international trade policy to ensure that British manufacturers are not exposed to dumping or other countries’ unfair trading practices.
ParlaMint-GB_2018-01-09-commons.u438	I tried to push the Secretary of State on this point earlier, but my hon. Friend may be able to help. It is reported in The Daily Telegraph today that the economic interest test that the Government will apply will balance potential trade remedies against the impact that they may have on the wider negotiations for a free trade agreement. We could therefore have the perverse situation that, much as with the Scotch whisky industry, the ceramic industry in my constituency could be put to one side in the interests of the greater good of a trade deal with China. I do not believe that that is a good idea, and I am sure my hon. Friend does not, but the Government will not say so.
ParlaMint-GB_2018-01-09-commons.u439	I was very interested to hear the Secretary of State’s response to my hon. Friend’s question. It was a feat of Dispatch Box prestidigitation such as I have not seen for many years, because the Secretary of State appeared to agree with my hon. Friend while in fact disagreeing. My hon. Friend is absolutely correct. As we saw with the Taxation (Cross-border Trade) Bill, which we debated yesterday—that Bill sets out the role and powers of the Trade Remedies Authority—the Government certainly envisage a key role for not only the lesser duty rule, but such economic impact assessments. Of course we must conduct economic impact assessments—I know my hon. Friend does not disagree with that—and a balanced decision must then be taken, but, again, it is right that the House should scrutinise those things and ensure that they are genuinely in the wider interest. In particular, hon. Members with specific constituency interests—the ceramics industry; the Scotch whisky industry; the steel industry—should have the opportunity, at the appropriate point, for scrutiny.
ParlaMint-GB_2018-01-09-commons.u440	While the TRA will clearly play a very important role, does my hon. Friend agree that it cannot take a balanced decision unless it includes a wide range of stakeholders, such as the trade union movement, producers and representatives of the devolved Governments?
ParlaMint-GB_2018-01-09-commons.u441	I cannot tell you how pleased I am to have taken that intervention, Madam Deputy Speaker. Mindful of your strictures on time, as I always am, I had actually excised a paragraph about that from my speech, so I am grateful to my hon. Friend for his well-made point.
ParlaMint-GB_2018-01-09-commons.u442	Order. While the hon. Gentleman is addressing my strictures on time, I know that he will be thinking about concluding quite soon, because he would not want to be in danger of having taken even more of the House’s time than the Secretary of State.
ParlaMint-GB_2018-01-09-commons.u443	Indeed, Madam Deputy Speaker. The Secretary of State spoke for quite long enough; I will try to beat him by a short head The House will recall that the consultation on the Trade Remedies Authority ended on the evening of 6 November, but by early morning on 7 November, hard copies of the Trade Bill were already being delivered to Parliament. One can only suppose that the Secretary of State did not receive the updated consultation principles that were issued to all Departments in 2016, which state: “Take consultation responses into account when taking policy forward…Do not ask questions about issues on which you already have a final view.” Worse still, the Secretary of State has chosen to appropriate to himself the power to appoint all the key postholders of the TRA without any constraints on their representative function—that point echoes what my hon. Friend the Member for Aberavon (Stephen Kinnock) was just saying. He will even decide without limit how much those people will be paid. The Bill creates a lapdog, not an industrious and independent guard dog Labour believes that the Trade Remedies Authority should be formally constituted, so that it is fully representative of the key stakeholders affected by unfair trading practices. That means the experts within business and the trade unions who face the reality of dumping and unfair state subsidies as an existential threat to their jobs and industries, not a côterie of Rabbit’s friends and relations Finally, I must alert the House to the threat that the Bill presents to the devolved Administrations. Today’s international trade agreements reach far behind the border into the policy space of national, regional and local authorities. The Welsh Government have already established that several of the clauses in the Trade Bill pertain to areas covered by its legislative competence and have found restrictions on Welsh Ministers in the Bill that they consider inappropriate. The Welsh Government have therefore stated that whether they consent to the Bill will depend on the Government’s response to amendments tabled to address those shortcomings. The undue concentration of powers in Westminster to the detriment of the devolved Administrations mirrors the undue appropriation of powers by the Secretary of State to the detriment of this Parliament This Bill fails to establish the proper framework that would allow our country to develop a sound, legitimate and properly scrutinised trade policy for the future. Instead, we are faced with another sordid power grab by a Government forced to hide their own weakness behind a legislative veil that is technically and morally incompetent. The Opposition believe that the British people deserve better. That is why we have tabled the reasoned amendment. If it is not accepted, we will vote against the Bill.
ParlaMint-GB_2018-01-09-commons.u444	Order. The House will appreciate that while the Secretary of State and the shadow Secretary of State have been very thorough in their arguments this afternoon and patient in taking an enormous number of interventions, thus allowing a full and meaningful debate, the quid pro quo is that we have a short amount of time left. A great many people still wish to speak, so I have to impose an initial 10-minute limit on Back-Bench speeches, although that is likely to be reduced later in the day.
ParlaMint-GB_2018-01-09-commons.u445	I note your strictures, Madam Deputy Speaker, and I will do my best to keep within that timeframe. I state for the record that I am a former Business Minister and a former interim Trade Minister, and I am now the Prime Minister’s trade and investment envoy to Brazil and the Nordic and Baltic nations I welcome the Bill and the fact that we will now have a legal structure that will create an opportunity for both continuity and consistency—which is somewhat more than can be said about the Opposition’s policy on a customs union. I welcome the fact that this is one of the very first Bills that addresses the issues that this nation will face after Brexit. Trading will be one of the top issues for all of us as politicians, not just for Ministers. If we are to be an outward looking nation, it is crucial that, both as a House and in government, we embrace trade, but what principles should inform that trade policy? What kind of approach should we take as we leave the European Union? In the short time available, I will offer three broad suggestions First, I agree with the strong sentiments expressed by the Secretary of State that we should renew our advocacy of free trade. I strongly believe in open markets—that free trade is the way in which we stimulate innovation and create new jobs. For the consumer, it means greater choice and lower prices; and by encouraging firms to specialise, which is one of the key drivers of trade, it increases productivity. Indeed, recent evidence shows that in companies that export, productivity rises by a third in the first year of trading. That is good for them, but it is also good for the wider economy. The Secretary of State was right to say that trade is also crucial for developing nations—indeed, it is through trade that millions of the world’s poorest citizens have been lifted out of abject poverty I strongly believe, therefore, that once we are outside the European Union, one of our core principles should be that the UK leads the way in advocating open markets and free trade. But as we have heard in this debate, free trade does not mean a free-for-all—trade without rules. For international markets to work, there have to be clear rules that we agree on, so my second point is that we must consistently work for a rules-based multilateral trading system, based on fairness and proportionality I strongly commend the Government, and particularly the leadership of the Secretary of State, for their engagement with the World Trade Organisation. In the last year, British Ministers have been building up good working relationships within the WTO; they have taken the key steps needed to enable us to be an effective, independent member in the future. That is why the Bill is absolutely right to empower the Government to rejoin the GPA in our own right. Government procurement is a £1.3 trillion market, so it is clearly in our interests, but it is also important at this point for us as a nation to signal our intention to engage in that sort of plurilateral agreement A rules-based trading environment also means that we need to create new powers, so that we can challenge unfair or injurious practices when others break the rules; equally, we need to be able to respond when the market becomes distorted. That is why I very much welcome the creation in the Bill of the Trade Remedies Authority. I am sure that in Committee we will debate how that will work, but to be effective the TRA will need to be objective, it will need to be evidence-based and—as questions in this debate have already suggested—it will need to be free of political interference in individual cases. If I am a member of the Committee, I will want to ensure that the legal framework and the authority itself are able to pass these tests. Clearly, when there are unfair practices that are damaging UK businesses, the Government of the day and the TRA must act, but we must be careful to avoid creating rules that can be bent for political expediency As a former Business Minister. I know how intense the political and the media pressure can become. A really awkward case suddenly comes out of the blue—perhaps it involves a totemic, major British brand or company, or perhaps substantial job losses are threatened, affecting an individual town. The tempting path for us as politicians, quite naturally, is to instantly demand, “The Government must act! The Government must retaliate! The Government must intervene!” regardless of the evidence. But we should be clear as a House that if we go down that path—if we seek to bend the rules for uncompetitive British businesses—we will have created a cover for protectionism, and that path leads to economic failure. Protectionism makes an economy less competitive, reducing its ability to create new jobs. Domestic prices rise, which hurts those on the lowest incomes the most. If we gain a reputation for being protectionist, what will happen? Others will retaliate. In the end, if we want others to follow the rules, we must lead by example That leads me to my third point. We need a cultural change in both business and politics if we are to succeed as a global trading nation. We need not just more exports but more exporters. Our current trading is far too reliant on a small proportion of British companies—11%, according to recorded figures. I suspect that that does not capture everything, but even if it were 15%, that would still be less than half the proportion in Germany. We need to challenge the business world to change the culture As the Prime Minister’s trade envoy to the Nordic and Baltic nations, I have seen for myself the success of companies in those countries. It is already our sixth-largest export market, and there is a strong appetite for British goods and services, but the business groups can do more. They can use their networks and resources and set the expectation that British firms should export. That should be the norm and should be expected of people in each and every business sector. It is the reverse at the moment. We need to change that culture. I hope that Ministers, and all of us as Members of Parliament, will continue to challenge the business groups that say they speak on behalf of business to ensure that they promote exporting We also need to change our thinking about trade agreements. A lot of the debate—I heard it again today about trade and Brexit—is all about comprehensive multilateral trade agreements. They will be important, particularly with our European neighbours and other regions, yet because of their scale and complexity few will be fully implemented in the next five, six or seven years, so we need to change our thinking. We need to recognise the role of bilateral and plurilateral agreements, particularly in regions such as the Pacific. The Secretary of State is absolutely right to take the pragmatic view and say, “Where is the growth coming in the world in the next 20 years?” It is in the far east, and we need to be in that market. We need to change our thinking The circumstances for most exporters are such that billions of pounds of exports are being undertaken today in areas where there is no formal trading agreement. We need to be pragmatic; we need to be smart; we need to be sharp. We should not always assume that this is simply about national Government to national Government. I have learned from my work in Brazil, for example, that the regional state of São Paulo, on its own, has an economy larger than most Latin American nations. We need to be sharp in how we engage with the regions and nations abroad and with their city states Free and fair trade is crucial, but we in the House should not kid ourselves that when awkward cases come up, those discussions will be easy. I want a remedies environment that is free of individual political interference; one that is objective and evidence-based. This is a strong Bill that will allow us to move from where we are to the next stage in our transition. As the Secretary of State has rightly said, there are more legislative measures to come, but the Bill has considerable merit. It is a shame that the Opposition seem to be trying to amend a Bill that is not before the House.
ParlaMint-GB_2018-01-09-commons.u446	It is a pleasure to speak on behalf of the Scottish National party. I will do my best not to take up too much of your or the House’s time, Madam Deputy Speaker The UK Government have an opportunity in the Bill to show leadership, to engage widely and to consult with devolved nations, business and other stakeholders about what should be contained within it, but it seems like a paper-thin effort—and not a very great effort at that. Given the magnitude of Brexit and its potentially damaging ramifications, this pretty paper-thin Bill is an affront to democracy and lacking in any real detail—not a great start as we enter this new territory A hard Tory Brexit would be disastrous for the economy and completely undermine the Scottish Government’s efforts to boost Scotland’s trading position. We found out just a few moments ago that the UK Government have dropped their promise to amend devolution aspects of the European Union (Withdrawal) Bill and that they plan to do it in the House of Lords. That is shameful, because the Secretary of State for Scotland made a promise on the Floor of the House to the people of Scotland and Scottish MPs We have significant concerns about trust in the Government and about whether they can stick to their word. Regarding withdrawal, the Scottish Parliament should not have its powers in any way diminished. As we know, the Government cannot be trusted. The Law Society of Scotland, for instance, says: “We are concerned by the extensive scope of delegated ministerial powers under the Act, mirroring concerns previously identified in relation to the use of Henry VIII powers in the context of the European Union (Withdrawal) Bill. It is not clear why the Government considers such wide powers to be necessary.” It would be interesting to hear from the Secretary of State what his take on that is. In its excellent briefing, the Law Society of Scotland refers to “Clarity of drafting”, which it says is “central to good law-making.” It says: “Under clause 2(2) an international trade agreement means a ‘free trade agreement’, however ‘free trade agreement’ is not itself defined.” That is a very important point. In all these discussions about free trade agreements, the actual definition is not given. The briefing points out that clause 2(2) also “refers to ‘an international agreement that mainly relates to trade, other than a free trade agreement’. However, ‘mainly’ does not grant sufficient certainty in terms of interpretation.” I am no legal eagle, but I am sure that my hon. and learned Friend the Member for Edinburgh South West (Joanna Cherry) will give us her take on matters later.
ParlaMint-GB_2018-01-09-commons.u447	There is a very significant omission from the definition section in clause 4, which relates to Northern Ireland. When I asked the Secretary of State about that in an intervention, he repeated the Government’s mantra that there is hope of restoring the Northern Ireland Executive. If there were indeed that hope, one would expect to see some reference to the devolved authority meaning the First Minister and Deputy First Minister, hopefully acting jointly, but there is zero mention of those Ministers. The clause defines a devolved authority as “a Northern Ireland department”. The Government, I suggest, are clearly preparing for direct rule, and I am deeply concerned about that.
ParlaMint-GB_2018-01-09-commons.u448	I share the hon. Lady’s concern. It seems very much as though the Government are making policy on a wing and a prayer It is just over 20 years since the people of Scotland voted for devolution, for progress, to move forward and have power over some, but not all, of their own affairs. In 1997, voters in Scotland backed the creation of a Scottish Parliament by 74% to 26% and voted by 63% to 37% for it to have tax-raising powers—powers that we are very proud to be using The Scottish Parliament’s pillars of establishment include accountability: it is answerable to the people of Scotland. It should be open and encourage participation. It should be accessible, and should involve the people of Scotland in its decisions as much as possible. I remind the House of that not to give a history lesson, but to highlight what the people of Scotland voted for and what was delivered in devolution, on a cross-party basis. This Bill, and more generally Brexit, are not what Scotland, or indeed the rest of the UK, voted for. The Bill threatens devolution in Scotland, and it threatens the vote that took place 20 years ago.
ParlaMint-GB_2018-01-09-commons.u449	My hon. Friend quoted the Law Society of Scotland. Does she agree that it is important for the Tory Government to understand that it is not just members of the SNP who are concerned about the Bill, but that a wide section of Scottish civic society is completely behind the devolved settlement for which it voted so overwhelmingly in 1997? The Law Society’s trenchant comments should give the Government pause for thought about what they are doing. They should bear in mind that it is not just a political party that says they are undermining the devolved settlement, but an apolitical, professional association with great expertise behind it.
ParlaMint-GB_2018-01-09-commons.u450	I absolutely, and not surprisingly, agree with my hon. and learned Friend. It is true that Scotland voted by 62% to remain in the EU. My colleagues and I are here today to stand up for Scotland and what it voted for in that referendum and to defend and protect the powers of our Parliament in Scotland and the rights, protections and equalities that we enjoy by virtue of our membership of the EU. I for one am not going to let this chaotic and reckless Tory Government diminish or damage the powers of the Parliament, country and economy of Scotland without a very real and determined fight We should not have to fight for our voice to be heard here or in trade negotiations and any trade deals that are done. Scotland and the devolved nations should be treated as equal partners, and if we are not, we reserve the right to make a decision about our constitutional future.
