ParlaMint-GB_2015-02-27-commons.u1	I beg to move, That the House sit in private Question put forthwith (Standing Order No. 163).
ParlaMint-GB_2015-02-27-commons.u87	New clauses 1 and 2 stand in my name, and new clause 3 and amendment 18 are in the name of my hon. Friend the Member for Christchurch (Mr Chope) This important Bill enables a lacuna to be filled in the procedures of the House of Lords, and to enable the House of Lords—where appropriate—to suspend or expel Members. The House of Lords currently has powers to suspend Members, but rather curiously it can do so only for the remainder of a Parliament. Therefore, if a Member of the House of Lords were to be suspended today, they could effectively be suspended only until 30 March, or whenever this Parliament is dissolved. If, on the other hand, the House of Lords decided to suspend a Member early in the next Parliament, they would be suspended for the duration of that Parliament. That is curious and it is difficult to justify why the length of suspension should vary. The House of Lords wanted to clarify that position as well as the position on expulsions. The measure had wide support in the other place, and I am sure it will win support throughout this House This is a somewhat thin House today. I speak not personally about my bodily weight—although, as my wife points out to me, I have a body image problem because I do not see my body as everybody else sees it—but it is a thin House because there are very few of us here. That, I think, is a consequence of five-year fixed-term Parliaments, because for the last few months, although the House has been sitting, large numbers of colleagues understandably want to be in their constituencies or elsewhere campaigning.
ParlaMint-GB_2015-02-27-commons.u88	Given that in the last Session the House of Lords Reform Bill passed through this House and the other place, does my right hon. Friend know why, if these matters are now considered so important, their lordships did not see fit to amend that Bill last year to include these proposals?
ParlaMint-GB_2015-02-27-commons.u89	I cannot speak for what happened in the House of Lords—clearly these measures were not included in that Bill or we would not be debating them today, and I will come on to that point As I was saying, we may be a rather thin House, but we are also an experienced House, and looking at the right hon. and hon. Members present, I think we have well over a century of service between us. I feel a bit like one of those black and white western films, where one is at Fort Laramie and most of the people have been sent out in the middle of night to get to safety, but a few old soldiers are left manning the battlements of the business. I feel a little as though we are in that position today. My right hon. Friends the Members for North East Hampshire (Mr Arbuthnot) and for North West Hampshire (Sir George Young), myself and others, are the old soldiers who have been left behind while others are out campaigning, because we are considered to be totally expendable.
ParlaMint-GB_2015-02-27-commons.u90	For the record, will the right hon. Gentleman confirm that I am a young soldier rather than an old soldier, and that I am not expendable?
ParlaMint-GB_2015-02-27-commons.u91	The right hon. Gentleman is a welcome young soldier to the proceedings, although he is almost a solitary soldier on his side of the House. I suppose it is a measure of the Opposition’s desperation that not one of them could afford to be in the House of Commons today because they all felt it necessary to be out campaigning somewhere.
ParlaMint-GB_2015-02-27-commons.u92	Or could it be the confidence they have in me?
ParlaMint-GB_2015-02-27-commons.u93	What I love about the right hon. Gentleman is his innate modesty.
ParlaMint-GB_2015-02-27-commons.u94	While we are talking about a Bill of Rights from a few centuries ago, let me check that the wording of new clause 2 is meant to be as printed in the Order Paper, namely that nothing in the Act shall be “constructed” by any court as affecting the Bill of Rights 1689. Should that read “construed”, or is it a special language from 1689?
ParlaMint-GB_2015-02-27-commons.u95	Subject to any advice that the Clerk gives you, Madam Deputy Speaker, I think we all took that as meaning construed, but we know that for these purposes construed and constructed probably mean pretty much the same thing and I do not think anything really turns on it. I am grateful to my right hon. Friend for drawing the House’s attention to that point What is important is what commands public confidence. Over the years the issue of parliamentary privilege has detained Committees and the House from time to time, because it has always been recognised that Parliament and parliamentarians need certain rights or immunities to ensure that we can operate freely and independently. In 1999 the Joint Committee on Parliamentary Privilege observed: “Parliament makes the law and raises taxes. It is also the place where ministers are called to account by representatives of the whole nation for their decisions and their expenditure of public money. Grievances, great and small, can be aired, regardless of the power or wealth of those criticised. In order to carry out these public duties without fear or favour, Parliament and its members and officers need certain rights and immunities. Parliament needs the right to regulate its own affairs, free from intervention by the government or the courts. Members need to be able to speak freely, uninhibited by possible defamation claims.” Parliament must therefore be free from intervention by the courts, according to the Joint Committee on Parliamentary Privilege As we will see, however, at certain times the courts have become involved in the workings of Parliament, and we must consider how we respond to that. It is normal for a democratic state to protect parliamentary independence. Parliamentary immunity has developed throughout the world, not as a constraint on the rights of the citizen but as a fundamental liberty. Parliamentary privilege is not a privilege for parliamentarians, but the privilege of our constituents. Privilege refers to the range of freedoms and protections each House of Parliament needs to function effectively. In brief, it comprises the right of each House to control its own proceedings and precincts, and the right of those participating in parliamentary proceedings, whether or not they are Members, to speak freely without fear of legal liability or other reprisal Over time, however, we have seen the development of some grey areas. The Bill was introduced by Baroness Hayman as a private Member’s Bill in the House of Lords. It passed all its stages in the Lords and then came to this House. Under the procedures of this House, the Bill was, very appropriately, taken up by my right hon. Friend the Member for North West Hampshire, who is a former Leader of the House. The Bill had a rather unusual Second Reading in that it was conducted upstairs in Committee, so this is the first time there has been an opportunity in the Chamber to debate the Bill. The Bill touches on who is summonsed to Parliament and who can be a Member of Parliament, so it is right and appropriate that this Chamber should give it reasonable consideration. I was very grateful to the House for providing half a day for consideration on when women bishops might enter the House of Lords. If we are willing to give half a day to whether women diocesan bishops could be given precedence over others to take their place in the House of Lords, it seems appropriate to give equal time to considering other measures relating to the House of Lords, such as those on suspension and expulsion My right hon. Friend the Member for North West Hampshire, in a speech to the Conservative spring forum in 2010, observed that there is a grey area on whether parliamentary privilege precluded criminal prosecution of Members of this House accused of false accounting relating to parliamentary expenses. There were suggestions that there should be clear legislative proposals to ensure that privilege cannot be abused by Members of Parliament to evade justice. This has been an issue of some ambiguity for some time. The 1999 Joint Committee on Parliamentary Privilege, chaired by Lord Nicholls of Birkenhead, said it was right for Parliament to regulate its own affairs and that Members needed to be able to speak freely. However, the Committee proposed clarification of the scope of various privileges and in some cases greater powers for the courts to examine proceedings in Parliament. It recommended that all the changes proposed in its report should be embodied in a new and comprehensive parliamentary privileges Act, codifying parliamentary privilege as a whole. Unless I have missed something, I do not think that Parliament ever got around to carrying out the recommendations of the Joint Committee that there should be a comprehensive parliamentary privilege Act codifying parliamentary privilege as a whole We have the notion that Parliament controls matters and that both Houses of Parliament control their own precincts and procedures, but that is now sometimes more of a sentiment than an actuality. In 2002, in the case of A v. the United Kingdom, the European Court of Human Rights held that the absolute freedom of speech in Parliament was proportionate and did not violate the European convention on human rights, although—this is an important point—the Court also asserted its jurisdiction over national Parliaments’ privileges. The Court held that a rule of parliamentary immunity “cannot in principle be regarded as imposing a disproportionate restriction on the right of access to the courts, as embodied in Article 6” of the European convention on human rights. Moreover, the Court held that the creation of exceptions to that immunity, the application of which depended on the facts of any particular case, would seriously undermine the legitimate aims pursued Parliamentary privilege is clearly a living concept. It still serves to protect Parliament and all those involved in its proceedings. Article IX of the Bill of Rights says: “the Freedome of Speech and Debates or Proceedings in Parlyament ought not to be impeached or questioned in any Court or Place out of Parlyament.” If that is the case, Parliament needs either to assert that right and say that this is a matter entirely for the cognisance of the House of Lords, or to say that there may be good reasons for others—the courts—to have some involvement and interest in what is taking place. Parliament may well come to the view that the public no longer have confidence in the ability of Parliament, or its individual Houses, to manage their own affairs. That is why, in this place, we agreed by Act of Parliament to have an Independent Parliamentary Standards Authority. I think it was felt by the House of Commons that when it came to commanding public confidence, it was far better to hand over all matters relating to parliamentary expenses to an independent statutory body than to have continuing supervision by the House of Commons itself. I think, by and large, that has helped considerably in restoring public confidence in House of Commons expenses There is, therefore, a perfectly credible argument for a system in which, if it was felt that Members of either House had misbehaved so badly, there should be some judicial oversight of the process. One has to decide one way or the other: either we assert the established principle in the Bill of Rights that each House has cognisance over its own affairs, or we say that there may be some judicial oversight. The purpose of new clause 2 is to try to clarify that I will of course listen with interest to the explanation of my right hon. Friend the Member for North West Hampshire as to why the Bill is drafted as it is. It may well be that that explanation satisfies the whole House. I well know my right hon. Friend’s ability to explain Bills, because he and I once served together on a Committee considering a Bill to introduce leasehold reform. I remember him very elegantly one afternoon describing, with his hands and words, what a flying freehold and a flying leasehold look like, so I have absolutely no doubt that he will be able to explain to the House the exclusive cognisance of the House of Lords. If there is to be exclusive cognisance of the House of Lords, however, we have to be confident that that will work one way or the other.
ParlaMint-GB_2015-02-27-commons.u96	Just to reassure the right hon. Gentleman, is he aware of the comments made by Lord Brown of Eaton-under-Heywood, the Chair of the Sub-Committee on Lords’ Conduct? He must have been aware of these concerns. He said: “I greatly welcome the Bill and the logical and highly desirable increments to the powers of the House that it would bring with it.”—[Official Report, House of Lords, 24 October 2014; Vol. 756, c. 930.] He recognises that it will be the House that will have the additional powers, not anybody from outside the House.
ParlaMint-GB_2015-02-27-commons.u97	I take the right hon. Gentleman’s point. The Bill, as far as the House of Lords is concerned, is an enabling and clarifying Bill that the House of Lords intends will give it greater powers, but there is still an important ambiguity that needs to be clarified, and I will welcome the observations of my right hon. Friend the Member for North West Hampshire on that.
ParlaMint-GB_2015-02-27-commons.u98	I thank my right hon. Friend the Member for Banbury (Sir Tony Baldry) for introducing his new clauses and emphasising the importance of natural justice New clause 3 and amendment 18 link in with the theme already established in our discussion of new clauses 1 and 2. The Bill essentially concerns the conduct of Members in the other place—the noble Lady Baroness Hayman on Report called it a disciplinary Bill—and it was in that context that I tabled my new clause and amendment. At the moment, there is a lacuna in the drafting: there is no linkage between the provisions in clause 1 on conduct and the House of Lords’ code of conduct. Subsection (1) reads: “Standing Orders of the House…may make provision” to “expel…or…suspend a member…for the period specified in the resolution” Subsection (4) reads: “A resolution passed by virtue of subsection (1) must state that, in the opinion of the House of Lords, the conduct giving rise to the resolution…occurred after the coming into force of this Act, or…occurred before the coming into force of this Act and was not public knowledge before that time.” The clause does not, however, spell out what that conduct should amount to, and that is why new clause 3 would link the provision to breaches of the code of conduct of the other place: “Standing Orders of the House of Lords may provide for the adoption of a code of conduct… A resolution passed by virtue of section 1(4) must include a reference to the relevant provision of any code of conduct which the House of Lords may have adopted and which has not been superseded by a subsequent decision of the House.” Amendment 18 would insert at the end of line 6, page 1, clause 1, the words “on the ground of that member’s conduct as set out in the resolution” Under my proposals, it would not be possible to use the extensive powers in the Bill other than in respect of breaches of the code of conduct in the other place It is important to put that safeguard in the Bill, given comments bandied around by Members of the other House. On Report, when discussing clause 2, the noble Lord Wallace of Saltaire—
ParlaMint-GB_2015-02-27-commons.u99	A constituent of mine.
ParlaMint-GB_2015-02-27-commons.u100	I am delighted to hear that he is one of my hon. Friend’s constituents. I am sure it is just as well he does not have the chance to vote for my hon. Friend The noble Lord Wallace of Saltaire said: “I read the latest Code of Conduct again this morning, thinking that we need to be sure what we are on about”— I think that is always wise advice. He continued: “One of the issues that perhaps we need to discuss informally off the Floor is how far this measure is intended to refer only to conduct that is mentioned in the Code of Conduct or to egregious conduct of other sorts conducted by Members of this House. However, that is a question that we need not have in the Bill itself, but it is certainly a question that the Committee for Privileges and Conduct and others will need to consider at a later stage” I think this issue should be considered in the Bill. If we are to enable expulsion or suspension from the other place on the basis of breaches of conduct, we need to know whether the conduct needs to be linked in with the code of conduct under the Standing Orders or whether the provisions apply, as the noble Lord put it, to “egregious conduct of other sorts conducted by Members of this House”.—[Official Report, House of Lords, 21 November 2015; Vol. 757, c. 650-51.] In discussing these issues, people sometimes bandy about expressions such as “bringing the House of Lords or Parliament into disrepute”. Judgments about areas of conduct or behaviour can be extremely subjective. I hope that the promoter and indeed the Government, who have hitherto been slightly underwhelmed by the contents of the Bill, will accept that the wording needs to be much more precise than it is at present When the ill-fated 2012 legislation came before this House, it was withdrawn by the Government because of the threat of it being properly considered; they did not want it to be properly considered, so they decided that rather than have it considered without a guillotine, they would not have it considered at all. That Bill was withdrawn, but it made reference to suspension and expulsion on grounds of conduct, and it was linked with breaches of the House of Lords code of conduct. However, in this Bill, that has been dropped My hon. Friend the Member for Bury North (Mr Nuttall) inquired earlier why the provisions of this Bill were not included in the private Member’s Bill proposed by our hon. Friend the Member for North Warwickshire (Dan Byles). The answer is—it was given by our hon. Friend—that he did not want these provisions in his Bill because he thought they were far too controversial, and he wanted to get his Bill on the statute book, which he succeeded in achieving, before he retires from this House after one term in our Parliament. Rather than venture into an area of controversy, he decided to stick to the principles contained in his Bill, which enable expulsion on the ground that a person has been convicted and sentenced to a period of imprisonment in excess of one year, rather than go into this linkage with the code of conduct or conduct defined more widely, as it might be in due course by the noble Lord Wallace of Saltaire People are talking about bringing the House of Lords into disrepute, so in preparation for today’s debate I tried to establish how this could be viewed as analogous to the disciplinary processes in some firms where it is a disciplinary offence for an employee to bring the company for which the person works into disrepute. Case law in this area is fraught with difficulty. It is extremely difficult for an employer legally to control the actions of an employee outside their employment, and there is often little reason why an employer would wish to do so. However, the notion of an employee bringing the company into disrepute following actions in their personal life is one situation in which the parallel might occur.
ParlaMint-GB_2015-02-27-commons.u101	My hon. Friend makes a very good point. Would tax avoidance also be relevant? It has been a topical issue of late, and it could be that Members in the other place engage in activities that are within the law, but which a majority of their lordships might find distasteful. Does my hon. Friend think that someone who was abiding by the law could fall foul of the Bill’s provisions? We could end up in a very difficult situation, with people not being sure what they are or are not allowed to do.
ParlaMint-GB_2015-02-27-commons.u102	My hon. Friend makes a very good point. I fear that the sort of conduct to which he refers could be regarded as conduct that brought the House of Lords into disrepute and that the person accused of such conduct could be sanctioned under the terms of the Bill. The Bill refers to the Standing Orders of the other place—it does not even cover the code of conduct—and we know that their lordships are understandably jealous of their reputation and want to maintain it in the eyes of right-thinking members of the public. I suspect that a number of them would regard the sort of tax avoidance to which my hon. Friend referred as behaviour that redounded to the detriment of other Members of that place However, we are not talking about a firm of accountants. We are talking about a part of the legislature of our great nation, and if we are going to restrict people’s ability to participate in it, we need to do so on a clearly defined basis rather than resorting to the ad hoc pandering to public opinion of which I am afraid we have seen a great deal recently For example, a number of political parties—I shall not mention any cases that may have arisen quite recently—now take the view that the best thing for them to do is distance themselves from any Member who is accused of a certain type of conduct and whose membership of his party is taken away from him, because, although it may not have been established that that conduct is in any way illegal, it might be regarded as potentially embarrassing that the accusation has been made. Such Members are suspended, or the whip is withdrawn, which is exactly what happened to Lord Rennard It is clear that we are increasingly moving away from a system whereby we rely on the rule of law to a system whereby the dictates of public opinion determine the outcomes of cases. That is why I think that we need to be extremely careful before we introduce legislation that would give the other place significant scope to introduce its own house rules, which could deny those Members who have been appointed or are in the other House as a result of their election as hereditary peers the opportunity to participate in the legislative process and other proceedings of the other House.
ParlaMint-GB_2015-02-27-commons.u103	Would not Members of the other place be making decisions about who could or could not sit there while having no democratic legitimacy and, perhaps, having some dubious motives for making those decisions?
ParlaMint-GB_2015-02-27-commons.u104	My hon. Friend has made another good point. When we look beyond the immediate subject of the debate, we see that there is pressure to reduce the numbers in the other place because the Government have been increasing the number of appointments to such an extent that I have complained. Indeed, my House of Lords (Maximum Membership) Bill is on the Order Paper today, although it is, of course, being blocked by the Government. It would restrict the Government’s ability to increase inexorably the membership of the other place At present, because of the pressure of numbers, the House of Lords is creating what is almost a culture, aided and abetted by the current Lord Speaker, who has said that she will retire at a particular time in an attempt to set an example to others. The implication is that when they reach a particular age, they too should choose to retire. That is entirely outwith our constitution. However, if the Bill were passed, any Standing Orders passed by their lordships requiring Members not to stay on beyond the age of, for instance, 70 or 75, could mean that a Member who refused to give up their seat would be the subject of the sanctions specified in the Bill, namely expulsion or suspension.
ParlaMint-GB_2015-02-27-commons.u105	There is an issue that the House of Lords will have to address in its Standing Orders. If a Member of that House were seriously threatened with suspension or, particularly, expulsion, would he be able to avoid that simply by retiring, under the new provisions for retirement, thus avoiding any quasi-judicial investigation into his conduct?
ParlaMint-GB_2015-02-27-commons.u106	We have had exactly that problem with senior police officers. As soon as they are brought to book or accused of anything, they run for cover. They retire or resign, and are then able to keep their pensions. When we deal with the next group of amendments, we shall discuss the question of whether the Bill should apply to both expulsion and suspension. I think that there should be a distinction between them, but I will not anticipate that later discussion. As is already clear from the short debate that we have had so far, this is an extremely complex matter, and the idea that it could become law without being properly thought out fills me with horror. The fact that most members of the general public will not be writing letters saying how outraged they are by the potential consequences of the Bill does not mean that we should not pay great attention to its implications, not least because it impinges on our constitution. At one stage during the current Parliament, the Government were taking the line that they did not want any more piecemeal reform of the other place, but they seem to have shifted their position a bit. Perhaps the Minister will explain a little more about the Government’s policy in a moment, but I think that, unless it is amended, what we have before us could be very dangerous to our democracy.
ParlaMint-GB_2015-02-27-commons.u107	My hon. Friend is making an important speech, but may I return him to his earlier comments about Lord Rennard, and to the point made by my hon. Friend the Member for Shipley (Philip Davies) about tax evasion? Is my hon. Friend suggesting that under those circumstances, if the legislation were enacted, it could lead to the expulsion of a peer? Surely the powers to suspend a peer already exist. This Bill focuses on expulsion, not suspension.
ParlaMint-GB_2015-02-27-commons.u108	Actually, having discussed the Bill with my right hon. Friend the Member for North West Hampshire (Sir George Young), my understanding is that the most important part is the part that deals with suspension, which enables the House of Lords to suspend a Member for a longer period than until the end of the Parliament. There are all sorts of anomalies. If a Member of the Lords chooses to misbehave at a late stage in a Parliament, they can be suspended for only a few weeks, whereas if they misbehave at the beginning of the Parliament, they can be suspended for up to five years. That is the part of the Bill with which I have sympathy. I am much less sympathetic when it comes to the issue of expulsion At present, there are very circumscribed rules relating to the ability of the other place to expel. They are the rules that we have in the House of Commons, applying to Members who have been convicted of an offence and sentenced to more than a year in prison. However, whether we are talking about expulsion or suspension, it needs to be dependent on bad conduct, and that is where there is a big gap in the Bill. It obviously enables people such as Lord Wallace to hope that in due course they can bring within the ambit of the Bill all sorts of egregious behaviour, some examples of which we have been discussing this morning I hope that my right hon. Friend the Member for North West Hampshire will respond to the concerns that I have addressed. In our earlier debate, we discussed the balance between delay and getting things right. I think it is important for us to get this Bill absolutely right, even if that means it is delayed for a few hours or days.
ParlaMint-GB_2015-02-27-commons.u109	It is a pleasure to be here on a Friday. This is not something that I have often been able to do in the past. It is also a pleasure to be able to listen to some of the older generation sallying forth, as my right hon. Friend the Member for Banbury (Sir Tony Baldry) might have put it.
ParlaMint-GB_2015-02-27-commons.u110	For the older generation, sitting on Fridays is a regular occurrence. We are often here, Friday after Friday, as well as doing our constituency work. Indeed, I made my maiden speech on a Friday. As for the idea that being here on a Friday is somehow exceptional, for us it is part of our natural life, as were all-night sittings.
ParlaMint-GB_2015-02-27-commons.u111	I meant that being here on a Friday was exceptional for me, not for my right hon. Friend. Perhaps I did not make my point clearly. It has been a pleasure to listen to him and to the others who have been making contributions today. It has been great to see some of the hon. Members who come here on a Friday in action. It has been a particular pleasure to hear my hon. Friends the Members for Christchurch (Mr Chope), for Shipley (Philip Davies) and for Bury North (Mr Nuttall), as I have heard much about these Friday sittings.
ParlaMint-GB_2015-02-27-commons.u112	I recognise that the Minister has picked up this brief at very short notice, but does he not recall that when the Government introduced the House of Lords Reform Bill in 2012, they referred in their own Bill to a code of conduct?
ParlaMint-GB_2015-02-27-commons.u113	As my hon. Friend knows, this Bill is expressly limited to matters of conduct. That has been made clear in the Bill and throughout the debates in this House and the other place. The power of expulsion that the Bill confers on the other place is similar to the power that we already have in this House. This House has an inherent power to expel Members if it needs to, but the other place cannot do so because, without primary legislation, it cannot override the right of peers to receive a writ of summons. I hope that that deals with my hon. Friend’s point The Bill is also already explicitly limited to matters of conduct by subsection (4) of clause 1. It is certainly envisaged that a resolution to suspend or expel would only follow from a report from the Committee for Privileges and Conduct. Proceedings on the Bill in the Lords made it clear that any relevant breach would be linked to the existing code of conduct. The Government therefore do not support the new clauses or amendment 18
ParlaMint-GB_2015-02-27-commons.u114	I should like to begin by thanking all my hon. and right hon. Friends who have taken part in the debate for their interest in the Bill. I am grateful to my right hon. Friend the Member for Banbury (Sir Tony Baldry) for making it clear at the beginning of his remarks that he supported the principle behind the Bill, and I am grateful to the Minister for confirming that the Bill conforms to the requirements of the European convention on human rights. I am also grateful to my hon. Friend the Member for Christchurch (Mr Chope), who, as always, has raised important issues that will need addressing as we go through the legislation I should like to put the new clauses and amendments, and indeed the Bill, into perspective. As my right hon. Friend the Member for Banbury said, the Bill basically does two things. It enables a suspension to go beyond the lifetime of the current Parliament, and it enables the House of Lords to expel a Member. It does not change anything else. It does not change the code of conduct or the environment in which the code is administered, and it does not change the interface between the House of Lords and the courts in regard to issues such as exclusive cognisance. So, to some extent, the broader issues that he has raised have already been dealt with in the context of the original introduction of the code of conduct and of how the system works The Bill has no direct impact on this House. My hon. Friend the Member for Christchurch said that clauses had been dropped because they were controversial, but there has been no sign so far—certainly in the upper House—of any controversy. Indeed, there was an absence of controversy as the Bill went through. The upper House sees it as an important building block in restoring the reputation of that House, by giving it clear powers to expel a Member whose behaviour is unacceptable. There will be an indirect benefit for this House, in that anything that restores confidence in Parliament is good for both Houses I turn now to the new clauses and the amendment. I understand exactly why my right hon. Friend the Member for Banbury tabled new clause 1. I understand that in the House of Lords, technically, it is not the Lord Speaker who lays such documents. That is in fact done by the Committee for Privileges and Conduct, which lays on the Table the reports of any investigation into the conduct of a Member of the House of Lords. The Committee is already required to do that by Standing Order No. 68 of the House of Lords, which states: “Reports from Select Committees shall be laid on the Table and ordered to be printed. Notice shall be given on the Order Paper of the day on which the report is to be considered .” I therefore hope that my right hon. Friend will agree that we do not need any changes to the legislation or to Standing Orders to enable such reports to be laid My right hon. Friend made an important point about natural justice. If he looks at the House of Lords code of conduct, he will see that paragraph 19 states: “In investigating and adjudicating allegations of non-compliance with this Code, the Commissioner, the Sub-Committee on Lords’ Conduct and the Committee for Privileges and Conduct shall act in accordance with the principles of natural justice and fairness.” Also, if he looks at those who sit on the Committee, he will see that it is required, by Standing Order No. 77, to include two former holders of high judicial office. I therefore think that we can be confident that the fate that befell poor Lord Lovat will not befall any errant peer; no one will be subjected to a kangaroo court. We can be confident that the principles of natural justice will be upheld. The Standing Order also states: “A Committee for Privileges and Conduct shall be appointed at the beginning of every session; sixteen Lords shall be named of the Committee, of whom two shall be former holders of high judicial office.” My right hon. Friend went on to deal with the issues of privilege, and he referred to the Parliamentary Standards Act 2009 and an amendment inserted in the Bill that became that Act by the House of Lords. That Bill was a very different animal from this one. The Bill then being considered contained provisions that seriously risked breaching privilege. He may well remember the decisive intervention of the then Clerk of the House, Malcolm Jack, who produced a report during the passage of the Bill expressing the concerns in this House. That Bill explicitly required the production of a code of conduct relating to financial instruments and it set out that it must be laid before the House of Commons. The Bill detailed at some length the procedure of any investigation into a breach of that code and established a new offence of providing false or misleading information about allowance claims The short Bill before us is a very different animal and does none of those things. Unlike with the 2009 Act, the Bill has raised no concerns from the Clerks of the Parliaments, nor has anyone raised any concern about its current drafting risking parliamentary privilege. As the Minister has just said, matters of parliamentary privilege do not need to be expressly stated in legislation in order not to be justiciable Let me now address the measures proposed by my hon. Friend the Member for Christchurch on the code of conduct. A code of conduct is already produced, and it is published by the Committee for Privileges and Conduct. That already takes place under Standing Order No. 77. All reports from that Committee that have recommended that a sanction should be applied have included a very clear reference to the relevant provision of the code that was breached in each instance—that is also what happens in this House. The most recent investigation gives us an example of how this is done. The Committee’s report summarises and includes the findings of the House of Lords Commissioner for Standards and the Sub-Committee on Lords’ Conduct, all of which include specific reference to which paragraphs of the code of conduct the Member was alleged to have broken. The most recent report states: “The complaint alleged that Lord Redesdale breached the Code of Conduct by not registering certain interests in the Register of Lords’ Interests (in breach of paragraph 10(a) of the Code) and by registering certain other interests more than one month after those interests came about (in breach of paragraph 13).” Other reports on the conduct of noble peers, such as the one on the conduct of Lord Hanningfield, contain explicit reference to which particular breach of the code has taken place. My understanding is that the case of Lord Rennard was not referred because the code specifically says: “Matters not falling within the Commissioner’s remit include…Members’ non-parliamentary activities.” That is not wholly dissimilar to the rules that apply to us in this House and it explains why that case did not go before the relevant Committees.
ParlaMint-GB_2015-02-27-commons.u115	With the greatest respect, my right hon. Friend has not addressed the issue raised by Lord Wallace of Saltaire, who expressly contemplated that this Bill was going to go wider than the existing code of conduct. The purport of my new clause 3 is to ensure that it cannot do that. In so far as it is a belt and braces, why will my right hon. Friend not accept my new clause?
ParlaMint-GB_2015-02-27-commons.u116	If my hon. Friend looks at the Bill, he will see that clause 1(4) specifically refers to “conduct”. It talks about: “A resolution passed by virtue of subsection (1) must state that, in the opinion of the House of Lords, the conduct giving rise to the resolution” I know that he wants us to be more specific about the sort of conduct, but if one goes down that road, there is a real risk of breaching parliamentary privilege. We may run the risk that if we are too specific in the legislation, the courts may then have reason to look behind the conduct and then the exclusive cognisance that we have at the moment might be prejudiced. That is why the Bill is specifically drafted in order to avoid prejudicing parliamentary privilege.
ParlaMint-GB_2015-02-27-commons.u117	I imagine that my right hon. Friend was much associated with the drafting of the 2012 Bill. It was a Government Bill and it made a specific link with breaches of the code of conduct. Why can we not make that link? Clause 1(4) currently refers only to the “conduct giving rise”; it does not say that that conduct has to be conduct that is in breach of the House of Lords code of conduct.
ParlaMint-GB_2015-02-27-commons.u118	Because the moment one puts the code of conduct into legislation, one runs the risk of the courts having another look at it. I am not sure, but the Joint Committee that looked at the Bill the Government published may have recommended that that specific provision be removed—I stand to be corrected on that. The key thing is that the Bill before us does not go beyond the general reference in clause 1(4) to “conduct”, for the very reasons that I have given. I am sure that my hon. Friend, who is a member of the Standards Committee and the Privileges Committee, would not want to run the risk of the courts second-guessing the decisions of the Select Committees on which he serves. Given those assurances, I hope that, on reflection, my colleagues will not press their proposals to a Division.
ParlaMint-GB_2015-02-27-commons.u119	I am very grateful to both the Minister and my right hon. Friend the Member for North West Hampshire (Sir George Young) for their remarks. I had not realised that this was the Minister’s first outing on a Friday. He gave a clear explanation from the Dispatch Box of the true position, and if he had been given more Friday outings we would probably have got through business rather more quickly. In the next Parliament I hope he will have many more such outings at the Government Dispatch Box. I am extremely grateful to my right hon. Friend for his lucid explanation, which met my concerns on both natural justice and cognisance. On the basis of the explanations given, I beg to ask leave to withdraw the clause.
ParlaMint-GB_2015-02-27-commons.u120	My new clause 3 is in the same grouping. As it is well precedented in the 2012 Bill, which did not make much progress, I wish, if it is possible, to test the will of the House on it.
ParlaMint-GB_2015-02-27-commons.u121	The new clause will have to be moved formally Clause, by leave, withdrawn. New Clause 3 Code of conduct “(1) Standing Orders of the House of Lords may provide for the adoption of a code of conduct (2) A resolution passed by virtue of section 1(4) must include a reference to the relevant provision of any code of conduct which the House of Lords may have adopted and which has not been superseded by a subsequent decision of the House.”— (Mr Chope.) This Clause allows the House of Lords to adopt a code of conduct and also requires the application of penalties under this Bill to be linked to that code, if there is one. Brought up, and read the First time. Question put, That the clause be read a Second time:—
ParlaMint-GB_2015-02-27-commons.u122	I beg to move amendment 1, page 1, line 4, leave out paragraph (a).
