ParlaMint-GB_2015-12-14-lords.u1	To ask Her Majesty’s Government whether they have plans to reform Sunday trading laws.
ParlaMint-GB_2015-12-14-lords.u192	My Lords, I thank the Minister for her full and careful reply and my noble friend Lord Listowel and the noble Baroness, Lady Sherlock, for their speeches in support of the amendments I missed out the end of my speech. I would have said that I hoped the Minister might agree that these are two useful amendments, almost of a good housekeeping nature. The Minister has given a substantial reply to the points that I made. In particular, she has told us that the guidance is available and referred to the hub. It is perhaps in more of a one place than I allowed for when moving the amendments. However, all in the garden cannot be said to be lovely when cases of the kind I mentioned in my remarks come to notice. I had a good many more up my sleeve than there was time to tell noble Lords about Although the guidance may be found in one place, there still may be a need for some rationalisation. The noble Baroness has told us that it is constantly kept under review and has been updated and I like to think that the process of continuous rationalisation is taking place. However, I wish to read the noble Baroness’s remarks—there was a lot in them to digest all at once and I should like to take time to consider them carefully—go back to my advisers on the low commission, take further advice and, if we feel there are further points we could make to assist the department or that there are still matters to discuss with a view to improving the guidance, I hope the noble Baroness and her colleagues at the department would be prepared to meet us to discuss these matters Having said that, I propose for now to withdraw Amendment 58.
ParlaMint-GB_2015-12-14-lords.u193	My Lords, I am delighted that in his comprehensive spending review the Chancellor bowed to pressure and agreed with my fatal Motion to scrap the proposed cuts to tax credits for working families. He was lucky to receive a £27 billion windfall to enable him to do this, but it was the right thing for him to do. However, this is little consolation to families who start claiming universal credit after April 2016. Despite George Osborne’s decision in his Autumn Statement to scrap cuts to tax credits, the new universal credit system will mean a less generous benefit entitlement for working families The Institute for Fiscal Studies has estimated that 2.6 million working families can expect to be, on average, £1,600 a year worse off under universal credit than they would have been under the existing system. The institute says that the transitional protection means that potentially very different amounts of benefit could be paid to people in similar circumstances depending on when their universal credit claim started. Universal credit transitional protection is the system the Government are implementing whereby an additional amount is paid to universal credit claimants to make up the shortfall. However, it can act as a barrier to taking on higher-paid work, according to the Social Market Foundation. This is because for many family types, universal credit will be less generous than the tax credit system it replaces. The foundation states that the difference will be quite substantial for some families. An example is that a two-earner family with two children could be £2,700 better off receiving tax credits as compared with universal credit if both parents are working full time and earning £7.20 per hour. As a consequence, many families will be understandably reluctant to move from tax credits on to universal credit That is because the transitional protection will cease to apply if the family undergoes any change in its circumstances, such as a partner moving in or out of the household, a person moving off universal credit due to a lot of earned income in just one particular month or one or both adults leaving work, or indeed even moving home. The Social Market Foundation illustrates the problem by citing an example, stating: “Suppose a family was receiving transitional protection as a result of being moved from tax credits to UC. One partner is offered a better-paid job, but one that would require the family moving home. The family faces a dilemma. Do they move to take up the job offer, increasing their income but losing their transitional protection payments? Or do they refuse the job offer in order to continue the receipt of their transitional protection?”— That protection may be important for the family, particularly when moving between low-paid jobs “This example … illustrates precisely the kind of situation that universal credit was designed to avoid: a barrier to taking up better-paid work. The problem will be exacerbated in April 2016 when the cuts to UC create considerable differences in the generosity of tax credits as compared with universal credit” Another problem is that, if income levels in a household fall, the universal credit entitlement does not rise to offset that fall until the transitional protection has been exhausted. Families losing work will face the double whammy of experiencing not only worklessness, but also of being transferred on to a much less generous welfare system under universal credit The Universal Credit (Work Allowance) Amendment Regulations 2015 will have exactly the same impact as the cuts to tax credits for working families which may need to have work allowance as part of their universal credit from April 2016. Under universal credit, cuts will be made to work allowance and large reductions will be made to how much families can earn before benefits start to be withdrawn—called work allowance under universal credit. This will mean that tax credits start to be withdrawn once family earnings are above £3,850 rather than the current £6,420 under tax credits. The IFS states that this will weaken the incentive for families to have someone in work As a result of the changes, universal credit, which when originally introduced by the coalition Government was intended to see 2.7 million working claimants better off, will now mean that 2.6 million working people will be worse off by an average, as I have said, of £1,600 a year. The whole point of universal credit is to make sure that it always pays more to be in work than on benefits. The Universal Credit (Work Allowance) Amendment Regulations 2015 further undermine that vital principle. They are an attack on hard-working, low-income families I know that the Minister supports the framework of university credit, and I applaud him for doing so because I support the framework as well. However, this undermines some of the fundamental principles that we are working towards. I would be grateful if the Minister could give an assurance that, in light of the Chancellor’s assurance to the public and to working families that work will always pay, the Government will consider repealing these regulations, or at the very least end the anomalies presented by them—particularly given that they were introduced, again, by secondary legislation Can the Minister also say what effect the Chancellor’s announcement in the Autumn Statement on the minimum income floor, which is in line with the national minimum wage, will have on self-employed people, particularly as this means that universal credit claimants who have been self-employed for more than 12 months are assumed to have earnings of at least 35 hours a week at the national living wage? I understand that there are exceptions, such as for those with caring responsibilities, but claimants will receive no additional support if their income drops below this level. I beg to move.
ParlaMint-GB_2015-12-14-lords.u194	My Lords, I rise to speak in support of Amendment 59, to which I was happy to add my name. The work allowance was one of the jewels in the crown of universal credit, heralding a shiny new era of improved work incentives and making work pay. How quickly it has turned into the Cinderella of the social security system: first frozen, then cut in real terms, frozen again, and abolished altogether for non-disabled, childless households. When I questioned the Minister on this in an Oral Question on 27 October, he justified what has happened by referring to the experience of single people, arguing that they do not in fact need the work allowance for the incentives. I have since read the Resolution Foundation analysis and I accept that there may be a case for abolishing the work allowance for this group, but the foundation recommended that that should be in the context of the need for improvements elsewhere—in particular, an increase in the work allowance for lone parents, who are very responsive to such incentives, and a shift in the balance of the allowance between the first and second earners in a couple, with a new work allowance for second earners in families, just as some of us argued for during the passage of the Welfare Reform Act 2012. The foundation went on to say that that is a, “crucial step in making UC pro-women, a test it currently fails” The Social Security Advisory Committee picked this up in its report, Universal Credit: Priorities for Action, and agreed that second earners need further attention, and it recommended further consideration of the Resolution Foundation report to the Government. I would be grateful if the Minister told us what consideration has been given to that report The Resolution Foundation also emphasises the importance of uprating policy and argues that cuts in income tax should be passed on in full to families on universal credit via an equivalent adjustment to work allowance; otherwise, people on universal credit will not get the same benefit from an increase in tax allowances. Other analyses by the Child Poverty Action Group—I declare my interest as honorary president—and the TUC show that it is much more cost-effective to raise work allowance than to increase personal tax allowances in terms of getting parents into work and addressing child poverty In his reply to my Oral Question, I felt that the Minister tried to brush the cuts in work allowance aside as somehow inconsequential. The noble Baroness, Lady Manzoor, has spelt out just how consequential they are for new claimants of universal credit. In his oral evidence to the recent Work and Pensions Committee’s inquiry into tax credits, Torsten Bell of the Resolution Foundation said: “That work allowance change is so large that our view is that it to a degree fundamentally changes how universal credit is going to feel for people on low hours” He gave an example and said: “Before the Budget a single parent on the minimum wage could have worked 22 hours under universal credit before she had any of her universal credit entitlement taken away. After both the reduction in the work allowance, which falls to £5,000 for her next year, and the increase in the national minimum wage”— I would say, the so-called national minimum wage— “if she is on that, she will now only be able to work 10 hours before she starts to see quite a significant, 76%, tapering of her entitlement. It is exactly that kind of incentive that the welcome purpose of universal credit was aiming to get around” I think that he means disincentive. Picking up on the point made by the noble Baroness, Torsten Bell continued: “When we are talking about these work incentives, more of the debate should be focused on what we have done to the original purpose of universal credit in these drastic cuts to the work allowances, in particular for single parents” I know that the Minister cared passionately about that original purpose of universal credit and I cannot believe that he is happy about what is happening to work allowances. I would welcome a more considered response than it was possible to give in Oral Questions, now that he has more time to give such a response.
ParlaMint-GB_2015-12-14-lords.u195	I will speak to Amendment 62D in this group and apologise to your Lordships for giving so little notice of it. The issue was only drawn to my attention on Friday. I felt that it was important and timely so I asked for a manuscript amendment. I am very pleased to see that the noble Baroness, Lady Armstrong of Hill Top, has attached her name. Unfortunately, she cannot be here. I have not had the opportunity to thank the Minister for saying that there would be a life chances strategy and I am sorry that I was so pessimistic. I was very pleased to read the comments made last week by Christine Lagarde, the head of the IMF, about the success of the economy in terms of employment and improving productivity. The Minister may feel that this is recognition of his good work and that of his colleagues in these areas This amendment was brought to my attention by the Family Rights Group and is supported by many other children’s charities. Its purpose is to ensure that lone parents under the age of 25 who are also care leavers continue in the same system under the new arrangements, so that they will be £780 a year better off. I very much welcome the extremely good work the Government have done and are doing for young people leaving care. The strategy has been a great success. Many people recognise that it is very difficult to get different departments to work together. Through the strategy, the DWP identified care leavers and can give them the additional support they need. Other departments also are aware of that. Staying Put has been a very important step forward. It recognises that young people leaving care should have the right to remain with their foster carer until the age of 21 where both parties agree. Some 50% of children in the general population stay with their parents until the age of 22, so these children should also be able to remain However, there is much further to go with these young people. Ofsted has recently started assessing care-leaving services. Its most recent report found that, of the local authorities it examined, 63% of the care-leaving services were inadequate or needed improvement. There is a very long way to go The Centre for Social Justice has done some important research on births. There is a much higher likelihood of teenagers leaving care becoming pregnant. One in 10 young people leaving care between the ages of 16 and 21 have their child removed. Often, they have been in care and then lose their own child. It is important that these lone-parent care leavers get all the support they can. This additional cash would be very important for them. They do not have the family network that many of our children have to support them. I hope the Minister is prepared to accept this amendment, and I look forward to his response.
ParlaMint-GB_2015-12-14-lords.u196	My Lords, I will say a brief word on Amendment 62D and move on to the main amendment in the name of the noble Baroness, Lady Manzoor. The noble Earl, Lord Listowel, has clearly made the point about the particular vulnerability of young care leavers and the way the changes to the provision of support for under-25s and universal credit will affect them. In 2013, half of 22 year-olds in the UK still lived with their parents. This Bill makes it more likely that even more young people will need to live at home. The issue, of course, for care leavers is that they do not have a home to live in. One of the problems is that they are simply not in a position to depend on the kind of support and home environment that other young people can turn to as an alternative. Perhaps the Minister will comment on that in responding to this amendment Likewise, an important point was made by the noble Earl about the position of care leavers who are much more likely to become teenage mothers and, in turn, lose their children. Certainly, when they are supported appropriately by charities and given appropriate financial support, there is much more chance of their being able to keep the children with them and then try to break the cycle. Without that, there must be some risks. I will be very interested to hear the Minister’s comments I really want to talk about universal credit and the implications of the amendment in the name of the noble Baroness, Lady Manzoor. We on these Benches have long supported the principle of universal credit. I know the Minister has done a lot of work to make sure that the new system will make work pay and will work for working families. But I am getting increasingly concerned, as are many people, about the Treasury’s continuous slashing away at the money involved, which makes it harder and harder for universal credit to do the job. I do not expect him to comment on that, but he has my sympathies The speed at which this is being rolled out is also making a difference. As we know, from October 2013 there should have been no more claims for the old legacy working-age benefits. In fact, everyone would have been transferred over by April 2017. By last March, we should have had 4.5 million households on universal credit. The last time I saw the figure, it was about 141,000. There have been various slippages in timing and now it will not be fully rolled out until, I think, 2021. That matters because it goes right to the heart of the transitional protection arrangements for people moving across, as mentioned by the noble Baroness, Lady Manzoor. Along the way, the Treasury has made six—this is the seventh—cuts to universal credit: £6 billion has been slashed from the budget before it has even been fully rolled out. There are some potentially serious traps down the line I unreservedly welcome the fact that, after pressure from all quarters and being asked to think again by this House—I pay tribute to my noble friend Lady Hollis and congratulate her on her successful delaying Motion, which caused Mr Osborne to have the opportunity to think again—the Chancellor decided not to proceed with the tax credit cuts. Three million working families would have lost an average of £1,300 a year However, as has been mentioned, he did not reverse the comparable cuts in universal credit. I want to understand the implications of that, so I hope the Minister can help us. The Autumn Statement suggested that the Government are still planning to take £10 billion from working families through cuts to universal credit during this Parliament, as a result of removing work incentives and work allowances. That means that 2.6 million families will still be £1,600 worse off by 2020, on average. Therefore, I am trying to understand why the Secretary of State, Iain Duncan Smith, when touring TV and radio stations last week, was able to say that universal credit is a big success. He said on “The Andrew Marr Show” that nobody will lose a penny from the UC cuts. How can that be true In the wake of the Autumn Statement, the OBR put more figures out to help people understand. I have been poring over them with a wet towel around my head to try to make sense of them. I suspect that I have not, but the Minister will put me right. There are three issues: whether people on UC will be better off than those on tax credits, whether people transferring from tax credits to universal credit will lose out, and whether anyone will lose out in cash terms come next April.
ParlaMint-GB_2015-12-14-lords.u197	My Lords, the amendment proposed by the noble Baroness, Lady Manzoor, would repeal the Universal Credit (Work Allowance) Amendment Regulations 2015, which were laid before Parliament on 10 September 2015 and come into force next April. The amendment tabled by the noble Earl, Lord Listowel, and the noble Baroness, Lady Armstrong, would increase the standard UC allowance payable for lone parents who are also care leavers. Both amendments refer to issues recently considered by this House. The work allowance regulations were lying before the House as recently as last month and we have already discussed care leavers in debates on the Bill, most recently last Wednesday The Bill does not make any changes to the standard allowances in universal credit, which are set out in the Universal Credit Regulations 2013, debated in this House in February of that year The Government set out in the summer Budget measures to transform Britain from a low-wage, high-tax, high-welfare society to a higher-wage, low-tax and low-welfare society. This package of measures included changes to UC and tax credit allowances but also the introduction of the national living wage and further increases to the personal tax allowance. Noble Lords will be aware that the Chancellor has subsequently announced changes to the tax credit element of this plan in response to concerns raised mainly by noble Lords about the timetable for implementation. However, the overall strategy remains unchanged. The welfare system needs to be brought under control to make it fair to the taxpayer and support economic growth This is perhaps a reasonable time to pick up the point made by the noble Baroness, Lady Lister, about all the improvements that there might be to universal credit. I acknowledge that there may well be improvements. One of the opportunities that we have, uniquely in universal credit, is to start doing randomised control trials to discover how we might improve it. Some of those suggestions may well work when we have discovered the dynamic effect of making those changes. We do not know at this moment, but we and future Governments will have the opportunity to test some of those propositions Doubtless noble Lords will have seen analyses published by various organisations assessing the impact of these changes on claimants and are clearly concerned about the possible impact on families. As I start trying to explain the impacts, it is important to explain why those analyses tell only part of the story. First, they fail to reflect that the summer Budget measures are a package. The comparator, which excludes work allowance changes but includes all other summer Budget measures, reflects the Government’s policies to deliver low taxes but not those to deliver low welfare. If we are to deliver our commitment to stable public finances, we cannot deliver one without the other. Secondly, they fail to take account of all elements of government policy that will have an impact on families between now and 2020, including spending on vital public services such as the NHS and schools, on which so many families rely. If you take the sort of analysis that has been carried out by the IFS and the Resolution Foundation but instead compare the net incomes of those on tax credits in 2015 with what they would get under UC in 2020, taking into account the national living wage, increases in the personal allowance, better provision for childcare and economic growth, the cash position would look broadly similar in 2020 Thirdly, and perhaps most importantly, the analyses fail to take account of the dynamic impact of universal credit, or indeed of any changes in behaviour as a result of the measures in the Bill. We are introducing universal credit precisely to give people more choice and opportunity to get into and progress in the labour market. The early impact is already documented, but static analyses cannot help showing claimants as passive recipients of welfare, unresponsive to the new possibilities that this Government are opening up with these reforms. This is particularly important when we consider universal credit claimants directly affected by this change when it comes into effect next April. The overall numbers are of course small, given the controlled rollout. They are also made up primarily of childless singles Let us be clear about the group we are talking about. They are a group with no barriers to full-time work. Indeed, many of them already move off universal credit altogether by finding full-time employment. Those with residual universal credit awards in work are normally working part-time and would therefore have got absolutely nothing under the tax credits system. The changes in April will reduce that generosity but will still leave this group better off than under the previous system I recognise that there are some more complex cases in the current caseloads, with higher entitlements and greater barriers to increasing earnings. To respond to the first question asked by the noble Baroness, Lady Sherlock, I can say that the Secretary of State has announced that we will use adviser support and the flexible support fund to ensure that each of those families is supported through the change.
ParlaMint-GB_2015-12-14-lords.u198	Would the noble Lord expand on that answer? How many lone-parent families? How much will they be supported by in terms of their finance—is he saying that it would be as though the cuts had not affected them—and for how long?
ParlaMint-GB_2015-12-14-lords.u199	It would be a small number of families; I do not have the precise number.
ParlaMint-GB_2015-12-14-lords.u200	Can he give us a feel: are we talking about 100 or 1,000?
ParlaMint-GB_2015-12-14-lords.u201	It is a small number. It is probably towards the lower end of that, but I do not have the precise number. We will use the flexible support fund—the measures the Secretary of State was talking about—to help them to make the transition, so that they manage the change.
ParlaMint-GB_2015-12-14-lords.u202	Does that mean that they will not be worse off in cash terms during their transition by virtue of the support system?
ParlaMint-GB_2015-12-14-lords.u203	It is not the same as transitional protection, as I was indicating. It is our means of helping people adjust to the change we are seeing in universal credit for those groups.
ParlaMint-GB_2015-12-14-lords.u204	How will that happen?
ParlaMint-GB_2015-12-14-lords.u205	We will help them make the transition. It will vary for each of those families: it might be some more work or it might be upskilling to earn more. The numbers are very particular and specific but they are clearly a focus of our obligation to those groups to help them to manage their position. We will put the resource in to help them to do that. That is what we are talking about. Helping those on lower income towards financial independence requires a tax and welfare system that encourages and rewards work, and one which provides people with the right support to progress in the labour market and provide their families with long-lasting security The next question asked by the noble Baroness, Lady Sherlock, was about how the transitional protection works. The people who get transitional protection are only those whom we have managed migration for, which, as the noble Baroness pointed out, will start in 2018. It is not designed to provide indefinite financial protection. Over time, transitional protection will be eroded as claimant circumstances change. It will be appropriate to end it when circumstances underlying the award are no longer recognisable as those on which the legacy calculation was made. We have not yet regulated for transitional protection, but we have described its principles. We will bring forward those regulations in due course.
ParlaMint-GB_2015-12-14-lords.u206	Will the Minister say what those changes will be? The changes in circumstances are really important. The Minister has not highlighted those issues.
ParlaMint-GB_2015-12-14-lords.u207	We put them out at the time of the Bill. They were reasonably large changes. There is a list of them: re-partnering would trigger one, as would a new member of the household. Other changes might be a sustained drop in earnings—an equivalent almost to moving out of work—or one or both members stopping work. As I said, those are all indicated. We will set out those changes in due course.
ParlaMint-GB_2015-12-14-lords.u208	Can the noble Lord envisage a situation in which a couple—a family—received this, he moved out and she became poorer, but the result was a change in circumstances, so her reduced income was made worse because she no longer had transitional protection?
ParlaMint-GB_2015-12-14-lords.u209	The trouble is that one can make up particular stories and play around, but overall the position is that, as we get through to the time when the managed migrations happen and the national living wage and various other things come in, the norm will be pretty stable, as I said before. I will move on to the next question on those people who move earlier—that is, not in the managed migration—and reconfirm that they are effectively making a new claim for universal credit. Therefore, they will not be transitionally protected. I think I have gone through those very specific questions.
ParlaMint-GB_2015-12-14-lords.u210	In terms of the flexible element of the budget, can the Minister say, as the noble Baroness, Lady Sherlock, requested, how large that budget will be? It is not the transitional protection money but the other fund that may be available.
ParlaMint-GB_2015-12-14-lords.u211	I do not have the precise figures here so it is quite hard for me to know how much of that flexible support fund will need to be diverted, but it is a mixture of support and funding. It is a question of how that is combined. We do not anticipate a large amount because the numbers are not very large. We have not isolated the precise numbers. It is too difficult—we just have not done that—but our anticipation is that it is not a substantial amount Let me pick up the point from the noble Baroness, Lady Lister, on incentives to work. There are only two ways of reducing the cost of universal credit: looking at either the taper or the work allowances. The taper is what maintains the incentives to work and to work more. Keeping it at a steady rate so that people can understand exactly where they are, so that if they change their work hours they can understand exactly what happens in a way that they cannot with the present system, was something that we saw as a priority, particularly at a time when the economy is strong and there is work available. There may be a different dynamic at different stages of the cycle, but that is the position we are in now On the question from the noble Baroness, Lady Manzoor, the minimum income floor will continue to be calculated by reference to the national minimum wage, which includes the national living wage I turn now to Amendment 62D, tabled by the noble Earl, Lord Listowel. In the current system there is considerable complexity around the rates for young people, with some differences between benefits. The structure of age-related rates in universal credit is much simpler than the benefits it replaces, with just four rates of the standard allowance: two for singles, two for couples. That compares with 15 in employment and support allowance, for example The age-related rates are now established in universal credit and the Bill does not make changes in this area. Doing so would start to replicate some of the complexity that we are looking to remove and noble Lords have heard me grumble about “carbuncleising” enough to know what I mean. However, the Government do recognise the challenges which these young people face. We should be supporting vulnerable young people and parents to stabilise their lives and find work and we have a number of measures within the context of universal credit. We will ensure that care leavers claiming universal credit who need help managing their money and paying bills on time will have access to personal budgeting support. Care leavers are exempt from serving waiting days in universal credit to ensure a smooth financial transition, and single care leavers aged 18 to 21 are exempted from the shared accommodation rate for LHA housing costs. I ask the noble Baroness to withdraw her amendment.
ParlaMint-GB_2015-12-14-lords.u212	I am still trying to make sense of the responses which the noble Lord very helpfully gave to my noble friend Lady Sherlock. I know that the Minister does not like hypothetical questions, but if we want a dynamic—to use his word—situation, we have to look at it in those terms. A lone parent with two children is currently on tax credits. Let us say that, in 2018, she re-partners. Her partner moves in and the tax credit transitional protection ends because his income floats it off. Within a year, he leaves her: does she then have to make a new claim to universal credit? Putting aside any question of the level of the national minimum wage, would that be at a lower rate, in cash terms, than she would have received on tax credits? In other words, what sort of linking would there be? If he moved out in less than six months, would she be able to resume her previous tax credit claim or will the cuts kick in at any point when there is a change in circumstance—even if it effectively only lasts for a fortnight—that takes her on to UC?
ParlaMint-GB_2015-12-14-lords.u213	We have not yet put out the detail of the transitional regulations and that is where one would expect to see them. We will be producing some precision in how the regulations will work.
ParlaMint-GB_2015-12-14-lords.u214	My Lords, I am grateful for the Minister’s response and for the work which the Government do to support care leavers. I omitted to say why Amendment 62D was timely: today, research from the University of Lancaster highlighted a huge leap in the number of newborns being taken into care. In 2008 it was about 800, in 2013 it was over 2,000; a very considerable number. Some of that is down to better early intervention; taking children very quickly out of damaged families. However, Nicky Morgan, the Secretary of State, is concerned about this and it suggests, again, that we need to be even better at supporting these vulnerable families. I hear what the noble Lord has said and I will look carefully at it.
ParlaMint-GB_2015-12-14-lords.u215	Will the Minister say when, roughly, he expects to be publishing the transitional regulations? Will he, in his normal helpful way, commit to publishing a draft of the likely contents first, so noble Lords can discuss them, rather than just be presented with the actual regulations?
ParlaMint-GB_2015-12-14-lords.u216	Before Report.
ParlaMint-GB_2015-12-14-lords.u217	I will take that request in the helpful way that it was offered. I will write to the noble Baroness to see if I can give her any comfort.
ParlaMint-GB_2015-12-14-lords.u218	I thank all noble Lords who have taken part in discussing this group of amendments, particularly the noble Baronesses, Lady Lister, Lady Sherlock and Lady Hollis, and the noble Earl, Lord Listowel. I also thank the Minister for his considered response and for allowing me to intervene when he was speaking. A number of issues have been raised. The noble Baroness, Lady Hollis, stated very clearly what happens to an individual when there is a change of circumstances. It is important that there is some guidance before Report. I have not been reassured by the answers which have been given. I have every sympathy for the Minister in terms of what he is trying to deliver, but I passionately believe that cuts are affecting people who want to work and will want to go into work under what is being proposed. I will consider what has been said, but I am likely to bring it back on Report. As the noble Baroness, Lady Lister, said, I would be grateful to receive any other information that would help us make our minds up. On that basis, I beg leave to withdraw.
ParlaMint-GB_2015-12-14-lords.u219	My Lords, I am pleased that the noble Lord, Lord McKenzie, has added his name to Amendment 60. Support for housing costs for 18 to 21 year-olds is not contained in the Bill but it was announced in the Budget. From April 2017, 18 to 21 year-olds making a new claim for universal credit will not be automatically entitled to support for their housing costs. As the Bill creates no new powers for this, these measures are likely to appear in regulations, using powers already contained in the Welfare Reform Act 2012. Crisis states that it has serious concerns that removing young people’s access to support for their housing costs will lead to an increase in youth homelessness. Crisis, the Joseph Rowntree Foundation and the Homelessness Monitor state that youth homelessness is already on the rise, with 8% of 16 to 24 year-olds reporting being recently homeless According to the Crisis analysis of CHAIN data, in four years the number of young people sleeping rough in London has more than doubled. There are many reasons why young people may find themselves homeless, including parental relationship breakdowns; abuse and violence from family members; and leaving care. For many young people, housing benefit is all that stands between them and homelessness and is an important safety net My proposed new clause attempts to address this hole in support for young people. The amendment says “aged 16” in order to avoid excluding 16 year-olds already entitled to housing benefit from eligibility in the future. But the amendment is ultimately about stopping the Government’s attack on 18 to 21 year-old claimants. Some 15% of current 18 to 21 year-old claimants are in work. They need this housing benefit to subsidise their rents; one only has to look at the level of rent in cities such as London Housing benefit is also vital for those living in areas of low employment to enable them to move to somewhere where they will have more chance of getting a job. Does the Minister really believe that it is better for our economy, and our young people, for them to remain in the family home, away from possible employment opportunities, than to temporarily pay for their housing benefit? I recollect the “get on your bike” sentiments expressed by Norman Tebbit—now the noble Lord, Lord Tebbit. These appear to be holding little water now. I beg to move.
