ParlaMint-GB_2015-12-04-commons.u1	I beg to move, That the House sit in private Question put forthwith (Standing Order No. 163).
ParlaMint-GB_2015-12-04-commons.u101	rose—
ParlaMint-GB_2015-12-04-commons.u102	I will give way to my hon. Friend, who kindly sponsored the Bill with me some months ago.
ParlaMint-GB_2015-12-04-commons.u103	I rise as a sinner. I am guilty. I have been brought before the beak and charged £60 for parking outside my house in Kingston. I was guilty. I hope that the Bill, which I sponsored, will pass, so that I will know in future, from road signs, that I should not park outside my house.
ParlaMint-GB_2015-12-04-commons.u104	Heaven rejoices when a sinner repenteth. I am certain that my hon. Friend’s confession, in perhaps the most public place to make a confession, will have the angels tuning their harps even as we speak.
ParlaMint-GB_2015-12-04-commons.u105	Will my hon. Friend give way?
ParlaMint-GB_2015-12-04-commons.u106	It is not another confession, is it?
ParlaMint-GB_2015-12-04-commons.u107	No, thankfully not. Does my hon. Friend agree that the intervention from our hon. and gallant Friend the Member for Beckenham (Bob Stewart) raises an important point about the confusion in the current legislation? In my constituency and that of my hon. Friend, there is one set of parking legislation, which is hard to enforce, even where communities have chosen to ban it, while in the constituency of my hon. Friend the Member for Kingston and Surbiton (James Berry), there applies the sort of legislation we are trying to introduce here. Would it not be fairer to motorists and communities to have consistency across England?
ParlaMint-GB_2015-12-04-commons.u108	My hon. Friend is absolutely right. He will know that almost identical provisions have existed in London since 1974. I am advised that the London boroughs association would go to hell kicking and screaming if anyone proposed any relaxation or change to the parking guidance that has served London and her boroughs so well all these years.
ParlaMint-GB_2015-12-04-commons.u109	Does my hon. Friend agree that the Bill might raise expectations that cannot be realised? For example, Dorset county council says it cannot afford to fund a 20 mph speed limit outside Twynham school on Sopers lane, where a student was knocked down and injured on a pedestrian crossing earlier this year. If it cannot even afford that, how will it afford to implement the complicated measures in the Bill?
ParlaMint-GB_2015-12-04-commons.u110	I disagree with my hon. Friend that these are complicated proposals; I think they are anything but complicated. As we all know, local authorities choose to prioritise different areas, and we are both lucky enough to reside in and represent constituencies in the area of a finely run and Conservative-controlled county council I return, however, to the point made by our hon. Friend the Member for Gainsborough (Sir Edward Leigh). It would be up to local authorities whether to use the legislation. If they decided not to, for cash, political or ideological reasons, there would be no obligation on them so to do, and they would continue to rely on the police—or police community support officers, if they so wished—to treat the matter as a criminal offence and to issue tickets and fines through that process. That is the important point. This is not a coercive Bill; it seeks to address, in a pragmatic and sensible way, an issue that is recognised by many people in this House and the organisations I listed earlier.
ParlaMint-GB_2015-12-04-commons.u111	I thank my hon. Friend for introducing the Bill and all those, including my constituents in Kingston and Surbiton who have long campaigned for this measure—
ParlaMint-GB_2015-12-04-commons.u112	It was Kingston that fined me.
ParlaMint-GB_2015-12-04-commons.u113	I know. I am glad to see my hon. Friend’s parking fines going towards reducing our council tax bills. Will my hon. Friend the Member for North Dorset (Simon Hoare) confirm that the Bill reaches a sensible accommodation between motorists and the long list of organisations he mentioned, and, more importantly, a localised accommodation that could, if done properly, be right for all areas of the country?
ParlaMint-GB_2015-12-04-commons.u114	My hon. Friend is absolutely right. A local authority could decide to deal with the matter on a ward-by-ward basis. It could run pilots. It is an iterative, organic process, not a fixed one. I will leave him and my hon. and gallant Friend the Member for Beckenham (Bob Stewart) to sort out the repayment of the fine I know that there are lies, damned lies and statistics, but I think these are powerful: 97% of blind or partially sighted people have encountered problems with general street obstructions, and 90% of them have experienced direct trouble from a parked car. I have been sent a vast number of photographs—it goes to show, particularly after this week, that social media can actually be social—of vulnerable and elderly people, mothers and disabled people walking into busy carriageways to get around parked cars. I had an email from a lady who was in a mobility scooter who literally got stuck: there was one van parked in front of her and, before she realised it, another behind her. There was no dropped kerb, and she sat there for an hour and a half, because although she could just about bounce her vehicle down the kerb, there was no guarantee she would be able to bounce it back up on the other side. I say in all common decency, and as a motorist myself, that if only a little extra thought was given to these matters, legislation probably would not be required, but we are all too much like St Augustine, and therefore we often err where we should not.
ParlaMint-GB_2015-12-04-commons.u115	Does my hon. Friend agree that this problem is particularly acute on pavements around schools, especially primary schools, where obstructed pavements not only force buggies into the road but obstruct pedestrians’ view and prevent them from crossing safely?
ParlaMint-GB_2015-12-04-commons.u116	My hon. Friend is absolutely right, and as this debate continues the clear and tangible benefits are seen to be ever wider and ever clearer I turn now to the discussions I have had with the Department for Transport since we published the Bill. I do not think this is always the case with Departments and private Members’ legislation, but I want to put it on record that the Under-Secretary of State for Transport, my hon. Friend the Member for Harrogate and Knaresborough (Andrew Jones), and the Lord Commissioner of Her Majesty’s Treasury, my hon. Friend the Member for Meon Valley (George Hollingbery), have been phenomenally helpful and courteous to me. That may come as a unique note in the Official Report. I also want to put on record my debt of thanks to my hon. Friend the Member for Shipley (Philip Davies), who is a huge supporter of Guide Dogs and who advised me as a new and rather wet-behind-the-ears Member of this House on how best to proceed if there was not a mutual meeting of minds between me as the promoter of the Bill and the Department affected—in this case the Department for Transport, as the Bill would amend the Road Traffic Act 1988 It is unfortunate that a meeting of minds has not been achievable during those discussions. However, my hon. Friend the Member for Harrogate and Knaresborough has convinced me of both his sincerity in dealing with the issue and, in general terms, his firm and clear commitment to improving the rights of the disabled and the vulnerable with regard to transport and mobility. It was on that basis, following a conversation with my hon. Friend the Minister, that I wrote to him on 26 November setting out what I thought was a good proposal to move forward if, even in the dying days of our discussions, a meeting of minds was not achievable I have set out to the Minister that a round table discussion would be convened by the Department early in 2016, to be attended by organisations such as Guide Dogs, the Local Government Association, Living Streets, the Royal National Institute of Blind People and myself, to discuss the concerns that triggered the Bill and the current situation. The Department has agreed to sponsor evidence-gathering to provide a sound basis on which to determine how best to proceed in addressing the issue, either by legislation or regulation. That would be undertaken at the expense of the Department for Transport. Following the commissioning of that evidence-based research and greater clarity on what I believe to be clear already—that the situation is a little hazy and the rules a little confusing and conflicting, although, as I have said, we have been unable to achieve a meeting of minds—that initial round table would convene to chew over the findings of the research and plot a way forward On 1 December, my hon. Friend the Minister replied to me to say: “However, improving access for disabled people is a key priority for me and I would like to thank you and Guide Dogs for raising this issue. Although Government cannot support your Bill, I am prepared to convene a round table next year to discuss this issue and envisage that it might include”— I have mentioned some of those involved— “to inform the questions we will consider in the research. After which, and in the next financial year, I am also content for my Department to undertake some work to examine more closely the legal and financial implications of an alternative regime and the likely impacts on local authorities. I would also be content to report back to the round table on the outcome of that work.” There are two ways, as I understand it, to try to achieve progress on what I think is seen collectively across the House as an important issue. One way is to ram our heads against the wall, to find ourselves faced with the overpowering might of the Executive and the Treasury Bench, and to come away with a headache and a badge that says, “A1 for endeavour, gamma minus for success”. The other way—this was the advice of my hon. Friend the Member for Shipley, for which I am again grateful—is to sit down with the Department. Predicated on the seriousness with which my hon. Friend the Member for Harrogate and Knaresborough has been dealing with this and the assurances he has given, that has certainly given me food for thought In the time remaining, I would be very interested to hear—obviously at your discretion, Mr Deputy Speaker—the views and considerations of colleagues on both sides of the House.
ParlaMint-GB_2015-12-04-commons.u117	Mine will be but a short contribution to the debate. I would like to put on record the thanks of very many Members to the hon. Member for North Dorset (Simon Hoare) for bringing forward this Bill and raising an incredibly important issue that affects the day-to-day lives of so many people, especially those who are blind or have visual disabilities I have received representations from a number of constituents on this issue, as have many of us, but I was struck in particular by what one of them said, a gentleman by the name of Ian Stewart Jones who began lobbying in one of our local newspapers. He said: “I suggest…people contact their…MPs…so we can put an end to this very selfish practice.” That is quite interesting, because many people who park on pavements do not see it as selfish. It is sometimes the easy thing to do. For those of us who are not very good at parking—or, rather, who are atrocious at it—it sometimes seems the best option, as we choreograph our little vehicles into what we think is the best and easiest place to park, so it is interesting to see that word “selfish” We can imagine the difficulties that many people face because of this practice, and I was interested to hear the hon. Gentleman quote the sheer number of organisations that support his Bill. I did not take them all down, but they include the RNIB, Guide Dogs, the National Pensioners Federation, Living Streets, the Local Government Association and so many more, so it is fair to say that there is already a wide consensus in civic society and in the representative groups he listed that support the Bill I appreciate that there will now be further consultation, discussion and the like, but I would like to put on record a plea that this measure not be forgotten, because I was very struck by that description of parking on pavements as a selfish practice. I can imagine it is also a very demeaning practice for people who want to get on with their day-to-day lives, but who face being knocked over and having to bump against vehicles—who face the general degradation that, quite frankly, most of us would not put up with for even 20 minutes. I therefore urge Ministers and all Members to recognise this as an important and serious Bill. We often talk in this place about equality, diversity, equal chances and all the rest of it, and this Bill is at the heart of what we mean by that. It is a practical manifestation of it. Whatever happens at the next stage, I urge that it not be forgotten. In one form or another, the Bill needs to proceed.
ParlaMint-GB_2015-12-04-commons.u118	I am very pleased to be speaking on this topic because, like my hon. Friend the Member for North Dorset (Simon Hoare), whom I thank for bringing it to the House, a couple of months ago I was invited to take part in a walk where I was blindfolded, given a white stick and led by a guide dog around Northampton market square. It was a route I have taken throughout my life, but it was a real education to do it without the sight that I have become so used to throughout my life and which we all take for granted I depended very much on the dog that was guiding me around the market square, but I had not appreciated how different everything around me would be—the cobbles on the pavement beneath me and the cars that were parked, frankly, where they should not have been, which would not have mattered had I been able to see. I was grateful to the Guide Dogs for the Blind Association in Northampton and the Northamptonshire Association for the Blind for giving me that opportunity As someone with a background in local government, I know that issues to do with parking, pavements and cars are often brought to us. It is difficult to see how we can make certain changes, because lots of residents want to have access to cars, parking and their homes, as we have heard. However, this does need to be looked at. I am glad to hear that it is being taken seriously by the Department for Transport; I am grateful for the update provided on the round table next year; and I look forward to seeing further developments.
ParlaMint-GB_2015-12-04-commons.u119	I congratulate my hon. Friend the Member for North Dorset (Simon Hoare) on bringing forward this Bill to deal with an issue that should have been addressed sooner. It is right to harmonise across the country the arrangements and enforcement policies that have been in place in Greater London for a very long time Every council and every individual sees the abuses of pavement parking on a daily basis. It can be very costly: pavements can crack when cars go on to pavements; the dropped stone kerbs and footings on the pavements can be damaged; and even landscaped areas can be damaged, which has not been mentioned so far How can we police this in the future? A reasonable form of future policing would involve something along the same lines as a parking ticket. Provision would need to be built into the new laws that enforcement is not fielded out to these ANPR—automatic number plate recognition—processing companies, because those cowboys will move on straightaway to find another little loophole that they can exploit to the hilt.
ParlaMint-GB_2015-12-04-commons.u120	Let me provide some clarification. It has been stated that parking on the pavement is a criminal offence. If a council uses its powers to ban pavement parking on particular streets, it can be enforced by those councils if they have civil enforcement powers. About 95% of local authorities do have those civil enforcement powers.
ParlaMint-GB_2015-12-04-commons.u121	I thank the Minister for that interjection. He is correct in everything he says, but these powers are very costly. Their enforcement can range from £1,000 to £3,000, so we need to look at finding a means of enforcement on a cheaper scale, as well as on a fairer scale. I believe that any legislation to address this problem should exempt councils from bringing in these “spy-in-the-sky” companies, which would cause not only more problems for individuals, but an absolute headache for any legislative process that we introduce I have nothing more to say other than to wish my hon. Friend the Member for North Dorset well and to thank the Minister for listening to parking issues not only on this occasion, but many times in the past.
ParlaMint-GB_2015-12-04-commons.u122	I first congratulate the hon. Member for North Dorset (Simon Hoare) on bringing forward the Bill and on introducing me to the concept of a child at heel—not something of which I have had much experience Where drivers may or may not park is an issue that confuses drivers who find the current law applied inconsistently; frustrates local residents who suffer inappropriate parking; causes misery to people with disabilities and visual impairments who find pavements blocked; and is a subject on which I know many campaigning groups have worked very hard, and I pay tribute to them. Some of them were listed earlier and it is an impressive array of campaigning organisations, as well as the Local Government Association, the British Parking Association and, according to research, more than three quarters of councillors across the country That has helped to inform the view on the Opposition side of the House, and we broadly support the proposed measures, although we, too, believe that there is more work to be done. We want clarity for motorists and accessible pavements for all, but we also want to be sure that the Bill will not simply substitute one bureaucratic burden on local councils with another Everyone is affected by parking on pavements, which were clearly not designed to bear the weight of cars. Pavement parking can cause obstruction and damage, such as cracked paving and tarmac, and needs to be properly managed. The cost of maintaining damaged pavements can be significant, adding an extra financial burden to councils already faced with deep funding cuts and stretched to breaking point As we have heard, vehicles parked on pavements are an issue particularly for vulnerable pedestrians—especially for older people, families with pushchairs, wheelchair users and people with visual or mobility impairments. Banks of parked cars can also force cyclists to swerve into dangerous traffic flows, which can be especially dangerous on narrow roads. With the levels of congestion we have in our country, it seems unlikely that these problems are going to disappear, and we need better legislative intervention Let me first address the state of the current pavement parking laws outside of London, which to any independent observer may well seem both illogical and impractical. As has been pointed out, the current law is inconsistent across the country and it is inconsistently applied. Although pavement parking is legal, it is actually illegal to drive on to the pavement, whether with the intention to park or not. The ambiguity in the law means that most local authorities, as we have heard, struggle to enforce restrictions As the law stands, my understanding is that local authorities are able to prohibit parking in specific areas by issuing a traffic regulation order. Since 2011 local authorities are no longer compelled to obtain permission from the Department for Transport to issue traffic regulation orders, but the process is still time-consuming, taking up to two years, and it must go through a period of extensive consultation. Furthermore, it is estimated that the average cost for each traffic regulation order is between £1,000 and £3,000, a not inconsiderable sum Some tell us that local authorities outside London already have wide-ranging powers to prohibit pavement parking, but when one looks at the attempts of some local authorities to discourage pavement parking, they can be described only as inventive in some cases. They include installing guardrails, planting trees and strategically placing bollards on pavements, and I understand that there is even Government guidance on non-legislative methods to prevent pavement parking. These methods are sometimes farcical, and they are not always effective. As the LGA points out, such physical barrier schemes may simply transfer the location of a parking problem to another nearby area This is not a new problem. As long ago as 2006, the Transport Select Committee said: “The Government must grip the problem of pavement parking once and for all and ensure that it is outlawed throughout the country rather than relying on the use of individual Traffic Regulation Orders on specific streets and local Acts to impose a ban.” The Committee also called for reform to end “the confusing patchwork approach across the country”. We are close to celebrating a decade since the Transport Committee said that. What we want is a Bill that will create a new system, such as the one suggested in this Bill, under which local authorities would be able to apply for exemptions from pavement parking bans on a street-by-street basis rather than applying to prohibit parking in specific areas This is already the experience in London for the 32 London boroughs and the City of London, which has had a general prohibition on pavement parking since 1974. I understand that pavement parking is also banned in Exeter through a byelaw, but the use of byelaws to address pavement parking is, I am advised, no longer approved. The fact that pavement parking bans have worked in these areas is an encouraging sign that a ban could work on a national scale, ending the regional disparity and the “patchwork approach” mentioned by the Transport Select Committee We recognise that the implications of the Bill need to be gone through with a fine-toothed comb, and we need to acknowledge that with different issues in different part of the country, a one-size-fits-all approach would probably not be appropriate. That is why we would need assurances that the process to exempt locations will be far less complex than the current process of issuing a traffic regulation order, and that all options for change, including reforms to an opt-in system, will be properly considered We must ensure that local authorities will not be saddled with unnecessary financial and administrative burdens. Historic cities struggle with modern volumes of traffic, as we have heard. In my city of Cambridge and others such as Oxford and Durham, large numbers of narrow streets could necessitate numerous exemptions from a ban on pavement parking. We would need to know that the process would not create a bureaucratic nightmare. Perhaps in such places councils could apply for larger areas to be exempt from a pavement parking ban, circumventing the tedium and cost of a street-by-street approach Clause 3 makes reference to “a fair increase” in the level of fines that local authorities could levy, subject to a consultation led by the Secretary of State. This is certainly a concern for the Opposition. We do not want to see drivers unfairly penalised. If the Bill is to be considered further, this point must be addressed In conclusion, we all recognise a need for far greater clarity and that the issues surrounding pavement parking should not continue to be shunted aside. I am very pleased that the hon. Member for North Dorset has brought forward the Bill, and we want to ensure that progress is made on the issue. Although we are slightly disappointed that the Government have chosen not to support the Bill proceeding further, we welcome the fact that there will be further discussions. We hope that we ultimately end up with legislation that will help local authorities to make decisions about parking more simply, with reduced costs, and that we will be able to protect vulnerable pedestrians and all those who use our roads and pavements in our country.
ParlaMint-GB_2015-12-04-commons.u123	I commend my hon. Friend the Member for North Dorset (Simon Hoare) for the way in which he introduced his Bill, and for his clear concern for the safety and free movement of pedestrians. Having tried and failed to encourage a Patterdale terrier to walk to heel, I was very pleased to hear that he had had more success with his own children Disabled people, older people, and people with young children in pushchairs are particularly concerned about this issue, but the House should be in no doubt that I share his concern for the well-being of all pedestrians. I have been out and about in Scarborough wearing blacked-out glasses and observed some of the problems caused by, in particular, restaurants putting tables on the pavement. That is a perennial problem It is clear from what was said by the hon. Member for Cambridge (Daniel Zeichner) that a number of complications would need to be ironed out before the Government could act, and given that many local authorities are under the control of his party, and other parties, I think it important for us to encourage authorities to engage fully Vehicles parked on a footway or verge where such parking is not permitted can cause serious problems for many groups, including people in wheelchairs and those with visual impairments. Indiscriminate pavement parking does more than cause problems for the movement of pedestrians, as it may also damage the verge or footway, and the burden of repair costs normally falls on the local highway authority. High-quality pavements are important in enabling people to get about as part of their everyday lives and participate in their community My hon. Friend’s Bill has inspired some valuable and interesting debate; let me now offer the Government’s views There is currently an historic ban on footway parking by all motorised vehicles throughout London, except where it is expressly permitted by local authorities, and the Bill seeks to extend a similar prohibition on footway parking outside London. It is worth noting, however, that in many cases London councils permit limited footway parking, which is indicated by relevant signs, including a broken line on the footway prescribing the limits of footway incursion by vehicles. That is because local authorities need to take account of all road users when making decisions on footway parking restrictions or allowances In some streets, footway parking is in practice inevitable to maintain the free passage of traffic to meet the needs of local residents and businesses. It would not be possible to drive a refuse wagon, let alone an emergency vehicle, down some narrow streets if that were not the case Local authorities must address such issues to ensure that a fair and balanced approach is taken to all residents and road users, and it is therefore right for them to decide where footway parking should be permitted. I should make clear that all authorities outside London already have full powers to introduce bans on footway parking wherever they see fit. That can be done by means of a traffic regulation order, under powers contained in the relevant sections of the Road Traffic Regulation Act 1984. The restrictions must be indicated by traffic signs that have been authorised by my Department.
ParlaMint-GB_2015-12-04-commons.u124	Obviously legislation and regulations already exist to prevent pavement parking, but the process is very costly. Is there any way in which we could amend the offence to make it cheaper for councils to act accordingly?
ParlaMint-GB_2015-12-04-commons.u125	We heard from the hon. Member for Cambridge that some local authorities could prescribe zones, but if there were a ban on all footway parking, the cost associated with relief from that ban on certain streets would fall on local authorities. It is the flip side of the same coin I understand that the traffic regulation system is considered by some people to be a barrier to the wider provision of an effective footway parking system, but do not entirely accept that. Despite the cost, local authorities make many traffic regulation orders each year for a variety of traffic management purposes. An average authority makes perhaps 50 permanent orders a year. In practice, local authorities are responsible for both parking policy—deciding where parking may or may not be permitted—and parking enforcement In addition to direct footway parking bans delivered through traffic regulation orders, there are the yellow line road markings. Vehicles should not park at all where there are double yellow lines. Upright traffic signs indicate when parking restrictions are in operation when they are placed in conjunction with single yellow lines. Those restrictions apply from the centre of the road all the way to the back line of the highway, including the footway—which could mean the fence line of a field, or a length of residential garden walls There are also several ways of preventing footway parking that do not involve regulation, including the use of physical measures such as the erection of guard railings, bollards, high kerbs, cycle racks, seating and planters. Decisions on whether to use such measures must be made by local authorities, on the basis of local circumstances and site layouts. Their use does not require traffic orders or signing, and can therefore be a relatively quick means of restricting vehicle access, as there is no need for a formal order-making process. Of course, we would still encourage local authorities to consult those likely to be affected as a matter of good practice. Such measures also have the advantage of being self-enforcing, thereby cutting down on the resources that are needed to ensure they are complied with I recognise, however, that the needs of disabled people must be taken into account, and that careful planning of physical measures is required to ensure that they can get about safely and independently. We must not forget that some people with mobility problems need to park close to their homes, and that that may sometimes require pavement parking. We would not want people with serious mobility problems who had been accustomed to parking outside their homes to be forced to park two or three streets away. Local authorities have the power to ban vehicles from parking on the footway, and the Department for Transport’s guidance to local authorities makes clear that during the appraisal of its parking policies, an authority should consider whether footway parking is problematic in any part of its area. If it is, and if that is not covered by an existing traffic regulation order, the authority should consider amending the existing order or making a new one Introducing a national ban on footway parking outside London would change the way in which local authorities decide where and when footway parking would be allowed or prohibited. It would be a change to the current system but would not introduce a new power, as local authorities already have that power; and it would not be without new cost burdens for local authorities. They would have to remove any existing local prohibitions, taking down signage, and then review every road in their areas to establish where limited footway parking should still be allowed, to avoid congestion, before going through the process of passing resolutions, putting down road markings, and erecting appropriate signage If the Government were to propose any such legislation, I would not wish us to do so without undertaking a full and impartial impact analysis, evidence-gathering exercise and consultation, in order fully to understand the legal implications and the costs that might be imposed on local government of changing the existing system when powers to ban footway parking already exist As I explained at the outset, we share my hon. Friend’s concern for the safety and free movement of pedestrians. Improving access for disabled people is a key priority for my Department. Although the Government cannot support the Bill, I know that the Under-Secretary of State for Transport, my hon. Friend the Member for Harrogate and Knaresborough (Andrew Jones), has agreed to convene a round table next year to discuss footway parking issues, and has also agreed that the Department should undertake some work to examine more closely the legal and financial implications of an alternative regime, and the likely impacts on local authorities. I cannot commit myself to any further action without a firm evidence base and the collective agreement of my ministerial colleagues, including those in the Department for Communities and Local Government. Nevertheless, I hope that, on the basis of what I have said, my hon. Friend will feel able to withdraw his Bill.
ParlaMint-GB_2015-12-04-commons.u126	I am grateful to the Members on both sides of the House who have participated in the debate. I am particularly grateful for the support from my hon. Friend the Member for Northampton South (David Mackintosh), given that, before entering the House, he was the leader of Northampton Borough Council Let me say to the hon. Member for Clwyd South (Susan Elan Jones) that I am, at this stage, content to accept the assurances of the Department and the Minister. However, she should rest assured, as should the organisations who have signalled support for the Bill, that I—along with, I believe, colleagues in the House—will be holding the Department’s toes to the fire next year in order to make progress I am afraid that I neglected earlier to include my thanks to Fergus Reid, Clerk of Private Members’ Bills, who has been incredibly helpful to me People often wonder why a Member has introduced a Bill. I shall let the House into a little secret, with apologies to the hon. Member for Torfaen (Nick Thomas-Symonds), who has heard this one before. In the last month, the Under-Secretary of State for Transport, my hon. Friend the Member for Harrogate and Knaresborough (Andrew Jones) has received the birth certificate of a guide-dog puppy, which has been named after him. I thought that calling a dog Andrew was rather sweet. In actual fact, they have called it “Jones”. I was rather hoping that if we make some progress on this, the Guide Dogs might name a dog after me, because I rather look forward to its owner shouting across a crowded playing-field, “Hoare.” I should also report the thanks of my three daughters, Imogen, Jessica and Laura, who I do not think ever thought they would get so many mentions in the House on a Friday morning Based on the assurances and undertakings I have had both in writing and in person from my hon. Friend at the Dispatch Box and his colleague, all of which underline the point of the complexity local authorities face in this area, I propose to withdraw the Bill and therefore beg to ask leave to withdraw the motion Motion, by leave, withdrawn. Bill withdrawn.
ParlaMint-GB_2015-12-04-commons.u127	I beg to move, That the Bill be now read a Second time I thank colleagues from across the House who have been able to join me today in support of this, my first private Member’s Bill. I am very pleased the House has been able to give a significant portion of time to debate this Bill this afternoon. At one point I feared that may not come to pass when I was allocated the third slot in today’s proceedings. I have discussed with colleagues outside the Chamber how that would have been a disappointment, as not only do I believe this is an important and valuable Bill, but I also believe it is right that it should be given proper debate in the Chamber this afternoon Its subject is miscarriages of justice and the gathering of evidence and information to assist in such cases. We have already had two Second Reading debates today, led by my hon. Friends the Members for Dudley South (Mike Wood) and for North Dorset (Simon Hoare), and although their Bills had different fates, we have had two excellent debates, and like an actor waiting in the wings, I watched with a mixture of enjoyment and trepid anticipation So I present to the House the Criminal Cases Review Commission (Information) Bill. If enacted, it would extend the powers of the CCRC to obtain information and evidence, testimony, documents and other material which would assist in its proceedings of appeal and review cases where a miscarriage of justice is believed to have taken place. In essence, it would allow the CCRC to obtain such information from a person other than one serving in a public body, as it is currently restricted to doing. This new measure would apply to private-sector organisations, persons employed by, or serving in, private companies, and private individuals. If passed, it would strengthen the CCRC’s ability to overturn wrongful convictions and miscarriages of justice, and improve further our system of law and order, which is rightly the envy of the world I intend to lay out my proposal of support for the Bill in three sections: first, to set out the context of the Bill, what it seeks to achieve, and the workings of the CCRC at present; secondly, to detail what the Bill does and how the amended law would work in practice; and, lastly, to explain why I believe this Bill is necessary, and how it would improve justice in our country. May I also say at the outset that I hope to encourage a strong debate, and although our time is limited, colleagues are more than welcome to make the odd intervention I shall lay out for context the background to the Bill and the journey I have been on to get here today, and the current working of the CCRC. I was very fortunate to be drawn in the ballot of private Member’s Bills in my first year as an MP. I never imagined when I was elected to this place just seven months ago that I would be standing here leading my own debate on a piece of primary legislation. Following my selection in the ballot, while discussing with colleagues potential topics for my Bill, I decided I wanted to be involved in securing a piece of legislation that would do some good, make a real difference in people’s lives, and improve the justice system.
ParlaMint-GB_2015-12-04-commons.u128	I commend my hon. Friend on his choice of Bill. Is he aware of the words of Richard Foster, chairman of the CCRC, to the Justice Committee, who said: “you can be confident that there are miscarriages of justice that have gone unremedied because of the lack of that power” Does my hon. Friend agree?
ParlaMint-GB_2015-12-04-commons.u129	I entirely agree. This is a vital amendment to the law, allowing the gaining of private evidence to assist in those cases of miscarriage of justice. My hon. Friend is right to raise that The CCRC was set up in 1997, following the Criminal Appeal Act 1995, to investigate possible miscarriages of justice. It was the world’s first publicly funded body to review alleged miscarriages of justice, set up in the wake of notorious mishandled cases such as the Guildford Four and the Birmingham Six—two high-profile cases of two groups of men, both convicted and imprisoned for connections to bombings carried out by the IRA in the 1970s Both sets of convictions were found, after repeated appeals, to have had serious breaches in the due process, irregularities in police evidence and, in the case of the Six, serious accusations of police brutality. All the men spent between 10 and 20 years behind bars before their convictions were eventually quashed after being ruled “unsafe” The royal commission reported in 1993, which led to the Criminal Appeal Act 1995, which established the Criminal Cases Review Commission in 1997. Although none of those may be a household name, as anyone who has ever been subject to a miscarriage of justice will attest, it is a deeply damaging experience and the CCRC is often victims’ only opportunity of salvation Before turning to the new powers, I must first explain how the CCRC operates under its current powers. The CCRC currently has the power to investigate alleged miscarriages of justice in England, Wales and Northern Ireland and to refer convictions and sentences to the relevant appeal court for a new appeal. Its jurisdiction was extended to the armed forces by the Armed Forces Act 2006 to cover courts martial and the service civilian court Parliament established the CCRC specifically to be a body independent of Government, and although sponsored by, and funded through, the Ministry of Justice, it carries out its operations completely independently. The commission investigates convictions on application by the offender or, in a case where the offender has died, at the request of relatives. It has special powers to investigate cases, and to obtain information which it believes is necessary to review a case. If the CCRC concludes that there is a “realistic prospect” that the Court of Appeal will overturn the conviction, it can make what is termed a “referral” and send cases back to court so that an appeal can be heard Applications are free to make to the CCRC and defendants cannot have their sentences increased on account of having made an application for review. In principle, cases should only be examined by the CCRC where all other routes of appeal have failed. Only in “exceptional circumstances” may the commission consider cases which have not previously been appealed. However, as the commission usually deals with cases which have already been appealed once, if the commissioners are to be able to send cases for review it is usually on account of some new evidence or legal argument that has come to light.
ParlaMint-GB_2015-12-04-commons.u130	I congratulate my hon. Friend on introducing this important Bill. As I understand it, the Bill would bring the private evidence position of the Criminal Cases Review Commission in England and Wales into line with the position in Scotland. Would he like to reflect on that?
ParlaMint-GB_2015-12-04-commons.u131	My hon. Friend is correct. The equivalent body in Scotland has the full powers to subpoena private evidence, whereas the CCRC does not have those powers in England, Wales and Northern Ireland. That might have been an oversight in the 1995 Act, but he is right to make that point at this juncture The subject of the Bill hinges on what are commonly referred to as section 17 powers. Currently, section 17 of the 1995 Act gives the CCRC the power to require public bodies and those serving in them to give the commission documents or other material that may assist it in discharging its functions. That includes police, local councils, the NHS, the Prison Service and so on. It should be clear how all such bodies could and do serve as vital sources of evidence in such appeal cases. As I said to my hon. Friend, the CCRC currently does not have equivalent powers to get those materials from private organisations and individuals. The Bill contains provisions that would allow the CCRC to do so The House should be aware that the current working arrangements and effectiveness of the CCRC were the subject of a dedicated inquiry by the Justice Committee in the previous Session, as my hon. Friend mentioned. The impetus behind the legislation comes directly from recommendations of the Committee’s report from the inquiry, which was published in March 2015. I am grateful to have the support of several current and previous members of the Justice Committee. The Committee’s thorough inquiry ran for two months and collected evidence from legal academics and others.
ParlaMint-GB_2015-12-04-commons.u132	My hon. Friend mentions the Justice Committee. Is he aware of comments of the former Chair of the Committee, Sir Alan Beith, who said: “There has been a failure by successive Governments to grant the CCRC an obvious and much-needed power to require private bodies to disclose documents to it…We could see no good reason as to why it has not been introduced, considering it has universal support”?
