ParlaMint-GB_2015-12-01-commons.u1	1. What fiscal steps he is taking to support businesses.
ParlaMint-GB_2015-12-01-commons.u306	I thank all right hon. and hon. Members for their contributions on a range of issues, which have highlighted the concerns, passion and interest that so many people have shown throughout the consideration of this Bill. The debate we have had over the last hour and 50 minutes has again underlined that interest and focus, and it is important that the House has been able to debate in this way I want to start with the issue of immigration detention, which is one of the key elements of the debate. I want to underline at the outset the fact that the Home Office has a policy to safeguard against unnecessary or arbitrary detention. The presumption is in favour of liberty. Cases must be considered on their individual circumstances. Detention must be used sparingly and for the shortest period necessary. That goes to the heart of some of the elements in new clause 13, which was tabled by my hon. Friend the Member for Enfield, Southgate (Mr Burrowes). This is about having a system that is efficient and effective, but that also treats those within it with dignity and respect.
ParlaMint-GB_2015-12-01-commons.u307	rose—
ParlaMint-GB_2015-12-01-commons.u308	If I may, I would like to finish this point and then take interventions. I want to set out the fact that the Home Office is conducting detailed analysis of the purposes behind that—in other words, moving towards the policy that I have underlined, including looking at the checks and balances in the systems to ensure that we have a more efficient and more effective process so that people are removed more swiftly and speedily. We also need to reflect on how that sits within an overall framework of removal I believe that it is accepted here that detention plays an important role in managing immigration and managing people towards removal, but it has to have removal as its focus. Yes, of course, for certain groups such as foreign national offenders or in certain national security cases, detention might be needed for a slightly longer period, but always with the focus on the realistic prospect of removal taking place. We will come back to this House in the new year—and we intend this to be before the Bill has passed through both Houses—setting out the much broader piece of work that we are undertaking Other amendments relate to the issues of vulnerability raised by Steven Shaw. As I have indicated, we intend to respond to it before the Bill has started its Committee in the House of Lords, and we shall also set out proposals for a new detained fast-track, which I suspended because I was not satisfied that the necessary safeguards were in place. It is the sense of how we construct an efficient and effective detention policy that goes to the heart of the issues I have highlighted—of considering cases on their merits, but using detention sparingly and for the shortest period necessary that is consistent with our policy, which must be upheld.
ParlaMint-GB_2015-12-01-commons.u309	Does the Minister agree that the reviews he has summarised deal with the issues raised in paragraphs (b) through to (e) in new clause 13? Having set out the policy carefully, does he agree that it is consistent with the principle that we should seek to limit and reduce the time spent in immigration detention?
ParlaMint-GB_2015-12-01-commons.u310	As I have said, the current Home Office policy is to use detention sparingly and for the shortest period necessary, which is why our work on ensuring a more efficient and effective system consistent with our obligation is absolutely consistent with the themes redolent in paragraphs (b) to (e) of new clause 13. The difference is that I believe that having a 28-day time period does not advance the cause. It is a blunt instrument that does not take account of the full range of different circumstances that are redolent here from foreign national offenders to those who might not be compliant with the requirements we put upon them or who abscond, so we need to look at the situation on a case-by-case basis. I repeat, however, that we are conducting our review in the light of our focus on efficiency and effectiveness, and we will revert to the House as I have outlined A number of other points, including about the right to rent, have been highlighted in the debate. The right-to-rent scheme restricts the access of illegal migrants to the private rented sector, stopping them setting down roots and building ties. The scheme, which has been rolled out to parts of the west midlands, has not proven difficult or burdensome for landlords, but it has led to illegal migrants being apprehended The scheme has been in place for one year and is working as intended. The Government published an extensive evaluation of the right-to-rent scheme’s first six months, and this found no hard evidence of discrimination or any new barriers to lawful residents accessing the private rented sector. Repealing the right-to-rent scheme would remove a significant part of the Government’s measures to deter illegal migration. The Bill’s provisions on residential tenancies are aimed to make it easier for the majority of reputable landlords to evict illegal migrant tenants and to crack down further on those rogue landlords who do so much to damage the sector. The offences are framed to allow for the prosecution of those who are or who have knowingly rented to illegal migrants or who have or had reasonable cause to believe that they were renting to illegal migrants. We believe that that is the right approach, but a conviction will be possible only where the offence has been proven to the criminal threshold of beyond reasonable doubt. These offences are not designed to catch out a landlord who has made a genuine mistake, and it is difficult to foresee a situation in which it would be in the public interest to pursue a prosecution against a landlord making reasonable efforts to remove illegal migrants from their property There are concerns about people being evicted without adequate notice or without sufficient safeguards in place—and points were raised about these in the debate on some of the other amendments. However, safeguards already exist. The Secretary of State will serve notices only where she is satisfied that the migrant is here unlawfully and only after taking the migrant’s circumstances into consideration. Should there be recognised barriers to illegal migrants leaving the UK that are not of their own making, these will be taken into account The hon. Member for Glasgow North East (Anne McLaughlin) asked about measures relating to charities. Amendment 46 would create what we regard as a significant loophole in the right-to-rent provisions. It could lead to endless quibbling about what is meant by “significantly exceed the costs” and indeed about what constitutes “costs”. I responded in Committee to give an assurance on a number of different aspects, and said that many of the shelters would fall outside the provisions. Our concern is that rogue landlords would take advantage of the measures that the hon. Lady outlined, and we would not want to create such a loophole In the debate in Committee on the director of labour market enforcement, there was strong support on all sides for the creation of such a director, which has been reflected in today’s debate, too. The director’s role is already set out in the Bill. The director will set out the strategy for our enforcement bodies to stop exploitation and non-compliance across the spectrum, but there is a difference between the role of the director and that of the anti-slavery commissioner. If we look at all the different aspects of the labour market enforcement strategy, we judge that the provision is right, but we will obviously continue to reflect to ensure that it is appropriately framed On the issue of resources, we have recently announced that we will increase HMRC’s budget for 2015-16 by £4 million around the issue of the national minimum wage. The director will analyse the available funds across all the different aspects for which he or she would have responsibility Some have raised concerns about the offence. The Government would not want to prosecute those who have been forced to travel here and exploited for the profit of others, which goes to the heart of the matter. That is why the offence is not aimed at the victims of modern slavery. The statutory defence in section 45 of the Modern Slavery Act 2015 will apply On some of the issues raised by SNP Members, we maintain that the heart of the issues that matter here are reserved, so it would not be appropriate to accept the proposed amendments. New clause 16 would amend the compensation arrangements for those experiencing financial detriment as a consequence of an illegal working closure notice, but we believe that these provisions are already covered in paragraph 15 of schedule 3 and related safeguards, which are, in our judgment, sufficient. As for James Ewins’s review of overseas domestic workers, it will shortly be published and will no doubt be subject to further consideration at that stage I reiterate to right hon. and hon. Members that we have given careful consideration to the Bill and have reflected on a number of the points raised. I hope that, with the assurances I have given, right hon. and hon. Members will be minded not to press their amendments and new clauses to the vote.
ParlaMint-GB_2015-12-01-commons.u311	I beg to ask leave to withdraw the motion Clause, by leave, withdrawn. Clause 8 Offence of illegal working Amendment proposed: 19, page 5, line 2, leave out clause 8.—(Keir Starmer.) To omit the clause on the new illegal working offence and maintain the status quo.
ParlaMint-GB_2015-12-01-commons.u312	I beg to move, That the clause be read a Second time.
ParlaMint-GB_2015-12-01-commons.u313	With this it will be convenient to discuss the following: Government new clause 4—Duty to provide information for the purposes of transfers of responsibility. Government new clause 5—Request for transfer of responsibility for relevant children. Government new clause 6—Scheme for transfer of responsibility for relevant children. Government new clause 7—Extension to Wales, Scotland and Northern Ireland. New clause 1—Extended criteria for refugees joining refugee sponsors— ‘(1) Rules made by the Secretary of State under section 3 of the Immigration Act 1971, shall make provision for persons outside the United Kingdom to apply for family reunion with persons recognised as refugees in the United Kingdom, or granted humanitarian protection in the United Kingdom on or after 30 August 2005, who are their children, grandchildren, parents, grandparents, spouses, civil or unmarried partners or siblings (2) Rules made under subsection (1) may— (a) make provision for dependants of the persons therein mentioned; (b) make provision for a person who the Secretary of State is satisfied was a dependant of the refugee or person granted humanitarian protection or a member of their household at the time the refugee or person granted humanitarian protection left the country of his habitual residence; (c) restrict provision for siblings applying to join family in the UK to those who have not formed their own independent family unit outside of the UK (3) Family members seeking leave to enter or remain in the United Kingdom must— (a) be applicants who would not be excluded from protection by virtue of article 1F of the United Nations Convention and Protocol relating to the Status of Refugees if he were to seek asylum in his own right; (b) be applicants who would not be excluded from humanitarian protection for any reason in the immigration rules in the United Kingdom.’ This new clause would allow those separated from their family, and who have refugee or humanitarian protection status in the UK, to sponsor family members beyond spouses or under-18 children to join them. It would also remedy an anomaly that prevents children with refugee status in the UK from sponsoring their parents to join them. New clause 11—Review of rules relating to refugee family reunion— ‘(1) The Secretary of State must undertake a review of the current rules on refugees or those granted humanitarian protection reuniting with close family members in the UK. (2) The review under subsection (1) must consider— (a) the failure to implement Dublin Convention III, which allows for spouses or children under 18 with refugee status or those granted humanitarian protection to be reunited with family members in the UK; (b) options for allowing British citizens to sponsor close family members recognised as refugees or granted humanitarian protection; and (c) options for extending the criteria for family reunion to include children, grandchildren, parents, grandparents, spouses, civil or unmarried partners or siblings who have refugee status or have been granted humanitarian protection and have close family members in the UK (3) This review under subsection (1) must be completed and a copy must be laid before Parliament within six months of this Act receiving Royal Assent.’ Amendment 29, page 40, line 14, leave out clause 37 Government amendments 5 and 6 Amendment 31, in schedule 8, page 109, line 29, leave out from “(6)” to end of line 30 and insert— (none) “, for “section 4 or 95” substitute “section 95”; (iii) in subsection (7) for “section 4 or 95” substitute “section 95 or 95A”.” See explanatory statement for amendment 30. Amendment 40, page 112, line, leave out sub-paragraph (5) This amendment ensures that families with children under 18 receive section 95 support until they leave the country. Amendment 30, page 113, line 13, at end insert— ‘(2A) If the Secretary of State decides not to provide support to a person or not to continue to provide support to them, under this section , the person may appeal to the First Tier Tribunal.’ To reinstate a right of appeal against Home Office decisions to provide support (under Section 95 or new 95A). Amendment 2, page 119, line 21, at end insert— ‘(43A) The Immigration Act 1971 is amended as follows (43B) After section 3(9) (general provisions for regulation and control) insert— “(10) In making rules under subsection (2), the Secretary of State must have regard to the following (11) Rules must provide for persons seeking asylum, within the meaning of the rules, to apply to the Secretary of State for permission to take up employment (including self-employment and voluntary work) and that permission must be granted if— (a) a decision has not been taken on the applicant’s asylum application within six months of the date on which it was recorded, or (b) an individual makes further submissions which raise asylum grounds and a decision on that fresh claim or to refuse to treat such further submissions as a fresh claim has not been taken within six months of the date on which they were recorded (12) Permission for a person seeking asylum to take up employment shall be on terms no less favourable than those upon which permission is granted to a person recognised as a refugee to take up employment.”’ Amendment 42, in schedule 9, page 121, line 26, leave out paragraph 2 This amendment removes those provisions added by Schedule 9 that would prevent local authorities providing leaving care support under the Children Act 1989 to young people who are not asylum seekers and do not have leave to remain when they reach the age of 18 years. Government amendment 7 Amendment 43, page 122, leave out lines 16 to 34 This amendment removes those provisions added by Schedule 9 to the Immigration Bill that would prevent local authorities providing leaving care support under the Children Act 1989 to young people who are not asylum seekers and do not have leave to remain when they reach the age of 18 years. Amendment 44, page 122, line 46, at end insert ‘and, (c) he entered the UK as an adult.’ This amendment enables local authorities to provide leaving care support under the Children Act 1989 to young people who do not have leave to remain and are not asylum seekers. Government amendments 8 to 12 Amendment 45, page 124, leave out from line 11 to line 13 on page 125 and insert— ‘10B The Secretary of State shall provide adequate funding to local authorities to enable them to meet their duties under the Children Act 1989 to persons who do not have leave to enter or remain and are not asylum seekers.’ This amendment provides for the Secretary of State to make funding available to local authorities, as the specialist agency responsible for care leavers, to meet the duties set out in the Children Act 1989 in relation to young people who do not have leave to remain and are not asylum seekers. Government amendments 13 to17 New clause 2—Automatic deportation under the UK Borders Act 2007— ‘(1) Section 32 of the UK Borders Act 2007 is amended as follows (2) In subsection (2) substitute “12” for “6”.’ This new clause would require that non-British citizens who commit offences and are sentenced to 6 months in prison are deported automatically. New clause 10—Offence of presence in the United Kingdom without legal authority— ‘(1) Any person who is present in the United Kingdom after 1 June 2016 without legal authority shall be guilty of an offence (2) Any person who after 1 June 2016 enters or attempts to enter the United Kingdom without legal authority shall be guilty of an offence (3) A person guilty of an offence under subsection (1) is liable on summary conviction— (a) to imprisonment for a term not exceeding six months; (b) to a fine which in Scotland or Northern Ireland may not exceed £5,000, or to both (4) Any person who is convicted of an offence under subsection (1) shall be subject to a deportation order unless the Secretary of State deems such a deportation order to be against public interest (5) For the purposes of subsection (2) above, a deportation order shall be deemed to be in the public interest unless a certificate to the contrary has been submitted by the Secretary of State to the court.’ This new clause makes provision for criminal sanctions including deportation orders against those who have entered the United Kingdom illegally or who remain in the United Kingdom without legal authority. It adds to the existing offences under Section 24 of the Immigration Act 1971. New clause 12—Right of residence: registration certificates— ‘(1) Section 7 of the Immigration Act 1988 is repealed (2) Notwithstanding the provisions of the European Communities Act 1972, or any other enactment, any non-UK citizen resident in the United Kingdom without authority to remain in the United Kingdom provided by a valid visa, visa waiver, residence permit or other official permission must apply for a registration certificate to confirm their right of residence in the United Kingdom. (3) The Secretary of State shall by regulations prescribe the content of application forms for registration certificates and for the grounds on which an application made may be granted or refused and arrangements for appeals and final adjudications (4) The Secretary of State shall establish the registration certificate scheme, comprising the matters mentioned in subsection (3) and such other matters as he thinks necessary and expedient, by 30 November 2016 (5) Any person present in the United Kingdom after 31st December 2016 without legal authority or without having applied on or before 31st December 2016 for a registration certificate under subsection (2) above shall be guilty of an offence (6) Any person who, after 31st December 2016, enters or attempts to enter the United Kingdom without legal authority shall be guilty of an offence (7) A person guilty of an offence under subsections (5) or (6) is liable on summary conviction— (a) to imprisonment for a term not exceeding six months; or (b) to a fine which in Scotland or Northern Ireland may not exceed £5,000; or (c) to both (8) Any person who is convicted of an offence under subsections (5) or (6) shall be subject to a deportation order unless the Secretary of State deems such a deportation order to be against the public interest (9) For the purposes of subsection (8) above, a deportation order shall be deemed to be in the public interest unless a certificate to the contrary has been submitted by the Secretary of State to the Court (10) Any power to make regulations under this section is exercisable by statutory instrument (11) A statutory instrument containing an order under this section may not be made unless a draft of the instrument has been laid before and approved by a resolution of each House of Parliament.’ New clause 14—Minimum income requirement for partner visas— ‘(1) The Secretary of State shall within six months after this Act receives Royal Assent amend the Immigration Rules regarding a person applying for entry clearance to, leave to remain in or indefinite leave to remain in the UK as the non-EEA national partner or dependent child of a person who is— (a) a British citizen; or, (b) present and settled in the UK; or (c) in the UK with refugee leave or humanitarian protection to make provision as set out in this section (2) The minimum annual income requirement— (a) for the sponsor of the partner shall be the equivalent of one year’s full-time salary (net of tax and national insurance contributions, and allowing for four week’s holiday) at the rate of the National Minimum Wage as it applies to that individual; (b) for the first child in addition to the partner the additional sum of £2,500; (c) for each further child the additional sum of £2000 (3) The minimum annual income requirement as specified in subsection (b) may include financial support from third parties (4) In this section “full-time” will mean 35 hours a week.’ New clause 15—Adult dependant relative visas— ‘(1) The Secretary of State shall within six months after this Act receives Royal Assent amend the Immigration Rules regarding Entry Clearance in respect of an adult dependant relative of a person who is— (a) a British Citizen; or, (b) a person settled in the UK; or (c) in the UK with refugee leave or humanitarian protection to make provision as set out in this section (2) The Immigration Rules for persons specified in subsection (a) must not require as condition for entry that in the country where they are living— (a) the required level of care is not available; (b) there is no person in that country who can reasonably provide the required level of care; (c) the required level of care is not affordable (3) The applicant shall be adequately maintained, accommodated and cared for in the UK by the sponsor without recourse to public funds for five years.’ Amendment 39, in clause 20, page 25, line 18, at end insert— ‘(2A) In paragraph 2(2) after “examine” insert “at the point of entry into the United Kingdom.’ This amendment would end the practice of conducting speculative, in-country spot-checks and restrict the power to the point of entry into the UK. Amendment 36, in clause 25, page 32, leave out lines 20 to 23 This amendment removes proposed extension of powers of relevant officers—custody officers, prison officers or prisoner custody officers—to conduct strip searches of detainees for documents which “might” establish a person’s nationality or indicate “the place from which the person travelled to the UK or to which a person is proposing to go”. Government amendments 3 and 4 Amendment 27, page 39, line 6, leave out clause 34 Amendment 28, in clause 34, page 39, line 19, at end insert— ‘(5A) After subsection (3) insert new subsection— “(3A) Before a decision is taken to certify a human rights claim the Secretary of State must obtain a multi-agency best interests assessment in relation to any child whose human rights may be breached by the decision to certify.”’ To make sure that before a decision is made to certify any claim for out of country appeal, the best interests of any child affected by this decision must be considered. Amendment 34, in clause 58, page 50, line 11, at end insert— ‘(3A) Part 7 shall not come into force in Scotland without the consent of the Scottish Parliament.’ To prevent language requirements on public sector workers applying in Scotland without the consent of the Scottish Parliament. Amendment 1, in clause 59, page 50, line 18, leave out subsection (2) Amendment 37, in schedule 7, page 97, line 9, at end insert— ‘( ) The following provisions apply if a person is detained under any provisions set out in paragraph (current paragraph 1(1))— (a) the Secretary of State must arrange a reference to the First-tier Tribunal for it to determine whether the detained person should be released on bail; (b) the Secretary of State must secure that a first reference to the First-tier Tribunal is made no later than the eighth day following that on which the detained person was detained; (c) if the detained person remains in detention, the Secretary of State must secure that a second reference to the First-tier Tribunal or Commission is made no later than the thirty-sixth day following that on which the detained person was detained and every twenty-eighth day thereafter; (d) the First-tier Tribunal hearing a case referred to it under this section must proceed as if the detained person had made an application to it for bail; and (e) the First-tier Tribunal must determine the matter— (i) on a first reference, before the tenth day following that on which the person concerned was detained; and (ii) on a second and subsequent reference, before the thirty-eighth day following that on which he was detained ( ) For the purposes of this paragraph, “First-tier Tribunal” means— (a) if the detained person has brought an appeal under the Immigration Acts, the chamber of the First-tier Tribunal dealing with his appeal; and (b) in any other case, such chamber of the First-tier Tribunal as the Secretary of State considers appropriate ( ) In the case of a detained person to whom section 3(2) of the Special Immigration Appeals Commission Act 1997 applies (jurisdiction in relation to bail for persons detained on grounds of national security) a reference under sub-paragraph (3)(a) above, shall be to the Commission and not to the First-tier Tribunal ( ) Rules made by the Lord Chancellor under section 5 of the Special Immigration Appeals Commission Act 1997 may include provision made for the purposes of this paragraph.’ This amendment makes provision for automatic judicial oversight of detention after eight days, then after a further 28 days, and every 28 days for so long as detention lasts. Amendment 38, page 102, line 9, leave out sub-paragraphs (1) to (3) and insert— ‘(1) The Secretary of State must provide, or arrange for the provision of, facilities for the accommodation of persons released on immigration bail.’ This amendment makes provision for an impecunious detainee to be furnished with an address to facilitate their applying for bail, without which they are unlikely to be granted bail.
ParlaMint-GB_2015-12-01-commons.u314	In this part of the debate we turn to amendments and new clauses concerning the asylum system and the arrangements made for the support of failed asylum seekers who the courts have agreed do not need our protection The crisis in Syria and events in the middle east, north Africa and beyond have seen an unprecedented number of migrants and asylum seekers arriving in Europe. Some have gone on to reach the UK via northern France, including many unaccompanied asylum-seeking children. There are now nearly 1,000 unaccompanied asylum-seeking children in Kent County Council’s care, 300 of whom have had to be placed in other local authority areas. I would like to put on record my thanks to all those in Kent—all the officers and others—for the way in which they have responded to this challenge, but in our judgment a national response is required Additional funding has been made available to local authorities who take on responsibility for unaccompanied asylum-seeking children from Kent. We hope that the dispersal arrangements that have been put in place will remain voluntary. However, we have tabled new clauses 3 to 7 and Government amendments 5 and 6 to underpin the voluntary dispersal arrangement and, if necessary, enforce them, although we see this as a reserve backstop power. The amendments introduce a new power to facilitate the transfer of unaccompanied asylum-seeking children from one local authority to another; enable the Secretary of State to direct local authorities to provide information about their support to children in their care—this will inform new transfer arrangements; enable the Secretary of State to direct a local authority that refuses to comply with a request to accept an unaccompanied asylum-seeking child to provide written reasons; enable the Secretary of State to require local authorities to co-operate in respect of transfers; and enable the provisions to be extended across the UK by regulations, subject to the affirmative procedure and informed by further dialogue with the devolved Administrations.
ParlaMint-GB_2015-12-01-commons.u315	Does the Minister agree that the children of parents who will not return—to my mind, mostly because they cannot—face genuine obstacles to returning, namely their parents, and that we should therefore support those children because they have absolutely no choice in the matter?
ParlaMint-GB_2015-12-01-commons.u316	We had detailed and considered debate about this in Committee, to which the hon. Lady was party. The point I made there is that the family returns process engages with this so that we assist and work with families to bring about their return. She will recall our debates about the support that can still be made available by local authorities in respect of destitution cases. That support is potentially still available as we continue, as part of this process, to assist families in their entirety, with the appropriate safeguards, in seeing that they are returned if they do not have the right to remain in the UK The appeal statistics on asylum support do not give the full picture. In the year to August 2015, 37% of asylum support appeals were dismissed. Forty-one per cent. were allowed, but in many cases this was because the person provided only in their appeal the evidence required for support to be granted. Many of the remainder were remitted for reconsideration or withdrawn, in many cases also in the light of new evidence provided in the appeal. Few appeals related to the issue of whether there was a practical obstacle to departure from the UK. The previous independent chief inspector of borders and immigration found in his July 2014 report on asylum support that 89% of refusals were reasonably based on the evidence available at the time Amendments 42 to 45 would reverse the Bill’s reforms of support for adult migrant care leavers and require that they be provided with local authority support under leaving care legislation, even though all their applications and appeals to stay here have been refused. We believe that these changes are wrong in principle. Public money should not be used to support illegal migrants, including failed asylum seekers, who can leave the UK and should do so. The amendments would create obvious incentives for more unaccompanied children to come to the UK to make an unfounded asylum claim, often by using dangerous travel routes controlled by smugglers and traffickers. We are speaking of adults. If their asylum claim has been finally refused, automatic access to further support from the local authority should cease at that point. The Bill makes appropriate provision for their support before they leave the UK Amendment 2 would allow permission to work where an asylum claim has been outstanding after only six months, remove the caveat that any delay must not be of the asylum seeker’s own making, and lift all restrictions on the employment available. As we debated in Committee, we do not consider this to be sensible. We met our public commitments to decide all straightforward asylum claims lodged before April 2014 by 31 March 2015 and to decide all straightforward claims lodged from 1 April 2014 within six months. About 85% of cases are straightforward. We judge that this policy strikes the right balance. If an asylum claim remains undecided after 12 months, for reasons outside the person’s control, they can apply for permission to work in employment on the shortage occupation list. This is fair, reasonable and consistent with EU law.
ParlaMint-GB_2015-12-01-commons.u317	The Minister has talked about making regulations to extend provisions to Wales and about skills requirements. Does he agree that the Bill should recognise, in dealing with asylum claims, the distinct skills and immigration requirements of Wales, and enable the Welsh Government to provide input into Home Office immigration policy?
ParlaMint-GB_2015-12-01-commons.u318	I am afraid that I do not, on the basis that immigration is a reserved matter. The hon. Lady may be aware that the Migration Advisory Committee analyses differences in this regard between the countries of the UK, as well as regional differences. For example, in Scotland there is a separate shortage occupation list, so there is an ability to reflect variations across the UK in assessing evidence and policy New clauses 1 and 11 would widen the scope for refugee family reunion. I am aware of the calls from the Refugee Council and others for that. We recognise that families may become fragmented because of the nature of conflict and persecution, and the speed and manner in which those seeking asylum often flee their country of origin. Our policy allows the immediate family members of a person with refugee leave or humanitarian protection —for example, a spouse or partner, and children under the age of 18 who formed part of the family unit before the sponsor fled their country—to be reunited with them in the UK. The immigration rules allow for the sponsorship of other family members. By contrast, some EU countries require up to two years’ lawful residence before a refugee becomes eligible and impose time restrictions on how quickly family members must apply once their sponsor becomes eligible We have granted over 21,000 family reunion visas over the past five years. In our judgment, widening the criteria for inclusion would not be practical or sustainable. It might be a significant additional factor in how the UK is viewed by those choosing where among the different jurisdictions to make their asylum claim, and it would undermine our wider asylum strategy. Some have asked whether we have fully implemented the Dublin regulations. In our judgment, we have. The challenge is to get family members to make claims in EU countries to establish the links that operate under the Dublin regulations. That is often the impediment standing in the way of those who are entitled to this, but who need to start by making their claim in an EU country.
ParlaMint-GB_2015-12-01-commons.u319	Does the Minister not accept that the definition of a family is drawn incredibly tightly and is very cruel, for example to those with siblings or children over the age of 18? He says that extending the criteria would not be efficient or effective, but it would actually be one of the most effective ways of granting refugee status to more people. Such people will not put great pressure on our services because they will largely be looked after by their families.
ParlaMint-GB_2015-12-01-commons.u320	I recognise the manner in which the hon. Lady advances her point, but our judgment is that the policy strikes the right balance. Our family resettlement policy has rules, but equally, certain circumstances—for example, where there are older relatives, or issues relating to illness or medical need—allow for some greater flexibility within those existing rules. From our standpoint, the steps we are taking on resettlement are about an assessment of vulnerability. That is redolent of the approach we are taking in the camps, through the United Nations High Commissioner for Refugees, and how we are seeking to deal with resettlement.
ParlaMint-GB_2015-12-01-commons.u321	rose—
ParlaMint-GB_2015-12-01-commons.u322	I am delighted to give way to the right hon. Lady, who tabled new clause 1.
ParlaMint-GB_2015-12-01-commons.u323	May I press the Minister on the people who are currently excluded by the rules? For example, a case has been raised with me about a family of refugees from Syria. The parents are in this country with their younger children, but their 19-year-old daughter is still in Lebanon. She is unable to join them, even though she is also a refugee from Syria, because she is over 18, which is surely wrong. As a result, they are worried that they may have to pay people smugglers and traffickers to get her to Britain, which is a huge risk and would mean breaking the law.
ParlaMint-GB_2015-12-01-commons.u324	As the right hon. Lady knows, the current regulations are framed in a way that allows the resettlement of children under the age of 18. Our judgment is that that is framed in the right way. Adults seeking protection can use the normal route of claiming asylum in other countries. We do not think that resettlement should be extended beyond the current framework. As I have said, there are exceptions to that, particularly in cases of older relatives who have an illness. The rules can operate in a way that allows entry clearance officers to take such factors into account. Clearly, the rules are examined case by case, including by looking at whether leave falling outside the rules may be appropriate in certain circumstances.
ParlaMint-GB_2015-12-01-commons.u325	What is the option for that 19-year-old and so many other similar cases? Where does she go—should she get a boat across to Greece and try to apply there? The Dublin III arrangements are not working for people arriving in Greece and Italy. There are huge numbers of examples of that. What does the Minister say to that 19-year-old?
ParlaMint-GB_2015-12-01-commons.u326	We think that the Dublin arrangements are the right way to provide consistency of approach across the whole EU in dealing with what some have described as asylum shopping and with people’s ability to choose the jurisdiction in which they claim asylum. The key element is that we achieve a stable Syria, so that the people in those camps can see a stable future in which they will be supported there. Our response in relation to humanitarian protection, including the £1.1 billion that the Government have committed, absolutely matters. It is not simply about direct humanitarian protection; it is about education, about giving people a sense of hope and purpose and about ending up with a stable Syria to which people will be able to return as soon as possible.
ParlaMint-GB_2015-12-01-commons.u327	Does my right hon. Friend accept that, in 2013, the latest year for which I have statistics, there were only 72 convictions in magistrates and Crown courts for all the offences mentioned in section 24? Does he think the Government are taking the matter seriously enough?
ParlaMint-GB_2015-12-01-commons.u328	I pay tribute to my hon. Friend for the way in which he has advanced these issues and underlined the need for us to remain focused on the removal of those who have no lawful authority to be here and to address those who have sought to come into the UK by clandestine means. The most effective way of dealing with those matters is to have an effective removal process, and that is why we are legislating in this way in the Bill. I also want to highlight the work that we discussed in our debate on the previous group of amendments. We are working to achieve a speedier and more efficient and effective use of detention and to determine how that plays into a more effective removal process more generally. The measures are already in place, but my hon. Friend’s points relate fundamentally to our achieving more efficient and effective removal, which is an aim I share.
ParlaMint-GB_2015-12-01-commons.u329	May I take my right hon. Friend back to new clause 2, which relates to the deportation of non-British citizens who have committed offences here? I am persuaded by his response to the new clause, which was tabled by my hon. Friend the Member for Enfield, Southgate (Mr Burrowes), but will he tell us a little more? I understand that there is a number of countries to which it is extremely difficult for us to deport people in these circumstances. Are moves such as we have seen in relation to Jamaican prisons relevant to this issue, and has any progress been made with those other countries?
ParlaMint-GB_2015-12-01-commons.u330	My hon. Friend makes an important point. The issue of prison conditions is relevant, for example, as are prisoner transfer agreements and the bilateral arrangements that we have in place. Work is being done across Government on the return of foreign national offenders, which I know was a particular issue for my hon. Friend the Member for Enfield, Southgate, not simply in the Home Office, but in the Foreign Office, the Ministry of Justice and elsewhere, to look at these issues in the round and see what measures and mechanisms are available to us to enhance the process. My hon. Friend the Member for Bedford (Richard Fuller) was right to frame his point in that way. I assure him and my hon. Friend the Member for Enfield, Southgate that we are taking a joined-up approach across Government to use the measures that are available to us to enhance our response in respect of returns New clause 12 seeks to create a system that requires non-UK nationals, including EU nationals, seeking leave to enter and remain in the UK to obtain legal authority to remain in the UK. I agree with much of the thinking of my hon. Friend the Member for Christchurch (Mr Chope), but new clause 12 essentially seeks to curtail the free movement of EU citizens to the UK under existing treaty rights. I am not sure that legislation is the right way to approach that The Immigration Act 2014 limits the factors that draw illegal migrants to the UK and introduces tough domestic reforms to ensure that our controls on access to benefits and services, including the NHS and social housing, are among the tightest in Europe. We believe that the way to bring about real change is through effective renegotiation with the European Union. My hon. Friend the Member for Christchurch will be well aware of the letter the Prime Minister sent to Donald Tusk, the President of the European Council, to set out our approach and the broader stance we seek to take New clause 14 would require the Secretary of State to amend the minimum income threshold requirement for sponsoring a non-EEA national partner and any non-EEA national dependent children to settle in the UK. That would undermine the impact of the minimum income threshold, which the courts have agreed correctly reflects the public interest in controlling immigration to safeguard the UK’s economic wellbeing by preventing family migrants from becoming a burden on the taxpayer and by promoting their integration. A couple with income equivalent to the national minimum wage can still access income-related benefits and tax credits. A minimum income threshold set at that level would therefore not be sufficient to prevent burdens on the taxpayer once the migrant partner reached settlement and had full access to welfare benefits. It would also provide less support for the migrant partner’s integration in society. That is simply not an adequate basis for sustainable family migration and integration.
ParlaMint-GB_2015-12-01-commons.u331	Will the Minister clarify his position on the rules that prevent potential income from a non-EEA spouse from being taken into account? That income is not a burden on the UK taxpayer, so why is it still the Government’s position that it should be excluded?
