ParlaMint-GB_2015-12-11-lords.u1	That the order of commitment be discharged.
ParlaMint-GB_2015-12-11-lords.u73	The stand part debate? Very good. I support the Bill that the noble Lord, Lord Purvis of Tweed, has put forward, and congratulate him on doing it. I agree with the principle of it, but I do not agree at all with Clause 2, which seems far too long and detailed. We need to stop, reflect and think about principles. We need to start with a long period of reflection. I am also against Clause 3, which sets a timetable. Like the noble Lord, Lord Forsyth, I do not think it a timetable that could possibly work I was secretary-general of a convention which sat for 16 months, with four or five months of reflection, four or five months of working groups and then a drafting session at the end. We were overambitious and tried to do too much, and then were shut down by the Governments, who refused to extend our timetable. These were both mistakes. The idea of a period of reflection—which was President Giscard’s idea to begin with—was a very good one. That is how conventions should start. Clause 2 is overprescriptive in setting out the tasks that the convention should attempt—we are overdefining here My terms of reference would be very simple: “The convention must consider the governance of the kingdom, the relationships between its constituent parts and appropriate devolution of legislative and fiscal competence”. I would go back to principles. I do not think it a good idea to consider devolution to local authorities, as Clause 2(b) suggests. That is a secondary issue, and there is no reason in my view why there should be absolutely standardised devolution to local authorities across the kingdom as a whole. It could vary in the constituent parts On reform of the electoral system, I echo what the noble Lord, Lord Grocott, said. It seems to me that there is no longer a single electoral system: there are a lot of electoral systems. I have no reason to think there should be a standardised electoral system. It is not necessary for the system for local elections in Scotland to be exactly the same as that for local elections in England, for example—if such was the agreement of a convention starting from principles, Parliament should be invited to devolve generally I absolutely do not think that reform of the House of Lords is appropriate to a convention that is looking at principles. The composition of the House of Lords should be a function of the House of Lords: one needs to decide what the House of Lords is for. A constitutional convention ought to fetch up consideration of what cements the union—what are the appropriate ways of holding the union together? In my view, there is a considerable role for the House of Lords in that. But it would be a mistake to consider reforming the House of Lords at the same time as examining the fundamental principles, before you have reported back to Parliament and the country about those principles and discovered whether they are to some extent acceptable. There is too much bottom-up in here. We need to start with thinking about general principles, rather than getting into too much detail.
ParlaMint-GB_2015-12-11-lords.u74	Did the noble Lord notice that this very week, the Scottish Parliament sought to argue that the Sewel convention would apply to the Trade Union Bill? The Presiding Officer took the view that it would not but the First Minister indicated that she plans to have a word with the Prime Minister about this, arguing that because there are trade unions in Scotland, there is a Scottish dimension and therefore there should be some kind of legislative consent procedure. Does that not underline how important it is to define what is meant by the Sewel convention and to have legislation that is clear?
ParlaMint-GB_2015-12-11-lords.u75	I entirely agree with the noble Lord, Lord Forsyth, and look forward to agreeing with him again on Monday when the issue for debate is financial privilege.
ParlaMint-GB_2015-12-11-lords.u76	My Lords, first, I concur with and emphasise the point made by the noble Lord, Lord Kerr, about the need for this convention. I will not go through that—others made the point much more strongly than I could. I just want to make sure that that is clearly on record On the second issue, electoral reform, I think my noble friend Lord Grocott misunderstood whom he was addressing. He obviously thought he was addressing the noble Lord, Lord Wallace of Saltaire, but he will recall that there was another “Lord Wallace” in the Government before the election, and that he was in favour of this House moving to reflect the votes at the last general election—at which the Liberal Democrats got some 8%. Obviously, the fact that my noble friend thinks that the noble Lord, Lord Wallace, has moved is simply because it is a quite different Lord Wallace The only other issue is a serious one, touched on by the noble Lord, Lord Kerr, about the one bit of electoral reform that I hope will be considered very considerably: the votes of 16 and 17 year-olds. It seems the Government will play games over whether it is a financial measure, but if this House cannot, along with 16 and 17 year-olds who put their opinions forward, take a view on that, then I want—
ParlaMint-GB_2015-12-11-lords.u77	Surely the noble Baroness would accept that this matter was decided by the clerk in the other place and not by the Government.
ParlaMint-GB_2015-12-11-lords.u78	Indeed, but I understand that the Government were very happy to overturn the votes of this House, which decided that 16 and 17 year-olds should be able to vote in the referendum. There are bits of the electoral system that are worth looking at, if only because the Government seem unable to hear either the will of this House or the views of 16 and 17 year-olds.
ParlaMint-GB_2015-12-11-lords.u79	My Lords, I will make just a few, short points. First, I again congratulate the noble Lord, Lord Purvis, on this Bill. I always find it interesting to discuss these points. I am grateful to the noble Lord, Lord Steel, for being here and heed what he and the noble Lord, Lord Kerr, said. I will not repeat all the points I made at Second Reading. All I will say, briefly, is that this very short interchange shows that we will probably need a convention about the convention because it is so clear that we cannot quite agree on any of the terms. My noble friend Lord Forsyth called it ambitious. I think that is mandarin-speak for “virtually impossible to agree” on all these points. He said he was looking for the kitchen sink. We have the kitchen sink and, in the next debate, I think we are about to discuss the wiring and plumbing.
ParlaMint-GB_2015-12-11-lords.u80	It is probably fair that I respond to some elements of this debate, and in so doing I thank, first, the noble Baroness, Lady Hayter of Kentish Town. It is a pleasure to follow her and I also thank her for the throat pastilles that she gave me. It was a relief to see that this could be a relatively short Committee stage, so my voice can survive it. However, I can rely on the noble Lords, Lord Grocott and Lord Forsyth, to make sure that it is fully debated, in this “Second Reading in absence” debate that we have just had, in many respects I turn to the specifics raised by the noble Lord, Lord Grocott, before turning to some of the wider aspects that the noble Lords, Lord Kerr and Lord Forsyth, raised. It is a fair observation to say that the Bill states the need for reform of the electoral system. The noble Lord, Lord Grocott, is always very welcome to attend the all-party group, which considered the intention behind this. He might attend it as a radical, as the noble Lord, Lord Forsyth, said. There will be political theorists studying Hansard, so if the noble Lord, Lord Forsyth, is describing the noble Lord, Lord Grocott, as a radical, I need to go back to my political study books. The all-party group considered the number of systems that we have, including the changes brought forward in the Scotland Bill, whereby the Scottish Parliament will be responsible for its own franchise and mandate—and, in addition, how they all interact The fundamental feeling was that it was right that a convention should consider the interaction of all the electoral systems from the point of view of the voter and not from that of the institutions. In many respects, some of the debates on the role of Parliament and the institutions have been from the perspectives of the institutions themselves and not from that of voters. I see that the noble Lord, Lord Grocott, is itching to intervene, and I shall give way in just one moment. It is about that interaction, and how they operate; it is about how voters in my former area, for example, see two Parliaments, one elected on a proportional basis in Scotland and one here, where, as my noble friend Lord Wallace said, the Government were elected on 37% of the vote. The noble Lord asked me whether I referred to the electoral system of the United Kingdom Parliament, but that can only be a partial system, unless he is referring to the by-elections of hereditary Peers in this House.
ParlaMint-GB_2015-12-11-lords.u81	Surely nothing in the noble Lord’s proposal is from the perspective of the voter rather than the institution. There is surely no more effective way in which to discover the perspective of the voter than to hold a referendum whereby the voter gives the clearest possible response.
ParlaMint-GB_2015-12-11-lords.u82	Clause 4 indicates strongly that the composition of the convention is to be citizen- led. If the thrust of the proposals is to consider how the systems that we operate interact, including the systems of this Parliament—and, if we are moving towards reviewing the functions of this House, how it is subsequently elected—it is legitimate that it is part of a constitutional convention that is citizen-led I widen this now to the overall aspect. The noble Lord Forsyth, asked if I had reflected on the Second Reading. I had reflected, first, about those who said that the remit was far too broad and therefore that it was impossible for it to be successful and those who said that it was far too specific and did not even address first principles. I reflected, and I think the broad areas of the terms of reference meet most of the areas where the debates that we have had over the last month have drawn real focus on the need for consideration of how all these reforms are being held together. So yes, for devolution and for legislative and fiscal competence, there is the Scotland Bill, although it needs to make its passage. There is the Wales Bill and there are changes within England—and then, of course, there are the legislative changes to taxation for Northern Ireland. None of the thinking behind this proposal would set any of that back. The whole fundamental reason that the convention is necessary is there is no thread holding everything together. That has been a consistent element of all the debates on the Scotland Bill, for devolution in England, for the Northern Ireland taxation Bill, which this House considered, and with the forthcoming Wales Bill. The fact that there have been considerable delays to the presentation of the Wales Bill shows that there is not that coherence across the whole of the piece When it comes to the devolution of legislative fiscal competence in England, it is the same point. Part of the difficulty has been looking at the fundamental principles of the areas to be reserved, what is the right tax balance et cetera. This is again rehearsing the Second Reading debate, but it is necessary—
ParlaMint-GB_2015-12-11-lords.u83	On the point about the scope of Clause 2, will the noble Lord tell the House how many hours and how many meetings he anticipates would be required to cover this ground within a year?
ParlaMint-GB_2015-12-11-lords.u84	I cannot set that. Legislation cannot set that. Legislation can set what is a reasonable time for these areas to be considered, the political imperative about why they should be considered within 12 months and that the Government should report on them. Fundamentally, we should be going into the next UK general election with more consensus about the constitutional future of our union rather than with it fractured into a piecemeal approach. My noble friend Lord Steel called it a guddle; we will be having five years of guddle. A convention can consider these aspects within 12 months, and it is reasonable that a Government should have a timeframe in which to respond.
ParlaMint-GB_2015-12-11-lords.u85	Before the noble Lord moves on to his next point—I am sure he has many more—does he agree that this convention, this conference, or whatever it is, can talk until the cows come home about one aspect of what we have in Clause 2, namely, the electoral regime for the European Parliament? Surely that is fixed by the European Parliament.
ParlaMint-GB_2015-12-11-lords.u86	We can follow two models. It can be very short, like the Smith commission, which perhaps on reflection has been too short and has not considered the wider view of the people, or it can be like the Airports Commission. I would not use the Airports Commission as the model for the constitutional convention. We can do better, and I hope the Government agree on that point. The noble Lord, Lord Forsyth, tabled an amendment to the Scotland Bill for a convention to review the Bill, but it was late in the day, so he did not move it. I am pleased to see that the wind is back in his sails today at an earlier hour. If we are to have a convention, and it is to be citizen-led, it is not in any way an impertinence, as the noble Lord, Lord Forsyth, said, for the people of this country to consider what this second House does in Parliament. It is not an impertinence to involve the people of our country in considering a revising Chamber’s role and how its functions should be set.
ParlaMint-GB_2015-12-11-lords.u87	I did not plan to interrupt again, but as the noble Lord referred to me, what I said would be an impertinence was for an outside body to tell us how our rules and procedures should operate. The noble Lord, Lord Kerr, made the correct point. The constitutional convention should look at the high level—at the role and function of the House. Procedures are a matter for this House.
ParlaMint-GB_2015-12-11-lords.u88	There is nothing in Clause 2 that would prevent that. On that point of broad consensus—
ParlaMint-GB_2015-12-11-lords.u89	The trouble with overspecifying, as Clause 2 does, is that you require people, before they report, to have considered everything. The first report should be about principles. Perhaps that would be the only report and the convention would never meet again, or perhaps it would, but when it comes to things such as the House of Lords, it should be considering them on the basis of principles that have by that stage, one hopes, been debated across the country, in this place and the other place, and have achieved a degree of consensus. Then it would consider the role of the House of Lords in the union, how can it best discharge that role, and how can it best be composed to do so. If you put on your original shopping list that, before the convention tells us anything it must make sure that it includes proposals to reform the House of Lords, you are making a terrible mistake. You would do much better to stick to the high ground of principle.
ParlaMint-GB_2015-12-11-lords.u90	As a Liberal Democrat, I never want to move away from the high ground of principle. The noble Lord seeks to bring me down to lower land Fundamentally, I do not believe we are that far apart. Of course a convention will have to start with consideration of what the principles of this union are. I rehearsed that argument at Second Reading and I need not do so again. Equally, though, I know the Government are taking forward a programme of reform, much of it based on cross-party consensus, with legislation and proposals, and I would not wish to set those apart. As I said, the fundamental difficulty is over how all those are being held together under the principles that the noble Lord indicated. I believe that setting a framework of specific areas that the convention should cover, within the overall aim of trying to secure a holistic view of what the union is for, is captured within Clause 2.
ParlaMint-GB_2015-12-11-lords.u91	My Lords, if ever I had any doubts about the need for a written constitution, the very short debates that we have had on Clauses 2 and 3 stand part have proved the need for it. We have heard in miniature today a repeat of the hundreds of hours and millions of words spent on reform of the House of Lords. The idea that there can be some form of citizen-led consensus is, frankly, nonsense. We are faced with a constant clamour for this Chamber to be an elected House. I have no objection to that in principle—in fact there is much to be said for it—but what has not been discussed by any method is the relationship between the two Houses once we have an elected House. You cannot have two elected Houses without their powers being specifically defined As an example of how things seem to have changed, we recently had a little kerfuffle—a stooshie, as I like to call it—over tax credits. This House decided to reject the statutory instrument, and the Government immediately had a knee-jerk reaction and set the noble Lord, Lord Strathclyde, to look at how things should be changed. The fact that the Chancellor of the Exchequer accepted in their entirety the views of this House on tax credits validates the right of this House to reject the statutory instrument. Perhaps the best thing we could do is to say that the noble Lord, Lord Strathclyde, should be stood down Much has been said. Constitutions; elections; the number of possible ways of voting, such as first past the post and proportional representation; the possibility that this House might be indirectly elected according to the proportion of the votes cast at the general election—all these have been discussed, and again there has been no consensus. I think that the clamour for election means that it is now inevitable, but one has to realise that the moment when the first elected Member enters this House, the whole dynamic will change. Perhaps it will change even before there is an elected House, because this House will then have the legitimacy to challenge fiercely the House of Commons, in a way that it has never challenged before. The only way to ensure that the supremacy of the House of Commons is maintained is by a written constitution Given the earlier debate about the difficulties caused by the number of tasks that this convention has to do, I hesitate to add yet another; nevertheless, I think it is essential. This set of affairs is very interesting but I believe very strongly in a written constitution. Of course, there is no guarantee that it would solve all the difficulties between the two Houses, especially two elected Houses. Implicit in my proposed new clause is the suggestion that, if there is to be a written constitution, there has to be a mechanism for change, and that takes us to interesting places and possibilities. It is interesting, for example, to look at the United States constitution, which dates from March 1789. Since then, 37 amendments have been proposed, 27 of which have been ratified. Interestingly, the 27th was first proposed in 1789 but was never actually ratified until May 1992 —200 years later—so I suppose that one could argue that written constitutions are no short-term issue Of course, written constitutions can be overturned and manipulated. The most notorious example of manipulation of a constitution was what happened in the old South African Parliament before the end of apartheid. Written into the South African constitution were what we call entrenched clauses, which could be changed only by a two-thirds majority of both Houses of Parliament sitting together. The Government of the day wanted to remove the right of Cape Coloureds to be on the common voters’ rolls in Cape Province. They argued that they had a mandate for change and therefore they tried to amend the constitution by a simple majority in each House The courts in South Africa—which, by the way, have been seen as a bastion of freedom—ruled that that was not possible, so the Government came up with the wheeze that they would declare that the elected House of Parliament would become a high court of Parliament and would then rewrite the constitution. Not surprisingly, that, too, was rejected. The South African Government then simply increased the size of the Senate, increasing the numbers that could be nominated to it, thereby getting the two-thirds majority that they desired. As a matter of insurance, they increased the size of the Appellate Division of the legal system with their own placement to make sure that the law did not interfere again with what they were doing. In fact, they did not need to do that because the courts accepted that that was possible A written constitution is certainly necessary. If you think that the clamour—I call it a citizen-led clamour—for change is bad now, can you imagine what will happen when the second Chamber is elected? There will be incessant demands for change, should there be a clash, so a written constitution is an absolute necessity. I suspect that we are going to get constitutional change sooner rather than later, and when that time comes it is essential that the new, elected House of Lords, for want of a better phrase, and the elected House of Commons do not spend their early days squabbling about constitutional matters—about who has the right to do this and who has the right to do that There are far too many cynics around today who denigrate not just our parliamentary and political systems but the whole idea that politics has anything to offer. Nothing would give them more joy than to see a new system involved in arguments about who had the right to do this, that or the other. Although I do not like a written constitution—I gather that the noble Lord, Lord Kerr, has the same view—I am absolutely convinced that it is necessary for the good of the country and the future. I beg to move.
ParlaMint-GB_2015-12-11-lords.u92	Americans are always very surprised that we get by without a written constitution. That we could create a Supreme Court and lose the Law Lords from this House without any sort of supermajority or national consultation, merely by votes of these two Houses, baffled them. I have always been against a written constitution and feel that the arguments against it grow with devolution The difficulty posed by a written constitution, once you have got one, is that of amending it when new circumstances arise. If we had a written constitution in this country now, with devolution where it now is, we would be like the United States in 1787: we would be obliged to make sure that there was at least a majority of the constituent parts of the kingdom in favour of the change. If the majority was a simple majority, with three to one in favour, we would have a recipe for difficulty in the future. If it was four to zero, we would have a recipe for deadlock in the future. Although I have been inveighing against the Government for being a little over-flexible in their approach to constitutional change, flexibility is a good thing and I am therefore against the amendment I served the convention in an official capacity and three Members of this House were genuine members of that convention. They would all have believed that the noble Lord, Lord Purvis, is correct and that we should have a convention on this, so having me working for them did not turn them absolutely off the idea of a convention. The worst mistake we made—I can say that I argued against it—was what we called our product, which was a draft treaty between individual nation states and began with listing the signatories to the treaty, such as the King of the Belgians and so on. On the title page, we wrote that it was a “Draft Treaty establishing a constitution for Europe”. That was a great mistake, because it was not; it was a treaty. The idea of a written constitution for Europe was offensive to quite a few people. It was a terrible mistake. Flexibility is, on the whole, a good thing—though it can be carried too far, as recent events in this country have shown. Therefore, I speak against this amendment.
ParlaMint-GB_2015-12-11-lords.u93	My Lords, I am not absolutely certain that the Labour Party has a position on this. However, as it has never called for a written constitution, I am going to take it that the Labour Party is against a written constitution—or at least, I am. As I said at Second Reading, I had a lovely cartoon from the New Yorker showing bewigged, 18th-century gents writing the American constitution and then putting at the end, “And no one will ever alter this” I do not support my noble friend on this amendment. However, had he used the word “concordat”—something to get the relationship between the two Houses agreed, which in some sense goes to what the noble Lord, Lord Forsyth, said earlier about function; that we should agree what the role of the two Houses are—I would have thought that this was a brilliant amendment. The idea of us having that serious conversation is one that I absolutely support. There are really big questions about that. It is not just about whether we get to vote on statutory instruments. It is about the relative roles in that and how often it is used. Particularly when we think of our size, if we become smaller and still have no retirement age, we will have an increasingly older and smaller group of people doing that diligent work on statutory instruments. Those are important discussions. I like one part of the amendment, which is to give some serious thought as to the function of both Houses. But please, while we may not be bewigged we should not be setting in stone the way in which we work in the short term.
ParlaMint-GB_2015-12-11-lords.u94	My Lords, I do not think it will surprise noble Lords to hear, at 12.50 pm on a grey Friday, that the Government do not support a written constitution. I agree much more with the noble Lord, Lord Kerr. He spoke very eloquently about the need for flexibility. Of course, as noble Lords will know, this country did once try a written constitution—in 1653, if memory serves me right. It lasted for about four years with the Instrument of Government. It was not a particularly happy time in our nation’s history and we have survived quite well without one for getting on for 400 years. As the noble Lord, Lord Kerr, says, we have flexibility borne out of various parts of our legislative past—the Magna Carta, the Bill of Rights, the Act of Settlement and the Great Reform Act. Parliament has been adding to that canon, and advancing and evolving the constitution for centuries. That is a fundamental part of our polity On the specific clause, as my noble friend Lord Forsyth made clear, this is adding even more to the work of the superhuman convention, manned by the world’s constitutional experts, who will be working frantically to get it all done. I would just point out that were this Bill to be passed, there is no detail on the scope or content of the written constitution. As this short debate has highlighted, we are not entirely clear what would be included and what would not—maybe the entire process of the convention itself. Furthermore, it is not entirely clear that the Secretary of State would be able to make any further provision or provide any guidance on this constitution when it was presented, which was a point made so eloquently by my noble friend earlier. The convention would have superhuman powers not only in the sense of its ability to come up with solutions, but in the effect that it would have. Therefore, I fear that the amendment would not enhance the Bill but make it even less feasible.
ParlaMint-GB_2015-12-11-lords.u95	My Lords, I would just reflect on how solid is our base and how flexible is our constitution. From what I have been reading and hearing about the Magna Carta this year, I understand that two clauses of it are still in force and 75 are no longer in force. If one reads the Bill of Rights carefully, there is a very substantial anti-Catholic element, some of which is actually still in force, but has been weakened. The things that we refer back to as the foundations of our constitution are in many ways deeply inappropriate and we get by by ignoring them.
ParlaMint-GB_2015-12-11-lords.u96	I heed what the noble Lord so rightly draws out. My point would be that these are the foundation stones on parts of which we have been building over the centuries.
ParlaMint-GB_2015-12-11-lords.u97	My Lords, I enjoy the interactions with the Minister on this aspect, although we do not see eye to eye. I think he was referring to the previous constitutional history of England when he said “this country”. It is worth mentioning that. We often have to reflect on the previous errors of England in the constitutional history of these nations—plural I understood the amendment to require, as the noble Baroness, Lady Hayter, indicated, a more codified relationship between the House of Commons and House of Lords, and that it was not a consideration of a wider British written constitution. But I respect the extensive experience of the noble Lord in the other place and in this House, and share many of his views about the need for a more codified relationship in respect of our governance. It is interesting that those who now seem to set their faces against that—primarily the Government—are happy to institute processes that do not necessarily have any end or focus at all One example was the debate we had on incremental and gradual change of the House of Lords. Any objective observer of that process would feel that what the Minister said was a criticism of my Bill, but it could be applied exactly, in fact more so, to the process of reform that his own party is putting forward. That is amplified by the fact that the noble Lord, Lord Strathclyde, has proposed that external people should interfere in the procedures of this House, a point made by the noble Lord, Lord Forsyth. It is probably more appropriate for the Government to adopt a slightly different tone, because there is now justification for moving towards a more codified system of relationships between the nations and our governance I shall go back to the point made by the noble Lord, Lord Kerr. Incidentally, if the Minister thinks that a superhuman expert is required for the running of such a convention, the more the noble Lord, Lord Kerr, contributes to that debate, the better. Much as he may indicate that he is ruling that out, I cannot think of anyone more qualified or who could give me greater assurance in running this constitutional convention. He pointed out some of the difficulties we have been having without a more codified system that also ultimately seeks a degree of flexibility Turning to the amendment, if the conclusion of the convention’s deliberations was that our relationship with the legislation we consider needs to be dealt with through a written constitution, that would be one of the benefits of such a convention and a justifiable part of it. I take on board the points made by the noble Lord, Lord Hughes, but I ask him to withdraw his amendment on the basis that the convention should be empowered to consider this issue itself.
ParlaMint-GB_2015-12-11-lords.u98	My Lords, I am grateful to all noble Lords who have taken part in the debate. As is often the case in such debates, rather than introduce clarity, I seem only to have introduced more confusion. It is clear that I have not been able to persuade the Committee of the magnitude of the change that will happen if we have two elected Chambers. It is a recipe for clashes all the time, so in my view it is essential that that is taken on board. I appreciate the difficulties of time, but the noble Lord said that it would be a mechanism for changing the written constitution. I said in my opening remarks that there would have to be mechanisms for doing that. If there is no mechanism such as a written constitution, how would we adjudicate between two elected Houses? I suppose that there is only one other possibility. Each time there was a failure to agree, it would have to go to judicial review. However, it would be somewhat ironic to abolish a predominantly nominated, unelected House of Lords of whatever number, only to be governed by a small number of unelected, appointed judges. That needs to be considered more deeply than it has been in the past. I also take on board what the noble Lord, Lord Purvis of Tweed, has said. I beg leave to withdraw the amendment.
