ParlaMint-GB_2015-03-19-commons.u1	1. What steps he is taking to help households improve their energy efficiency
ParlaMint-GB_2015-03-19-commons.u314	Does the right hon. Gentleman share my bemusement at the fact that Labour Members are complaining about our rate of economic growth and the low levels of unemployment? This country is respected around the entire world for its position on all such matters, which affect the livelihoods of our constituents across the country. I am surprised that Labour Members will not acknowledge even one point when it comes to this Government’s great, solid, sensible economic management.
ParlaMint-GB_2015-03-19-commons.u315	The hon. Gentleman is right. I do not think that the shadow Chancellor mentioned the word “employment”, which is interesting because when we first entered office we heard nothing other than the threat of mass unemployment Let me pursue the argument about how we will deal with the deficit in the future. It is perfectly right to say that the parties could debate our actual priorities. To be fair to my Conservative colleagues, they are quite explicit about how they wish to deal with the deficit by relying on reductions in public spending. They recognise, as we do, that there is still a significant problem left. This morning, my right hon. Friend the Chief Secretary set out a different way of achieving the same objective. We all have a responsibility to deal with the problem, and we suggest going about it through a different mixture of taxation and spending. The Conservative approach is to deal with it through spending cuts, and given where they come from politically, that is perfectly understandable. Our approach is different: it is a mixed approach, with a ratio of 55% spending increases to 45% tax increases With that different balance, we could do more for the NHS. We have talked to Simon Stevens about the finances required to sustain services, including the extra £8 billion and the commitment on mental health. As far as my Department and its work in supporting growth is concerned, I can say—I do not know what my shadow can say, because he is not in the Chamber—that, on such a trajectory, we could sustain spending on the Budget headings that support growth. Those headings cover the industrial strategy and business support; financial interventions, such as the business bank, the green investment bank and the regional growth fund; innovation, which we need to double by the end of this decade if we are to be competitive internationally; science and research, which we plan to grow in real terms, and which the Chancellor has shown a particular interest in and whose budget he supports; adult skills, further education colleges and apprenticeships; and higher education teaching, research and student support. Those are my priorities, and I am very interested to hear what the Opposition’s are. I think their priority is tuition fees, and I will make a little analysis of how that will be done in a moment.
ParlaMint-GB_2015-03-19-commons.u316	My right hon. Friend made a very important speech relating to banks, particularly in rural areas. Will he be kind enough to give us a few extra thoughts on that question? For example, the last bank in Eccleshall in my constituency has been closed. Does he not regard that as a very retrograde step? It is very important to maintain facilities for banking in rural areas.
ParlaMint-GB_2015-03-19-commons.u317	The hon. Gentleman is absolutely right to say that that is a very retrograde step. The Economic Secretary and I have had discussions with the banks about how to deal with that problem, and about how to mobilise the post office network—under this Government, it has been saved and stabilised—to provide an alternative. I am not absolutely certain, but I hope that an announcement will be made within the next few days to protect the position of the last bank in the village.
ParlaMint-GB_2015-03-19-commons.u318	There was a £30 billion unanswered question in yesterday’s Budget. We know that there will be £12 billion of cuts in welfare, but will the Secretary of State outline to the House where the axe will fall for the remainder?
ParlaMint-GB_2015-03-19-commons.u319	If the hon. Lady read the document that the Chief Secretary introduced this morning, she would get a very clear picture. I have explained the 55% to 45% split, which is quite explicit, and I am very happy to defend it.
ParlaMint-GB_2015-03-19-commons.u320	I am very pleased by the announcement in the Budget of additional support for British businesses exporting to China, but will my right hon. Friend continue to press the case for ever-greater investment in UK Trade & Investment, and for its reform, so that we can start to help small and medium-sized enterprises to export to important emerging countries, such as Brazil, Argentina and India?
ParlaMint-GB_2015-03-19-commons.u321	The hon. Gentleman is absolutely right. Indeed, UKTI’s work these days concentrates on supporting SMEs. As a country, we underperform on the contribution of the SME sector to exports, compared with countries such as Germany, and that is the focus of UKTI’s work. I would also emphasise his other point on the need to build up our relationship with China. We have worked very hard on that, and the Prime Minister and the Chancellor have led from the front on our relations with China, which are good. The establishment of the new financial institution, in which Britain is a co-investor, is a signal of the importance we attach to our relations with China, and that will continue.
ParlaMint-GB_2015-03-19-commons.u322	My right hon. Friend is making a very thoughtful speech, in marked contrast to that of the shadow Chancellor, who was more Henry VI than Henry V. Will he comment on the staggering paucity of the cuts the shadow Chancellor will make? They appear to have been dreamed up on the back of a plain-packaged fag packet. How will the shadow Chancellor get rid of the deficit just by abolishing police and crime commissioners and by not opening a few more free schools? I still do not understand how he is going to solve the problem of the deficit.
ParlaMint-GB_2015-03-19-commons.u323	The hon. Gentleman is absolutely right. I thought it might be useful to take one element of the Opposition’s policies to see how utterly incoherent it is. I want to home in on the particular issue of how they would fund a reduction in tuition fees. To be frank, this is a tricky subject for all parties. All parties, including the Labour party, have gone back on their commitments. My party has done so, and I know that the Conservatives had some embarrassment in 2005. I would have thought that common sense suggested we ought to draw a line under this episode. I know from the feedback I get from the shadow Cabinet that the shadow Chancellor has been a voice of sanity in this debate, but his leader has not listened to him. Clearly, I am parti pris on this matter, but let me read a comment made yesterday by a man who describes himself as having been “responsible for delivery in Downing Street under Tony Blair” I am not sure that I would want that on my CV, but he is very happy about it. Referring specifically to this proposal, he said: “The result would be to spend almost £3bn to subsidise high earners of the future. The present system is attracting more students than ever, especially from low-income families. In 2004, before fees were introduced”— by the previous Government— “14 per cent of the lowest socio-economic fifth…went to university; last year 21 per cent did. Labour’s proposal therefore offers not ‘more for less’ but ‘less for more’.” The position is actually worse than that, because we do not understand how it will all be paid for. A £2.6 billion gap needs to be filled to pay for the cap. The original idea was that there would be some kind of granny tax, with grannies paying extra into their pensions. That comes down to the proposal about the pension pot. The proposals that the Chancellor made yesterday diminished considerably the resource available from that source, so where will the money come from? Even if the Labour party can identify where the money will come from, how can it guarantee to universities that the money will get from the grannies to the Treasury to the universities? How exactly will that be sustained in the years ahead This is not just a debating point; these issues really matter. The feedback that we are getting from universities is that they have stopped investing because there is a political risk—although it may not be high—of a Labour Government. Universities have stopped investing and are having to fall back on their reserves. Some universities, such as Cambridge, have said that if this policy were to happen, they would drastically reduce the number of students they admitted and cut back on their supervision. The quality of education would suffer It requires a particular kind of genius to dream up a proposal of such transcendental stupidity. I was going to ask the person responsible to stand up and tell us what it is all about, but the shadow universities Minister is not here. He is the same guy who left the note saying that there was no money left. What he is now proposing is that universities should experience precisely the same treatment.
ParlaMint-GB_2015-03-19-commons.u324	The Business Secretary fought the last election on a promise to stop the Tory VAT bombshell and a promise to abolish tuition fees. Which does he think was the bigger mistake of the two?
ParlaMint-GB_2015-03-19-commons.u325	We did not promise to abolish the VAT bombshell. We did make the promise on tuition fees and that was a mistake. We have regretted it and apologised for it I just wish that the Labour party would have the same wisdom, because if it ever gets into office, it will go down this road and it will do severe damage to the budget and to universities. The worst thing about this policy is that the primary beneficiaries will be the investment bankers of the future. The shadow Chancellor has been going around complaining about millionaires’ tax cuts. What he is now advocating is a millionaires’ debt-relief scheme.
ParlaMint-GB_2015-03-19-commons.u326	To use the right hon. Gentleman’s own words, would he describe the promise to abolish tuition fees at the last election as transcendentally stupid?
ParlaMint-GB_2015-03-19-commons.u327	The promise was not to abolish tuition fees, but to not increase them. We did increase them and that was a matter of regret.
ParlaMint-GB_2015-03-19-commons.u328	I speak as a representative of the one party in this House that has not gone back on its promise on tuition fees. There are no tuition fees in Scotland. The Secretary of State talks about the costs of the policy, but was not one of the difficulties in the recession the huge amount of personal borrowing? Students are now leaving university owing a fortune because of tuition fees and the other costs of their studies. How will that work through the economy in the future?
ParlaMint-GB_2015-03-19-commons.u329	I was hoping that we would have an intervention from the Scottish nationalists, because they illustrate better than anybody else the stupidity of this policy. There have not been tuition fees in Scotland and the quality of university education is declining because there is less resource. The worst thing of all in Scotland is that in order to maintain this policy, they have raided the budgets of further education colleges, taking money from working-class children in Scotland to finance middle-class undergraduates. That is a very retrograde policy. If anybody wants to see where Labour’s policy will lead, they should indeed go to Scotland. Let me turn to the bigger question of inequality, because many of the accusations that are made by the Opposition relate to the question of whether we have become a more unequal society. It is certainly true that if we talk about the top 1%, there is extreme wealth. Some of it—that created by entrepreneurs and risk takers—is totally understandable in a free-enterprise society, but much of it is not. That problem is shared across the world. It is true of the top 1% in social democratic Scandinavia and in communist China. These people can move, and they can move in and out of our country. It is to the credit of the Chancellor that he was able to say yesterday that the share of income tax that is paid by the top 1% has risen under this Government from 25% to 27% Of course, there is one way in which the ultra-rich in society can be made to pay that they cannot run away from, and that is by targeting high-value property. That is one area where my party has common ground with the Labour party If we take the wider issue of income distribution and the effects of austerity, the evidence is clear. People in the top 10% or 20% have contributed more than average in cash or percentage terms to the austerity programme and deficit reduction. For an objective measure of inequality, we should look to bodies such as the Institute for Fiscal Studies, which is totally independent and has been a thorn in the side of successive Governments. It has done an analysis of income inequality before and after this Government, looking at the basic Gini coefficient, and found that inequality in income is lower today than in 2007-08. If one digs into the figures a little further, one finds that the numbers depend on which consumer index is applied. However, even if one applies different consumer indices, the IFS analysis shows that, at the very worst, income inequality is no worse under this Government than it was under the Labour Government. I hope that when we hear the righteous indignation in future, the basic facts about this matter will be properly understood.
ParlaMint-GB_2015-03-19-commons.u330	Will the Business Secretary confirm that because of measures such as the bedroom tax and what has happened to tax credits—things that have happened only because of Liberal Democrat votes—the quintile that has made the second biggest contribution is the poorest 20% of families in our country? Does he feel proud of that?
ParlaMint-GB_2015-03-19-commons.u331	It depends entirely on how we look at the combination of tax and tax credit. The simple point is that the top quintile—the top 20%—has paid four times as much in deficit reduction as the group to which the right hon. Gentleman referred.
ParlaMint-GB_2015-03-19-commons.u332	Of course, the poorest in our society are the people who are on benefits. The Chief Secretary to the Treasury has ruled out support for the £12 billion of cuts to the welfare budget, which would make income inequality even greater for the poorest people in our society. If the Secretary of State does not support those cuts, what cuts does he support to fill the gap?
ParlaMint-GB_2015-03-19-commons.u333	Let me deal with one of the points of righteous indignation that is made about welfare cuts—the point about the so-called bedroom tax. The problem with it is that the idea of relating housing benefit to the size of accommodation did not start under this Government; it was a long-standing policy in relation to people in private rented accommodation. Where we have disagreed with our Conservative colleagues—we have made this explicit—is in saying that the so-called bedroom tax should not apply retrospectively. If people are given an offer of accommodation in the council house sector and they turn it down, they should pay it, but if they do not receive a satisfactory offer, they should not. That is a point of difference. The sheer righteous indignation bears absolutely no relation to the history of this problem.
ParlaMint-GB_2015-03-19-commons.u334	Will the Secretary of State give way?
ParlaMint-GB_2015-03-19-commons.u335	I will take the hon. Lady’s intervention later Let me turn to the broader issue of living standards. It is blindingly obvious that in all the western countries that were hit by the financial crisis, there has been a fall in real wages. That has happened everywhere. Countries—including ours—were made poorer, production fell, productivity fell and, although we got more people back into work, real wages fell with it. I am putting this in terms of basic economics. Unless real wages had been kept “sticky”, as Keynes termed it, they were bound to fall, and they have fallen. The alternative was what has happened in France, Spain and Italy, where real wages were maintained, but where there has been mass unemployment as a result, particularly among younger workers. That has not happened here, which is a blessing The figure that the Chancellor produced yesterday is highly relevant, because what matters to households is not just wages but people’s take-home pay and disposable income. Disposable income involves not just wages but tax credits and taxation, and families are now better off then when we came to office. That is a result of several interventions, the most crucial of which was lifting the tax threshold. We made the radical, massive change of lifting the income tax threshold from £6,700 to £10,800, and that has brought a great deal of relief at a time of economic crisis to 27 million people. Three million people have been lifted out of tax altogether—mainly women on part-time earnings—and that has benefited workers by the equivalent of £800 a year. That has cushioned working people from the effects of the crisis, and there should be some acknowledgement of that from the Opposition Benches.
ParlaMint-GB_2015-03-19-commons.u336	I must challenge the Business Secretary on what he has said about the impact of this Government, which includes the Liberal Democrats and their policies. The Institute for Fiscal Studies clearly states that as a result of tax and spending changes, low-income families, particularly those with children, are proportionately worse off, and incomes have reduced by £1,100. We cannot avoid those facts.
ParlaMint-GB_2015-03-19-commons.u337	As I said, the whole of society was hit by the economic crisis, but it is clear that the poorest in society have not been proportionately badly hit, and the people at the top have paid proportionately more. I remind the hon. Lady of what the IFS data said, which was that if we take into account inequality in all its aspects—that includes tax, tax credits and earnings—in income terms Britain is more equal, or as equal now as it was under a Labour Government. Labour Members may need to explain why the economy got into that position when they were in office, but that is what the independent sources tell us In addition to the tax allowance, the other key step has been protection of the minimum wage and the Low Pay Commission. I was alarmed by comments made yesterday by the Leader of the Opposition about the minimum wage. I am not one of the people who wants to trash everything that the right hon. Member for Kirkcaldy and Cowdenbeath (Mr Brown) did when in office. There were some mistakes but also some good things, not least making the setting of interest rates independent through the central Bank—a very positive step. Supporting science was another positive step, as was the establishment of the Low Pay Commission as a mechanism for deciding what is in the national interest as far as the minimum wage is concerned, and how we balance the perfectly natural wish of working people to see their wages rise with the overall interests of the economy and employment What was alarming about the comments of the Leader of the Opposition yesterday was that he now wishes to turn that valuable inheritance into a political football. I think he originally said that he would determine politically that there should be an £8 minimum wage, regardless of the conditions of the economy. Yesterday it was “at least £8”, but why not £8.50, £9 or £10? We could all bid in a Dutch auction on the minimum wage, but it would be ruinous for the economy.
ParlaMint-GB_2015-03-19-commons.u338	So when a year ago the Chancellor of the Exchequer announced his goal of a £7 minimum wage, did the Business Secretary think that was equally an error?
ParlaMint-GB_2015-03-19-commons.u339	The Chancellor did not announce that as a goal; he made a projection about what, under certain assumptions, the minimum wage would be. He has agreed with me and we have a combined view that we should accept the advice of the Low Pay Commission, which is what we have done. We have maintained a valuable institution, and I am seriously worried about the irresponsibility that has crept in as a result of that simple populist gesture by the Leader of the Opposition. That is not just damaging to the economy in the future, but it undermines a valuable institution that his predecessor brought in.
ParlaMint-GB_2015-03-19-commons.u340	At least the Secretary of State is being consistent on this issue. Will he confirm that in 2012 the Government froze the national minimum wage for those under 21?
ParlaMint-GB_2015-03-19-commons.u341	We have always made a clear distinction between the basic recommendation on the minimum wage, which every Minister in my position has accepted, and some of the second-order questions. We have changed the recommendation on apprenticeships, and indeed others, but the recommendation on the basic minimum wage is fundamental and something that Ministers of both Governments have honoured. The Leader of the Opposition—for reasons that are unclear beyond anything other than political populism—now proposes to destroy that tradition, and that is very retrograde.
ParlaMint-GB_2015-03-19-commons.u342	I share the right hon. Gentleman’s experience of having opposed the minimum wage when it was proposed by the previous Government, although I now realise that was a mistake and have been converted to the value of it, given how it has worked. Does he agree that if the political debate follows what the shadow Chancellor wants, and each of the parties—all seven of them, no doubt—says what it would tell employers to pay as a minimum wage, we go back to the danger that I initially feared of unemployment being caused by bidding up, for vote-catching reasons, the basic pay of people trying to get into work?
ParlaMint-GB_2015-03-19-commons.u343	Order. Before the Secretary of State replies, may I gently say that 23 Members wish to take part in this debate, and he has been speaking for nearly 35 minutes. I understand that he has generously taken lots of interventions, but will he perhaps think about all his colleagues who still wish to speak?
ParlaMint-GB_2015-03-19-commons.u344	I will certainly respond as you wish, Madam Deputy Speaker. I think I have taken at least 23 interventions, but I am happy to cruise to a conclusion on that note If we are going to lift real wages and living standards, that must be done through the growth of productivity. That is the only way it can happen. A whole set of measures in the Budget suggest how that can happen in the long term. It must come through skills and innovation, and there was a series of constructive initiatives—catapults, science capital investment, driverless cars, the internet of things, the energy research institution, and other things—in the Budget. Cumulatively, those will drive up productivity in British industry One announcement that perhaps did not receive as much attention as it should have done was about trying to improve the way funding flows through apprenticeships and a voucher system that enables employers—particularly small companies—to acquire the skills they need. The key, however, will be business investment, and I have already pointed to improving trends in that respect. One lesson of our period in office is that under the difficult conditions we have had, by investing judiciously through bodies such as the regional growth fund, the Green Investment Bank, and the British Business Bank, the Government can stimulate significant amounts of additional private investment I will finish with an announcement in response to a question that the Leader of the Opposition threw out yesterday about the Green Investment Bank. We have agreed that that is a successful initiative that stimulates private investment, and for £2 billion from Government there has been £3 billion extra from the private sector. We want to build on that success and are looking at a range of options for bringing private capital into the Green Investment Bank, and to give it greater operational freedom and enable it to borrow in capital markets. That will provide it with an alternative channel of funding, and ensure its future as a lasting and enduring institution. There was a great deal of excitement earlier this morning about the alternative route to fiscal policy that my party was advocating, and it is right that in the run-up to the general election we should have a different approach to how we balance the budget. However, there was a lot of common ground, and this was a joint coalition Budget that we are proud to have been associated with. It was about economic growth—we are now the most successful in the industrial world having been in the worst crisis—and about rising business investment, exceptional levels of employment, and rapidly falling unemployment. All that is taking place at a time when the public finances have been approved, and we have moved from being a basket case to a successful economy.
ParlaMint-GB_2015-03-19-commons.u345	rose—
ParlaMint-GB_2015-03-19-commons.u346	Order. I have to apply an eight-minute time limit to ensure that everybody gets eight minutes.
ParlaMint-GB_2015-03-19-commons.u347	I shall confine my remarks to the Chancellor’s speech yesterday. According to him, Britain is now walking tall and basking in the glow of economic recovery. From my constituency perspective, those words will ring hollow to many. It is difficult to feel pride or walk tall when going to a food bank, which is the reality for an increasing number of people desperate for alleviation of the policies that the Government have implemented over the past five years. Talk of walking tall and the sun shining rings hollow in their ears This is not just about those at the sharpest end of the Government’s policies, however; it also applies to the average family. Indeed, we have already debated income levels for average families over the past five years, and the overwhelming consensus of opinion and analysis is that there has been a considerable reduction in average incomes over those years. That is certainly the day-to-day experience of most MPs, either in their surgeries or knocking on doors. We cannot blame the public for being so cynical. If they hear the litany of Government achievements, they cannot help comparing it with their day-to-day lives Then there is the fear. The Government tell us that in spite of all this success more cuts need to follow and that those cuts will be sharper over the next few years than in the last. We cannot blame people for wondering, if we are doing so well and have suffered so much, why we have to have another round of cuts. It is because the so-called long-term economic plan is in reality just an extension of the Government’s failed short-term economic plan. They failed to reach their target on deficit reduction because, in spite of the headline economic fears, they have driven us in the direction of a low-income, low-productivity economy, resulting in a reduction of the tax receipts necessary to reduce the deficit Presented with the conundrum of how to get economic growth with lower tax receipts, all the Government have to offer is more of the same. They have outlined another £30 billion-worth of cuts to come, with £13 billion coming from departmental spending—I shall address the implications of that in a minute—and £12 billion from welfare. Can we blame the public for being cynical, given that the Government have been promising welfare cuts for the last couple of years but welfare spending has in fact increased The Government also say they will protect pensions. What does that mean for the balance of welfare provision for other people? It implies huge cuts. We cannot blame the public for being concerned. The Government say that £5 billion will come from blocking tax avoidance and evasion. Given their rather dubious record on securing money from that source so far, we cannot blame the public for being cynical There has been an improvement in manufacturing—part of the Government’s so-called rebalancing exercise—but it has been very modest. Indeed, in January, it actually declined. We were told that we had a £1 trillion export target for 2020, but we are less than halfway there. Research and development, which is key to keeping Britain’s advanced technology advantage over other countries, has been falling behind other developed and developing countries, and according to the OBR projection it is going to fall further. Bank lending to business—essential to get the investment needed to expand our economy—has lagged throughout One element that bothers me in particular about the headline £13 billion cut to departmental spending is this: if some Departments are protected, others will not be and will have to take a disproportionate spending cut, and one of those will be the Department for Business, Innovation and Skills. Notwithstanding our occasional differences, I recognise that the Secretary of State has been a doughty champion of business interests in this country, and to have a disproportionate amount of those cuts focused on his Department could have the most profound long-term implications for the so-called long-term economic plan. I fear for the future of BIS and the policies it promotes, which are vital to getting the sort of economic growth we need I want to conclude with a couple of remarks about a potential gaping hole in the figures. We have already debated student loans, tuition fees and so on, but I find it astonishing that the Secretary of State did not refer to the resource accounting and budgeting charge—the cost of the non-repayment of student loans and its future implications for the budget. It is now reaching about 50% and is estimated to be about £30 billion by 2030. The implications are enormous. Labour’s policies would address at least part of the problem. The Government can accuse Labour of being irresponsible, but they have failed to demonstrate how it is responsible to introduce a system that will leave a legacy financial black hole on the scale they are talking about According to the OBR, the Government are going to sell the student loan book after all—I praise the Secretary of State for blocking it. When we heard evidence on that point, experts told us that if they wished to sell it, they would have to offer sweeteners or sell it at a hugely discounted rate. I would like to know whether the Chancellor has factored in the cost of selling the student loan book and whether the sum involved will meet the Government’s financial projections.
ParlaMint-GB_2015-03-19-commons.u348	It is a pleasure to follow the hon. Member for West Bromwich West (Mr Bailey), but he will not be surprised to hear that I did not agree with his analysis at all. I gently ask him to reflect on how he will explain to his constituents during the election campaign his party’s plans to reduce the deficit, because we got none of that detail during the shadow Chancellor’s contribution It is a pleasure to support the Budget, against the backdrop of the fastest-growing economy in the G7, a record number of jobs having been created, with employment at a record high, the deficit down, the national debt starting to fall as a share of the economy, GDP up 7.8% since 2010 and more than 750,000 new businesses having been created. That is in stark contrast to the contribution from the shadow Chancellor, whose extraordinary strategy is both shallow and hollow, as articulated earlier. There is seemingly no policy framework and no detail, which is why he and the shadow Treasury team are focused purely on trying to scare the electorate into believing there are going to be VAT increases and NHS cuts, neither of which is true In 2010, I made a contribution in the House urging the Chancellor and the Government to do four things. The first was to control public expenditure to improve the UK’s credit rating and to reduce yields on Government bonds and gilts to allow more of taxpayers’ money to be spent in the UK, rather than being sent abroad. The second was to encourage the Chancellor to dismiss the scaremongering that fiscal consolidation and public expenditure control lead to economic slowdown: they do not. Instead, we will have an expansionary fiscal consolidation. The third was that once expansionary fiscal consolidation delivers greater consumer confidence, the tax burden should be revised down. Fourthly, as expansionary fiscal consolidation delivers, businesses should be encouraged to invest as confidence returns. All those facets have been delivered by this coalition Government, to the benefit of all our constituents throughout the United Kingdom These strategic macro-economic achievements have led to real, lasting, positive impacts on people’s lives in my Boston and Skegness constituency. There has been a 23% drop in jobseeker’s allowance claimants since 2010, while 3,500 new apprenticeships have started in my constituency over the same period. Approximately, 5,400 people have been taken out of paying tax altogether, and thousands have had their income tax bills reduced by the raising of the income tax thresholds. In addition, freezing fuel duty has been an important lifeline for many of my rural communities The driving force behind the economic recovery is inevitably the private sector—businesses. That is why I warmly welcome some of the announcements in the Budget: supporting the digital infrastructure strategy; supporting farmers by extending the averaging period, which is a huge and important change for farming communities such as mine in Lincolnshire; simplifying the tax system, including the abolition of class 2 national insurance for the self-employed—a huge simplification that will benefit up to 5 million people; the much needed review of the anachronistic workings of the business rate system. Those all provide further evidence that Government Members are on the side of business and Labour Members are hostile to business I have three specific requests for the Treasury team. The first is to continue to assess and make sure that there is fairness in the public sector funding formulas. Rural areas such as Lincolnshire still do not get their fair share of resources, particularly in education and police funding. Neither do they reflect the speed of population change in some parts of the country Secondly, in his immigration speech in Derby, the Prime Minister announced a fund to alleviate some of the pressures on towns such as Boston that have seen significant inward economic migration. Will the Exchequer Secretary say a little more in her response about when the details of this fund will be announced, the scale of support that will be available and the criteria that will have to be met for the distribution of the funds My third request is for an assurance from the Treasury of its continued commitment to flood defences. I was pleased to see that 47 new projects are being added to the six-year programme and pleased about the acceleration of some programmes, such as Lade Bank pumping station and the North Forty Foot drain, in my constituency. This is vital for the protection not just of people and property, but of valuable agricultural land on which we all rely as we purchase food in our United Kingdom supermarkets. I was pleased, as I am sure you were, Mr Deputy Speaker, to see on page 84 of the Red Book that business contributions to flood defence projects are now tax-deductible expenditure—a huge and welcome addition to the armoury for financing flood defences In conclusion, it is clear to me that significant progress has been made by this Government in rebuilding the shattered economy we inherited from the Labour party. Debt is down; borrowing is revised down; growth is revised up; employment is up. The Chancellor and his team are effervescing with innovation: personal saving allowances and Help to Buy ISAs have been strongly welcomed by hard-pressed savers and young aspiring home owners. This Budget evidences and demonstrates not only that the long-term economic plan is working, but that the short-term plan is working, too.
ParlaMint-GB_2015-03-19-commons.u349	I congratulate the right hon. Member for Boston and Skegness (Mark Simmonds) on making a strong speech, but I have quite a few differences with it, as I shall explain. What we had yesterday was a Budget that does not meet the challenges of the future, as we are living in an increasingly uncertain world and this Budget does not provide a proper plan to deal with that The Business Secretary talked about memory. While we have already heard today that the Liberal Democrats backed the bedroom tax and supported an increase in tuition fees, we should remember, too, that they supported getting rid of the education maintenance allowance and agreed to scrap the Building Schools for the Future project, which affected many schools in my constituency. The Liberal Democrats’ greatest crime, however, is giving cover to the Tory Government to allow them to implement austerity, which has impacted disproportionately and negatively on constituencies such as mine. This gives the lie to the view that the recession and the financial crisis were Labour’s fault. We all know it was down to the banks, and we all know that when Labour left office in 2010 growth was up and unemployment was down. That is the reality This Government failed to keep their promises, failed to meet their target on reducing the deficit and failed on borrowing. Their austerity measures in the early part of this Parliament strangled the recovery that had started under the last Labour Government. I could go on about a number of measures, but we should never forget VAT policy, because a Tory Government always raise VAT Whatever gloss the Chancellor tried yesterday to put on his economic record and the prospects for the future, the fact remains that the recovery is fragile. The International Monetary Fund says that our real gross domestic product per head is below that of the US and well below that of Germany and France. The productivity problem has not been addressed by this Chancellor or this Government, and we have seen no sign yet that the large cash reserves held by businesses are being released for investment. That is another interesting sign. Many of the jobs created are, of course, insecure, temporary or fixed-hours-contract jobs. Insecurity presents a real problem; many of my constituents are finding that insecurity stops them planning for their future—whether it be in buying a house, picking a holiday or deciding on some of the most basic things in life This Government could have done much more on investment in infrastructure and capital projects, and I am sorry that the Chancellor did not say more about them yesterday, rather than making promises of jam tomorrow. Many road and rail projects that the Government have previously announced and trumpeted were planned or started under Labour. We need to do more on investing in our infrastructure. Given the cheap rates of borrowing available to the Government, they should have done more with investment, allowing them to provide many more quality jobs Lots of schemes could have been taken forward in every constituency. Let me mention the campaign to restore a lock and open up the Bridgewater canal to the Manchester Ship canal in Runcorn. This was a brilliant scheme put forward by the Runcorn locks restoration society, and it would also help Runcorn town centre. This is a typical example of where money could be found, and I hope that the next Government will do so Businesses, and especially small businesses, are still having problems borrowing money, which clearly is stunting further growth. The inability to get banks to lend to small businesses is one of the biggest failures of this Government. I am pleased that a Labour Government will do more to help small businesses. In particular, we will cut business rates for 1.5 million small businesses and then freeze them the following year. A Labour Government will do more Of course we have to attract businesses to constituencies such as mine. We do attract them. Halton council has done very well in that respect, but we need more help. Unemployment remains stubbornly high, particularly among the young, and there is a real problem with those not in employment, education or training with an above-average number of our young people in that category. The minimum wage will be important for providing better security, as well as helping people with their pay A couple of areas have not been dwelt on sufficiently in the debate so far. If this Government get back in, we will see cuts falling badly on local government, to which I shall return, and on defence, which has seen significant cuts already and no guarantees about the future. The police have been cut significantly, as well I find the way in which austerity cuts have been imposed on local government appalling. Local government has important responsibilities, not least for child protection and care and provision for the elderly, yet we have seen massive cuts. My local council, Halton, is considered to be a good and well-managed authority, but between 2010-11 and 2015-16 its Government grant will have been reduced by £46 million, or £365 per head. That is a substantial cut, and the £11 million reduction in next year’s grant represents a further cut of £87 for every man, woman and child. By contrast, the cuts per head in east Cheshire—which is in the Chancellor’s constituency—and West Oxfordshire will be £23 and £32 respectively. Scandalous, unfair cuts are hitting the most socially deprived areas in the country, and putting services in serious danger by lessening councils’ ability to fund and run them. The future Government must address that important issue Another big problem in Halton is housing, especially the supply of housing, including social housing, and the inability of young people to get on to the housing ladder. In response to the Chancellor’s announcement of Help to Buy ISAs, today’s edition of Inside Housing states: “David Orr, chief executive of the National Housing Federation dismissed the move ‘as another short-term initiative for first-time buyers, not a Budget to end the housing crisis.’…The Chartered Institute of Housing has also criticised the move… ‘While the help to buy ISA may help some first time buyers to overcome barriers to home ownership, it fails to address the fundamental problem—that we are simply not building enough homes.”
ParlaMint-GB_2015-03-19-commons.u350	Does the hon. Gentleman accept that the Budget also provides for a doubling of the number of housing zones, which do address the issue of supply?
ParlaMint-GB_2015-03-19-commons.u351	As the hon. Gentleman will know, we have promised that if we win the election in a few weeks’ time, we will build 200,000 houses a year. That is a significant improvement on what the present Government have done. They simply have not done enough, and the fact is that there is a major problem with the supply of not just private but social housing. There are nearly 1,350 people on the housing waiting list in Halton, which is one of the smallest boroughs in the country, and the average waiting time is nine years. Housing represents a large part of all MPs’ casework, and a future Government must do something about it. I have already said what Labour will do The Chancellor did not say anything about the crisis in the NHS. We know that waiting time targets have been missed, that accident and emergency departments are crowded, and that access to GPs is a problem. We know that people are experiencing real difficulties as a result of waiting times, involving not just A and E services but some other procedures. We have clearly stated that we want to improve access, and to save and transform our NHS with a “time to care” fund worth £2.5 billion, which will pay for 20,000 more nurses, 8,000 more GPs, and a guarantee of cancer tests within one week. The NHS is a fundamental part of our society, and it is appalling that the Chancellor did not refer to it yesterday In Halton, the reality of what has happened under this Government—which the Chancellor failed to address yesterday—is that many people are in poverty and experiencing a cost-of-living crisis. People are unable to heat their homes properly, and there has been a massive increase in the use of food banks. Hundreds of families in Halton have suffered as a result of the bedroom tax. Many are struggling to find jobs, and, as I said earlier, a large number of those jobs are insecure and part time. Security is a key issue for my constituents and others, and it must be addressed.
