ParlaMint-GB_2015-03-06-commons.u1	I beg to move, That the House sit in private Question put forthwith (Standing Order No. 163).
ParlaMint-GB_2015-03-06-commons.u105	My hon. Friend is right. The debate at the time concentrated on what would happen if a Prime Minister changed in the course of the Parliament—that has happened many times in our history, and I maintain that it is the right of Parliament to decide such matters through the leaders chosen by parties Because the policy was absent from our manifesto, the current coalition was negotiated behind closed doors, even before the House had met after the election, but that will be as nothing compared to the public anger if coalitions are formed, broken and reformed within the five-year term of a Parliament without any new election taking place to give them legitimacy and if the Act is used as the excuse for not going back to the people, pushing power into the hands of politicians and denying it to the people who give us our authority. If the Government were to lose a confidence vote, the Prime Minister could not, as they could in the past, call an election and dissolve Parliament. Under the Act, the Opposition would have a chance to cobble together their own majority by wooing potential partners and doing what could be seen as unseemly deals by making promises to buy little pockets of support in the House All this would happen hidden from view in the corridors of Westminster, with a ballot box nowhere in sight. In this scenario, the leader of a smaller party acting as kingmaker could simply walk away from their coalition partner and prop up the coalition without taking the trouble to ask any voter for their opinion However, if a party had a slim overall majority and wished to refresh its mandate and ask the people for their view, it could do so only by repealing the Act—which would be the easier option—as I am trying to do, I hope with the foresight that seems to be lacking in the major parties, or by tabling a motion of no confidence in itself, a step that my right hon. and learned Friend the Member for Rushcliffe (Mr Clarke) has described as an act of voluntary euthanasia. Even if that were tried, it might not get through, because some in marginal seats might defy the Whip to vote against their own Government in order to preserve their own lives in this House. That is an argument I have heard echoed, from someone supporting the legislation, on the grounds—would you believe it, Madam Deputy Speaker?—that they cannot get a mortgage for their second home unless they can commit to a five-year job. Thus, the constitutional structure of this House and the laws we make are in some cases being determined by rational financial judgments by Members of Parliament looking after their own interests. Who can be said to be bought by money, except by looking at a case like that? It makes some of the other influences on this House look puny These are unintended, permanent consequences of an Act that was designed to fix a temporary problem. It is in every party’s interest and every voter’s interest to have strong, accountable Government. To do so, all parties should realise that what was done—and for a good reason: to hold together this five-year coalition—is not going to work in the future and will have perverse consequences. It compels all of us to combine now, before it can be said to be in any one party’s interests, to repeal the Fixed-term Parliaments Act and to make the change effective from the day after the election on 7 May I should make it clear that I have received significant indications of support, resting at the moment at between 100 and 200 colleagues, on both sides of the House, of all ages and from all sorts of constituencies, who say that they think this was wrong. We do not know what the outcome of the next election will be, but many think it will be less certain than many we have seen in the past. If it is uncertain, this Act will render it even more so and will have very perverse influences over the proper actions and complexion of the politics of this House. If we do not repeal this Act now, we will all regret having to live with a law that was suitable for holding together one term of Parliament, but will turn out to be wholly inappropriate for all of those that follow.
ParlaMint-GB_2015-03-06-commons.u106	I am very glad to follow my right hon. Friend the Member for Rutland and Melton (Sir Alan Duncan) and the, to my mind, wholly persuasive case he made for the repeal of this legislation I should hold my hand up right at beginning. Like, I am sure, most if not all of us here, I think there are votes that with hindsight we regret. I did vote Aye on Second Reading of the Fixed-term Parliaments Act Bill, believing that it was an issue that was worthy of debate in the House, but I am glad to say that I abstained and refused to support the Government on Third Reading The case that is made for fixed-term Parliaments rests in part on the assertion that if the Prime Minister is able to pick his or her spot to hold a general election, they can do so to the best party political advantage of their own party. The falsity of that argument was of course conspicuously demonstrated in February 1974, when Ted Heath decided to go to the country on “Who governs Britain?”, and the electorate in their wisdom decided three weeks later: “Not you, Ted.” I had very valuable and close personal experience of another such demonstration of the falsity of the argument in 1978, when I was Margaret Thatcher’s parliamentary private secretary. We began our usual weekend tour in a washing machine factory in Somerset. At about half-past ten, I had to extract Margaret from her characteristic scientific and housewifely close inspection of a washing machine to tell her that No. 10 had just announced that Prime Minister Jim Callaghan would be making a ministerial broadcast at six o’clock that evening. It was, of course, an electrifying moment. The news could mean only one thing: the Prime Minister was going to call a general election So the day proceeded, with mounting excitement. There were hugely growing crowds wherever we went, and a hugely increased number of television crews. Margaret always had a profound sense of Conservative party history, and we ended up, ready to deliver the programmed evening speech, in Tamworth. There we were, at 5.59 pm, in Margaret’s suite at the hotel, when, on the dot, the expected courtesy call came through. The operator said “The Prime Minister’s private secretary is on the phone. He wishes to speak to Mrs Thatcher.” Margaret, with wonderful aplomb, deputed her diary secretary, Caroline Stevens, to take the call. Caroline took the call, which was very brief, and then said “Mrs Thatcher, the Prime Minister’s private secretary has asked me to tell you that at six o’clock the Prime Minister will make a broadcast announcing that he is not going to call a general election.” No such ministerial broadcast had ever been made before, and I do not think one has been made since If Jim Callaghan had gone to the country in October 1978, would he have won? At the time, most of the pundits agreed that it would have been a very, very close-run thing. But, as we all know, after the winter of that year—the winter of discontent—Jim Callaghan’s Government was dead in the water by the following May The question with which the Bill presents us is this: what is the right choice once the Government of the day have lost the confidence of this elected House, by however small a majority? Let it not be forgotten that, when we won a no confidence vote before the May 1979 election, we won by a majority of just one. I am absolutely clear in my own mind about what should not happen in such circumstances. No Government should be perpetuated behind closed doors on the basis of “You scratch my back and I’ll scratch yours”. There should be no negotiations between political leaderships with no reference to the House and with no reference whatever to the electorate The crucial democratic principle must surely be that the day when an elected Government of this House lose the confidence of this House, by however small a majority, is the day when it is for the British people and the British people alone to decide the future of the Government in a general election.
ParlaMint-GB_2015-03-06-commons.u107	I congratulate the right hon. Member for Rutland and Melton (Sir Alan Duncan) on a stirring speech in which he spoke with great authority. The freedom of the Back Benches has allowed him to speak out on a great many issues, and I find myself agreeing with him uncomfortably often. The right hon. Gentleman is right to say that having fixed terms is a substantial departure, and not only for this Parliament: Parliaments and Assemblies in Scotland, Wales and Northern Ireland are now moving towards the five-year fixed term, with important but limited caveats on when elections can take place—a two-thirds majority vote or a motion of no confidence Section 7 of the Fixed-term Parliaments Act 2011 makes provision for these matters to be revisited in 2020, which is not that far away, albeit clearly not sufficient for the right hon. Gentleman and others who have spoken today. I am not going to rehearse at length the arguments for and against fixed-term Parliaments, as they are well known. I certainly cannot match the anecdotes of the right hon. Member for Tonbridge and Malling (Sir John Stanley), but I can try to be a proceduralist and statistical and say there is some evidence from the university of Oxford that over the past 70 years the ability of a Prime Minister to choose his time has, notwithstanding the mistakes Edward Heath and James Callaghan may have made, on the whole given an advantage amounting to an estimated 6% of public support, which is not insignificant I think civil servants are very fond of fixed-term Parliaments—I suspect that might be an argument against—and in terms of certainty and allowing better planning, fixed-term Parliaments are an asset. I could tell a small story of my own here. In 2007, when there was some rumour of a general election being called, I remember disappearing into the tunnel on the Eurostar with an announcement imminent, and I came out the other end not knowing whether we were in the middle of a general election campaign or not. I mention that only to say that although a lot is said about the time wasted in prolonging Parliament, quite a lot of time and nervous energy is wasted in planning for elections that never happen Perhaps the main argument against fixed-term Parliaments is what we have seen over the past year, in what has been called the zombie Parliament. The rather sad way in which business has been dragged out and has collapsed or has been of an insubstantial nature has not been a great credit to this House. I am not sure, however, that one can draw the conclusion from that that is entirely the fault of fixed-term Parliaments, or fixed-term Parliaments of a particular length. It might simply be due to the way this Government have conducted their business. In the Labour party manifesto of 2010 there was a proposal to move towards fixed-term Parliaments, but of a four-year duration. That was our preference, and it may be our preference again in the future I believe that, given what is in the 2011 Act, the best course of action is to wait until 2020 and see what happens, and then take a slightly more considered view than can be taken in the course of one Parliament on whether fixed-term Parliaments are working and five years is the appropriate length of time. The right hon. Member for Rutland and Melton, who has more experience and wisdom than I do in these matters, might be entirely right. I simply say that I think it is a little precipitate, having gone through the process of getting us to where we are, immediately to reverse that decision. There might be an overwhelming consensus—not just one of 100 or 200—for reform again when we get to that stage, but for the present purposes I say that we are, reluctantly, unable to support his Bill.
ParlaMint-GB_2015-03-06-commons.u108	This short Bill would repeal the Fixed-term Parliaments Act 2011 in its entirety. The Government have been consistent and clear since their formation about their commitment to parliamentary reform and to making our system as transparent and fair as possible. Indeed, even before the formation of this Government, there were references in all three of the major parties’ manifestos to reform of this nature. If I may, I shall refresh hon. Members’ memories on this front. The Labour manifesto stated: “We will legislate for Fixed Term Parliaments” The Liberal Democrats said that they would “Introduce fixed-term parliaments to ensure that the Prime Minister of the day cannot change the date of an election to suit themselves.” The Conservatives said that they would make use of the “Royal Prerogative subject to greater democratic control so that Parliament is properly involved in all big national decisions” That last statement would certainly give cover for the introduction of fixed-term Parliaments, which we went on to do.
ParlaMint-GB_2015-03-06-commons.u109	If those words mean what the Minister thinks they mean, how can they be consistent with the specific pledge in the Conservative party manifesto that within six months of a change of Prime Minister there should be a general election?
ParlaMint-GB_2015-03-06-commons.u110	The wording was obviously broad in its scope—[Laughter.] It could be interpreted in a number of ways, and it might have had specific reference to the Executive powers relating to declaring wars, armed conflicts and so on. However, it certainly gives a degree of cover for the introduction of fixed-term Parliaments The Fixed-term Parliaments Act was introduced to remove the prerogative power of dissolution through fixing parliamentary terms for the first time in general election history. The Government believe that there are numerous advantages to fixing parliamentary terms. First, the Act prevents the incumbent Prime Minister from calling a general election to their own schedule—for example, when their popularity is particularly high or when it is to their party’s advantage to do so. This enhances the democratic status and standing of our political system overall. The Government believe that it was wrong that Prime Ministers were able to use their position by choosing to hold general elections to their own schedule, and the Political and Constitutional Reform Committee also acknowledged this as a key reason for the Act Secondly, removing this power from the Executive and giving it to Parliament enhances the democratic credentials of our political system overall, as Parliament alone can trigger an early election. It was the view of the PCRC that this significant surrender of Executive power was arguably unprecedented in this country’s history.
ParlaMint-GB_2015-03-06-commons.u111	But that is not correct. Parliament can do that only if there is a two-thirds majority, and even then it cannot force a general election because, following the vote of no confidence, it would still be open to the Executive and the Opposition to put together some sort of deal. We effectively have a five-year Government dressed up as a five-year Parliament.
ParlaMint-GB_2015-03-06-commons.u112	There is a degree of flexibility in the provisions that allows for the premature dissolution of Parliament, and various scenarios are possible, including the one to which my hon. Friend has alluded In addition, the Act provides a number of useful advantages to the Government, Parliament and wider society. Not only does it provide greater predictability and continuity, enabling better long-term legislative and financial planning; it also provides much greater political stability. That is not the stability of the graveyard or a zombie Parliament, as the hon. Member for Hammersmith (Mr Slaughter) alleged in his speech; quite the contrary. This is not a zombie Parliament; the Government have shown themselves to be active all the way through to these last few weeks Let us look at some of the statistics. In this Parliament, the House is due to sit for more days than in any of the three Parliaments under the last Administration. In the 2010-15 Parliament, we will sit for 734 days, compared with 718 days in the 2005-2010 Parliament, 585 days between 2001 and 2005, and 643 days between 1997 and 2001. By the end of March, 23 Bills will have been passed in this Session alone, of which four have received Royal Assent: the Finance Bill; the Data Retention and Investigatory Powers Bill; the Childcare Payments Bill; and the Wales Bill. That compares with the 13 Bills in the last Session of the last Parliament under the Labour Government Fixed terms have allowed us to plan the legislative programme effectively and ensure that we have enough time for full parliamentary scrutiny, which is essential in our model of representative democracy. In this Session alone, we will have legislated on: modern slavery; consumer rights; reforming stamp duty; tackling serious crime; supporting working families with child care costs; reforming pensions; devolving powers to Wales and Northern Ireland; and counter-terrorism. The list goes on, but I wish to pick out three Bills as emblematic in demonstrating why this is not the zombie Parliament the hon. Member for Hammersmith (Mr Slaughter) claims it is The Infrastructure Bill, as was, will provide a £3.9 billion boost to the economy over the next 10 years by improving the funding and management of our major roads, streamlining the planning process for major projects and supporting house building. The Small Business, Enterprise and Employment Bill backs entrepreneurs who run our small businesses—they are the backbone of our economy—and those who are looking for work. The Bill cracks down on costly tribunal delays, sets a deregulation target for each Parliament and helps businesses to get credit from banks, ensuring they expand and create jobs. The Pension Schemes Bill, as was, contains reforms that are the biggest transformation of our pensions system since its inception and will give people both freedom and security in retirement. By no longer forcing people to buy an annuity, we are giving them total control over the money they have put aside over their lifetime and greater financial security in their old age. There is no sense in which this can be described as a zombie Parliament, given not only the quantity of Bills, but their quality and that of the scrutiny to which they have been subjected. This Government have published more Bills and measures in draft for pre-legislative scrutiny than has been done in any other Parliament, and we have more than doubled the number of Bills receiving multiple days of scrutiny on Report in this House.
ParlaMint-GB_2015-03-06-commons.u113	The Minister is clear about the great progress we have made in this Parliament on scrutiny, but he has left out one thing. He has not mentioned the business of the House committee, which we pledged to introduce within the first three years. It has not been introduced, so what happened there?
ParlaMint-GB_2015-03-06-commons.u114	I am just about to address this Government’s reforms to the workings of Parliament and they touch on some of the themes I think he is interested in. Parliament exists to ensure: that the Government are held to account; that the nation, in all its diversity, can have its voices heard; and that issues that matter to all, not just those in power, can be aired. In that respect, this Parliament has been signally more successful than many of its predecessors. Half the business—
ParlaMint-GB_2015-03-06-commons.u115	Order. Before the hon. Gentleman continues, may I say that although he is, of course, speaking perfectly in order, it is only fair to give him advance warning that discussion of the business of the House committee would not strictly come under the Bill before us? He has given notice that he intends to address that issue, but I do not think he does intend to do so now. I am certain that he has many more issues that he wishes to address.
ParlaMint-GB_2015-03-06-commons.u116	Thank you, Madam Deputy Speaker. I shall skate past that issue.
ParlaMint-GB_2015-03-06-commons.u117	I wish to put on the record the fact that having opposed this Bill—not the one before us, but the Fixed-term Parliaments Bill, before it was enacted—at every point on the compass, I entirely support what my right hon. Friend the Member for Rutland and Melton (Sir Alan Duncan) is proposing and I am entirely unconvinced by the arguments that there has been a substantial amount of movement by the Government on any of these matters.
ParlaMint-GB_2015-03-06-commons.u118	I thank my hon. Friend for his intervention. Obviously, it is now on the record that he previously opposed this Bill—
ParlaMint-GB_2015-03-06-commons.u119	Not this Bill!
ParlaMint-GB_2015-03-06-commons.u120	The Fixed-term Parliaments Act 2011 Let me return to my thread. Half of the business of Parliament is now decided by Parliament rather than the Executive—far more than ever before. Before 2010, Back Benchers controlled no time at all and could not initiate substantive motions or debates. Now, most Thursdays are taken up by debates chosen by the MPs who form the Backbench Business Committee, not Ministers. Back Bencher-initiated debate on questions such as cervical cancer, contaminated blood and mental health have ensured that unfashionable but vital issues are properly aired on the Floor of the Commons. Of course, a significant amount of time allocated for Commons business is also given to the Opposition for the debates they choose on the questions they consider vital The Procedure Committee recommends that there should be broadly 150 days in a Parliamentary Session. Of these, 20 days are allocated to the Opposition, 27 to the Backbench Business Committee, three to estimates, five to the Queen’s Speech, four to the Budget and 13 for private Members’ Bills. That leaves 78 of the 150 days in Government control, but some of that will include House business, which the Government introduce. As a result, in this Parliament the Government have controlled just over half the time allocated for debate, a lower percentage than ever before. That is not a zombie Parliament. It is a democratic Parliament, in which the power of the Executive is limited and the role of those holding the powerful to account is augmented On top of the amount of time that the Government allocate to others for debate is the amount of time that Mr Speaker allocates to others to hold the Government’s feet to the fire. This is not a zombie Parliament when it comes to how Mr Speaker and his Deputy Speakers have used their power to grant any Members the right to ask urgent questions, initiating mini-emergency debates on any topic or issue by calling the relevant Minister to the Floor of the Commons. So far in this Parliament, there have been 148 urgent questions. In the 2005 to 2010 Parliament there were 50, and in 2001 to 2005 there were just 40. So, there has been a 270% growth in that use, the opposite of what one might expect in a zombie Parliament.
ParlaMint-GB_2015-03-06-commons.u121	I hear what my hon. Friend the Minister says, but there is a need to reform this Parliament as well. Some of the things that he is saying might be of some interest to some people, but there are those of us who believe that the whipping system, which results in Bills not being properly considered and being given programme motions that prevent Members from debating essential questions, is a complete travesty. When he is considering these matters, will he propose reforms to deal with the Whip system as well?
ParlaMint-GB_2015-03-06-commons.u122	Bills not receiving proper scrutiny, if that is indeed the case, lies to a great extent in the hands of the Opposition rather than the Government, in the sense that 70% of Bills have completed their passage through the House without having exhausted the time available to them in Committee. The Government are making plenty of time available for scrutiny, but the Opposition are failing to take advantage of it In addition to all these merits, the Act provides a number of useful advantages to Government, Parliament and wider society. It provides greater predictability and continuity, enabling long-term legislative and financial planning. It gives those institutions whose work is affected by Parliament or Government much greater scrutiny. The timing of polls is now known and there will be less concern about policies or procedures being implemented that might only have a short-term or rather narrow self-interested objectives The Act also brings to an end the political and media speculation about the likely date of the next election, a feature of previous general election build-up periods that has all too often been an unhelpful distraction to the work of government. Is the Fixed-term Parliaments Act too prescriptive? That question was asked, and although the Government are of the view that early or late general elections should be avoided, the Act is sufficiently flexible to cater for those rare but unavoidable situations in which an earlier or later general election is required. Under the Act the Prime Minister of the day can lay an order before both Houses to extend the date for a maximum of two months to deal with unexpected developments, although they must spell out their reasons for taking that step In addition, the Act provides for early elections to be called if a motion is agreed by at least two thirds of the House or without Division, or if a motion of no confidence is passed and no alternative Government are provided by the House within 14 days. This procedure builds in the necessary safeguards that will avoid future Prime Ministers routinely attempting to call early elections Although early evidence shows that the certainty that the Act brings has many benefits—for example, in work planning—it will be for the next Government to examine how the Act has operated in this Parliament. Not only will such an appraisal help the next Government in their own work planning, but it will help to inform any amendment that might be needed—
ParlaMint-GB_2015-03-06-commons.u123	Object Bill to be read a Second time on Friday 20 March. Household safety (Carbon monoxide detectors) Bill Resumption of adjourned debate on Question (12 September), That the Bill be now read a Second time.
ParlaMint-GB_2015-03-06-commons.u124	Object Debate to be resumed on Friday 27 March. Working Time Directive (Limitation) Bill Resumption of adjourned debate on Question (23 January), That the Bill be now read a Second time.
ParlaMint-GB_2015-03-06-commons.u125	Object Debate to be resumed on Friday 20 March. Bat Habitats REgulation Bill Resumption of adjourned debate on Question (16 January), That the Bill be now read a Second time.
ParlaMint-GB_2015-03-06-commons.u126	Object Debate to be resumed on Friday 20 March. Defence Expenditure (Nato Target) Bill Resumption of adjourned debate on Question (9 January), That the Bill be now read a Second time.
ParlaMint-GB_2015-03-06-commons.u127	Object Debate to be resumed on Friday 20 March. Convicted Prisoners voting Bill Resumption of adjourned debate on Question (5 December), That the Bill be now read a Second time.
ParlaMint-GB_2015-03-06-commons.u128	Object Debate to be resumed on Friday 20 March. Benefit Entitlement (Restriction) Bill) Motion made, That the Bill be now read a Second time.
ParlaMint-GB_2015-03-06-commons.u129	Object Bill to be read a Second time on Friday 20 March. Illegal Immigrants (Criminal Sanctions) Bill Resumption of adjourned debate on Question (24 October), That the Bill be now read a Second time.
ParlaMint-GB_2015-03-06-commons.u130	Object Debate to be resumed on Friday 20 March. House of Lords (Maximum Membership) Bill Motion made, That the Bill be now read a Second time.
ParlaMint-GB_2015-03-06-commons.u131	Object Bill to be read a Second time on Friday 20 March. EU Membership (Audit of Costs and Benefits) Bill Motion made, That the Bill be now read a Second time.
ParlaMint-GB_2015-03-06-commons.u132	Object Bill to be read a Second time on Friday 20 March. Wild Animals in Circuses Bill Motion made, That the Bill be now read a Second time.
ParlaMint-GB_2015-03-06-commons.u133	Object Bill to be read a Second time on Friday 20 March.
ParlaMint-GB_2015-03-06-commons.u134	I am grateful for the opportunity to have this debate. I confess that I had hoped to see on the Front Bench the Minister responsible for housing, but it is always a pleasure to see the Deputy Leader of the House. To accommodate him to an extent, he has had sight of the points that I want to make, given that I assume that, as a London MP, he has volunteered to cover for his hon. Friend and given how difficult these occasions are for colleagues outside the capital with commitments to family, friends and constituents The key question that I will ask is whether council tenants, who have the right to vote to transfer out of local authority control to housing association control, should also have the right to sack that housing association for poor performance and/or failure to deliver on their promises. I would be grateful to the Minister for any answer to that. I will return to that question several times However, first I would like to cover some of the history. In 1997, when Labour came to power, there were some 2 million homes below the decency threshold. Local authorities had difficulty raising capital and addressing the difficulties. Housing associations provided an opportunity to refurbish run-down estates that had lacked investment for years—in some cases, decades. To a certain extent, that is why house building was secondary in the initial years of the Labour Government In my constituency of Poplar and Limehouse, there were over 20 ballots to transfer out of local authority control, and the vast majority of those votes were won. There was huge investment and transformation; many blocks, streets and estates got new kitchens, bathrooms, double glazing, central heating, and security, and there was good property management on many estates. In Poplar and Limehouse, there are 15 main housing association providers. I would categorise five of those as excellent to good, five as good to average, and five as average to poor. The key question that I asked the Minister at the beginning, and that many of my constituents are seeking an answer to, is: can poor providers that have failed to deliver be sacked, and can tenants vote for another housing association, or to revert to local authority control The principle is straightforward. In any other contract, whether it relates to a service, a purchase, or a business, the person who signed up to the contract can return the goods, implement sanctions, seek compensation or sack the company delivering the goods, just as Members of Parliament can be sacked on 7 May at the general election; voters will determine whether we have delivered for them, as an individual or a member of a political party. There is an interesting comparison with leaseholders Those who purchased properties under the right to buy are obliged to contribute to refurbishment. Many of those situations are problematic. Tower Hamlets Homes in my constituency is addressing a number of those types of problems, and we are grateful for that. On leasehold estates, where there is the most private new build in east London, leaseholders have the right to manage their own estate. It is easier done in theory than in practice, but they can have a ballot and sack their property management company, or the company running the estate; it has been done. That prompts the question: if it is okay for private leaseholders to sack their property management company, why is it not right for tenants of registered social landlords to sack their housing association, which fulfils many of the same functions The Minister will probably know that the right hon. Member for Kingston and Surbiton (Mr Davey) and me, ably led by the hon. Member for Worthing West (Sir Peter Bottomley), have done quite a bit of work on leasehold reform. I am happy to say that Ministers at the Department for Communities and Local Government have engaged very positively with this. They acknowledge the loopholes for unscrupulous management companies, and we are hopeful that we can make more progress in the months and years ahead to give leaseholders better rights under the law The whole issue of redress for housing association tenants not only seems worth examination but demands an answer. I am advised that Councillor Joshua Peck on the London borough of Tower Hamlets Labour group has called a special meeting of the council’s overview and scrutiny committee on Monday 16 March to address serious problems in at least three housing associations, including One Housing Group and Circle Housing. However, it is not clear what powers the local authority has, apart from the power to remove those housing associations from the council’s list of preferred partners. The Minister might be able to give us some clarity on that. I recognise that the Minister present is not the Minister responsible for housing; obviously, I would be very happy to get a written response in due course on any issues that I raise that this Minister cannot respond to Do the Government believe that the abolition of the Tenant Services Authority in 2010 was a mistake? The authority was empowered to help tenants, but its abolition seems to have left a void. Are the powers of the Homes and Communities Agency adequate? It seems to be able to issue criticism, but tenants ask what it can actually do. What are the powers of the housing ombudsman? Is that the appropriate body to which to address complaints about weaknesses, mistakes and poor performance of housing associations? Councillor Marc Francis has documented the failures of One Housing Group in particular. There is a history of Government involvement in pressing that organisation not only to up its game, but to accept that it has weaknesses, rather than being in denial about its failure to deliver to tenants who are paying it good money Opinion solicited from the university of East London legal advice centre for Councillor Dave Chesterton suggested, somewhat ambiguously, that there is no right to sack poorly performing housing associations. In a nine-page document the School of Business and Law legal advice centre, in response to Councillor Chesterton’s question, stated: “You therefore seek advice in order to inform the tenants of these estates whether they are entitled to a re-ballot . . . We regret that our research did not lead us to any legal authority to enable us to advise you favourably on the legal question you posed.” I thank UEL for the research, but the question remains wide open and it lies at the door of the Minister. The National Housing Federation describes affordable housing as one of the biggest challenges for London. In 2012 in the mayoral election one of the biggest policy differences between Labour and the Conservatives was that Labour proposed that any new developments should be 50% social housing, including social rented, key worker, shared equity and first-time buyers housing. New developments should not be all private. The Conservatives’ policy was that developers and local authorities should be able to negotiate, but basically that the market would decide. I apologise to the Deputy Leader of the House for the fact that I do not know what the Lib Dem policy was. I suspect that it was closer to ours than to that of the Conservatives, but I may be wrong What we want is not gated estates or ghettos for rich and poor, although obviously price will make some properties unavailable to many people in society and there will always be some division. We do not want artificial barriers between rich and poor, or people being forced to leave their communities and families. We want mixed communities. The Homes for Britain campaign states that housing is one of the biggest issues facing not only London, but Britain. The campaign, supported by many of my excellent housing associations in Poplar and Limehouse, including Poplar Housing and Regeneration Community Association, Tower Hamlets Community Housing and Eastend Homes, acknowledges that all the political parties agree that we need to build more homes. The alternative is spiralling costs and unaffordable homes for far too many people, in the capital at least However, that pressure leads to anomalies. On the Isle of Dogs, around the towers of Canary Wharf in my constituency, developers are trying hard to get planning approval ahead of an agreed master plan for the area. There is keen local concern and worry about the scale, the pace and the density of development and the increased pressure on local services—on schools, GP surgeries and transport services, all of which are already under huge pressure. Councillor Rachael Saunders, leader of the Labour group, with support from the other political parties, is doing all she can within the confines of the law as it stands, but before the master plan, developers have greater opportunities. As opposed to some developments, such as the development at Wood Wharf by Canary Wharf, where the developer has fully engaged with the council, some developers do not engage with the local authority and those pressures are felt keenly Even One Housing Group is said to be looking to replace its four estates of 2,000 homes with 8,000 to 10,000 homes. One might expect unscrupulous property-driven developers to try to cash in unfairly, and we look to the council to do all it can to rein them in. But for a housing association to be operating the same practices is disappointing, to say the least Many proposed developments will have much higher population densities than the recommended 1,100 habitable rooms per hectare. I know that the Minister has this information because we sent him a copy this morning. One of the main legal questions we wanted to ask, with which we supplied him, was about part 2, chapter 7, sections 192 to 269 of the Housing and Regeneration Act 2008, which suggests that tenants could have been empowered to sack or recall their housing associations and failing providers. I would be grateful if the Minister could give a response to that today, but otherwise I would be happy to receive a written response in due course Housing is one of the most basic human needs; it is crucial for well-being and development. It needs not only to be built and maintained well but to build communities and not ghettoes. Thousands of people in Poplar and Limehouse, Tower Hamlets and all over east London need regulated protection. That does not currently exist, whether for leaseholders or for former council tenants in properties that are now run by housing associations. I hope that the Minister can clarify this area of considerable concern and give us some hope that there is a solution we can look forward to.
