ParlaMint-GB_2017-11-07-lords.u1	To ask Her Majesty’s Government what progress has been made in eliminating Japanese knotweed.
ParlaMint-GB_2017-11-07-lords.u137	My Lords, I am very grateful to the noble Lord, Lord Best, and his committee for all their work on this subject, and to all noble Lords for sharing their insight. My goodness, what a fascinating debate and report The Government thank the committee for its timely inquiry into children’s lives online and its valuable contribution to an extremely important debate on communications and public policy I also welcome the noble and learned Lord, Lord Thomas of Cwmgiedd. It is a difficult one to pronounce, but I will learn it and make sure I get it completely right next time if I have got it wrong. I thank him for his excellent maiden speech. He is a great addition to this House. He will bring an enormous brain here. I am pleased he is now free to give us his wisdom over the coming weeks, months and years to come The committee’s Growing up with the Internet report highlights the evolving digital environment that children experience and correctly identifies a number of potential risks that children face online, including access to harmful content, cyberbullying and loss of privacy. As the noble Lord, Lord Vaux, said, the report also pointed out that at one stage the argument was about vegetables and whether they had been eaten at tea, but now it is quite different: it is about whether we can take devices away. The Government take internet safety very seriously for all users, particularly children. In our manifesto we committed to bringing forward a digital charter with the twin goals of making Britain the best place to start and grow a digital business, and the safest place in the world to be online. As my noble friend Lady Shields and the noble Lord, Lord Best, mentioned, the Data Protection Bill is currently going through this House, bringing data protection laws up to date in line with the digital age As part of our work on the digital charter, we published the Internet Safety Strategy on 11 October, which focuses on keeping all users safe online. The strategy covers the responsibilities of companies to their users, the use of technical solutions to prevent online harms and the Government’s role in supporting users. Noble Lords who have had a chance to read our strategy will see that we took into account many of the recommendations that the committee’s excellent report put forward. The objectives of our strategy are underpinned by three key principles, as the noble Lord, Lord Gordon, and the noble Baroness, Lady Kidron, mentioned. We believe that what is unacceptable offline should be unacceptable online; that all users should be empowered to manage online risks and stay safe; and, importantly, that technology companies have a responsibility to their users We have worked across government. As the noble Lord, Lord Addington, asked, the Secretary of State has been engaging across parties—we will continue to do so—as well as with a wide range of stakeholders to produce a coherent strategy that not only looks at what the Government can do to tackle online harms, but seeks to work with industry so that technology companies can play their part in addressing harms facilitated by their platforms. The internet brings a number of challenges to our society and the Government need to react to new social norms. We are also clear that the rights and well-being of users—particularly children—need to be protected online, just as they are offline The committee called for an ambitious programme on digital literacy. As I mentioned, one of the key principles in the strategy is that all users should feel empowered to manage online risks and stay safe. We recognise that it is particularly important that children have the right knowledge and skills to be able to do this. As the noble Lords, Lord Best and Lord Gordon, mentioned, children are digitally aware at a younger and younger age The Internet Safety Strategy outlines the crucial role that education will play in improving children’s safety online and the importance of digital literacy, which was brought up in speeches by the noble Baroness, Lady Murphy, the noble Lord, Lord Vaux, and the right reverend Prelate the Bishop of Gloucester. We want to help children successfully manage online risks throughout their lives. DCMS will work with the Department for Education to ensure that online safety forms part of the new compulsory relationships education in primary schools and relationships and sex education in secondary schools, as well as personal, social, health and economic education if it is made compulsory We plan to hold a children’s round table better to understand their concerns about online safety. We also plan to hold focus groups with children so they can share their views of online safety. The noble Lord, Lord Griffiths, and the right reverend Prelate the Bishop of Gloucester said it was important to encourage peer-to-peer safety online programmes. We are very keen to do that, recognising the positive impact these can have on young people. By working through civil society organisations such as the Girl Guides and Scouts, we will enable further outreach to children and young people, and this will help embed our online safety messages. We know that a number of technology companies are already working in partnership with those organisations. Since the publication of our strategy, Facebook has announced funding for every UK secondary school to have a digital safety ambassador in partnership with Childnet International and the Diana Award. We warmly welcome this initiative Many noble Lords, including the noble Lords, Lords Griffiths, Lord Addington, Lord Gilbert and Lord Vaux, the noble and learned Lord, Lord Thomas, and the noble Baroness, Lady Murphy, talked about educating parents. We want parents confidently to engage with their children on online issues and we will work to ensure that they have the guidance they need, starting when their children are very young, and we will continue as they grow. We will task the renamed UK Council for Internet Safety, or UKCIS, with reviewing the online safety materials currently available and identifying any gaps in resources. As part of the internet safety strategy, the Government will work with social media companies to ensure that safety measures are built into online platforms so that parents can stay up to date The committee also recommended that we have minimum standards set out for industry. We are keen that industry plays its part in keeping users safe. Through the strategy, we are consulting on the introduction of a social media code of practice as laid out in the Digital Economy Act. The code will tackle conduct that involves bullying or insulting an individual online, or other behaviour likely to intimidate or humiliate the individual Technology can play a key role in keeping children safe online, which is why we have dedicated a whole chapter in our strategy to support technical innovation which will improve user safety. The strategy focuses on supporting and developing a world-class online safety industry in the UK, providing better safety information to start-ups and app developers, and raising the awareness of existing safety measures. The noble Lords, Lord Best and Lord Gordon, asked about voluntary action. We want to give industry the opportunity to show its commitment to online safety without being overly prescriptive, but if this proves unsuccessful, legislation will be brought under the broader digital charter work The UK Council for Child Internet Safety has already carried out pioneering work which has contributed to the online safety of children, including producing guides for industry, parents and schools. We will build on this work by expanding the council’s reach so that it covers all users and aligning its work to the priorities set out in our strategy As the internet expands and becomes increasingly fundamental to young people’s lives, it is important that we are able to address the dangers they face. We need to ensure that all users can access the benefits that the internet has to offer while being reassured that they have the capability to manage potentially harmful or inappropriate content. That is why we brought forward the internet safety strategy Several points were brought up by noble Lords that I want to address before I finish. I am afraid that I cannot really answer the question asked by the noble Lord, Lord Addington, on technology and disabilities, but he has brought it up before and it is very important. I will take the question away and make sure that I can give the noble Lord a proper answer The noble Baronesses, Lady Kidron and Lady Benjamin, and the right reverend Prelate the Bishop of Gloucester all referred to the children’s digital champion. The Minister for Digital is responsible for all digital matters in government and will work with ministerial colleagues across government and with a range of stakeholders, including the UK Council for Internet Safety, to keep children and young people safe online On the potential to create an ombudsman to independently handle requests by children to take down content in our internet safety strategy, we are consulting on whether social media companies should pledge greater transparency about the incidence of reporting that takes place on their platforms, as well as consulting on our code of practice, which will give companies guidance on how best to keep their platforms safe The noble Baroness, Lady Kidron, talked about widening the scope of UKCCIS. We acknowledge the pioneering role that UKCCIS has played in promoting and championing improvements to child online safety in the UK and we propose building on this and remodelling UKCCIS to align with the internet safety strategy so that we can take a leading role in this work along with UKCCIS The noble and learned Lord, Lord Thomas, talked about an international deal. We are approaching the challenges of online safety with leading international tech companies and like-minded democracies as we develop our thinking on the digital charter. As the noble Baroness, Lady Shields, mentioned, initiatives such as the WePROTECT Global Alliance will be vital in this area. The noble Baroness, Lady Murphy, in her very interesting speech, talked about education on critical thinking. The new computer curriculum was developed by experts and helps give children the tools they need to make sensible choices online. The citizenship curriculum also equips pupils with the knowledge and skills to think critically and to research and interrogate evidence. We are now considering what more should be taught in relationships and sex education to give children the knowledge they need to think critically about online relationships as part of digital literacy The noble Baroness, Lady Howe, talked about filters. We believe that the current voluntary approach works well, as it engages parents to think about online safety but applies filters where they do not engage. We are certainly going to take this away and think about it further. The noble Lord, Lord Suri, asked about the timescale for a social media code of practice. We aim for this to be published in 2018 This debate has showed the extraordinary expertise there is in this House on this subject. I think that the most important thing that the Government can do is to take away what has been said today and carry on working with all noble Peers in this House as well as the tech companies and all sectors involved to make sure that we get this right as we go forward in this incredibly fast-moving area I thank the committee for its report, which was one of the most fascinating I have ever read. It made it simple to understand what needs to be done. That is why the Government have taken it on board wholeheartedly and want to move forward with a lot of initiatives that it put forward. I thank the committee again, I thank all noble Lords for their contributions, and I look forward to carrying on this debate in the future.
ParlaMint-GB_2017-11-07-lords.u138	My Lords, I thank all noble Lords for their contributions and for the near-unanimous support for all the recommendations in our report. I kept thinking after yet another excellent speech, “What a cracking speech” and then there was another one. I really think we were treated to some remarkably good speeches this afternoon; many thanks to all concerned. It was a special privilege to listen to the noble and learned Lord, Lord Thomas of Cwmgiedd. To have an ex-Lord Chief Justice with us is going to be tremendously helpful, not least in this particular field. I thank the noble Lord, Lord Gilbert of Panteg, as well, as the new chair. I can see that the committee is in very safe hands, and with the noble Lord, Lord Griffiths, as the champion there, this is obviously a Welsh takeover of the whole enterprise Six members of my committee spoke, and I am going to be very unfair and single out my noble friend Lady Kidron because she was so helpful during the preparation of this report and is now championing changes in the Data Protection Bill that are gaining a great deal of support across the House I am grateful to the Minister. I was very pleased that the internet safety strategy is taking on board many of our recommendations. I even heard this evening that the idea of an ombudsman, which I am very keen on, is getting serious consideration. The big question is whether we can regard self-regulation, voluntary action, by industry as sufficient when the moment comes that the Government are willing to act—and it is clear from the Minister’s remarks that the Government are willing—as act they will need to do It is slightly strange and counterintuitive that the House of Lords is leading the charge not just about children but about the internet. Not everyone would have guessed that that is where we would be, but we are in the forefront on this and are very proud to be so. I hope that tonight is not the end but the beginning of an ongoing debate. I thank all noble Lords for taking part.
ParlaMint-GB_2017-11-07-lords.u139	My Lords, I will now repeat a Statement made in another place earlier this afternoon by my right honourable friend the Foreign Secretary on the campaign against Daesh. The Statement is as follows: “Mr Speaker, with your permission, I will make a Statement updating the House on the campaign against Daesh in Iraq and Syria, but I should like to begin by saying that I called the Iranian Foreign Minister, Mr Zarif, this morning to discuss the case of Mrs Nazanin Zaghari-Ratcliffe. I expressed my anxiety about her suffering and the ordeal of her family, and I repeated my hope for a swift solution. I also voiced my concern at the suggestion emanating from one branch of the Iranian judiciary that my remarks to the Foreign Affairs Select Committee last week had some bearing on Mrs Zaghari-Ratcliffe’s case. The UK Government have no doubt that she was on holiday in Iran when she was arrested last year and that that was the sole purpose of her visit. My point was that I disagreed with the Iranian view that training journalists was a crime, not that I lent any credence to Iranian allegations that Mrs Zaghari-Ratcliffe had been engaged in such activity. I accept that my remarks could have been clearer in this respect, and I am glad to provide this clarification. I am sure the House will join me in paying tribute to the tireless campaigning of Mr Ratcliffe on behalf of his wife. We will not relent in our efforts to help all our consular cases in Iran. Mr Zarif told me that any recent developments in the case had no link to my testimony last week and that he would continue to seek a solution on humanitarian grounds. I will visit Iran later this year, where I will discuss our consular cases I turn now to the campaign against Daesh. In the summer of 2014, Daesh swept down the Tigris and Euphrates valleys, occupying thousands of square miles of Iraqi territory, pillaging cities, massacring and enslaving minorities and seeking to impose by pitiless violence a demented vision of an Islamist utopia. Daesh had gathered strength in eastern Syria, using the opportunity created by that country’s civil war to seize oilfields and carve out a base from which to launch their assault on Iraq Today, I can tell the House that Daesh has been rolled back on every battlefront. Thanks to the courage and resolve of Iraq’s security forces, our partners in Syria and the steadfast action of the 73 members of the global coalition, including this country, Daesh has lost 90% of the territory it once held in Iraq and Syria, including Raqqa, its erstwhile capital, and 6 million people have been freed from its rule When my right honourable friend the former Defence Secretary last updated the House in July, the biggest city in northern Iraq, Mosul, had just been liberated. Since then, Iraqi forces have broken Daesh’s grip on the towns of Tal Afar and Hawija and cleared the terrorists from all but a relatively small area near the Syrian frontier, demonstrating how the false and failed caliphate is crumbling before our eyes The House will join me in paying tribute to the men and women of the British Armed Forces, who have been vital to every step of the advance. Over 600 British soldiers are in Iraq, where they have helped to train 50,000 members of the Iraqi security forces. The RAF has delivered 1,352 air strikes against Daesh in Iraq and 263 in Syria—more than any other air force apart from the United States. I turn now to Syria where, on 20 October, the global coalition confirmed the fall of Raqqa after three years of brutal occupation. The struggle was long and hard; I acknowledge the price that has been paid by the coalition’s partner forces on the ground and, most especially, by the civilian population of Raqqa. Throughout the military operation, the Department for International Development has been working with partners in Raqqa Province to supply food, water, healthcare and shelter wherever possible. On 22 October, my right honourable friend the International Development Secretary announced another £10 million of UK aid in order to clear the landmines sown by Daesh, restock hospitals and mobile surgical units with essential medicines, and provide clean water for 15,000 people The permanent defeat of Daesh in Syria—by which I mean removing the conditions that allowed it to seize large areas in the first place—will require a political settlement, and that must include a transition away from the Assad regime that did so much to create the conditions for the rise of Daesh. How such a settlement is reached is, of course, a matter for Syrians themselves and we will continue to support the work of the United Nations special envoy, Staffan de Mistura, and the Geneva process I am encouraged by how America and Russia have stayed in close contact over the future of Syria. We must continue to emphasise to the Kremlin that instead of blindly supporting a murderous regime even after UN investigators have found its forces guilty of using sarin nerve gas, most recently at Khan Sheikhoun in April, Russia should join the international community and support a negotiated settlement in Syria under the auspices of the UN Turning to Iraq, more than 2 million people have returned to their homes in areas liberated from Daesh, including 265,000 who have gone back to Mosul. Britain is providing over £200 million of practical life-saving assistance for Iraqi civilians. We are helping to clear the explosives laid by Daesh, restore water supplies the terrorists sabotaged, and give clean water to 200,000 people and health care to 115,000 Now that Daesh is close to defeat in Iraq, the country’s leaders must resolve the political tensions that, in part, paved the way for its advance in 2014. The Kurdistan region held a unilateral referendum on independence on 25 September, a decision that we did not support. Since then, Masoud Barzani has stepped down as President of the Kurdistan Regional Government, and Iraqi forces have reasserted federal control over disputed territory, including the city of Kirkuk We are working alongside our allies to reduce tensions in northern Iraq. Rather than reopen old conflicts, the priority must be to restore the stability, prosperity and national unity that is the right of every Iraqi. A general election will take place in Iraq next May, creating an opportunity for all parties to set out their respective visions of a country that overcomes sectarianism and serves every citizen, including Kurds But national reconciliation will require justice, and justice demands that Daesh be held accountable for its atrocities in Iraq and elsewhere. That is why I acted over a year ago, in concert with the Government of Iraq, to launch the global campaign to bring Daesh to justice. In September, the Security Council unanimously adopted UN Resolution 2379—a British-drafted text co-sponsored by 46 countries—which will establish a UN investigation to help gather and preserve the evidence of Daesh crimes in Iraq. Every square mile of territory that Daesh has lost is one square mile less for it to exploit, tax and plunder, and the impending destruction of the so-called caliphate will reduce its ability to fund terrorism abroad and attract new recruits. Yet Daesh will still try to inspire attacks by spreading its hateful ideology in cyberspace, even after it has lost every inch of its physical domain Britain leads the global coalition’s efforts to counter Daesh propaganda, through a communications cell based here in London, and Daesh’s total propaganda output has fallen by half since 2015. However, social media companies can and must do more, particularly to speed up the detection and removal of dangerous material and to prevent it being uploaded in the first place. Hence, my right honourable friend the Prime Minister co-hosted an event at the UN General Assembly in September on how to stop terrorists using the internet The Government have always made it clear that any British nationals who join Daesh have chosen to make themselves legitimate targets for the coalition. We expect that most foreign fighters will die in the terrorist domain that they opted to serve, but some may surrender or try to come home, including to the UK. As the Government have previously said, anyone who returns to this country after taking part in the conflict in Syria or Iraq must expect to be investigated for reasons of national security While foreign fighters face the consequences of their decisions, the valour and sacrifice of the armed forces of many nations, including our own, has prevented a terrorist entity taking root in the heart of the Middle East, with all that that would have meant for our national security and the safety of nearby countries, particularly Lebanon and Jordan The struggle is not over and we will continue to take whatever steps are necessary to protect the British people, and the terrorist threat will change rather than die away, but the territorial defeat of Daesh is now within sight and the House can be proud of Britain’s role in helping to bring that about. As one chapter closes and Daesh’s grip is prised away from Syria and Iraq, we must redouble our efforts to help the people of those countries to rebuild and renew. I commend this Statement to the House” That concludes the Statement.
ParlaMint-GB_2017-11-07-lords.u140	My Lords, I thank the Minister for repeating the Statement. I turn first to the formal part of the Statement, the Government’s quarterly update on the fight against Daesh. I think everyone in this House, when this subject was last discussed last month, welcomed the steps that we have taken to bring an end to the rule of Daesh, its criminality and its evil, and I am sure everyone in this House will join the Minister in welcoming its defeat However, at that time I sought to find out from the Minister what the Government’s current strategy is in Syria. What is their approach to the future? What are they seeking to achieve, militarily and diplomatically, from our engagement? When we discussed this last, the Minister suggested that there would be further talks with all Syrian opposition groups and that further reports would be forthcoming. I do not see in this Statement much detail about that strategy, and certainly no mention of more meetings with the Syrian opposition groups My right honourable friend in the other place raised the question of the funding of opposition groups and is particularly concerned about whether funds would be going to jihadist groups. I would certainly welcome the Minister’s response on that. As detailed in the Statement, war crimes have been committed by Daesh, but all sides in this conflict have committed war crimes. I would welcome a commitment from the Minister that all crimes in this shocking civil war will be properly investigated so that all those responsible will be held to account, whether they are the Government, the opposition or Daesh. It is vital that we do not concede one bit on this important area I also raise the question about prisoners and British jihadists fighting for IS and the remarks of the Minister of State for Africa. Again, it reflects the need to bring people to justice and hold them to account. I hope that the noble Earl will reassure us that this is not a shoot-to-kill policy somehow substituting for the need to bring people to justice I turn in conclusion to the imprisonment of Mrs Nazanin Ratcliffe in Iran. I think that all of us—certainly everyone on this side of the House, and, as far as I know, everyone in this House—share one common objective: to seek her release. Nothing we say or do today should hinder that objective. I certainly do not intend to heap blame or score political points, and I welcome what the Foreign Secretary said in the other place—that he would meet Mr Ratcliffe as soon as possible. I hope that in that meeting, the Foreign Secretary will properly explain his conduct and how every effort will be made to seek her release. I said last time that we need to shout from the rooftops about the rule of law, and I hope that that will be the case The Foreign Secretary mentioned the visit to Iran and his conversation with the Iranian Foreign Secretary on the phone. I welcome that communication, but we need to ensure that every contact, every communication with Iran is held on the most diplomatic basis. I welcome the fact that the noble Earl is here today repeating the Statement. I hope that when the Foreign Secretary goes to Iran, he is accompanied by someone such as the noble Earl, who will be able to put the case strongly—forcefully —but in a way that will not cause any counterreaction.
ParlaMint-GB_2017-11-07-lords.u141	My Lords, like others—in particular, the noble Lord, Lord Collins—I welcome the terms of the Statement and the success which it revealed. I express my admiration for British service men and women and their role in training and conducting air strikes, and wholeheartedly support the humanitarian effort, as that is set out. I have some questions on that part of the Statement to put to the noble Earl First, what does transition away from the Assad regime mean? We have had a debate here about the difference between transition and implementation, but leaving that to one side, is it still the position of Her Majesty’s Government that they expect President Assad to have a role in any such transition? Secondly, what methods are in mind to identify and bring to justice those on all sides—here I echo, to some extent, the noble Lord, Lord Collins—guilty of authorising, facilitating or using sarin nerve gas or other chemical weapons, whatever their rank, nationality or political importance? Finally, what proposals do the Government have to deal with the children and innocent spouses of United Kingdom citizens who fought for Daesh? Are the family members to be treated in the same way as those who fought, or is there a different, more enlightened policy Now I turn to the case of Mrs Ratcliffe, and I fear that I shall not be as charitable as the noble Lord, Lord Collins. First, I understand that the Government have been sent copies of legal advice on behalf of Mrs Ratcliffe to the effect that the United Kingdom could take legal action against the Iranian Government to protect her rights. Can the noble Earl tell us the Government’s response to that legal advice But it is inevitable that focus will turn on the Foreign Secretary. Whatever he says now, the damage has been done. Whatever the Foreign Minister of Iran says now, the Republican Guard—at whose instigation Mrs Ratcliffe is being detained—is unlikely to be impressed. I cannot understand why the Foreign Secretary could not bring himself to give a formal apology. I am afraid this is only the latest of a series of foreign policy blunders by him, the last being his tasteless reference to tourism and Libya. The Foreign Secretary has annoyed our allies and embarrassed our friends. He was never fit for purpose and should never have been appointed to his present role. He should go now, and if the Prime Minister will not sack him then he should do the honourable thing and fall on his sword.
ParlaMint-GB_2017-11-07-lords.u142	My Lords, I am grateful to both noble Lords for their constructive comments. The noble Lord, Lord Collins, initially asked me what our strategy was in relation to the next steps in countering Daesh. We have a comprehensive strategy to defeat Daesh, working as part of the 73-member global coalition. As the Statement made clear, we are playing a leading role in that. As well as undertaking the military campaign in Iraq and Syria, the coalition is committed to doing a number of things: first, tackling Daesh’s financing and economic infrastructure; secondly, preventing the flow of foreign terrorist fighters across borders; thirdly, supporting stabilisation in areas liberated from Daesh; and, fourthly, exposing Daesh’s false narrative and the propaganda it puts out. The UK is playing its part in all those areas We must secure Daesh’s lasting defeat by bringing it to justice and working with legitimate local authorities to ensure a stable, prosperous and united future for affected communities in both Iraq and Syria. We need to keep going on that, as the Statement made clear. In Syria, there ultimately needs to be a transition to a new and inclusive, non-sectarian Government that can protect the rights of all Syrians, unite the country and end the conflict. However, we are pragmatic about how exactly that might take place. Syria’s future really has to be for Syrians themselves to decide on. We can do our best to facilitate the process but it is right that there should be self-determination for the Syrians. In our view, the UN-led Geneva process, between the Syrian parties, remains the best forum for reaching a lasting solution to the conflict. Meanwhile, we can devote our funding to what needs to be done in response to the Syria crisis. We have committed £2.46 billion to the current situation in Syria, our largest ever response to a single humanitarian crisis The noble Lord asked what progress is being made in bringing Daesh to justice. There has been progress in that area. As the Statement mentioned, on 21 September the UN Security Council voted unanimously to adopt the UK-proposed Resolution 2379 on Daesh accountability. That resolution is a vital part of the effort to bring Daesh to justice, which the Foreign Secretary launched with his Iraqi counterpart at the General Assembly last year. The resolution requests that the UN Secretary-General establish a special adviser and an investigative team. The special adviser will both lead the team and promote the need to bring Daesh to justice across the globe. The team will collect, preserve and store evidence of Daesh’s crimes, beginning in Iraq. The UK will contribute £1 million to the establishment of this team. Investigative and prosecutorial work is already under way across the world to bring Daesh to justice As regards foreign fighters, it is important that I clarify some remarks that have been referred to in this context. Our priority is to dissuade people from travelling to areas of conflict and our Prevent strategy includes work to identify and support individuals who are at risk of radicalisation. The Counter-Terrorism and Security Act 2015 enables police officers at ports to seize and retain temporarily travel documents to disrupt intended travel. However, those who have committed criminal offences should expect to be prosecuted for their crimes under the full range of existing counterterrorism legislation. Any decision on whether to prosecute will be taken by the police and Crown Prosecution Service on a case-by-case basis. However, we need to make clear that anyone who has travelled to Syria or parts of Iraq against UK government advice for whatever reason is putting themselves in considerable danger, particularly if they are fighting for our enemies I was grateful to the noble Lord, Lord Campbell, for his questions. I covered some of the areas that he touched on but I have not talked about chemical weapons. We are gravely concerned by the continued use of chemical weapons in Syria and we condemn any use of those weapons by anyone anywhere. The UN-OPCW Joint Investigative Mechanism concluded on 26 October that the Assad regime used sarin nerve gas against the people of Khan Sheikhoun on 4 April, with tragic consequences for hundreds of victims. Britain condemns that appalling breach of the rules of war. We call upon the international community to unite to hold Assad’s regime accountable In 2013, as noble Lords will remember, Russia promised to ensure that Syria would abandon all its chemical weapons. Since then, the investigators have found the Assad regime guilty of using poison gas in four separate attacks. Russia has repeatedly attempted to disrupt efforts to get to the truth of the Khan Sheikhoun attack: first of all denying that sarin was even used and then, on 24 October, vetoing a UN resolution that would have extended the mandate of the investigative team. All we can do in this situation is work closely with our allies on robust international action to deter and prevent further chemical weapon attacks. That is, we believe, the right way forward As regards Assad’s future, it bears repeating that his regime has overwhelming responsibility for the suffering of the Syrian people. His oppression has caused untold human suffering. It has fuelled extremism and terrorism and has created the space for Daesh. We believe that there needs to be a transition away from Assad to a Government who can protect the rights of all Syrians, unite the country and end the conflict. However, as I have made clear, we think it is for Syrians to decide exactly how that happens as part of a Syrian-led transition process which we will try to facilitate I have not covered the issue of Mrs Zaghari-Ratcliffe. I have noted the points that have been made. I am, though, acutely aware of the wish of my right honourable friend the Foreign Secretary to see a humanitarian solution emerge from the appalling situation that Mrs Zaghari-Ratcliffe faces. While acknowledging the kind comments of the noble Lord, Lord Collins, about me, I do not anticipate that I shall be one of the people asked to continue the process that has been started. However, I know that very competent people will be doing so and we hope that the Iranian Government are prepared to listen to reason on that score The only other point that I did not cover is on what we are doing to support children who are traumatised by the events around them in either Iraq or Syria. Noble Lords should be aware that DfID is supporting vulnerable children who have been exposed to injury, trauma or abuse by funding the provision of emergency healthcare and mental health services. We are in fact the largest contributor to the Iraq humanitarian pooled fund, which responds to the most urgent needs of vulnerable Iraqis. That has included psychosocial support services for over 2,700 people and referrals to specialist legal services for hundreds of survivors of torture and sexual violence.
ParlaMint-GB_2017-11-07-lords.u143	My Lords, I am sure that on the sad and sensitive case that has been mentioned the Foreign Secretary would benefit from the Minister’s wisdom. The Foreign Secretary today admitted that, in his testimony to the Foreign Affairs Committee on Mrs Nazanin Zaghari-Ratcliffe, his remarks “could have been clearer”. We may think that is rather a generous interpretation and description of his testimony. However, leaving that aside, can the Minister explain why the Secretary of State for Foreign Affairs, having said that today, refused either to apologise or, more importantly, to accept the invitation extended to him in the House by a member of the Foreign Affairs Committee, Mike Gapes, to write and correct his transcript if he had misspoken. We know that we can all misspeak in front of committees and elsewhere. However, the opportunity is there to change that record by correction. He was given the invitation today and I do not understand why he did not accept it. Can the Minister impress this upon him? If he leaves it uncorrected through his own free will, he will compound the initial problem. It may well be, as the noble Lord, Lord Campbell, said, that it cannot be changed now in consequence, but at least it can be changed on the record. The wisdom of the Minister would be useful in speaking to the Foreign Secretary on this matter.
ParlaMint-GB_2017-11-07-lords.u144	My Lords, I will ensure that the noble Lord’s remarks are conveyed to the appropriate quarter and I thank him for them. In my right honourable friend’s defence, he has been as keen as anybody to emphasise to the Iranians that there are obvious humanitarian grounds for the release of some of our dual nationals. He has pressed consistently for consular access and has done everything that he feels appropriate to reunite those detainees with their families. It is important that noble Lords understand that while he may indeed have misspoken—and I will put that to him; I am sure that it has been put to him—he has in the background been doing what I am sure all noble Lords would wish.
ParlaMint-GB_2017-11-07-lords.u145	My Lords, I welcome the important Statement my noble friend has repeated, which brings the extremely welcome news of the almost total military defeat of Islamic State—albeit at a huge cost in life, and misery and suffering for millions of people. I will focus my question on the section of the Statement which deals with British people, from the United Kingdom, who chose to go and fight for Daesh. The Statement says, rightly, that they have made themselves, “legitimate targets for the coalition”, and that the expectation is that, “most foreign fighters will die in the terrorist domain” In the case of the British contingent, it would appear from a Written Answer which I received today from the Home Office that, of the 850 who went from this country to fight for Daesh, only 15% have died and 400 have already returned to the United Kingdom The Minister of State at the Foreign Office, my noble friend Lord Ahmad of Wimbledon, told the House last week in the most relaxed manner that the fighters were pouring back into the United Kingdom. The Government have not just the duty but, I hope, the means to prevent them coming back. I can see no reason why they should be allowed to come back and I hope very much that the Government will take steps to see that they do not come back. By fighting for the Queen’s enemies and against the interests of the great majority of the world, they have lost the rights that they may have had in this country. In time of war—and we have been in war—it is normal that, where there is a clear conflict between human rights and national security, the British people expect national security to prevail.
ParlaMint-GB_2017-11-07-lords.u146	My Lords, I am sure that my noble friend’s comments will resonate with many noble Lords. Approximately 850 UK-linked individuals of national security concern have travelled to engage with the Syrian conflict. That flow of British citizens has diminished considerably, but clearly there is a risk that some will attempt to return to this country. Our position is that, wherever possible, anyone fighting for Daesh should be brought to justice and that a decision to prosecute an individual suspected of fighting for Daesh should be taken by the relevant competent authority. Our policy is that terrorist fighters should be held to account by the states on whose territories their crimes have been committed. We would offer support to any such prosecution, so far as we were able. I reassure my noble friend that all returnees to this country will be investigated where that is considered appropriate.
ParlaMint-GB_2017-11-07-lords.u147	My Lords, in welcoming the role that British officials played in the drafting of Resolution 2379 which, as the noble Earl told us, was passed on 21 September by the Security Council, may I press him on two or three details about that resolution? For instance, concern has been expressed about the absence in the resolution of explicit reference to the 120,000 Christians who were displaced from the plains of Nineveh, and to the Yazidis who were displaced from Sinjar. Will they come within the scope of the inquiry and will those particular displacements feature in it? The resolution also says that Daesh fighters will be prosecuted in Iraq’s national courts—but, as Iraqi law contains no provisions on genocide, crimes against humanity or war crimes, how will that be done? Does the investigative team have the necessary capacity to collect evidence that meets the required standards Have the Government given proper consideration to whether a specialised regional tribunal, such as that used in Cambodia, would be a better way of dealing with this, rather than going to a national court that clearly does not have the capacity, the powers or the proper jurisdiction? Given that a veto might well have been used against a referral to the International Criminal Court, would a regional tribunal not have been a better way to go about it?
ParlaMint-GB_2017-11-07-lords.u148	My Lords, I will take advice on the noble Lord’s very constructive suggestion. I do not know the answer to his question but I will ensure that he gets one. Clearly, we want to see mechanisms that are fit for purpose in this context. We are all aware that there have been horrific cases of attacks on religious communities by Daesh. We are working with the Iraqi Government, the United Nations and the international community to support the protection of the rights of all minorities. That includes making sure that those who are responsible for these atrocities are brought to justice. We prioritise reaching the most vulnerable people across the region, including Christians, of course, and others who have suffered from such violence. I have already mentioned children, in particular, in that context It is probably right for me to leave it there. My understanding is that the United Nations Security Council is confident that the structures it has set up will deliver the necessary degree of justice and accountability —but I think the noble Lord is owed further and better particulars on that front.
ParlaMint-GB_2017-11-07-lords.u149	My Lords, I have a couple of very short questions. Does the Minister believe that we can identify all the returning fighters from Syria? There has been quite a lot recently about work done by Special Forces on iris recognition, and so on, which has not been accepted by the UK Border Agency. I would like confirmation that the Minister is sure that we will actually be able to identify these possibly highly dangerous people coming back from the country Secondly, a senior Royal Air Force officer has said that our fast jets will be returning back home now, and did not really go into ISTAR and drones. Again, will the Minister confirm that we will not move any of our military assets until we are sure that we have defeated them on the ground—in other words, destroyed the caliphate? I know that the whole issue of terrorism is different, but can he confirm that we will not start moving assets until we are sure we have done the work that is needed there?
ParlaMint-GB_2017-11-07-lords.u150	I can give the noble Lord that assurance. Clearly, we do not want to move assets back when it may turn out that they are needed in theatre again. I am not aware of what decisions are being taken on that front, but we are clear that we do not want to wreck our chances of playing the part we want to play in the coalition As for identifying returnees, I asked my officials that very question before this debate and am assured that mechanisms are in place to identify returnees at the border, even if iris recognition is not in place. The names of those on the wanted list are very clear and have been distributed, and I am advised that the mechanisms are secure in that respect.
