ParlaMint-GB_2017-03-07-lords.u1	Hear, hear!
ParlaMint-GB_2017-03-07-lords.u229	In answer to that very question, I ask the noble Viscount to cast his mind back to 1991, when he and I were both in the other place. He was a member of the Government, as I recall. On that occasion the then Prime Minister, John Major, brought the Maastricht treaty to the House for its approval twice; first, in seeking a mandate for negotiation; and, secondly, afterwards in seeking the House’s approval for what had been negotiated. If that did not weaken his Government at the time, why should this weaken this one?
ParlaMint-GB_2017-03-07-lords.u230	My Lords, I entirely agree with what the noble Lord has said. Of course, it is also consistent with the principles that underpin Section 20 of the 2010 Act, because that requires all treaties to be ratified by Parliament If I might make a little progress, the Government have in the course of the Bill made a very large number of concessions. It would be churlish not to welcome that fact. Indeed, I rather hope for more. But I agree with the views expressed by the noble Baroness, Lady Kennedy, and the noble Lord, Lord Pannick. It is better by far that the assurances and concessions of Ministers be expressed in statutory language because, as the noble Lord, Lord Oates, has reminded the House, political circumstances may change. Ministers may move on; Governments may fall. Statutory language is always to be preferred to the comforting words of Ministers.
ParlaMint-GB_2017-03-07-lords.u231	My Lords, I think it is the occasion for the Labour Benches. I remind the House that the Supreme Court gave us the benefit of its wisdom on constitutional matters in the case of Gina Miller, which we have heard about. In that case, the Supreme Court’s principal conclusion was that primary legislation is required to authorise the UK’s withdrawal from the European Union. I make it clear that this Bill is a notification Bill; it is not an authorisation Bill. It does not authorise withdrawal from the European Union. What it does is to notify other European Union members that we are in a process of negotiation. The withdrawal must come back before this Parliament I also remind the House what the Supreme Court judges said. They said that the reason why this was a matter for Parliament—both the notification and, finally, withdrawal—was because any fundamental change to our laws that inevitably amends or abrogates our individual rights requires the approval of Parliament. That is one of the essential constitutional principles under which our system operates: that anything involving our rights—whether they are to trade with, to live in or to travel to the European Union—we have introduced into domestic law. Because that therefore involves the rights of citizens, Parliament is the place that has to make the decision and approve any changes to that law The concern that I raised in Committee late at night, when most people were no longer here, was that I had heard repeatedly from Ministers that if there was not a deal, or if Parliament decided that the deal was not good enough, we would walk away and that there was therefore authorisation from the people, having taken part in the referendum, to walk away. That flies in the face of what was said by the constitutional court of this country—the Supreme Court, which deals with constitutional issues—because walking away and embarking on an engagement in trade worldwide under the WTO rules also involves an amendment or abrogation of some of the rights that citizens in this country have. It has implications. That is why it is a constitutional matter and why this House has a particular role to play.
ParlaMint-GB_2017-03-07-lords.u232	Perhaps I can remind the noble Baroness of the limits of what the Supreme Court decided. In paragraph 3, it said: “It is also worth emphasising that this case has nothing to do with issues such as the wisdom of the decision to withdraw from the European Union, the terms of withdrawal, the timetable or arrangements for withdrawal, or the details of any future relationship with the European Union” There is a distinct limit to what it decided. Does the noble Baroness agree?
ParlaMint-GB_2017-03-07-lords.u233	In reaching that decision, the Supreme Court laid out the principle that the reason why it was engaging with the case at all was not because it had a view on Brexit but because of the constitutional principle. The principle is very straightforward. It is that when it comes to our rights, Parliament makes those decisions. That is why when the process comes to the end and there is a deal on the table it has to be voted upon by Parliament but, if there is no deal, that too becomes an issue. It is not good enough for Ministers of Government to say that we just walk away as though that has no consequences. Walking away also has consequences for the rights of citizens in this country. That is why it is a matter for Parliament. That is why this proposed new clause is so important.
ParlaMint-GB_2017-03-07-lords.u234	The noble Baroness said at the beginning of her remarks that this is a notification Bill, not an authorisation Bill. Will she therefore explain what an authorisation amendment is doing in a notification Bill?
ParlaMint-GB_2017-03-07-lords.u235	At the end of the process, there is going to be a need to come back before Parliament. That has been acknowledged by the Prime Minister and other Ministers and I understand that an undertaking has been given. Like the noble Viscount, Lord Hailsham, I believe that having it in statutory form is the best way for us to know exactly what is on offer, but I have heard repeatedly from Ministers that the option of walking away involves no need to come back before Parliament. I asked the question directly of the Minister, the noble Lord, Lord Bridges, and I have heard it said by other Ministers in Select Committee. All I am saying to this House is that that is why this amendment is so important, even if no negotiation deal comes back before Parliament because no deal means WTO and WTO has implications for citizens of this country with regard to their rights.
ParlaMint-GB_2017-03-07-lords.u236	My Lords, as my noble friend Lord Hailsham—
ParlaMint-GB_2017-03-07-lords.u237	Did the noble Baroness finish? I wanted to intervene on her.
ParlaMint-GB_2017-03-07-lords.u238	I think the noble Lord, Lord Finkelstein, wants to come in on the points that I was making. I had actually more or less completed my speech, but if he wants to raise an issue—
ParlaMint-GB_2017-03-07-lords.u239	Was the court’s judgment not based on the idea that this was authorisation? The court would have not have ruled as it did if it had not assumed that this was not unilaterally revocable. Both sides in the court case, including the noble Lord, Lord Pannick, said that it is not unilaterally revocable, and the court ruled specifically because of that that authorisation is delivered by triggering Article 50. If it had not done so, it would not have ruled as it did; therefore, it is crucial to the understanding that this is authorisation.
ParlaMint-GB_2017-03-07-lords.u240	It is notification of withdrawal; it is not a withdrawal Bill.
ParlaMint-GB_2017-03-07-lords.u241	My Lords, as I was saying, as my noble friend Lord Hailsham, whose father I greatly respected as a colleague of mine in government, has reminded us, the reason we are debating this proposed new clause today is that the noble Lord, Lord Pannick, who moved this amendment, convinced first the High Court and subsequently a majority of the Supreme Court that a Bill is needed and that the Government’s intention to rely on the prerogative will not do. His argument was clear, and I think it will be helpful if I remind the House of it by quoting his words before the High Court: “my case is very simple. My case is that notification is the pulling of the trigger and once you have pulled the trigger, the consequence follows. The bullet hits the target. It hits the target on the date specified in Article 50(3). The triggering leads to the consequence, inevitably leads to the consequence, as a matter of law, that the treaties cease to apply” In short, the very act of invoking Article 50 inexorably leads to Brexit two years later. This was the principal basis on which the courts decided that the Government were wrong to rely on the prerogative, yet the proposed new clause appears to say exactly the opposite. It says that there is no inevitability at all. Triggering Article 50 does not “inevitably”—in the own word of the noble Lord, Lord Pannick—lead to Brexit, for the explicit purpose of the proposed new clause is to ensure that even when Article 50 has been invoked, if Parliament disapproves of the outcome of the negotiations it can stop Brexit happening. Indeed, as a number of speakers have pointed out, on the strict interpretation of the proposed new clause, your Lordships’ House alone can prevent Brexit since the approval of both Houses is required. I do not want to go down that avenue because I have not time I have the greatest respect for the noble Lord, Lord Pannick, as an exceedingly clever lawyer who deploys his cleverness with considerable charm. However, is it possible for even him to have his cake and eat it? Might this not be too clever by half? The real mischief—
ParlaMint-GB_2017-03-07-lords.u242	My Lords—
ParlaMint-GB_2017-03-07-lords.u243	I should like to develop my argument. The real mischief in this proposed new clause lies in subsection (4). As the noble Lord, Lord Pannick, effectively conceded, without subsection 4 there is a possible reconciliation with his original thesis, since without subsection (4), Parliament would be faced simply with the decision of whether to approve the agreement that the Government had putatively reached with the European Union. As the noble and learned Lord, Lord Hope, and one or two others, have already pointed out, the Government have pledged to put this before Parliament when the time comes The Government might, for example, have agreed to pay the Barnier ransom demand which our own European Union Committee has recently confirmed that we are under no legal obligation to pay. In that case, Parliament might have found that unacceptable. However, if, for whatever reason, Parliament refused to approve the agreement that the Government had reached with the EU, that would not prevent Brexit. It would mean simply that we would leave the European Union without an agreement—and, as I explained at Second Reading, that is nothing to be scared of. Far from jumping off a non-existent cliff into the unknown, trading under WTO rules is the very satisfactory basis of most of the trade that we do throughout the world today. I give way.
ParlaMint-GB_2017-03-07-lords.u244	I am grateful. Does the noble Lord accept that at this stage the key question before the House is: who is to be master? Is it Ministers or Parliament?
ParlaMint-GB_2017-03-07-lords.u245	If the noble Lord allows me to develop my argument he will see exactly what the problem with what he is saying is, because no agreement is by far the most likely outcome. As the Prime Minister made clear in her excellent Lancaster House speech and as the subsequent White Paper reiterated, no agreement would be better than a bad agreement. Sadly—and it is sad—a bad agreement is all that is likely to be on offer. However, the mischief of subsection (4) of this proposed new clause is that it would not merely give Parliament the power to reject a bad deal but enable it to prevent Brexit altogether by refusing to allow the UK to leave the European Union without an agreement. This not only is in diametric opposition to the Pannick thesis on which the Bill rests but, more importantly, would be an unconscionable rejection of the referendum result that would drive a far greater wedge between the political class and the British people than the dangerous gulf that already exists.
ParlaMint-GB_2017-03-07-lords.u246	My Lords—
ParlaMint-GB_2017-03-07-lords.u247	My Lords—
ParlaMint-GB_2017-03-07-lords.u248	Lisvane!
ParlaMint-GB_2017-03-07-lords.u249	My Lords, I am extremely grateful to my noble friend; no doubt she will have her opportunity in a moment. After more than four decades in which I sought to make the most modest of modest contributions to parliamentary effectiveness and reputation, I hope that my credentials as an advocate of parliamentary sovereignty will not be challenged. I am very grateful to my noble friend Lord Pannick not only for his kind words but also for his recasting of Amendment 3. I agree with him that, if this amendment were to be agreed, the means of approval would be in the hands of the Government. So I hope that he and noble Lords will forgive me if I repeat some of the issues that, in that case, the Government should have in mind So far, ministerial language has been in terms of “a vote” and “a Motion”. That rather suggests proceeding by resolution—and, if so, the concerns I expressed in Committee are unallayed. What happens if one House votes one way and the other House votes the other way? Does qualified approval, perhaps with a conditional rider, count as approval? Would it be acceptable in those circumstances to give this House an effective veto over the process If, on the other hand, primary legislation is contemplated, the issue of interpreting some sort of qualified approval, or the terms of approval, remains. Even in the unloved Fixed-term Parliaments Act, specific wording for a Motion of confidence or no confidence was inserted to avoid the possibility of recourse to the courts. In matters of the present gravity, recourse to the courts would be even more unwelcome. My father had a ghastly warning about the dangers of overspecification in legislation. He quoted what was alleged to have been a rule at Heidelberg University, which stated: “No one shall tie anything, whether a nightwatchman or not a nightwatchman, to anything, whether a lightning conductor or not a lightning conductor, at any time, whether or not during a thunderstorm”. I do not ask for that degree of specification—but, if primary legislation is contemplated, the terms of approval need to be considered very carefully indeed.
ParlaMint-GB_2017-03-07-lords.u250	My Lords, I am genuinely torn on how to vote on this amendment and turn to my noble and very able friend the Minister to guide me in this respect. I listened very carefully to all the speakers this afternoon, particularly the noble Baroness, Lady Kennedy, who I think comes at this with the same approach that I do. These amendments seem based to me on a very simple proposition, which is that rights given to British subjects by statute can be removed only by statute Of the two alternatives available, particularly in Amendment 3, which I am tempted and minded to support—a resolution to be passed by both Houses or a Bill to be passed by both Houses—the amendment neatly leaves it to the Government to determine the means to choose. I would like to know—and I seek guidance from the Minister and very powerful arguments against—why it would not be appropriate to include the amendment here on the face of the Bill. I say this because this is the last procedural stage before we embark on the substance. We are told that there will not be just the great repeal Bill but a number of substantive primary pieces of legislation as well as, no doubt, multiple pieces of secondary legislation to repeal some of the acquis that we might wish no longer to apply Why is it important to write it on the face of the Bill? It is for so many reasons: times change; politics change and personalities change. We are being asked to take an awful lot on trust here, both in terms of a commitment from the Government and in terms of a commitment given on the Floor of the House of Commons that Parliament and the Government would hope to follow through. Surely it is only right and proper that it should be put on the face of the Bill I remind the House that we spent about two hours and 30 minutes talking about the rights of EU nationals going forward. If the referendum had been held on the same terms as the European Parliament elections, all the EU nationals living here for the required length of time would have been able to vote. As I understand it from memory, an amendment passed in this House deprived those 1 million EU nationals living in this country of the right to vote. In fact, that 1 million number could have changed the outcome of the referendum overnight I refer to the words of the noble and learned Lord, Lord Hope of Craighead, in summing up on Second Reading. He expressed to the Government, in a helpful way, that the Supreme Court’s decision in Miller went further than just this Bill before us today, which embarks on the negotiation procedure. A majority of the House would not wish to stand in the way of the triggering of the process. By the same token, the noble and learned Lord went on to say, in respect to not writing into the face of the Bill—I do not want to press him too hard, but I think that the noble and learned Lord was saying the same—that, “obtaining approval by resolution in Parliament is not the same thing as being given statutory authority” That is why he cautioned the Government against thinking that this Bill before the House today, “on its own will give them all the authority they need, or that obtaining approval for an agreement by resolution is the same thing as being given statutory authority to conclude that agreement”.—[Official Report, 20/2/17; col. 23.] I will refer also to an article written by five eminent QCs, including three knights, who gave their opinion on the matter and stated: “Meaningful Parliamentary decision-making cannot be achieved by Parliament authorising exit from the European Union, two years in advance, on as yet unknown terms. Equally, it cannot be achieved by a single ‘take it or leave it’ vote at the end of the process” The article argues very straightforwardly: “The constitutional requirements for a decision by the United Kingdom to leave the European Union include the enactment of primary legislation consenting to give legal effect to the terms of a withdrawal agreement between the United Kingdom and the European Union” Therefore, rather than being a wrecking amendment, I see this amendment as being potentially helpful to the Government, responding to a situation that we found ourselves in, having now lost three to six months through a court case and then an appeal, by writing on to the face of the Bill that Parliament—these two Houses —will have the final say. It will be of the Government’s choosing what the mechanism will be—whether a resolution of both Houses or an Act of Parliament. Otherwise, there will be a complete lack of clarity over what remaining rights already extended to British subjects can continue to be relied on. I will go further and say that, when we come to the great repeal Bill, there will be a complete lack of clarity over the court on which we should rely to make sure that those outstanding rights can be enforced.
ParlaMint-GB_2017-03-07-lords.u251	My Lords—
ParlaMint-GB_2017-03-07-lords.u252	My Lords—
ParlaMint-GB_2017-03-07-lords.u253	My Lords—
ParlaMint-GB_2017-03-07-lords.u254	My Lords—
ParlaMint-GB_2017-03-07-lords.u255	My Lords, I think we will hear from the noble Baroness, Lady Deech, then from the noble Baroness, Lady Symons, and then from my noble and learned friend Lord Mackay.
ParlaMint-GB_2017-03-07-lords.u256	My Lords, I wish to say a few, brief words about sovereignty and the likely outcome if Parliament disapproves a deal at the end of the negotiations in two years’ time. The sad fact is that because of the construction of Article 50, we will not recover our parliamentary sovereignty in European matters until the whole process is over. If we contemplate what might happen in two years’ time, we see only too clearly that sovereignty lies with Europe. If this House or the other House were to reject the deal, we would end up as puppets in their hands. Can it honestly be imagined that if one or other House, whether through approval or an Act of Parliament, goes back to Europe in just under two years’ time and says, “We don’t like the deal”, the other 27 will say, “Oh dear. Here is a much better one”, or, “Let us, all 27, now agree to extend the negotiation time”? I do not think so The noble Lord, Lord Oates, indicated that he did not trust the Prime Minister. I am sorry to say that I do not trust the other 27 members of the European Union to give us a good deal, or indeed to care very much about what happens to us or our nationals, because their only declared intent since last June has been: “You must be punished. The Union must survive, no matter what the cost. We will not accommodate you, we will not be kind to you”. There is no vision. There is no mission.
ParlaMint-GB_2017-03-07-lords.u257	Can the noble Baroness give us chapter and verse on who said that?
ParlaMint-GB_2017-03-07-lords.u258	My Lords, I read it in the papers every day.
ParlaMint-GB_2017-03-07-lords.u259	Perhaps the noble Baroness would quote to the noble Lord, Lord Lea, exactly what President Hollande said: “There has to be a price. There has to be a threat. There has to be a cost”.
ParlaMint-GB_2017-03-07-lords.u260	Thank you Much of our argument turns on whether Article 50 is revocable or not. The Supreme Court judgment in Miller did not go that far. The judgment was based on the fact that triggering Article 50 would be the no turning back moment at which the two years would start and inevitably run their course. Indeed, I know that there has been a legal opinion from three knights that Article 50 is revocable, but I know from my dealings with lawyers that you can find another three knights who will tell you something quite different. Although I have heard it said that the noble Lord, Lord Kerr, drafted the article, so he knows what it is about, in our system, it is not the draftsman who in the end declares what the article means If parliamentary approval were needed at the end of the deal, what might it look like? Some parts of it might very well deal with European nationals. Only a few days ago, we were expressing our shock and dismay that the position of European nationals might not be taken care of. Would we be throwing them all into disarray in two years’ time if, among probably thousands of pages of deal, there was something about European nationals I am sorry to say that the noble Lord, Lord Pannick, has departed from his usual clarity in legal matters. He has tied himself and the House in knots. On the one hand, he says that we always defer in the end to the Commons. I wonder whether we will hear that this evening or next week if there is a head-on clash between our decision, if we approve the amendment, and what the House of Commons says. On the other hand, he has also said that approval is better than having an Act of Parliament: it leaves it open to the Prime Minister to decide what to do. But with an Act of Parliament expressing what is in the amendment, the Commons would prevail because of the Parliament Act. You cannot really have it both ways. The only other possible outcome at the end is no deal. The two-year shutter comes down and we are off the cliff—that is the general outcome. Others know just as well how difficult that would be Our lack of sovereignty means that if at the end of two years the rest of the European Union does not give us what we want and either House rejects that deal, the European Union will, for sure, not welcome us back with open arms, will not necessarily accept a revocation of Article 50 and not necessarily give us a better deal. That is the reality of the situation. We will have to take what comes our way in two years’ time.
ParlaMint-GB_2017-03-07-lords.u261	My Lords, I do not know what people will feel like in two years’ time. We know that the demographics will have changed and that young people will be coming on to the electoral register and, as we all know, young people have taken a very different view about our leaving the EU to that taken by older people who will no longer be able to vote I have two specific questions to ask the Minister. The noble Lord, Lord Lawson, said that the Supreme Court’s judgment was that Article 50 was irrevocable—a view just reiterated by the noble Baroness, Lady Deech. I thought that the Supreme Court judgment was rather more nuanced than that: that because the parties to the action were prepared to use that as the basis for forming their judgment, they had not tested the arguments on the irrevocability or otherwise of Article 50. So there was a clear statement that they had not tested that argument. On Second Reading, I asked the noble Lord what the Government’s views were on that. In a very skilled response at the end of the debate, he said that it was the firm policy of the Government not to turn back having triggered Article 50. The noble Lord knows that that was not the question I asked. We are not asking about the firm policy. What we need to know is the Government’s legal view on the revocability or otherwise of Article 50. That is a crucial question because if the issue does come back to Parliament, we will be in a very different position if it is revocable. I ask the question, and hope that this time I might have the answer My second question is about the position whereby the Government have sought to bypass Parliament, as indeed they did, by saying that the prerogative powers were sufficient to trigger Article 50. It did indeed take private individuals, represented by the noble Lord, Lord Pannick, to go to court to prevent the Government going beyond their powers and bypassing this Parliament. The Government had assumed they had powers by using the prerogative, and the Supreme Court was able to disabuse them of that.
ParlaMint-GB_2017-03-07-lords.u262	Does the noble Baroness accept that the reason the court made that judgment was that both parties had agreed that it was not unilaterally revocable? That is the reason why both parties had to agree, otherwise the court would have ruled differently. It ruled that this was a parliamentary decision of authorisation. That is the reason why it had to come back to Parliament. It would change the law.
ParlaMint-GB_2017-03-07-lords.u263	The point that the Supreme Court made was that it had not tested the point about revocability. I say to the noble Lord, who knows what the outcome would be if it were asked to do that? The political position now is that the Supreme Court has not made that judgment, and it took going to the court to get the views that we have When we get to the end of this whole discussion, I wonder what the Minister will be able to say about our ability to trust the views of Ministers. I am not saying that we do not believe that Ministers really want to come back to Parliament, but the only assurance we will have is putting it in the Bill. The Government do not have good form over this. They foolishly went on to the Supreme Court after the High Court had told them what the judgment should be. We need this in the Bill because the Government have form for bypassing Parliament, and we need to know that that will not happen again We need the best legal checks and balances we can get—not to stop Brexit but to make sure that we obtain the best this country can get from it. That is why we need to vote for this amendment today. It is also why, if the amendment is successful in this House, I hope it goes on to be successful in another place. Britain relies on parliamentary sovereignty and now is the moment for it to be fully asserted by this House—not in six months’ time, not in 18 months’ time, not at the end of the period of negotiation. We have to make sure legally that Britain’s best interests are protected and safeguarded. That is the job of this Parliament. It is our job here today and I urge this House to vote for the amendment.
ParlaMint-GB_2017-03-07-lords.u264	My Lords, I will first take up the point that the noble Baroness has just mentioned about the judgment of the Supreme Court. Naturally, I have studied it with a certain amount of care. Both sides, the Government and the applicant, agreed with the basis that they should treat the Article 50 notification as irrevocable. Lord Justice Reed pointed out clearly that that had not been the subject of a decision by the court but that, from the point of view of the judgment, it did not matter so long as it was possible that it was irrevocable. If that was the case, the danger to Acts of Parliament existed even if it turned out that it might be revocable. If it was possible that it was irrevocable, once it was triggered, these Acts of Parliament came into danger. It was as simple as that. I think we must assume—I am prepared to anyway—that the government lawyers took the view that Article 50 notification was irrevocable because they took the case on that basis. Of course, some doubt about that might have helped them if they thought there was a real argument that it was revocable—the bullet and all the rest of it that the noble Lord, Lord Pannick, talked about in the decision would maybe not have occurred. The Government’s lawyers definitely took the view that it was irrevocable The point tonight is different. The Prime Minister and the Minister in the Commons both gave an undertaking that a Motion would be put before both Houses of Parliament for approval of the final deal and for the way in which we might leave the European Union. They both gave that undertaking but they did not say that the Prime Minister would necessarily be bound by the decision of both Houses The difficulty in this amendment is that it formally requires the approval of both Houses. There is no question—it is as clear as can be. I do not claim to be a prophet, so exactly what will happen after two years I do not know, but I feel absolutely certain that the negotiations will be difficult and that it will be very difficult at this stage to tell what sort of outcome we may get. If we can get such an agreement in relation to economics as the Prime Minister indicated in her speech, that might be very good. On the other hand, some people who know more about it than I do think that may not be likely As I said, I do not know what will happen. The Prime Minister and the Minister have agreed that both Houses of Parliament should have a Motion put before them for approval, but neither said—I believe that may be why they phrased it as they did—that the approval of both Houses would be necessary I want to point out the danger of not getting this right. I see no reason why it should not be put right, if people agree that it is not quite right. The House of Commons should be the prime source of authority on this matter. Your Lordships will remember, if you read the newspapers—I am sure most of us do, although perhaps selectively—the suggestion that this was all a scheme for this House to try to defeat the Brexit vote. I do not want it to be said unnecessarily, in any circumstances, that we give colour to that, because I feel certain that nobody in this House wants to engineer a blockage of the Brexit vote as the Prime Minister goes ahead. I feel sure of that, and I think I am right. Somebody this morning mentioned the word “tribal”. I do not feel myself part of any particular tribe, but I want the matter to be right. If the amendment is sent back to the Commons, I would like it to be correct, so that nobody could suggest that we were trying to create a scheme that might block Brexit, because we refuse our approval and the House of Commons approves it.
ParlaMint-GB_2017-03-07-lords.u265	As I understand the noble and learned Lord’s speech, he is saying that, provided the primacy of the House of Commons is made clear, he would support the amendment. Is that right?
ParlaMint-GB_2017-03-07-lords.u266	I am saying that I think it would then simply incorporate the Prime Minister’s and the Minister’s undertaking.
ParlaMint-GB_2017-03-07-lords.u267	But not proposed new subsection (4).
ParlaMint-GB_2017-03-07-lords.u268	Of course, the bit at the end is a separate matter, and on the whole I do not feel very inclined to get into it. There is the problem that, as was said, Brexit, once initiated, may go out of hand and terminate without any voluntary agreement on the part of the Prime Minister. The amendment does not really deal with that—but I do not see too much harm in the amendment. I cannot foresee exactly what will happen, but I sincerely hope that it is the first two parts of the amendment that will come into play in the end and there will be an agreement that can be put before the Houses of Parliament. Nobody knows—I cannot tell—and we can only hope. But it would be very desirable for any amendment of this kind, going from this House, to recognise the supremacy of the House of Commons.
ParlaMint-GB_2017-03-07-lords.u269	My Lords—
ParlaMint-GB_2017-03-07-lords.u270	My Lords—
ParlaMint-GB_2017-03-07-lords.u271	My Lords—
ParlaMint-GB_2017-03-07-lords.u272	I think my noble friend will find that my noble and learned friend has sat down. There will be an opportunity for him to speak, but I indicated earlier that I thought we should hear from the noble Lord, Lord Kerr, at this stage.
ParlaMint-GB_2017-03-07-lords.u273	I am grateful to the noble Lord. The first of my two quick points is to clarify the issue of irrevocability raised by the noble Lord, Lord Finkelstein—and I am glad that he did so. We discussed the issue extensively at Second Reading and he told his readers in the Times that we did not mention it at all, so I am glad that he is here this time. I also pay tribute to the skill of the Lord, Lord Pannick, both in court and in this House. When he won his case in the High Court—not the Supreme Court—the No. 10 spokesman was asked about revocability and said that, “as a matter of firm policy, our notification to withdraw will not be withdrawn”. After our extensive debate at Second Reading, the Minister was put on the spot by the noble Baroness, Lady Symons of Vernham Dean, about whether it was revocable or not. The Minister is a very clever man and replied: “As a matter of firm policy, our notification will not be withdrawn”.—[Official Report, 21/2/17; col. 320.] That is very similar to what was said by the No. 10 spokesman, which is always wise in a Minister. Last Wednesday, in Committee, the same issue of revocability was raised. When the Minister replied to the debate on the amendment, he said that, “as a matter of policy we will not withdraw our notice to leave”.—[Official Report, 1/3/17; col. 923.] The wording was slightly wrong there, but I am sure they will forgive him Every time the Government say that, “as a matter of policy”, firm or infirm, they will not withdraw the notification which the Bill authorises, they implicitly confirm that, in law, they could withdraw it—and they could. If you want a definitive source, do not look at me, listen to the President of the European Council, who has said so on the record. If you want a definitive EU legal view, and this would be an EU legal question if it were ever tested, try the present head of the Council’s legal service or the one who advised me when I was writing the wretched thing. Just a point of clarification: it is revocable My second point relates to the discussion of subsection (4) of the new clause proposed in the amendment. The noble Lord, Lord Lawson, detected deep evil in it. What is being said there is that it is for Parliament to decide whether no deal is better than a bad deal and to make a judgment on whether the deal is bad and that the chaos and disruption of leaving with no deal is preferable. I struggle to think of a deal which could be worse than no deal. Last week, the president of CBI said that the worst possible scenario was leaving with no deal. However, that is not the point: the point is about parliamentary sovereignty. The issue of whether no deal is worse than the deal which is available on the table on that day is for Parliament to decide. That is what subsection (4) of the amendment says, and I support it.
ParlaMint-GB_2017-03-07-lords.u274	My Lords, the noble Lord, Lord Kerr, quite rightly—and entertainingly as always—referred to the crucial element of parliamentary sovereignty. We have heard from top lawyers and diplomats and I only offer some thoughts as a run-of-the-mill parliamentarian. I could not possibly vote against parliamentary sovereignty. Voting against an amendment such as this would be like voting against motherhood and apple pie. It is something in which I passionately believe. It was one of the reasons why many people—and I was one of them—were concerned during the course of the European referendum because it seemed incontrovertible that the way in which the European Union had developed involved a steady erosion of parliamentary sovereignty. It would be quite difficult to disagree with this proposition When addressing this amendment, we have to decide what a decision by Parliament actually comprises. I am forced to read the amendment. Proposed subsection (1) refers to, “without the approval of both Houses of Parliament”. Subsection (3) requires: “The prior approval of both Houses of Parliament”, Subsection (4) refers to: “The prior approval of both Houses of Parliament” With great respect to the weight of legal opinion being offered, to propose this amendment without being clear as to what is involved in the approval of both Houses of Parliament is to leave an ambiguity at its heart. It is hardly necessary to add to what the noble and learned Lord, Lord Mackay, has already said I was concerned about this from the start. I raised it in Committee. There has been an attempt to move towards answering the question, “What happens if the Commons say ‘yes’ and the Lords say ‘no’?”. The solution is certainly not contained within these amendments I made an, admittedly inadequate, attempt with the Public Bill Office to see if there was any way in which I could put down an amendment which would satisfy, or at least address, this problem at the heart of the Bill. If the House will forgive me—as I will conclude shortly afterwards—I will read out the terms of the defunct amendment. It would have said: “(5) If, under the provisions of subsections (1), (3) or (4), there is disagreement between the House of Commons and the House of Lords as to whether or not the agreement or decision should be approved, the view of the House of Commons prevails over the view of the House of Lords” That makes an attempt to explain precisely—or, I hope, resolve precisely—the ambiguity at the heart of the Bill.
ParlaMint-GB_2017-03-07-lords.u275	I was following the noble Lord’s argument, and I agree with it in terms of the imprecision and lack of clarity as to what happens if both Houses disagree. Does he agree that there is a further issue in relation to the different procedures of the two Houses? In the House of Commons, the Government control the agenda. We heard from the noble Lord, Lord Pannick, that what happens in this House will be up to the Government. But am I not right in saying that any noble Lord can put down an amendment at any time to disapprove a resolution and this House will vote on it? Surely there cannot be any circumstances in this House in which the Government control what might constitute approval or disapproval. Is this not a further difficulty with the amendment?
ParlaMint-GB_2017-03-07-lords.u276	Yes. I can understand that point. I want to emphasise the central problem, which the noble and learned Lord, Lord Mackay, has identified. I ask the House—or, more specifically, the mover of the amendment—whether something like that, included at Third Reading, would solve the difficulty which I think even he would acknowledge was expressed in the various interventions that he dealt with There is one thing that I can influence to some degree—something which, if not within the control of this House, is within the control of my beloved Labour Party. For as long as I have been in it, it has been absolutely clear about the primacy of the elected House over the unelected House. I say this to my Front Bench and to my very good noble friend Lady Hayter, who will be winding up. Should we pass this amendment as written and, in two years’ time, find ourselves in a situation where there is a clash between the House of Commons and the House of Lords, and if all the normal attempts at agreement and solutions to the differences had been tried, this party, at any rate, would assert clearly that, ultimately, the primacy of the House of Commons must prevail.
ParlaMint-GB_2017-03-07-lords.u277	My Lords—
ParlaMint-GB_2017-03-07-lords.u278	My Lords—
ParlaMint-GB_2017-03-07-lords.u279	My Lords, it is a great pleasure to follow the noble Lord, Lord Grocott, and I agree with much of what he said—
ParlaMint-GB_2017-03-07-lords.u280	Order!
ParlaMint-GB_2017-03-07-lords.u281	I apologise. A lot of noble Lords want to speak. I have tried to construct a speaking order. I suggest that my noble friend Lord Howard speaks at this stage. I see that the noble Baroness, Lady Jones, also wants to speak. It might be sensible then—
ParlaMint-GB_2017-03-07-lords.u282	Baroness Altmann!
ParlaMint-GB_2017-03-07-lords.u283	Yes, indeed. I will let my noble friend Lord Higgins speak next and include my noble friend Lady Altmann in the list to speak later.
