ParlaMint-GB_2020-10-23-commons.u1	I beg to move, That the House sit in private Question put forthwith (Standing Order No. 163).
ParlaMint-GB_2020-10-23-commons.u88	It is a pleasure to follow my hon. Friend the Member for Berwickshire, Roxburgh and Selkirk (John Lamont). I echo the point that he made about the value that animals have on the wellbeing and the learning of children. In his constituency, in mine and across the country, animals play a hugely significant role in learning and development. In that light, I mention West Rise Junior School in my constituency, which, perhaps unusually, has a farm where children can learn about the lifecycle and welfare of animals. Perhaps more unusually, it also has, to its credit, a small herd of water buffalo that grazes the marshland and that inspires the children’s artwork, poetry and creative writing. Right across the curriculum, the herd’s presence and inspiration is felt I pay tribute to my hon. Friend the Member for West Dorset (Chris Loder) for bringing this Bill forward today. It is hugely important. He is absolutely right when he says that it means a great deal to very many people. My last email before I rose this morning came in at one minute past midnight and urged us to make this change The change would promote our ambition and aspiration to be a world leader in the care and protection of animals. My hon. Friend’s story about Poppy was distressing, then infinitely heart-warming. He is right when he calls on us to recognise our legal and moral responsibility, and this Bill will send a powerful message. I was pleased, too, that he signposted pet theft, animal slaughter and animal sentience, which are all hugely important I will pick up on two points made by my hon. Friend the Member for Tiverton and Honiton (Neil Parish), one lighter and one darker. I echo the concern about the link between the abuse of animals and the later and longer abuse of people. The link is well established, so it is critical to take action on that front Perhaps as a point of information—I congratulate my hon. Friend on his success in Westminster dog of the year—I would like to raise in the name of cats everywhere whether there could not be an equal and opposite competition, or whether it was by dint of their aloof and disobliging nature that there was no such show. I have not always, I confess, been a cat lover.
ParlaMint-GB_2020-10-23-commons.u89	Will my hon. Friend give way?
ParlaMint-GB_2020-10-23-commons.u90	I better had. I think I am in trouble.
ParlaMint-GB_2020-10-23-commons.u91	I thank my hon. Friend very much for giving way. I will pass on her good regards to Cats Protection. I suspect we will be able to have a Westminster cat of the year. We will work on that.
ParlaMint-GB_2020-10-23-commons.u92	I thank my hon. Friend.
ParlaMint-GB_2020-10-23-commons.u93	The hon. Lady has made some strong points. There of course is a cats competition ongoing at the moment, which Mr Speaker’s own cat is in, as is my cat, Charlotte, who is a rescue cat. On a serious note, she suffered significant abuse in the first few months of her life. I rescued her. She was extremely timid and extremely difficult and I have worked with her over the last few years to get her to a much better place. I really want to commend all the cats organisations, including Wood Green, Cats Protection, Battersea Dogs and Cats Home, which is running the cat of the year competition, and many others.
ParlaMint-GB_2020-10-23-commons.u94	As the hon. Gentleman knows, the Chair shows no partiality whatever, but the Speaker’s cat is a very fine cat.
ParlaMint-GB_2020-10-23-commons.u95	I will give way to the Minister.
ParlaMint-GB_2020-10-23-commons.u96	I, too, am very fond of the Purr Minister competition, which is run by Battersea, which I had the privilege of visiting several years ago, when Midnight, who I certainly do not own, but do have the privilege of looking after, was elected as Purr Minister. The competition is very fierce, and I know there are several cats available this year, Mr Deputy Speaker.
ParlaMint-GB_2020-10-23-commons.u97	In this fast-moving situation, I am pleased that this seeming injustice and omission has been so roundly satisfied, and I wish the very best to Members’ cats everywhere and give a huge apology to my own for failing to put them forward I confess I have not always been a cat lover. In fact, quite the opposite. In times past they would seek me out, smelling the fear, but all that changed with one tiny rescue kitten from Cats Protection. It all started in a surgery recovery room not far from here, when my little boy, who was then five—he may not thank me for telling the story, but he did say it would be okay—had just come through brain surgery and was coming round. I sat by his bedside and he looked to all intents and purposes like a little marionette. He had leads and cannulas coming from every part and a brain drain. He could have asked me for anything and I would have moved the world for him. He asked for a little black boy kitten. Thus began my story. I duly took him to Cats Protection in Hailsham in the next-door constituency, where a little girl tortoiseshell kitten chose us, only for us to find that she came with a sister, and both came home I tell that story because every day that followed, this little kitten, just like Nana from “Peter Pan”, would pad up the stairs after my little boy, curl into a ball at the bottom of his bed, wait until he had fallen asleep and then pad back down. When people say animals are sentient, absolutely they are, but they are more than that. This little kitten, faithful and true, tirelessly devoted, hugely loyal to my boy and very protective, helped him to recover. My cat story changed It is not just in health terms that animals enrich our lives, but they do. Whether they are seizure alert dogs, whether they simply reduce stress, anxiety and depression, whether they provide people with a connection to their community and the natural world, or whether around security and safety, animals enrich our lives. Today’s Bill is an opportunity for us to recognise all of that and to step into that legal and moral responsibility, which my hon. Friend the Member for West Dorset so eloquently described, to show how we care.
ParlaMint-GB_2020-10-23-commons.u98	It is a pleasure to follow my hon. Friend the Member for Eastbourne (Caroline Ansell). I was delighted to hear her cat story This is a very short Bill, but it will have a huge impact on animal welfare. I congratulate my hon. Friend the Member for West Dorset (Chris Loder) on his work in bringing it to this place. Sentences for animal cruelty in the UK have been woefully lenient and I am delighted that the Government are supporting the Bill to increase animal sentencing from six months to five years We have heard already today some horrific stories of animal cruelty and I would like to mention a couple. In 2018, there was the Northampton cat killer, a man who killed and mutilated seven family pets before leaving them outside their homes for their owners to find them. That case was horrific, but he was sentenced to just three months in prison. In 2019 in Wellingborough, a man stabbed a miniature horse over 20 times with a kitchen knife. He also cut the wings off three chickens. All those animals had to be put down. He received just a two-month sentence and, in fact, a longer sentence for carrying the knife, which is obviously a serious offence as well. I do not think anyone would consider two or three-month sentences at all appropriate in both those cases We heard, in the excellent speech by my hon. Friend the Member for West Dorset, about the further work that needs to be done on animal welfare, live animal exports, conditions for slaughter and pet theft. On Monday, I spoke in a debate on pet theft secured by my hon. Friend the Member for Ipswich (Tom Hunt). I spoke of my beloved two Cavalier King Charles spaniels, Cromwell and Bertie, and how, under current sentencing, the fact is that older dogs with various health issues are worthless in monetary terms. That means that someone who stole my pets would basically face a slap on the wrist. Maybe someone stealing an expensive puppy with a receipt for £3,000 would face a harsher sentence. While punishments are linked to the monetary value of pets, we will not see fairness in pet theft. The impact of that is devastating on owners and I still feel that we need a specific offence for pet theft. I welcome some Government movement on that and I know the Lord Chancellor is speaking to the Sentencing Council about whether stricter sentencing could be imposed On Monday, much was said by hon. Members on both sides of the House about the impact on owners. Today, maybe we need to consider the impact of pet theft on the animals. The Animal Welfare Act 2006 makes it an offence to cause unnecessary suffering to domesticated animals. I would argue that stealing an animal and ripping it away from its loving family not only devastates the owner, but causes unnecessary suffering to the animal. I wonder, therefore, if the Bill could be used to sentence in cases of pet theft on that basis. The public want harsher sentences for pet theft. I do not care which Bill enables that to happen, but I certainly want to see it The Bill has been dubbed Finn’s law.
ParlaMint-GB_2020-10-23-commons.u99	Part 2.
ParlaMint-GB_2020-10-23-commons.u100	Part 2, of course. PC Dave Wardell and his beautiful police dog Finn have been tireless campaigners on the issue. In 2019, we welcomed the Animal Welfare (Service Animals) Act, which means that people who injure a service animal now face a sentence of up to five years. Finn and Dave achieved their initial goal to protect animals like Finn, but they did not stop there; they want all animals to be protected. I know that they will be watching this debate with great interest I first had the honour of meeting Dave and Finn before I came to this place. I had been booked to sing at a gala concert in the Royal Albert Hall with the British Police Symphony Orchestra, which I was very excited about, but I was even more excited when I found out that PC Wardell and Finn would be taking part. I should possibly apologise to Dave for launching at him backstage with a box of dog biscuits that I had packed with my concert dress. I imagine it was a surprise to him a few months later when the same crazy soprano appeared in Westminster Hall as a newly elected MP Having signed petitions and written letters in support of Finn’s law, parts 1 and 2, I am incredibly privileged to be here to help this Bill to become law. I pay tribute to everyone who has pushed for it, including many hon. Members on both sides of the House, many animal welfare groups and many individuals who have struggled to get it this far Of those individual campaigners, I mention Lisa Garner, who campaigned for Lucy’s law to end puppy farming. I met her in 2015 at a Cavalier spaniel charity event. I congratulate my dog on winning the ultimate prize of dog with the waggiest tail, which, hon. Members will appreciate, was a fiercely fought competition in a room full of Cavalier spaniels. Campaigners such as Lisa Garner and Dave Wardell do tireless work. All hon. Members will join me in thanking them I am proud that the Government have made significant progress on animal welfare issues such as microchipping, which is so important, the import of hunting trophies, and puppy farming, but there is still work to do. I urge the Government not to rest on their laurels and I hope we get the Bill enacted very soon. The vast majority of the public, including many of my constituents in Wolverhampton North East, want people who commit awful acts of animal cruelty to be prosecuted and punished for them.
ParlaMint-GB_2020-10-23-commons.u101	I congratulate my hon. Friend the Member for West Dorset (Chris Loder) on bringing forward this life-changing private Member’s Bill. I say life-changing because it is life-changing for our animals, who are sentient beings who can feel and have emotions. We must do all we can to protect them I thank my predecessor, Anna Turley, who introduced the Animal Cruelty (Sentencing) Bill with similar aims in the 2016-17 Session. I paid tribute to her earlier, but I put on record again my thanks for her work on animal welfare. On this issue, I am proud to follow in her footsteps. On the same day, my hon. Friend the Member for Torbay (Kevin Foster) introduced the Animal Fighting (Sentencing) Bill, for which I thank him as well. It is clear that proper sentencing for animal abuse unites hon. Members on both sides of the House. I also pay tribute to and congratulate my right hon. and learned Friend the Member for North East Hertfordshire (Sir Oliver Heald), who is not in the Chamber, on his work on Finn’s law, the Animal Welfare (Service Animals) Act 2019, to which this is the sister Bill in many ways. Like my hon. Friend the Member for Wolverhampton North East (Jane Stevenson), I congratulate the police dog Finn and his owner Dave, who I had the privilege of meeting earlier this year In the short space of time I have known my hon. Friend the Member for West Dorset, I have found him to be an equally fierce advocate for animal welfare. His story about Poppy the dog, his inspiration for the Bill, is incredibly moving, and I am sure that we are all glad that Poppy now has a safe home with him. As I said, an iteration of the Bill was first presented on the Floor of the House on 4 July 2016, and I regret that it has taken so long for it to pass through this House, while abusers have continued to evade proper justice for their crimes against animals. However, we are here now, and I hope that we can finally make history by delivering on our manifesto promise to increase sentencing for animal abuse I believe that animals are sentient beings and, as my hon. Friend the Member for Eastbourne (Caroline Ansell) said, they are more than that. They deserve our full protection and respect. My predecessor introduced her Bill following two tragic cases of animal abuse in Redcar and Cleveland. The first was of a bulldog called Baby, who was lifted above her owner’s head and thrown down the stairs repeatedly. I am grateful to hon. Members for mentioning that case already, and I apologise for the upsetting details Not content with simply abusing Baby, the two young men video-recorded their actions for further entertainment, and thank goodness they did or perhaps they would have never faced justice. The RSPCA investigated the case of Baby and took forward a private prosecution after a secure digital card was found in a supermarket some three years after the original incident, which had the video evidence filmed by one of the abusers. I pay an enormous tribute to the RSPCA for the amazing work that it does, and I congratulate my hon. Friend the Member for West Dorset on securing its full support for his Bill The RSPCA inspector Gemma Lynch described the clip for the court, saying that Baby was “totally submissive throughout, not even making a noise when she lands on the stairs, bouncing to the foot of them where there is a baby gate which she crashes into before hitting the ground.” She described how a second clip showed Baby’s abuser “stamping on her neck repeatedly at the bottom of the stairs, then picking her up and throwing her to the ground with force over and over again…Another clip shows him standing on Baby’s chest…before jumping up and down on her. This is the only time you hear her make a noise, and she is crying throughout.” During the RSPCA’s investigation, it discovered that Baby had to be put down three months following the incident, after losing the use of her hindlegs. The two men pleaded guilty to animal cruelty and were sentenced to 21 weeks in prison, suspended for two years, given a six-month tagged evening curfew, and ordered to pay £300 in costs. They were also banned from keeping animals for life, with no appeal for 20 years. I am sure that across the House we are all left with the question: has justice truly being done for Baby in that instance? The second case happened later that year, though three years since the original incident with Baby, when a little terrier called Scamp was found buried alive with a nail hammered in his head in a shallow grave in Redcar. Scamp was discovered by a walker who heard grunting from a mound in Kirkleatham woods and took the animal to a vet. The vet who examined the terrier described the abusers’ actions as the worst case of animal cruelty that he had ever seen. The two men who admitted the charges and pled guilty to the offence relating to the dog’s death were jailed for just four months, the maximum that they could have received owing to their guilty pleas, and banned from keeping animals for life. Again the question is: has justice been done for Scamp The then chief executive of Battersea Dogs and Cats Home said: “The unimaginable suffering Scamp endured at the hands of his owner, a person he should have been able to trust implicitly, will horrify the nation. The two men responsible have been sentenced to just four months in prison. Why? Because magistrates are unable to issue anything more than six months for even the most appalling and callous acts of animal cruelty. England and Wales’ maximum sentence simply must change. Four months for what was done to Scamp is neither a fitting punishment nor a deterrent.” As I said, that was in 2016. When interviewed, the abusers told the RSPCA inspectors that Scamp had started to go blind, deaf and incontinent and that they thought that killing him was the right thing to do. They claimed that they acted as they did because they could not afford euthanasia for Scamp and that the dog was starting to suffer from illnesses The question of animal welfare and the proper prosecution of animal abusers raises many other questions, including the availability of information for owners who want to do the right thing if their animal is suffering but do not necessarily know what to do. Greater education when it comes to keeping animals is incredibly important and it should start at a young age, with us teaching our kids about animal welfare in schools. The hon. Member for Bristol East (Kerry McCarthy), who is no longer in her place, mentioned that earlier. I would also like to see us use the data afforded to us through microchipping to communicate with animal owners on what to do when they do not know or cannot afford to look after their animal. There are so many incredible charities that will support them, whatever decision they need to take about their animal. At this point, I am pleased to say that the remainder of my speech is a bit more upbeat and less graphic When it comes to dealing with the aftermath of abuse and helping animals to recover and find a loving home, there is so much goodwill and so many positive achievements in my community of Redcar and Cleveland. I pay tribute to the incredible work that Maxi’s Mates does as our county pound. Maxi’s Mates, which sits just outside my constituency, began only in 2012, but it has gone from strength to strength, taking over as the pound in 2016, with 39 kennels for dogs needing to be rehomed. It holds the contract to attend to stray dogs in the area and insists on never putting a healthy dog down. In my constituency, we also have the amazing Saltburn Animal Rescue Association in Kirkleatham, which has operated since 1995. It offers to shelter cats and dogs who require rehoming and works with other pounds across the country to house animals that were not able to find a home elsewhere. Both those charities operate largely on donations from the public and work with a large volunteer base, which has been incredibly stretched during the pandemic, as have all charities. However, we are a community of animal lovers in Redcar and Cleveland, and for that reason I believe that this legislation will be welcomed across my constituency as a crucial step in addressing the principal injustice in sentencing. However, after speaking to a number of organisations regarding the Bill, there are some wider elements I want to raise, and perhaps the Minister, or my hon. Friend the Member for West Dorset, can give me some assurances about them Under the Animal Welfare Act 2006, an animal can be removed from an abusive owner by the police or an inspector on the authority of a vet certifying that the animal is suffering or is likely to suffer if its circumstances do not change. If an animal is seized under section 20 of the Act, there is a concern that animals may end up spending an extended period of time suspended in the system, unable to be rehomed. This is particularly relevant to dogs, who may spend months, if not years, in kennels while a case goes through court. Many dogs find kennels difficult to cope with, and this can prove a distressing experience for them. In the instance of a puppy breeder, it is unhealthy for a young group of pups to grow up in kennels and can lead to further complications in their later rehoming. Further to that, the cost of housing these animals, while we are unable to rehome them, is growing all the while. A side effect of increasing the length of sentence provided by the courts could see more cases going to the Crown court, which in turn could lead to longer waiting times The Animal Welfare Act already provides for animals to be cared for or humanely destroyed under section 20 and seems also to suggest that a seized animal can be, in a sense, fostered but simply not adopted. In my view, that could be amended to include, as the Act puts it, “disposing” of an animal—in other words, rehoming in these circumstances. In Scotland, the Animals and Wildlife (Penalties, Protections and Powers) (Scotland) Act 2020 gives authorised persons the power to transfer, sell, treat or humanely destroy animals that have been taken into possession to alleviate suffering without the expressed will of the animal’s owner. We should do what we can to replicate that in English law, and I ask the Minister to consider the feasibility of such a change in Committee I have spoken with Dogs Trust, which has suggested that to help with enforcement, which the right hon. Member for Warley (John Spellar) raised, the creation of an animal welfare inspectorate would reduce the disparities that currently exist between the level of animal welfare support provided by local authorities. Under the Animal Welfare Act, local authorities must appoint at least one qualified animal welfare inspector. The latest data available shows that in 2018-19, 111 of 343 local authorities did not record any animal welfare inspectors, although in some cases they could be shared between local authorities. Effective enforcement could even help to uncover other forms of abuse and neglect, as studies have shown the long-term link between animal abuse and human abuse, which my hon. Friend the Member for Tiverton and Honiton (Neil Parish) referenced Abusers are not always owners. Dog walking and dog sitting have become popular side jobs in recent years, and those activities remain largely unregulated. The RSPCA has recently exposed cases of abusive dog sitters being caught on camera and stressed the need for pet owners to be extra vigilant when trusting a stranger to look after their animals, even for a short time. Questions also need to be raised about pack walking and whether dog walkers should be limited to walking a certain number of dogs at the same time, to avoid stress for the dog and walker and avoid any aggressive behaviour among the dogs. That is an emerging area of concern, particularly in areas such as Redcar and Cleveland, where we have fantastic beaches and beautiful countryside I was incredibly pleased when, in 2016, it became compulsory for dogs over eight weeks of age to be microchipped in England, Scotland and Wales. Like the right hon. Member for Warley, I would like to see greater enforcement of that. Microchipping is so important because it means that owners who abuse and abandon their dogs can be traced and found and no longer avoid any responsibility. I also welcome the Government’s commitment to introduce compulsory microchipping for cats, so that they enjoy the same level of protection as dogs. I understand that the consultation on that has finished, and I would be grateful if the Minister could update us on progress There is clearly plenty more to do if we want domestic, commercial and wild animals all over the country to be treated with the dignity and care they deserve. My hon. Friend the Member for West Dorset spoke passionately about non-stun slaughter, on which I wholeheartedly agree with him. My hon. Friend the Member for Stoke-on-Trent Central (Jo Gideon) spoke passionately about live animal exports. My hon. Friends the Members for Ipswich (Tom Hunt) and for Wolverhampton North East spoke passionately about pet theft, on which I wholeheartedly agree with them Animal welfare covers so many different areas, and this Bill offers a chance to look at those areas again and make the improvements necessary to give pets and other animals the best possible environment throughout their lives. The existing six-month maximum penalty for animal cruelty is the weakest in Europe. Our neighbours in France have been enforcing maximum sentences of two years and fines of €30,000 since 2018. That makes a change in the law even more pressing, and we cannot delay any further. Should the Bill fail, I urge the Government to bring forward this legislation in Government time urgently, as this cannot wait any longer.
ParlaMint-GB_2020-10-23-commons.u102	It is a pleasure to follow my hon. Friend the Member for Redcar (Jacob Young). I congratulate my hon. Friend the Member for West Dorset (Chris Loder) on his tireless work on this issue, and on the Bill in particular. It is clear from his contributions today how passionate he feels about animal welfare. I place on the record my admiration of and thanks to the Finn’s law campaign. I was proud to meet Finn and his handler when he visited Parliament at the start of this year. Since Royal Assent was given to the Animal Welfare (Service Animals) Act 2019, the Finn’s law campaign has pushed hard for increased sentences for the worst cases of cruelty and neglect, which the Bill will of course bring into being For too long, the most violent abusers of animals have been able to stain the UK’s otherwise proud record on animal welfare. The current array of potential deterrents, including fines, a ban on keeping animals and a maximum of six months in prison, has simply not been strong enough, with calls to the RSPCA cruelty line increasing by almost 50,000 between 2018 and 2019, to a shocking 1.2 million. In preparing for the debate, I learned of some examples where punishments were not, in my opinion, in any way adequate; we have heard some of those already In one case, a cat was left in a washing machine for hours before it ultimately died. The perpetrator received only a disqualification from keeping animals for five years.
ParlaMint-GB_2020-10-23-commons.u103	We have spoken a lot already about enforcement. Part of the problem with enforcement is in people given banning orders on owning pets. What would my hon. Friend think about bringing forward greater enforcement powers to make sure that that is kept to, and that people who commit these most heinous of crimes are no longer allowed animals?
ParlaMint-GB_2020-10-23-commons.u104	I absolutely agree. We should discuss that further as the Bill progresses Sadly, that particular individual was punished with a four-month detention training order and the requirement to pay £200 compensation to the cat’s owner. We should not and cannot allow the perpetrators of such acts to receive overly lenient punishments. This Bill, which will increase the maximum sentence for animal cruelty offences in England and Wales from six months to five years, is absolutely necessary to deter people from inflicting harm and death on defenceless animals. My Vale of Clwyd constituents agree Canine behaviourist Adam Hobbs has worked alongside rescue centres, including North Clwyd Animal Rescue, for more than 15 years, and often helps to rehabilitate dogs that have been the victim of sustained neglect or acts of violence. He told me that one of the most difficult aspects of working on cruelty cases is trying to comprehend how the perpetrators face no real consequence or deterrent from repeating their atrocious behaviours. Rehabilitating and caring for victims of animal abuse takes a huge emotional toll on those involved. Knowing that the evil people who cause such suffering face almost no barriers to causing such dreadful acts again is simply soul-destroying The Bill will form a vital pillar of our national approach to animal welfare matters that will be respected the world over. At present, we stand woefully behind other countries, as we have heard, such as Australia, Canada and India, where the maximum punishment for animal cruelty is five years in prison. We must address this, and I believe that in doing so we can also help to reduce the scourge of domestic abuse, which is often linked—another issue brought up by hon. Members However, two additional points should be considered. Even under the rules that we are discussing, if an individual is convicted of the most serious violence towards animals, I suggest that they should not be trusted to keep animals again. The Dogs Trust is calling for an automatic ban on owning animals for a person convicted of animal cruelty offences. I am sympathetic to its justification that the change would not only be preventive, in that it would stop the worst abusers keeping animals, but would also add an extra layer of deterrent. Like all colleagues, I do not want to see the passage of the Bill disrupted—we have waited long enough to see this change—but I would be grateful if an automatic ban could be considered in greater detail in Committee Rather than a comment on the provisions of the Bill, the second point is more a plea that the powers in the Bill are used to their full extent. In England and Wales last year, there were 1,218,364 reports of animal cruelty, but that translated into just 661 convictions in court. Unless there is monitoring and enforcement of the new legislation, the advantages brought by the Bill will be negligible. By working with local authorities and relevant organisations, and by ensuring clarity on sentencing guidelines, as called for by Battersea Dogs and Cats Home, I hope the Government will be able to ensure that the benefits of this Bill are seen throughout England and Wales. This Bill is a valuable tool in our fight against animal cruelty. Clearly, the provisions have support from across the House and the Government, as they have done for many years, and I very much look forward to seeing the Bill progress.
ParlaMint-GB_2020-10-23-commons.u105	I congratulate my hon. Friend the Member for West Dorset (Chris Loder) on bringing this good Bill to the House. Given that we get so many emails on so many campaigns every week and month, it is nice to be saying, for once, “Yes, I agree”, rather than the usual, “No, I don’t” About 15 years ago, I was involved in a project looking at charitable giving, comparing the UK and other countries. There were some notable differences between the UK and the US. People in the US tended to give more money to charity than people in the UK. When we talked to the wealthy about why that was, there was a feeling here that they paid higher taxes and it was government’s job to sort out the various issues that charities were focusing on with that tax money. In the US, they were much more likely to give money to local causes, with a feeling that charity began at home, whereas in the UK they were much more likely to give it to international organisations. One of the biggest differences between charitable giving in the UK and such giving in almost every other country was the amount given to animal charities, which is always one of the highest proportions of charitable giving; the project I refer to was about 15 years ago, but that has always been consistent. Giving to animal charities has often been at the top, along with giving to health charities—those are usually the top two. That says something important about the UK’s relationship to animals. Some people in this country love animals as much as people, and we probably all know individuals who love animals more than they love people. So it is right that we are introducing this legislation Animals run through a lot of aspects of life in my constituency of Wantage and Didcot, including, of course, as pets. How often someone sees me might depend on how nice their pet is. I really like our friends Juliet and Jeremy, but I really love their dog Mabel. Animals run though businesses; we have a small brewery in our constituency called LoveBeer, where all the beers are named after dogs—their dogs and the dogs of people they know. People can buy beers such as Purdy Peculiar and Doctor Roo. Ours is a rural constituency, so animals run through the farms. We have a lot of farms and people cannot drive far through the constituency without seeing animals on farms. Of course, animals are a factor in crime as well; like many rural constituencies, we face an issue of hare coursing, which is covered by different legislation It is fair to say that our maximum sentences for animal cruelty have been out of kilter, both with how the country feels about animals and with the maximum sentences in other countries. It is right that we are going from having one of the lowest maximum sentences to having one of the highest in the world. It is also right that we remedy some of the inconsistencies about a dog harming a service dog incurring a higher sentence than a human being harming a dog In preparing to speak in this debate, I did as I usually do and spoke to some of the organisations with expertise on these issues. Charney Romanian Rescue Dogs in Faringdon completely supports this Bill. The Oxfordshire Animal Sanctuary, which is not in my constituency but has a presence in it, also completely supports this Bill Another organisation that supports the Bill is the Island Farm donkey sanctuary, which is one of the leading donkey sanctuaries in the UK, and probably in Europe. Indeed, it has more than 120 donkeys from all across Europe. The people there do a great job. Periodically, they receive a donkey whose limbs have been slashed with a knife. They had a donkey called Midge whose four front teeth had been knocked out because Midge had been hit full in the face with either a hammer or a piece of wood—they are unsure which. They do a great job and can repair donkeys physically in a matter of months, but the mental damage takes a good deal longer. They have donkeys who have been there for years and years who are still nervous when humans approach them I agree with all the comments that have been made about it being a mark of a civilised society to treat animals well and to punish those who do not treat animals well. It is clear why charitable giving to animal charities is as high as it is. Because of the tales of those donkeys and all the other tales of animal abuse that we have heard in the House today, I strongly support the Bill.
ParlaMint-GB_2020-10-23-commons.u106	Until this summer, my family had two gorgeous, slightly geriatric rescue dogs that we had had for around four years. Like most old dogs, they could be smelly and often plonked themselves in the middle of the room, in the way. Frankly, I think they thought similarly about me. Above all, they were an important part of our family. They were massively loved and the love that they gave in return was clear for everyone to see. When we lost one shortly after the other, over the summer, it was a big loss to the family and everyone was extremely sad Spider and Willow had spent their first nine and a half years as breeding dogs. They had a tough start in life but, as far as we could tell, other than the enormous physical toll that serial litters take on bitches in particular, they were not mistreated. Of course, a number of other animals, particularly rescue dogs, have an even more difficult and tragic start and, often, sadly, end in life. It is right that the Bill, introduced by my hon. Friend the Member for West Dorset (Chris Loder), seeks to introduce penalties that will start to be proportionate to some of the horrific harm and cruelty that is caused to animals. It is almost a habit on a Friday morning to stand up and preface any speech on a private Member’s Bill with comments on how wisely the Member has chosen the legislation, how important it is and how it will make a massive difference. Rarely can those comments have been as heartfelt from Members on both sides of the Chamber as they are for this legislation.
ParlaMint-GB_2020-10-23-commons.u107	Does my hon. Friend agree that today’s debate is about proportionate sentencing for some heinous crimes, and that we should fully support the Bill? I congratulate my hon. Friend the Member for West Dorset (Chris Loder).
ParlaMint-GB_2020-10-23-commons.u108	I could not agree more and find it hard to imagine why anybody would disagree with our hon. Friend’s Bill. I am delighted that Ministers are giving it such strong support and hope that means it will progress through its parliamentary stages in a timely fashion I pay tribute to and give huge thanks for the work of so many animal charities, but particularly the Dogs Trust and the Kennel Club, for the way they help to raise issues relating to animal welfare and cruelty to animals—in the case of those two charities, to dogs in particular Earlier, my hon. Friend the Member for Southend West (Sir David Amess) spoke about how he definitely does not have animals in his office, and he suggested that animals are not allowed on the parliamentary estate under any circumstances. That is not quite true because, as you may know, Mr Deputy Speaker, and as my hon. Friend also knows, there is a dog in my office upstairs. Bella is an officially accredited office dog, with her own pass. She is my assistant’s therapy dog, following brain surgery, and she is a familiar sight around the Committee corridor and on the way to the office. Her work was recognised in last year’s Westminster dog of the year competition, in which she was the runner up. As hon. Members across the House who have had the fortune to meet Bella will know, Bella was robbed, and I trust that a full and independent inquiry will follow to look into how Bella received only the prize of second place, rather than what she was due On a more serious note, we in the United Kingdom pride ourselves on being a nation of animal lovers, but every case of extreme cruelty that Members have referred to today is a scar on that claim. We must ensure that such crimes attract the length of sentence that is clearly due. My constituents in Dudley South struggle to understand why impersonating a customs officer, serious crime though that is, currently attracts a higher maximum sentence than that available for the most extreme, sadistic, and sickening cruelty to animals, such as the offences we have heard about today. The Bill seeks to put that right, and it is long overdue Many hon. Members have referred to service animals, and to the incredible story of Finn and PC Wardell, who are both clearly heroes. The issue of service animals is particularly dear to me because my father was a mounted police officer with West Midlands police for many years, and he also worked with the dogs in that police force. During his time on duty—this is going back more than a couple of decades—there were a small, sickening number of people who somehow thought that a police dog or horse was a legitimate target for attack, whether during a protest or riot, or whether because of common criminality Violence towards service animals has always struck any right-minded person as unacceptable, and it is pleasing that the Animal Welfare (Service Animals) Act 2019 is now in statute. I look forward to this Bill joining it, to ensure sentences that are appropriate for the most sickening cases of animal cruelty. I know that many other Members wish to speak in this debate, so I will not detain the House any longer. I look forward to my hon. Friend’s Bill proceeding to Committee. It cannot come into force a day too soon.
