ParlaMint-GB_2016-10-17-commons.u1	1. What steps his Department is taking to help disabled people to access Government support.
ParlaMint-GB_2016-10-17-commons.u298	It is a pleasure, as always, to debate opposite the Minister. I thank her for outlining the overarching principles of the Bill, which will introduce the new lifetime ISA and the Help to Save scheme. As we have heard, the lifetime ISA is a new savings product that will be available from April 2017 in which people under 40 may deposit up to £4,000 a year. The Government will then top up those savings by 25%. The savings accumulated in the LISA can be used as a deposit towards a first home, or can be accessed once a person is 60 to “complement”, to use the Government’s word, their retirement income. In the absence of using the product to save for a house deposit, it will be possible for a person to remove funds from the LISA before they are 60, but there will be a charge of 25%, effectively to remove the Government top-up from the funds withdrawn The Help to Save scheme will be available for people in receipt of either universal credit or working tax credit. If they receive working tax credit, they must have minimum weekly earnings equivalent to 16 hours at the so-called national living wage.
ParlaMint-GB_2016-10-17-commons.u299	I was grateful to the Minister for her response to my question. Will my hon. Friend commit our Front-Bench team to probing the Government further on whether there should be a two-year qualifying period, or if the period should be reduced to 12 months? Similarly, will she commit our Front-Bench team to exploring in Committee whether credit unions can be allowed to take part alongside National Savings and Investments? NS&I already offers national coverage, so there is no reason why credit unions should be excluded.
ParlaMint-GB_2016-10-17-commons.u300	My hon. Friend makes important points and we would support him in pushing the Government to respond to those questions. I will highlight some of the concerns of our Front-Bench team about the Help to Save scheme in particular. Credit unions are vital for the roll-out of any savings scheme that targets the most deprived communities.
ParlaMint-GB_2016-10-17-commons.u301	The hon. Lady helpfully outlined the circumstances in which the lifetime ISA kicks in. Does she welcome that ISA to enable young people to save, given that half of present ISA holders are over 55?
ParlaMint-GB_2016-10-17-commons.u302	I welcome the Government’s sentiment of encouraging people to save. If I may make a little progress, the hon. and learned Lady will get a fuller response in due course The Opposition have serious concerns about both policies under the Bill and a number of questions, with which I hope the Minister can assist. The Labour party warmly supports the Government’s principal aim of encouraging saving. Many working people in Britain are not saving enough or not saving at all, and that is storing up a multitude of problems not just for their personal finances, but for the public purse. The helpful House of Commons Library briefing states that 28% of people say that they have no savings at all and that 38% would struggle to pay an emergency expense of more than £500. In addition, the Joseph Rowntree Foundation surveys on poverty and social exclusion consistently find that between a quarter and a third of households say that they are unable to make regular savings. In the most recent survey, which was conducted in 2012, 32% of households gave that answer It is therefore right for the Government to examine methods and structures that will encourage saving, but I am sure that the Minister agrees that they must also address the root causes of this low saving trend. Will she examine carefully the reasons why many people do not save at all? Is it because they are splashing out on fancy cars and extravagant purchases, or is it because wages are too low and the cost of living is too high to get through the month for some people, never mind whether they have a bit of spare cash at the end of the month to put into a savings plan?
ParlaMint-GB_2016-10-17-commons.u303	Does the hon. Lady agree—this is perhaps unlike some of the measures brought in by Chancellor Gordon Brown—that it is important to keep products as simple as possible? It is also hugely important that they are transferable—a Help to Buy ISA can be transferred into the lifetime ISA—and complementary.
ParlaMint-GB_2016-10-17-commons.u304	Indeed. Products need to be explained as simply as possible and there needs to be a commitment from the Government that there will be an adequate advertising campaign to avoid any ambiguity about a product. I shall shortly come on to some of my concerns about the specific products to which the Bill refers It is important to examine the fact that those who live in more deprived areas or areas that do not have access to a healthy range of high street financial services are often more financially excluded, having limited access to reasonable lending facilities. This in turn leads many to rely on extremely high interest lending facilities such as payday lenders, which are often the only lending facility available. In many cases, that initiates a cycle of debt and sucks any possible savings surplus out of the monthly pay packet. It cannot be lost on the Minster that for some time now food banks have been reporting surges in the number of people in full-time employment who are accessing them. This in itself may suggest that many people have no spare cash to live on day to day, let alone to save These problems bring me to the Opposition’s main problem with the Help to Save scheme that the Bill introduces. We wholeheartedly support moves to encourage saving for a rainy day, but in many cases the idea that those on universal credit and working tax credit have a spare £50 at the end of the month is extremely optimistic. People can barely make ends meet, as the Government found out last year when there was a cross-party backlash after they tried to take thousands of pounds from the recipients of much-needed tax credits. The transition to universal credit will arguably leave people in an even worse position.
ParlaMint-GB_2016-10-17-commons.u305	rose—
ParlaMint-GB_2016-10-17-commons.u306	I will pre-empt the Minister’s reply that Help to Save is incredibly similar to the saving gateway scheme that was piloted by the previous Labour Government.
ParlaMint-GB_2016-10-17-commons.u307	I do not wish to interrupt the hon. Lady, but it is important to make the point that this is about people saving up to £50. It must not be suggested that everyone must save £50. The figure is up to £50, and that can be a very small amount. I would just like to make that clear.
ParlaMint-GB_2016-10-17-commons.u308	I thank the Minister for clarifying that point, but I think that some people would struggle to save even £5 a month, let alone £50 Let me go back to the point I was trying to make about Labour’s scheme. We did introduce a similar scheme, but it is important to note that we had not spent the previous six years eroding the disposable income of the people whom it targeted. Help to Save might well look good on paper in terms of helping those on low incomes to save, but I must warn the Minister that, given the long-term effect of Government cuts and wider austerity measures, it will not have the desired impact in many cases. The cuts the Government are making to universal credit alone will cost 2.5 million families up to £1,600 a year, according to the Institute for Fiscal Studies. Where will these families find even £1 a month, or up to £50 a month, to put into this savings scheme It appears that the Government are not expecting the measure to put rocket boosters, as it were, under savings by those on low incomes. Their costing for the policy is £70 million in 2020-21. Some 3.5 million people will be eligible for the scheme, so if my and the IFS’s calculations are correct, that works out as a Government bonus of £20 per eligible individual in 2020-21 I was very excited to read the Government’s impact assessment in the past few hours. However, the Minister should note that it arrived at only 1 pm today, and while I am pleased that it arrived at all, she will appreciate that it is really not acceptable to provide such information at the 11th hour if the Government wish to be transparent and capable of being effectively held to account. None the less, I was interested to see that the Government’s expected take-up rate was 500,000 people in the first two years. I will be grateful if she explains the rationale behind that figure. For example, are specific groups more likely to save than others?
ParlaMint-GB_2016-10-17-commons.u309	The hon. Lady refers to the impact assessment. After the sentence she referred to, it says: “These estimates were informed by information from similar savings schemes and government savings pilots.”
ParlaMint-GB_2016-10-17-commons.u310	I thank the hon. and learned Lady for reading from the impact assessment, but I was asking whether specific groups are more likely to save than others, and I do not think the assessment provides that information Most importantly, however, how will the scheme help the remaining 3 million people who simply cannot afford to participate in it? I can sum up my concerns about this element of the Bill by reiterating comments made by our former shadow Work and Pensions Secretary, who stated that the scheme was “like stealing someone’s car and then offering them a lift to the bus stop.”
ParlaMint-GB_2016-10-17-commons.u311	I have to confess that I am a little confused by the hon. Lady’s arguments. Is she saying that because the scheme will not target all 3.5 million people who may be eligible, the Government should do nothing? Despite the fact that it might be a partial success or that a large number of people might take up the scheme, she seems to be saying that because not everybody will take it up, this is not worth doing.
ParlaMint-GB_2016-10-17-commons.u312	No, that is not what I am saying at all. It is important that we address this issue, but we have to be clear about how we do so. Dealing with the root causes of poverty and people’s inability to save is the first important thing that the Government need to look at, and then the second element they need to consider when rolling out the measures in the Bill is the specific groups they intend to target. If they do not target the 3.5 million people who are eligible to take part in the scheme, how will they help those who do not take part in it There is considerable unease about the lifetime ISA policy across the pensions industry, the trade union movement, the Office for Budget Responsibility and Select Committees of this House. The Opposition support the idea of incentivising people to save for the future, especially for retirement income, but we are concerned that the scheme could create a diversion from saving in traditional pension products, rather than being an add-on to one’s main pension plan. Even a former Pensions Minister stated that the LISA “could even destroy pensions”. The UK faces a pensions time bomb. Eleven million people are signed up to defined benefit schemes in 6,000 pension funds in the UK, but PricewaterhouseCoopers recently produced data showing that the collective deficit in those 6,000 schemes had risen by £100 billion in just one month so that it stood at £710 billion at the end of August. Earlier this year, the OECD reported that we were facing a “global pension crisis” in which a person buying an annuity today who had saved 10% of their wages into a pension for 40 years could expect just over half the earnings of someone who had saved the same amount but retired 15 years ago This situation is very worrying, especially when the state pension in its current form certainly cannot be relied on to plug the gap. Last week, the OBR published a report concluding that recent pensions and savings measures introduced or announced by the Government would create a £5 billion a year black hole in the public finances. The report states: “The net effect on the public finances is positive in the early years, peaking at £2.3 billion in 2018-19 before turning negative from 2021-22—the year after our March 2016 forecast horizon…But the small net gain to the public finances from these measures over the medium-term is reversed in the long term as the net cost continues to rise, reaching £5 billion by 2034-35. Expressed as a share of GDP—a more relevant metric when considering fiscal sustainability—the net cost builds up until it reaches a steady state toward the end of the period of just over 0.1 per cent of GDP. If that steady-state effect was to continue to the end of our usual long-term projection horizon of 50 years, that seemingly small cost would add 3.7 per cent of GDP to public sector net debt.” The report also said that these measures “shifted incentives in a way that makes pensions saving less attractive—particularly for higher earners—and non-pension savings more attractive—often in ways that can most readily be taken up by the same higher earners.” That is a pretty worrying assessment of the Government’s pensions and savings policy, in which the LISA will play a large part I am also worried about the level of assessment that the Government have carried out about the impact that the LISA could have on pension savings, and, more specifically, their auto-enrolment scheme. The Work and Pensions Committee has outlined its concerns about the threat to automatic enrolment in workplace pensions, the roll-out of which is having a great deal of success. The Committee was particularly worried about the risk of people opting out of a workplace pension in order to save in a LISA, thinking that it will be more of a beneficial pension savings product when it is not. The Committee highlighted extreme ambiguity about whether the LISA is intended to be a pension replacement As the House will recall, the previous Chancellor stated in his Budget speech that the LISA was for “those under 40, many of whom have not had such a good deal from the pension system”.—[Official Report, 16 March 2016; Vol. 607, c. 966.] That was something of an indication that this was a new-generation pensions product. On the other hand, the Department for Work and Pensions has stated that the LISA is “not a part of the pension system but an additional flexible savings product” I am pleased that the Minister has, once and for all, clarified this point and stated that it is a complementary product. None the less, many witnesses who gave evidence to the Select Committee said that all indications so far suggested that the LISA was being interpreted as a pension product, including those from the Centre for Policy Studies, which actually developed the LISA and stated that many employees not already in a pension scheme would have to decide whether to save through a LISA or enrol in the pension scheme. Royal London stated that many people could in fact opt out of workplace pensions Will the Minister therefore confirm whether she has made any assessment of the impact of the LISA on automatic enrolment into workplace pensions? Will she confirm what safeguards will be put in place to ensure that people do not opt out of auto-enrolment? Will the Government mount a detailed advertising campaign, as suggested by the Select Committee, to ensure that people do not wrongly view the LISA as their main pension product? The Pensions Regulator has argued that by 2017, when the LISA is available, thousands of small and micro-businesses will not have rolled out auto-enrolment. Have the Government considered timing the LISA roll-out to coincide with the full completion of auto-enrolment to avoid the risks I have outlined It is acknowledged that LISAs will be successful among those who have savings elsewhere. There might simply be a case of them transferring those savings into LISAs, but will the Government provide the distributional analysis of the income groups who will specifically benefit the most? Will they confirm what impact the scheme will have on women and minority groups, especially, and therefore provide a much more detailed impact assessment, as the Work and Pensions Committee suggested? Will the Minister confirm what the Government will do to assess those groups that are not currently saving or unable to save, and what will they do to ensure that these people will be able to avail themselves of the scheme? The Select Committee has suggested that those who might benefit most from the scheme could be those who can afford to contribute to a pension scheme and deposit additional savings in a LISA to complement their retirement savings—higher earners, in other words. In these difficult economic times, Opposition Members question whether the scheme is an effective use of up to £2 billion of public funds Another concern is not simply that people will use the LISA as an alternative pension product, but that there will be nothing to stop them from taking the money early for other purposes, aside from as a deposit for a house. The Bill enforces a 25% charge for the early withdrawal of funds, which effectively removes the Government bonus, but people will not lose anything from their savings. That will therefore not be a significant deterrent from removing money early, so there is a significant risk for those who use the product as their sole pension income LISA funds may be used towards a deposit for a first home. That is not a bad thing, but the Government are failing to address the wider problems that are causing the housing crisis. There is no point having a deposit if there are no houses to buy. We need a significant private and social house building programme supported by the Government, not populist policy making. It is a shame that fewer new homes were built during the previous Parliament than under any peacetime Government since the 1920s. Labour has committed to build more than 1 million new homes over the next Parliament, and that is the level of intervention that is required of any Government who truly want to ensure that everyone can live in a decent and secure home.
ParlaMint-GB_2016-10-17-commons.u313	Before my hon. Friend concludes her speech, may I suggest one further area on which Labour Front Benchers could press the Government in Committee? The Bill does not include a requirement that any employer should offer payroll deduction services, but that could help all savers, especially those on low and middle incomes. In that way, people could, if they wanted, have money deducted from their pay at source by their employer. Ideally that would go into a credit union, but it could go into any other source of savings. I suspect that that would create a significant boost to savings in this country.
ParlaMint-GB_2016-10-17-commons.u314	My hon. Friend makes a very important point that Labour Front Benchers are considering in detail The Opposition have serious concerns about the policies in the Bill, as I have outlined, and I hope that the Minister will respond to my various queries. However, as I have confirmed, we support the overarching aim of encouraging people to save at a time when they are not doing so. There is significant room for improvement in the Bill, so we will try to amend and improve it as it makes its way through Parliament in the coming weeks to try to alleviate some of our stakeholders’ concerns about the possible effect of the lifetime ISA and the Help to Save scheme.
ParlaMint-GB_2016-10-17-commons.u315	It is a pleasure to speak briefly on Second Reading and to support two schemes that are an excellent part of what should be a wider strategy to tackle a fundamental and chronic lack of saving in all age groups and all income levels in our country. I want to say a few words about the schemes themselves and then about the scale of the problem and what more the Government might like to do in the years to come to address a chronic issue that should trouble us all, particularly the Treasury The problem is greater than many of us like to imagine; the state of saving in this country is worse than we like to kid ourselves. I remember going to visit my grandparents when I was a child and seeing on their mantelpiece a jam jar in which they used to put sixpences to save up for things such as a holiday to Blackpool and for rainy days, should things have got worse. Back then, I think they were the only people on their street who did that and who could afford the coach to Blackpool once a year. I think that my grandmother would put half a crown in a box just below the sofa, to save up for something or other every year, such as a new chair or stool for the house That seems like another country and another age—something that could never happen nowadays, when we are all so much richer and have so much greater access to spending. Of course, the statistics—we have heard some of them already—show that that is not the case at all Those experiences come from a time before the rise of hire purchase, credit cards, overdrafts and mortgages, all of which, although they have brought with them problems and difficulties that we have to cope with, have created a safety net of sorts against the real fragility that previous generations used to feel, going back as long as anyone can remember. The historian in me thinks of medieval, Georgian and Victorian times, when people used to feel that they were living fragile lives because they could fall from what were then called respectable lives into abject poverty purely as a result of ill fate, including illness, losing a job and having an unscrupulous landlord We like to think that those things could not happen today, but, of course, they can, and the statistics that we have heard from both Front Benchers show that very clearly. A quarter of households have less than £1,100 in their total financial assets, and debts of more than £3,500. One in 10 of us has available savings—rainy day money in the jam jar on the mantelpiece—of less than £100. That means less than £100 if someone happens to lose their job, if their company goes bust or if they were in the private rented sector and had an unscrupulous landlord. That should make us all very worried indeed Even beyond the poorest in society—those who should be very concerned about short-term saving—there is a crisis in long-term saving, and it looks more and more like an impending disaster for the country. We are all—rich and poor, young and old alike—simply not saving anything like enough The latest Deloitte survey shows that, by 2050, the retirement savings gap—the difference between what people will save and what they need to save, if they want to have a reasonable standard of life in retirement—will be £350 billion, which is an increase of £32 billion from five years ago, despite the many measures introduced by the previous Administration and the coalition. On average, each of us has to put away an extra £10,000 every year to avoid what we could think of as a miserable old age. Even people on middle and higher earnings—including all of us in this Chamber—would probably struggle to do that, if we want to pay our mortgages, bring up our children and enjoy a reasonable standard of living in the interim years One reason for that, among others, is that we are living much longer. Not only will future Governments struggle to maintain current levels of state pension payment, but we are spending longer in retirement and the cost of retirement income has risen. The latest BlackRock survey calculated that for a 70-year-old male to buy £1 of retirement income via an annuity would have cost £6 in 1970, but today it would cost £12. The cost of retiring is rising dramatically. We all know this, but it is worth underlining that we need a fundamental change in our cultural attitudes towards money and saving.
ParlaMint-GB_2016-10-17-commons.u316	Many of us in the Scottish National party would agree with everything that the hon. Gentleman has said so far. However, the argument against the lifetime ISA is that far from encouraging extra saving, it diverts existing savings from pensions into housing and stokes up the housing market. It does not actually resolve the problem that he has described so eloquently.
ParlaMint-GB_2016-10-17-commons.u317	I am interested in the point that the hon. Gentleman makes, and I will say more about the lifetime ISA in a moment. The point of it is that many of us in our 20s and 30s—I am just about in that category—are more preoccupied with getting on the housing ladder than we are with looking out for our retirement, and that is a major worry for the Government and for future Governments. The lifetime ISA is flexible, however, because it enables people to spend money in the early years to try to get on the housing ladder, and later to convert the product into something else with a view to retirement. The hon. Gentleman raises a major problem, and we need to look at many solutions; this, I am afraid, is only one There needs to be a fundamental change in all our attitudes. We should not purely seek instant gratification; we, as individuals, and the Government must promote ways in which to defer gratification through saving, in contrast to our present, quite corrosive, consumer attitude I warmly welcome the lifetime ISA. It is an extremely popular product and there has been a lot of interest in it. I do not represent a particularly wealthy constituency— the average wage is just below the national average—but many of my constituents have said to me that they would like to take up the lifetime ISA. Clearly, offering a 25% top-up as well as the usual tax advantages of an ISA gives us all a strong incentive to save. ISAs are popular, as we know from the millions of people who have taken them up over the years. Contrary to some of the comments that we have heard today and comments in the press, ISAs are simple. We all understand them, and they are part of our saving culture I welcomed the news in April that the limit would be raised on the standard ISA from £15,000 to £20,000 a year. That might sound like a great deal of money to many people, but as the problem of insufficient saving affects all income levels, it is an important measure. This is an exciting development for those of us—particularly the younger generation—who will not benefit from generous final salary pension schemes. Although the scheme is not intended to take over from pensions, it creates more flexibility in the sector. Under the previous Chancellor, we saw that across a whole range of issues to do with pensions, flexibility is key The lifetime ISA will help younger people to save for a deposit, which is, as we all know, the primary preoccupation of every young person with more than a basic level of income. If this vehicle allows us to help any of them to get on to the housing ladder and then to convert to a product that will help them to save for the rest of their working lives, it will be very useful Help to Save explicitly does the same job for those on very low incomes. I appreciate that there are many people, including many in my own constituency, for whom saving seems like another country; it is extremely difficult for them to do. But the alternative is to do nothing and to accept that we live in a country where people cannot save in that jam jar, and where the Government cannot create mechanisms to incentivise them to do so and top up what they have saved. The 50% contribution rate is clearly a great incentive, which we should all appreciate and welcome Rather as the IFS has said, it would be helpful for the Government to do more work on understanding which groups are the most critical in terms of saving, and to develop more products that specifically target the core group that we are most worried about—the people who have only £100 or £1000 in the bank as a rainy day fund. That is a very worrying state of affairs What else should I raise? One area we should look at is savings interest tax. I am in favour of simple and bold tax reforms that will not complicate the already far too complicated tax code even further, but send everyone in society the extremely clear message that the Government believe we need to save more and will back that up with action. I would strongly welcome a further move to take more people out of paying savings interest tax. The announcement in April, creating a £1,000 threshold for those on the basic rate and a £500 threshold for higher rate taxpayers—was excellent, and we should look at more changes, not least because current levels of interest rates are so pitifully low that the Government are receiving very little, and rapidly declining, tax revenues from savings income. In 2013-14, the income to the Treasury was £2.8 billion, but it is estimated to be £1.1 billion this year and to continue to decline further. Those are obviously large sums, but what would create a greater incentive and give a stronger signal than to say that we will no longer charge tax on savings interest My last point is simply to reiterate the one made in debates in recent weeks, which is that interest rates are too low in this country. That has had a very corrosive impact on pensioners and anyone trying to save in this country, on the gap between the rich and the poor, and on the wider economy. I, like many others, was delighted to hear the Prime Minister imply in her speech in Birmingham that she would like to take action on this matter.
ParlaMint-GB_2016-10-17-commons.u318	The hon. Gentleman is making a very powerful application to serve on the Public Bill Committee. Given his point about low interest rates, does he not share the concern of many outside the House—indeed, it is a concern of mine—about the fact that the qualifying period to get the Government’s bonus payment under the Help to Save scheme is two years, rather than just 12 months? Would not a shorter period be a further and more sensible incentive to get people saving more quickly?
ParlaMint-GB_2016-10-17-commons.u319	I listened to the hon. Gentleman’s intervention earlier, and I would be interested to hear the Minister’s views on that. We want to create as many incentives as possible for everybody—from the rich to the poor, from the young to the old—to save because, as I hope I have made the principal point of my remarks, this country is facing a crisis and we all need to take responsibility for it On interest rates, the Bank of England now needs to take action. I did not believe there was any real cause to lower interest rates earlier this summer. It misread the initial signals after the referendum and acted too soon. We have already seen that the consequences of the referendum, at least in the short term, will not be as severe as it imagined. I hope the Bank of England—of course, it is independent—does not reduce interest rates further, and that we can now move away from the policy of quantitative easing as soon as possible for many reasons, but particularly for the sake of pensioners and savers I want the Government to create a long-term strategy on saving that tries to change the culture in this country towards looking to the future and putting money aside. The Government need to back that in many ways, some of which will involve extremely difficult decisions. One of those decisions will, of course, be to continue to raise the state pension age to protect the triple lock, which I would like to happen as soon as possible. The two schemes we are considering today are excellent. I fully support them, and I hope that they will be the first of many from the new Administration.
ParlaMint-GB_2016-10-17-commons.u320	It is a pleasure to follow the hon. Member for Newark (Robert Jenrick). I was interested that he closed by talking about a long-term savings plan for the Government. I suppose the long-term economic plan has crashed and burned, so they need another anachronism that they can use for the future SNP Members welcome any reasonable proposals that encourage savings—we will work, where we can, with the UK Government to seek to encourage pension savings—but we very much see the Bill as a missed opportunity for us all to champion what we should be focusing on, which is strengthening pensions savings. Instead we have another wheeze that emanated from the laboratory of ideas of the previous Chancellor, the right hon. Member for Tatton (Mr Osborne), and his advisers, who had form on constantly tinkering with the savings landscape. The right hon. Gentleman may have gone from the Front Bench, but his memory lingers on with this Bill Let us recall what the former Chancellor said in his Budget speech this year: “too many young people in their 20s and 30s have no pension and few savings. Ask them and they will tell you why. It is because they find pensions too complicated and inflexible, and most young people face an agonising choice of either saving to buy a home or saving for their retirement.”—[Official Report, 16 March 2016; Vol. 607, c. 966.] The problem was that that assertion was not backed up by evidence, and it was half-baked. Young people under the age of 30 have the lowest level of opt-out rates of all those who have been automatically enrolled into workplace pensions. Department for Work and Pensions research found that for under-30s the opt-out rate is 8%, compared with 9% for 30 to 49-year-olds and 50% for those aged 50 and over. One would have thought that the Chancellor and the Minister had looked at the DWP evidence and recognised that the assertion behind the justification for these measures is quite simply wrong. The fundamental principle, that young people are not saving for a pension when presented with a solution for pension saving such as auto-enrolment, is wrong. After much effort, automatic enrolment has been successful in encouraging young people to save. We must not undermine those efforts by inadvertently encouraging people to opt out and confusing consumers with new, competing products. As has been stated by the likes of Zurich Insurance: “There is a real danger that the LISA could significantly derail auto-enrolment and reverse the progress made in encouraging people to save for later life.” I agree with that. Why would we want to undermine pension savings Of course we know that the Treasury has flown kites on moving from the existing arrangements for pensions—exempt, exempt, tax—to considering tax, exempt, exempt. That would have a drastic impact on incentivising pension savings, but clearly from the Government’s point of view it would mean higher tax receipts today rather than pensions being taxed on exit. This is a wheeze from the previous Chancellor to deliver higher taxation income today, rather than taxing consumption in the future—a modern day reverse Robin Hood Is it not the case that when this idea was kicked into the long grass along came the Chancellor with proposals to achieve the same ends through the backdoor? Is this the first step to moving towards tax, exempt, exempt? If it is, the Government should come clean. If they do so, we on the Scottish National party Benches will vigorously oppose it, because it would amount to an attack on pension savings. We should recall, after all, that it was Gordon Brown, when he was Chancellor, who raided pension schemes with his dividend tax changes—an attack that seriously undermined defined benefit pension schemes in particular.
ParlaMint-GB_2016-10-17-commons.u321	Does the hon. Gentleman not agree that what Gordon Brown did when he was Prime Minister—taxing pension schemes—was catastrophic? I know that, because I had a pension scheme and stopped paying into it.
ParlaMint-GB_2016-10-17-commons.u322	I absolutely agree with the hon. Gentleman that that was the beginning of the end for defined benefit pension schemes in this country. At the time, just about every company in the FTSE 100 had a defined benefit pension scheme. There are hardly any today. My criticism of what the Government are doing with the Bill is that they are once again undermining pension saving. I will come on to the facts of the matter. We cannot get away from this: anybody saving into a pension does so out of pre-tax income. Anybody investing in the LISA will be doing so out of taxed income. That is unfair and unjust. As I mentioned earlier, this is more about a wheeze for the Government to generate taxation income. It is wrong and they should not be doing it without proper incentives for the young people they are targeting We would resist any further attempts to undermine pension saving and, specifically, to change the tax status of pension savings. That would be little more than an underhand way of driving up tax receipts—sweet talking workers to invest after-tax income in LISAs when their interests are best served by investing in pensions. We have considerable challenges in ensuring that we take appropriate action and provide the right kind of leadership to encourage pension savings above all else. That is not happening under this Conservative Government. Pension savings are the most tax-efficient arrangement for savers and that is what we ought to prioritise We also need to revisit the issue of pension tax relief to make it fairer to pension savers. Many commentators and providers, such as Zurich, have suggested that a flat rate of pension tax relief could increase saving among low earners. While ensuring pensions remain an attractive investment for higher earners, it would be inherently fairer. Coupled with auto-enrolment, it would give a powerful boost to the pensions of millions of workers and help the vast majority of people to save more for retirement. It would also end the complexity of the current regime and set tax relief at a sustainable level for the longer term. That kind of approach rather flies in the face of what the Minister has signed off in the impact assessment, which states: “The government could have done nothing more, relying on existing tax incentives to promote saving among younger people and working families on low income. However, this would have failed to provide the necessary level of support for those who are unable to use existing support to plan and save for their future.” This is bunkum. Tax relief can be addressed, as I have said, but we must also take into account the fact that a review of auto-enrolment is due in 2017. We can strengthen auto-enrolment to deliver inclusion and encourage pension saving. We want to work with the Government to strengthen auto-enrolment and pension savings, which are the most efficient way for young people to save Just today, as we debate the Bill, the Financial Times has published an article highlighting new analysis on pension savings conducted by Aon. The analysis concluded that UK pension savings have a massive deficit of £11 billion a year. A poll of 2,000 pension savers indicates that only 16% of workers are saving enough to maintain their standard of living when they stop work. Why on earth do we want to take attention away, through the Bill the Government are bringing forward, from pension savings? Why are we not focusing on what we should be doing: fixing the problems in the pension industry? That is the priority of those of us on the SNP Benches The Aon analysis suggests that members of defined contribution schemes on average need to pay an extra £1,400 a year to achieve a decent retirement income. That is what we should be addressing in this Chamber here tonight. My message to the Government is this: let us all work together to tackle the under-investment in pension savings, to deal with the many challenges we face, and to enhance the attractions of pension savings. That is the priority. Today, too many people are excluded from workplace pensions I commend the introduction of auto-enrolment, but recognise that more needs to be done to enhance auto-enrolment and seek to offer affordable solutions to the low-paid, women and the self-employed who, to use the Prime Minister’s term, have been left behind. We need to tackle the issue of those who are currently excluded, such as the 20% of workers who earn less than £10,000 a year. We need to make sure we have an inclusive approach to pension savings that works for all workers The average value of conventional ISAs held by those aged between 25 and 34 is £5,186. The annual allowance for the lifetime ISA as proposed is £4,000, so from experience of ISAs this question needs to be addressed: who exactly will benefit? It looks like yet another policy to benefit the rich who can afford to save at such a level and therefore get the full benefits of the Government bonus. So much for the sermon from the Prime Minister about delivering policies for those left behind. It looks to us more like the same old policies for the benefit of the wealthy. When we look at the news today we see that the UK is looking to spend billions of pounds for the City to access the single market—and we should not be surprised. It is yet another case of the poor subsidising the rich We need to address the unintended consequences of quantitative easing, which has driven down yields, moderating expectations of future growth for pension funds and substantially increasing the deficit for many defined pension schemes, as the hon. Member for Salford and Eccles (Rebecca Long Bailey) mentioned. If we add to that the decline in annuity rates, which is cutting expectations of pensioner income, it means that savers have to increase their contributions to defined contribution schemes. This makes for a challenging environment for pension savers, which needs to be addressed On 11 July, the former Secretary of State for Work and Pensions, the right hon. Member for Preseli Pembrokeshire (Stephen Crabb), said that “there is a very real systemic issue with DB pension schemes that we need to look at, and my Department will be discussing it further in the months ahead.”—[Official Report, 11 July 2016; Vol. 613, c. 10.] Since that statement, there has been silence from the Government. Where is the response to the fundamental challenges for today’s pensions and, as some might argue, the crisis in both defined benefit and defined contribution schemes? We know of the significant factors affecting the BHS and British Steel schemes, and we know that hundreds of other schemes are facing significant deficits. Rather than seeing the Government face up to these challenges and the threat to the many beneficiaries of the schemes, we see a missed opportunity to tackle what ought to be the priorities. When will the Government respond in detail to what the former Secretary of State for Work and Pensions admitted, which we all know to be the case? I give the Minister the opportunity to intervene and tell us what the Government have done since the announcement of the previous Secretary of State. Where is the Government’s response? What do they have to say about the deficit on defined pension schemes? I see Government Members on the Front Bench looking down, but we need answers. What we get from this Government is no action.
ParlaMint-GB_2016-10-17-commons.u323	I draw the House’s attention to the fact that we had DWP questions earlier today, and I am sure the hon. Gentleman took the opportunity to put his question then.
